id,model,arm,lexical_A,lexical_B,semantic_A,semantic_B,repetition_A,repetition_B,frame_A,frame_B
a294,LLM360/Amber,base,clean,clean,stalls,stalls,none,none,task,task
a295,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,means,means,none,none,none,none
a296,ibm-granite/granite-3.0-8b-base,base,clean,clean,means,means,none,none,furniture,furniture
a297,OpenLLM-France/Lucie-7B,base,mangled,mangled,stalls,stalls,none,none,none,none
a298,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,none,furniture,furniture
a299,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,mangled,mangled,salad,stalls,none,none,task,task
a300,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,clean,clean,stalls,stalls,none,none,none,furniture
a301,OpenLLM-France/Lucie-7B,base,clean,clean,stalls,stalls,none,phrase,task,task
a302,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,stalls,stalls,none,none,none,none
a303,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,clean,clean,means,means,none,none,assistant,assistant
a304,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a305,zai-org/glm-4-9b-hf,base,mangled,mangled,means,means,none,none,none,none
a306,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,stalls,stalls,none,none,none,none
a307,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,phrase,assistant,assistant
a308,Qwen/Qwen2.5-0.5B,base,clean,clean,stalls,stalls,phrase,phrase,task,task
a309,BSC-LT/salamandra-7b-instruct,aligned,mangled,mangled,salad,stalls,none,none,furniture,furniture
a310,Qwen/Qwen2.5-0.5B,base,clean,clean,stalls,stalls,phrase,phrase,none,none
a311,tiiuae/Falcon3-7B-Instruct,aligned,mangled,mangled,means,means,none,none,furniture,furniture
a312,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,phrase,phrase,none,none
a313,openbmb/MiniCPM5-1B-Base,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a314,tiiuae/Falcon3-7B-Base,base,clean,clean,stalls,means,none,none,furniture,furniture
a315,LLM360/Amber,base,clean,mangled,stalls,means,phrase,phrase,furniture,furniture
a316,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,phrase,task,task
a317,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,stalls,stalls,none,none,assistant,assistant
a318,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,clean,clean,stalls,means,none,none,none,none
a319,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,none,task,task
a320,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,clean,clean,means,means,none,none,none,none
a321,Qwen/Qwen2.5-0.5B-Instruct,aligned,mangled,mangled,stalls,stalls,none,none,task,task
a322,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,assistant,assistant
a323,EleutherAI/pythia-6.9b,base,mangled,mangled,stalls,stalls,none,none,none,none
a324,huggyllama/llama-7b,base,clean,clean,means,means,none,none,furniture,furniture
a325,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,none,none
a326,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,phrase,phrase,assistant,assistant
a327,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,stalls,stalls,none,none,task,task
a328,m-a-p/neo_7b,base,clean,clean,means,means,none,none,none,none
a329,m-a-p/CT-LLM-Base,base,clean,clean,means,means,none,none,task,task
a330,EleutherAI/pythia-6.9b,base,clean,clean,stalls,stalls,none,none,none,none
a331,01-ai/Yi-1.5-9B,base,mangled,mangled,stalls,stalls,none,none,task,task
a332,LLM360/AmberSafe,aligned,mangled,mangled,means,means,none,phrase,furniture,furniture
a333,01-ai/Yi-1.5-9B,base,clean,clean,means,means,none,none,none,none
a334,bigscience/bloom-7b1,base,clean,clean,means,stalls,none,none,none,none
a335,zai-org/glm-4-9b-hf,base,clean,clean,stalls,stalls,none,none,none,none
a336,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,assistant,assistant
a337,Qwen/Qwen2.5-0.5B,base,clean,clean,means,means,none,none,none,none
a338,meta-llama/Llama-3.1-8B-Instruct,aligned,clean,clean,salad,stalls,none,none,none,none
a339,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,mangled,mangled,salad,salad,none,none,none,none
a340,HuggingFaceTB/SmolLM2-360M,base,mangled,mangled,stalls,stalls,none,none,none,none
a341,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a342,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,clean,clean,means,means,none,none,assistant,assistant
a343,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a344,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,none,none,none
a345,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,clean,clean,means,means,none,none,furniture,furniture
a346,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,none,none,none,none
a347,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,task,task
a348,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a349,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a350,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,none,none
a351,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,mangled,mangled,means,means,none,none,none,none
a352,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,nonwords,nonwords,salad,salad,none,none,none,none
a353,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,none,none,assistant,assistant
a354,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,clean,clean,stalls,stalls,none,none,assistant,assistant
a355,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,none,none,none,none
a356,HuggingFaceTB/SmolLM2-360M,base,mangled,mangled,salad,salad,none,none,none,none
a357,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,clean,clean,stalls,stalls,none,none,none,none
a358,EleutherAI/pythia-6.9b,base,clean,clean,means,means,none,none,none,none
a359,tiiuae/Falcon3-7B-Base,base,nonwords,nonwords,salad,salad,phrase,phrase,none,furniture
a360,meta-llama/Llama-3.1-8B-Instruct,aligned,mangled,nonwords,salad,salad,none,none,none,none
a361,HuggingFaceTB/SmolLM3-3B,aligned,mangled,clean,means,means,none,none,furniture,furniture
a362,ibm-granite/granite-3.0-8b-base,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a363,Qwen/Qwen3-8B,aligned,clean,clean,means,means,phrase,phrase,task,task
a364,LLM360/Amber,base,clean,clean,stalls,stalls,none,none,none,none
a365,meta-llama/Llama-3.1-8B-Instruct,aligned,nonwords,nonwords,salad,salad,phrase,phrase,none,none
a366,Qwen/Qwen2.5-0.5B,base,clean,clean,means,means,none,none,task,task
a367,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,none,none,none
a368,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,means,means,none,none,furniture,furniture
a369,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,assistant,assistant
a370,bigscience/bloom-7b1,base,mangled,mangled,stalls,stalls,phrase,phrase,furniture,furniture
a371,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,none,none,furniture,furniture
a372,m-a-p/neo_7b_instruct_v0.1,aligned,mangled,nonwords,salad,salad,none,none,task,task
a373,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,phrase,phrase,furniture,furniture
a374,HuggingFaceTB/SmolLM3-3B,aligned,mangled,clean,means,means,phrase,none,furniture,furniture
a375,Qwen/Qwen3-8B,aligned,clean,clean,means,means,phrase,none,task,task
a376,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a377,BSC-LT/salamandra-7b,base,mangled,clean,salad,stalls,none,none,task,task
a378,Qwen/Qwen2.5-0.5B,base,clean,clean,means,means,none,none,task,task
a379,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,clean,clean,means,means,none,none,none,none
a380,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,means,means,block,block,task,task
a381,01-ai/Yi-1.5-9B,base,clean,clean,stalls,stalls,none,none,none,none
a382,m-a-p/CT-LLM-Base,base,clean,clean,stalls,stalls,none,none,none,none
a383,bigscience/bloomz-7b1,aligned,mangled,mangled,salad,salad,none,none,none,none
a384,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,means,means,block,block,task,task
a385,HuggingFaceTB/SmolLM2-360M,base,nonwords,nonwords,salad,salad,none,none,none,none
a386,OpenLLM-France/Lucie-7B,base,clean,clean,means,means,none,none,none,none
a387,01-ai/Yi-1.5-9B,base,clean,clean,stalls,means,phrase,none,none,none
a388,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,means,means,none,none,none,none
a389,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,none,none,none,none
a390,EleutherAI/pythia-6.9b,base,clean,clean,means,means,none,none,none,none
a391,PKU-Alignment/beaver-7b-v1.0,aligned,clean,clean,means,means,none,none,none,none
a392,m-a-p/CT-LLM-Base,base,mangled,clean,stalls,stalls,phrase,none,none,none
a393,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,clean,clean,means,means,none,none,furniture,furniture
a394,EleutherAI/pythia-6.9b,base,clean,clean,stalls,stalls,none,none,none,none
a395,HuggingFaceTB/SmolLM3-3B-Base,base,clean,clean,stalls,stalls,phrase,none,furniture,furniture
a396,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,clean,clean,means,means,none,none,furniture,none
a397,openbmb/MiniCPM5-1B-Base,base,clean,clean,stalls,stalls,none,none,none,none
a398,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,mangled,clean,means,means,none,none,none,none
a399,Qwen/Qwen2.5-7B,base,mangled,mangled,means,means,none,none,task,task
a400,HuggingFaceTB/SmolLM2-360M,base,clean,clean,stalls,stalls,none,none,none,none
a401,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,clean,clean,means,means,none,none,furniture,furniture
a402,Qwen/Qwen3-8B,aligned,mangled,clean,means,means,none,none,furniture,furniture
a403,meta-llama/Llama-3.1-8B-Instruct,aligned,nonwords,nonwords,salad,salad,none,none,furniture,none
a404,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a405,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,none,none,assistant,assistant
a406,zai-org/glm-4-9b-hf,base,clean,mangled,means,means,none,none,none,none
a407,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a408,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,none,furniture,furniture
a409,Qwen/Qwen2.5-0.5B,base,clean,clean,means,means,none,none,task,task
a410,LLM360/Amber,base,clean,clean,means,means,phrase,phrase,furniture,furniture
a411,ibm-granite/granite-3.0-8b-base,base,mangled,mangled,stalls,stalls,none,none,none,none
a412,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,phrase,assistant,assistant
a413,huggyllama/llama-7b,base,clean,clean,means,means,none,none,none,none
a414,Qwen/Qwen3-8B-Base,base,mangled,clean,means,means,none,none,none,none
a415,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a416,openbmb/MiniCPM5-1B,aligned,mangled,mangled,means,means,none,none,none,none
a417,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,means,means,none,none,task,task
a418,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a419,PKU-Alignment/beaver-7b-v1.0,aligned,clean,clean,means,means,block,block,furniture,furniture
a420,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,mangled,mangled,salad,salad,none,none,furniture,furniture
a421,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a422,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a423,Qwen/Qwen2.5-7B-Instruct,aligned,clean,mangled,means,means,none,none,none,none
a424,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a425,m-a-p/neo_7b,base,clean,mangled,means,means,none,none,none,none
a426,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,mangled,mangled,means,means,none,phrase,none,none
a427,Qwen/Qwen2.5-0.5B,base,mangled,mangled,stalls,means,none,phrase,task,task
a428,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,phrase,phrase,none,none
a429,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,mangled,stalls,stalls,none,none,furniture,furniture
a430,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,clean,mangled,stalls,stalls,none,none,none,none
a431,m-a-p/CT-LLM-Base,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a432,Qwen/Qwen2.5-7B,base,clean,mangled,means,means,none,none,furniture,furniture
a433,01-ai/Yi-1.5-9B,base,clean,clean,stalls,stalls,none,none,none,none
a434,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,none,none,task,task
a435,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,furniture,furniture
a436,m-a-p/neo_7b,base,mangled,mangled,means,means,none,none,task,task
a437,bigscience/bloom-7b1,base,clean,clean,means,means,none,none,none,none
a438,HuggingFaceTB/SmolLM2-360M,base,clean,clean,means,means,none,none,none,none
a439,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,mangled,stalls,salad,none,none,none,furniture
a440,tiiuae/Falcon3-7B-Base,base,mangled,mangled,means,means,none,none,task,task
a441,zai-org/glm-4-9b-chat-hf,aligned,nonwords,nonwords,stalls,salad,none,none,furniture,furniture
a442,meta-llama/Llama-3.1-8B-Instruct,aligned,nonwords,nonwords,salad,salad,none,none,none,none
a443,01-ai/Yi-1.5-9B,base,clean,clean,means,means,phrase,phrase,furniture,furniture
a444,BSC-LT/salamandra-7b,base,clean,clean,means,means,phrase,phrase,none,none
a445,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a446,PKU-Alignment/beaver-7b-v1.0,aligned,mangled,mangled,means,means,none,none,none,none
a447,EleutherAI/pythia-2.8b,base,clean,clean,stalls,stalls,none,none,none,none
a448,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,means,means,phrase,phrase,assistant,furniture
a449,ibm-granite/granite-3.0-8b-base,base,mangled,mangled,means,means,none,none,none,none
a450,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,means,means,none,none,none,none
a451,LLM360/Amber,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a452,bigscience/bloomz-7b1,aligned,clean,clean,stalls,stalls,none,none,none,none
a453,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,none,none
a454,huggyllama/llama-7b,base,clean,clean,means,means,none,none,none,none
a455,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a456,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,clean,clean,means,means,block,phrase,furniture,furniture
a457,01-ai/Yi-1.5-9B,base,clean,clean,means,means,none,none,none,none
a458,EleutherAI/pythia-2.8b,base,mangled,mangled,stalls,stalls,none,none,none,none
a459,OpenLLM-France/Lucie-7B,base,clean,clean,means,means,none,none,task,task
a460,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,clean,clean,stalls,stalls,none,none,none,none
a461,PKU-Alignment/beaver-7b-v1.0,aligned,clean,clean,means,means,none,none,none,none
a462,HuggingFaceTB/SmolLM3-3B-Base,base,nonwords,nonwords,stalls,salad,phrase,phrase,none,none
a463,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,assistant,assistant
a464,bigscience/bloomz-7b1,aligned,clean,clean,stalls,stalls,none,none,none,none
a465,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a466,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,clean,clean,means,means,none,none,none,none
a467,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,phrase,phrase,task,task
a468,zai-org/glm-4-9b-hf,base,mangled,clean,stalls,stalls,none,none,none,none
a469,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,clean,clean,stalls,stalls,none,none,none,none
a470,meta-llama/Llama-3.1-8B-Instruct,aligned,nonwords,nonwords,salad,salad,none,none,furniture,furniture
a471,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,mangled,mangled,stalls,stalls,none,none,none,none
a472,Qwen/Qwen2.5-0.5B,base,clean,clean,means,means,none,none,task,task
a473,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,phrase,task,task
a474,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a475,tiiuae/Falcon3-7B-Base,base,nonwords,nonwords,salad,salad,none,none,none,none
a476,meta-llama/Llama-3.1-8B,base,clean,clean,means,means,none,none,furniture,furniture
a477,meta-llama/Llama-3.1-8B-Instruct,aligned,nonwords,nonwords,stalls,salad,none,none,none,none
a478,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,assistant,assistant
a479,bigscience/bloom-7b1,base,clean,clean,means,means,none,none,none,none
a480,Qwen/Qwen3-8B,aligned,clean,clean,means,means,none,none,none,none
a481,bigscience/bloom-7b1,base,mangled,mangled,stalls,stalls,none,none,none,none
a482,BSC-LT/salamandra-7b,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a483,EleutherAI/pythia-6.9b,base,clean,clean,means,means,none,none,none,none
a484,openbmb/MiniCPM5-1B-Base,base,clean,clean,means,means,none,none,task,task
a485,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,none,none,none
a486,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,clean,clean,salad,stalls,none,none,furniture,furniture
a487,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,none,none
a488,01-ai/Yi-1.5-9B,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a489,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,mangled,mangled,stalls,stalls,none,none,none,none
a490,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,stalls,means,none,none,none,none
a491,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a492,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,none,none
a493,meta-llama/Llama-3.1-8B-Instruct,aligned,nonwords,nonwords,salad,salad,none,none,none,none
a494,01-ai/Yi-1.5-9B,base,clean,clean,means,means,none,none,none,none
a495,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,stalls,stalls,none,none,none,none
a496,m-a-p/neo_7b,base,clean,clean,stalls,stalls,none,none,none,none
a497,HuggingFaceTB/SmolLM3-3B,aligned,clean,clean,stalls,stalls,phrase,phrase,none,none
a498,bigscience/bloomz-7b1,aligned,clean,clean,stalls,means,none,none,none,none
a499,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,stalls,stalls,none,none,none,none
a500,LLM360/AmberSafe,aligned,clean,clean,means,means,none,none,assistant,assistant
a501,bigscience/bloomz-7b1,aligned,clean,clean,means,means,none,none,none,none
a502,OpenLLM-France/Lucie-7B,base,mangled,mangled,salad,salad,none,none,none,none
a503,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,none,phrase,furniture,furniture
a504,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,none,none,assistant,assistant
a505,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,mangled,mangled,salad,salad,none,none,none,none
a506,m-a-p/CT-LLM-Base,base,mangled,mangled,salad,stalls,none,none,none,none
a507,ibm-granite/granite-3.0-8b-base,base,mangled,mangled,stalls,means,none,none,none,none
a508,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a509,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,clean,clean,means,means,none,none,assistant,assistant
a510,BSC-LT/salamandra-7b,base,mangled,mangled,stalls,stalls,none,none,none,none
a511,BSC-LT/salamandra-7b,base,mangled,mangled,means,means,none,none,none,none
a512,bigscience/bloom-7b1,base,nonwords,nonwords,salad,salad,none,none,none,none
a513,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,none,furniture,furniture
a514,meta-llama/Llama-3.1-8B-Instruct,aligned,mangled,mangled,salad,salad,none,none,none,none
a515,openbmb/MiniCPM5-1B,aligned,nonwords,nonwords,salad,salad,none,none,furniture,furniture
a516,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,block,block,task,task
a517,Qwen/Qwen2.5-0.5B,base,clean,clean,means,means,none,none,task,task
a518,meta-llama/Llama-3.1-8B,base,clean,clean,stalls,stalls,phrase,phrase,task,task
a519,Qwen/Qwen2.5-7B,base,clean,clean,means,means,none,none,task,task
a520,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,mangled,mangled,salad,salad,none,none,furniture,furniture
a521,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,clean,clean,stalls,stalls,none,none,none,none
a522,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,phrase,phrase,furniture,furniture
a523,HuggingFaceTB/SmolLM2-360M,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a524,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,stalls,means,none,none,none,none
a525,m-a-p/CT-LLM-Base,base,clean,clean,stalls,stalls,none,none,none,none
a526,meta-llama/Llama-3.1-8B,base,mangled,clean,means,means,none,none,none,none
a527,PKU-Alignment/beaver-7b-v1.0,aligned,clean,clean,means,means,phrase,phrase,none,none
a528,meta-llama/Llama-3.1-8B-Instruct,aligned,mangled,mangled,stalls,stalls,phrase,phrase,task,task
a529,HuggingFaceTB/SmolLM2-360M,base,mangled,clean,stalls,stalls,none,none,task,task
a530,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a531,Qwen/Qwen2.5-7B-Instruct,aligned,clean,clean,means,means,none,none,none,furniture
a532,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,furniture,furniture
a533,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,mangled,mangled,salad,salad,none,none,none,none
a534,tiiuae/Falcon3-7B-Base,base,clean,clean,stalls,means,none,none,furniture,furniture
a535,meta-llama/Llama-3.1-8B,base,mangled,mangled,stalls,stalls,block,block,task,task
a536,BSC-LT/salamandra-7b-instruct,aligned,clean,clean,stalls,stalls,phrase,phrase,none,furniture
a537,m-a-p/CT-LLM-Base,base,mangled,mangled,stalls,stalls,phrase,phrase,none,none
a538,huggyllama/llama-7b,base,clean,clean,means,means,none,none,furniture,furniture
a539,m-a-p/CT-LLM-Base,base,clean,clean,means,means,none,none,furniture,furniture
a540,bigscience/bloom-7b1,base,clean,clean,means,means,none,none,none,none
a541,tiiuae/Falcon3-7B-Instruct,aligned,clean,clean,stalls,means,none,none,none,none
a542,openbmb/MiniCPM5-1B,aligned,mangled,mangled,stalls,means,phrase,phrase,task,task
a543,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,nonwords,nonwords,salad,salad,block,block,task,task
a544,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,phrase,phrase,none,assistant
a545,PKU-Alignment/beaver-7b-v1.0,aligned,mangled,mangled,stalls,stalls,none,none,none,none
a546,zai-org/glm-4-9b-hf,base,clean,clean,means,means,none,none,none,none
a547,HuggingFaceTB/SmolLM3-3B-Base,base,mangled,mangled,salad,salad,none,none,none,none
a548,LLM360/Amber,base,clean,clean,salad,salad,phrase,phrase,furniture,furniture
a549,LLM360/AmberSafe,aligned,clean,clean,means,means,none,none,none,none
a550,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,mangled,mangled,salad,salad,none,none,furniture,furniture
a551,EleutherAI/pythia-6.9b,base,clean,clean,means,means,none,none,none,none
a552,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,mangled,mangled,salad,salad,none,none,furniture,furniture
a553,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a554,EleutherAI/pythia-6.9b,base,clean,clean,stalls,stalls,none,none,furniture,furniture
a555,openbmb/MiniCPM5-1B-Base,base,clean,clean,stalls,stalls,block,block,none,none
a556,OpenLLM-France/Lucie-7B,base,clean,clean,means,means,none,none,none,none
a557,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,mangled,mangled,stalls,stalls,none,none,furniture,furniture
a558,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,mangled,mangled,stalls,stalls,none,phrase,none,furniture
a559,Qwen/Qwen3-8B-Base,base,clean,clean,means,means,phrase,none,task,task
a560,huggyllama/llama-7b,base,mangled,nonwords,salad,salad,none,none,furniture,furniture
a561,01-ai/Yi-1.5-9B,base,clean,clean,means,means,none,none,none,none
a562,meta-llama/Llama-3.1-8B,base,clean,clean,means,means,none,none,none,none
a563,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,means,means,none,none,none,none
a564,EleutherAI/pythia-2.8b,base,clean,clean,stalls,stalls,phrase,phrase,none,none
a565,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,clean,clean,stalls,salad,phrase,phrase,furniture,furniture
a566,BSC-LT/salamandra-7b,base,mangled,mangled,stalls,stalls,phrase,phrase,none,none
a567,m-a-p/neo_7b,base,mangled,clean,means,means,none,none,none,none
a568,01-ai/Yi-1.5-9B-Chat,aligned,clean,clean,means,means,none,none,none,none
a569,HuggingFaceTB/SmolLM2-360M,base,clean,clean,stalls,salad,none,none,none,none
a570,Qwen/Qwen2.5-7B,base,mangled,clean,means,means,none,none,none,none
a571,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,stalls,stalls,none,none,task,task
a572,meta-llama/Llama-3.1-8B,base,clean,clean,stalls,stalls,phrase,phrase,none,none
a573,01-ai/Yi-1.5-9B-Chat,aligned,clean,mangled,means,means,none,none,task,task
a574,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,mangled,nonwords,salad,salad,phrase,block,none,none
a575,m-a-p/CT-LLM-SFT-DPO,aligned,clean,clean,means,means,none,none,none,none
a576,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,clean,clean,stalls,stalls,none,none,none,none
a577,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,mangled,mangled,stalls,stalls,none,none,none,none
a578,m-a-p/neo_7b_instruct_v0.1,aligned,clean,clean,means,means,none,none,none,none
a579,Qwen/Qwen2.5-0.5B-Instruct,aligned,clean,clean,means,means,none,none,task,task
a580,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,clean,clean,stalls,stalls,none,phrase,task,task
a581,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,clean,clean,stalls,stalls,none,none,none,none
a582,zai-org/glm-4-9b-chat-hf,aligned,clean,clean,means,means,phrase,phrase,assistant,none
a583,HuggingFaceTB/SmolLM3-3B-Base,base,clean,clean,stalls,stalls,none,none,none,none
a584,01-ai/Yi-1.5-9B-Chat,aligned,mangled,mangled,means,means,none,none,none,none
a585,meta-llama/Llama-3.1-8B-Instruct,aligned,nonwords,nonwords,salad,salad,none,none,furniture,furniture
a586,ibm-granite/granite-3.0-8b-instruct,aligned,clean,clean,means,means,phrase,phrase,none,none
