word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
collided	verb	0.5931	0.4660	21	0.000005	0.000012
below	adverb	0.5931	0.5033	29	0.000007	0.000013
impress	verb	0.5931	0.5168	20	0.000006	0.000019
polished	verb	0.5931	0.4957	65	0.000041	0.000059
supported	verb	0.5929	0.5272	32	0.000008	0.000025
proceeded	verb	0.5926	0.4872	92	0.001049	0.001370
finished	verb	0.5926	0.4948	81	0.000059	0.000086
resent	verb	0.5926	0.4948	20	0.000004	0.000016
dated	verb	0.5924	0.5151	48	0.000034	0.000059
try	verb	0.5922	0.4159	92	0.002109	0.002420
bear	verb	0.5922	0.5165	25	0.000008	0.000025
seems	verb	0.5922	0.5189	92	0.000091	0.000138
intoned	verb	0.5922	0.5009	28	0.000007	0.000015
cast	noun	0.5919	0.5373	88	0.000112	0.000140
actually	adverb	0.5917	0.5305	82	0.000143	0.000209
various	adjective	0.5917	0.4953	63	0.000025	0.000038
pour	verb	0.5917	0.6347	41	0.000012	0.000023
ahead	adverb	0.5914	0.5541	36	0.000009	0.000015
repeated	verb	0.5914	0.5440	88	0.000093	0.000156
plopped	verb	0.5912	0.5095	43	0.000020	0.000042
tripped	verb	0.5912	0.5191	38	0.000013	0.000028
carrot	noun	0.5912	0.4920	25	0.000005	0.000011
slung	adjective	0.5912	0.5000	31	0.000008	0.000027
dark	adjective	0.5907	0.4820	39	0.000012	0.000022
resubmit	verb	0.5907	0.4939	73	0.000072	0.000098
catch	verb	0.5907	0.4920	81	0.000076	0.000097
fought	verb	0.5907	0.4915	91	0.000039	0.000057
he's	verb	0.5905	0.5087	72	0.000045	0.000083
whenever	adverb	0.5903	0.5274	23	0.000006	0.000013
unplugged	verb	0.5903	0.5357	20	0.000004	0.000009
helping	verb	0.5900	0.4764	22	0.000006	0.000014
blame	verb	0.5900	0.5040	26	0.000009	0.000020
fill	verb	0.5898	0.4383	58	0.000036	0.000066
subsequent	adjective	0.5896	0.4853	22	0.000005	0.000017
convulse	adverb	0.5896	0.4922	42	0.000013	0.000023
dipped	verb	0.5893	0.4924	51	0.000025	0.000051
abandoned	verb	0.5893	0.5766	46	0.000014	0.000028
fragile	adjective	0.5893	0.4546	20	0.000004	0.000012
lubricated	verb	0.5893	0.4742	20	0.000004	0.000015
congratulated	verb	0.5891	0.4946	26	0.000006	0.000015
tagged	verb	0.5891	0.3960	82	0.000067	0.000089
burst	adjective	0.5891	0.4844	62	0.000026	0.000045
ignited	verb	0.5891	0.4631	36	0.000014	0.000033
slung	noun	0.5891	0.4896	44	0.000019	0.000034
purpose	noun	0.5888	0.5747	39	0.000012	0.000020
concentrate	verb	0.5888	0.4650	23	0.000004	0.000011
twist	verb	0.5884	0.5054	54	0.000021	0.000037
glow	verb	0.5884	0.4764	25	0.000007	0.000017
awaited	verb	0.5884	0.5147	31	0.000009	0.000019
jagged	adjective	0.5881	0.5172	54	0.000018	0.000029
pocketed	adjective	0.5874	0.5274	53	0.000016	0.000029
strolled	verb	0.5874	0.5354	79	0.000123	0.000196
final	adjective	0.5874	0.4884	24	0.000006	0.000016
healed	verb	0.5874	0.5104	20	0.000004	0.000012
approval	noun	0.5872	0.4735	22	0.000004	0.000011
rolled	verb	0.5870	0.4650	89	0.000277	0.000363
deliberately	adverb	0.5870	0.5260	26	0.000008	0.000025
warn	verb	0.5870	0.4752	60	0.000046	0.000089
pausing	verb	0.5870	0.4768	71	0.000064	0.000087
jogged	verb	0.5870	0.4780	20	0.000004	0.000016
summoned	verb	0.5870	0.5633	76	0.000038	0.000055
named	verb	0.5865	0.5232	79	0.000047	0.000062
pocketed	verb	0.5865	0.4844	89	0.000500	0.000633
confess	verb	0.5862	0.6016	84	0.000041	0.000057
quietly	adverb	0.5860	0.5354	92	0.000166	0.000301
stacked	verb	0.5860	0.5250	25	0.000006	0.000015
assaulted	verb	0.5860	0.4887	37	0.000018	0.000038
strode	verb	0.5860	0.4471	43	0.000026	0.000064
flopped	verb	0.5860	0.4509	48	0.000023	0.000042
hidden	adjective	0.5860	0.4761	20	0.000004	0.000009
stage	noun	0.5858	0.3901	42	0.000014	0.000029
water	verb	0.5855	0.4943	29	0.000006	0.000012
motioned	verb	0.5855	0.4312	74	0.000078	0.000127
expand	verb	0.5855	0.4589	20	0.000004	0.000010
soon	adverb	0.5855	0.4509	92	0.000254	0.000326
planted	verb	0.5851	0.5109	91	0.000325	0.000373
text	verb	0.5851	0.5208	31	0.000007	0.000014
enemy	noun	0.5851	0.4832	20	0.000004	0.000009
partly	adverb	0.5851	0.4802	55	0.000014	0.000021
absolutely	adverb	0.5851	0.5250	45	0.000014	0.000034
question	noun	0.5846	0.5421	24	0.000007	0.000014
jawline	noun	0.5846	0.4693	83	0.000034	0.000044
wrap	verb	0.5846	0.5340	27	0.000008	0.000020
command	verb	0.5844	0.5064	62	0.000029	0.000039
humiliate	verb	0.5844	0.5447	28	0.000008	0.000020
divide	verb	0.5841	0.4740	31	0.000014	0.000023
longingly	adverb	0.5839	0.5475	22	0.000004	0.000011
sun	noun	0.5836	0.3913	91	0.000056	0.000068
Peter	noun	0.5834	0.5541	22	0.000004	0.000010
overheard	verb	0.5832	0.4617	24	0.000006	0.000014
stumble	verb	0.5832	0.4513	67	0.000044	0.000061
booked	verb	0.5832	0.5099	24	0.000007	0.000016
listen	verb	0.5832	0.4603	88	0.000096	0.000130
clear	verb	0.5832	0.5669	86	0.000037	0.000055
giggle	verb	0.5827	0.4608	45	0.000021	0.000033
skimmed	verb	0.5827	0.4853	74	0.000058	0.000088
instruct	verb	0.5827	0.4641	23	0.000005	0.000013
smiled	verb	0.5827	0.4953	92	0.003285	0.003751
password	noun	0.5827	0.5737	55	0.000021	0.000031
siblings	noun	0.5827	0.5255	49	0.000012	0.000019
didn	verb	0.5827	0.4636	49	0.000130	0.000209
discontinue	verb	0.5825	0.4544	22	0.000004	0.000010
couldn	verb	0.5825	0.4471	50	0.000049	0.000080
stretch	verb	0.5822	0.5317	23	0.000005	0.000014
scratched	verb	0.5822	0.4787	79	0.000058	0.000092
sauté	noun	0.5822	0.4518	58	0.000015	0.000022
parchment	noun	0.5822	0.4386	48	0.000013	0.000019
scheduled	verb	0.5822	0.4981	68	0.000032	0.000047
blush	verb	0.5818	0.4773	21	0.000005	0.000015
dish	noun	0.5818	0.5392	54	0.000014	0.000021
dimly	adverb	0.5815	0.5019	40	0.000009	0.000016
collapsed	verb	0.5813	0.4447	91	0.000155	0.000203
reflect	verb	0.5813	0.5165	29	0.000011	0.000017
assume	verb	0.5813	0.4357	83	0.000113	0.000156
sparks	verb	0.5813	0.4660	24	0.000005	0.000011
crackle	noun	0.5813	0.4485	21	0.000004	0.000009
tucked	verb	0.5813	0.5109	91	0.000702	0.000880
unearthed	verb	0.5810	0.5354	88	0.000029	0.000048
baby	noun	0.5808	0.5945	37	0.000010	0.000018
hoarse	adverb	0.5808	0.4650	20	0.000004	0.000009
sometimes	adverb	0.5808	0.5766	70	0.000042	0.000071
predicted	verb	0.5806	0.4780	30	0.000008	0.000014
benefits	noun	0.5806	0.4076	34	0.000009	0.000017
outstretched	verb	0.5806	0.4447	46	0.000014	0.000023
flicked	verb	0.5806	0.4201	80	0.000193	0.000283
sighted	verb	0.5803	0.4688	47	0.000017	0.000027
rented	verb	0.5803	0.4976	51	0.000026	0.000038
spines	noun	0.5803	0.5113	24	0.000005	0.000010
tickled	verb	0.5803	0.5385	26	0.000010	0.000026
prey	noun	0.5801	0.4983	26	0.000006	0.000011
figure	verb	0.5801	0.5177	46	0.000016	0.000030
expenses	noun	0.5801	0.4792	22	0.000004	0.000011
cover	verb	0.5801	0.5414	48	0.000021	0.000033
here	adverb	0.5799	0.4277	92	0.000171	0.000195
freed	verb	0.5799	0.4516	44	0.000012	0.000020
wake	verb	0.5799	0.5312	65	0.000026	0.000046
wreck	noun	0.5799	0.5076	21	0.000004	0.000009
betrayed	verb	0.5799	0.4882	49	0.000018	0.000028
part	noun	0.5799	0.5227	38	0.000012	0.000022
shop	verb	0.5799	0.4830	34	0.000011	0.000030
plunged	verb	0.5799	0.5298	91	0.000226	0.000284
choke	verb	0.5796	0.4757	90	0.000127	0.000168
vast	adjective	0.5794	0.4731	23	0.000005	0.000010
Sam	noun	0.5794	0.4773	47	0.000026	0.000049
rather	adverb	0.5794	0.5118	51	0.000018	0.000034
dissolved	verb	0.5794	0.5220	20	0.000005	0.000010
blur	noun	0.5794	0.5061	28	0.000006	0.000012
figures	noun	0.5792	0.4773	22	0.000004	0.000010
inhaled	verb	0.5792	0.5007	84	0.000113	0.000167
curses	noun	0.5792	0.4428	86	0.000057	0.000067
shaking	verb	0.5792	0.4776	54	0.000019	0.000031
spent	verb	0.5789	0.5553	92	0.000820	0.000919
remarked	verb	0.5789	0.5440	23	0.000008	0.000034
extracted	verb	0.5789	0.5369	71	0.000062	0.000090
benched	verb	0.5789	0.4707	23	0.000006	0.000012
spend	verb	0.5789	0.4523	92	0.000531	0.000582
clothes	noun	0.5789	0.5198	92	0.000080	0.000093
spat	noun	0.5784	0.4802	87	0.000355	0.000497
hugged	verb	0.5784	0.4830	92	0.000427	0.000465
pasted	verb	0.5784	0.4939	26	0.000007	0.000016
local	adjective	0.5784	0.4839	29	0.000007	0.000016
releasing	verb	0.5784	0.5548	27	0.000006	0.000014
swerved	verb	0.5784	0.5206	58	0.000021	0.000031
spray	verb	0.5784	0.5168	32	0.000011	0.000017
contacted	verb	0.5780	0.5298	89	0.000139	0.000223
sight	noun	0.5780	0.5210	38	0.000011	0.000018
watched	verb	0.5780	0.4650	92	0.005499	0.006186
soothing	verb	0.5780	0.5397	31	0.000008	0.000013
scrubbed	verb	0.5777	0.4374	66	0.000041	0.000058
recorded	verb	0.5775	0.5477	91	0.000128	0.000162
sweet	adjective	0.5775	0.5243	78	0.000035	0.000046
num	noun	0.5775	0.4575	20	0.000004	0.000009
deduct	verb	0.5770	0.4823	40	0.000016	0.000030
photos	noun	0.5770	0.5085	51	0.000019	0.000033
mark	verb	0.5770	0.5078	30	0.000013	0.000027
grimaced	verb	0.5770	0.4409	30	0.000010	0.000056
they're	verb	0.5768	0.5328	32	0.000010	0.000018
approaching	verb	0.5766	0.5085	69	0.000038	0.000051
want	verb	0.5766	0.4428	92	0.001500	0.001611
tumbled	verb	0.5766	0.4416	24	0.000005	0.000011
sprinting	verb	0.5766	0.5227	21	0.000004	0.000010
remains	verb	0.5766	0.5359	69	0.000026	0.000036
officials	noun	0.5766	0.5095	35	0.000016	0.000029
icons	noun	0.5766	0.5364	45	0.000011	0.000017
replied	verb	0.5766	0.4839	92	0.000163	0.000213
finding	verb	0.5763	0.4965	32	0.000012	0.000023
wouldn	verb	0.5763	0.4568	44	0.000052	0.000123
sounded	verb	0.5761	0.4291	75	0.000037	0.000054
require	verb	0.5761	0.4950	22	0.000005	0.000016
joined	verb	0.5761	0.5080	89	0.000083	0.000135
developed	verb	0.5761	0.4863	25	0.000005	0.000011
earlobe	noun	0.5761	0.5402	34	0.000011	0.000017
increased	verb	0.5759	0.6009	40	0.000012	0.000022
rate	noun	0.5759	0.5730	64	0.000017	0.000023
progress	noun	0.5756	0.5118	23	0.000005	0.000010
budget	noun	0.5756	0.4475	27	0.000006	0.000012
wallet	noun	0.5756	0.5766	92	0.000043	0.000059
straddle	verb	0.5756	0.4712	45	0.000015	0.000024
vacate	verb	0.5756	0.5591	69	0.000032	0.000048
affixed	verb	0.5756	0.4731	30	0.000010	0.000020
hours	noun	0.5754	0.4459	26	0.000008	0.000014
showered	verb	0.5751	0.5149	52	0.000015	0.000023
thicket	noun	0.5751	0.5293	27	0.000006	0.000012
recalled	verb	0.5749	0.4579	24	0.000007	0.000014
fracture	noun	0.5749	0.4868	26	0.000006	0.000011
cringed	verb	0.5747	0.5232	22	0.000007	0.000022
withhold	verb	0.5747	0.4383	52	0.000021	0.000034
dare	verb	0.5747	0.5118	27	0.000006	0.000012
agreed	verb	0.5747	0.4759	92	0.000435	0.000505
passionately	adverb	0.5747	0.4830	21	0.000004	0.000012
flowers	noun	0.5747	0.5142	21	0.000004	0.000010
wasn	noun	0.5744	0.4017	28	0.000021	0.000042
kneeled	verb	0.5742	0.5118	27	0.000008	0.000020
securing	noun	0.5742	0.4712	21	0.000004	0.000011
worked	verb	0.5742	0.5061	91	0.000119	0.000148
stomped	verb	0.5742	0.4419	86	0.000532	0.000713
naturally	adverb	0.5742	0.4740	63	0.000100	0.000171
recognized	verb	0.5742	0.5007	46	0.000016	0.000027
struggled	verb	0.5737	0.5340	92	0.000044	0.000058
lightly	adverb	0.5737	0.4816	39	0.000014	0.000030
protected	verb	0.5737	0.5189	37	0.000013	0.000022
attic	adjective	0.5737	0.5132	21	0.000006	0.000012
fees	noun	0.5737	0.5610	21	0.000004	0.000011
necessitated	verb	0.5737	0.4750	21	0.000006	0.000013
coast	noun	0.5737	0.5009	45	0.000013	0.000017
tears	noun	0.5737	0.3927	92	0.000070	0.000082
folded	verb	0.5733	0.5402	89	0.000112	0.000175
find	verb	0.5733	0.4457	92	0.002156	0.002318
help	verb	0.5728	0.4357	92	0.000707	0.000805
teammate	noun	0.5728	0.4490	39	0.000009	0.000015
sound	noun	0.5728	0.4920	75	0.000026	0.000039
standing	verb	0.5728	0.5421	86	0.000061	0.000073
time	noun	0.5723	0.4872	92	0.000063	0.000078
answer	noun	0.5723	0.5326	29	0.000010	0.000020
adding	verb	0.5723	0.3894	67	0.000046	0.000073
declare	verb	0.5723	0.4929	31	0.000015	0.000026
warmth	noun	0.5723	0.5449	92	0.000112	0.000124
shrugged	verb	0.5723	0.4525	52	0.000023	0.000056
opponent	noun	0.5723	0.4109	34	0.000009	0.000017
harshly	adverb	0.5721	0.4584	34	0.000012	0.000021
bounced	verb	0.5716	0.5262	20	0.000005	0.000018
throttle	verb	0.5716	0.4560	36	0.000018	0.000037
crash	noun	0.5716	0.4681	28	0.000011	0.000020
inquired	verb	0.5714	0.5113	37	0.000014	0.000029
perched	verb	0.5714	0.5383	41	0.000012	0.000024
roast	noun	0.5714	0.3941	23	0.000005	0.000010
filmed	verb	0.5714	0.5851	58	0.000030	0.000046
partner	noun	0.5714	0.4329	51	0.000014	0.000020
employees	noun	0.5714	0.5558	45	0.000018	0.000028
fit	noun	0.5711	0.5489	30	0.000007	0.000012
claimant	noun	0.5711	0.4421	24	0.000008	0.000017
twisted	adjective	0.5711	0.4979	90	0.000117	0.000152
pocket	noun	0.5709	0.5279	89	0.000050	0.000078
completely	adverb	0.5709	0.4445	84	0.000032	0.000053
postpone	verb	0.5709	0.4480	39	0.000015	0.000024
sheer	adjective	0.5709	0.4905	31	0.000007	0.000012
pronounced	verb	0.5707	0.5080	54	0.000030	0.000043
reject	verb	0.5704	0.5135	82	0.000114	0.000141
occurs	verb	0.5704	0.4527	23	0.000005	0.000009
creak	noun	0.5704	0.5260	35	0.000009	0.000014
invite	verb	0.5704	0.5288	34	0.000009	0.000015
hoisted	verb	0.5702	0.5836	76	0.000043	0.000086
place	verb	0.5699	0.5284	49	0.000021	0.000031
sources	noun	0.5699	0.4698	25	0.000006	0.000014
endure	verb	0.5699	0.5170	35	0.000014	0.000027
crushed	verb	0.5699	0.4901	81	0.000187	0.000257
catch	noun	0.5699	0.5305	28	0.000007	0.000012
severed	verb	0.5695	0.4716	23	0.000008	0.000021
stealing	verb	0.5695	0.4887	23	0.000006	0.000012
collapsing	verb	0.5695	0.5336	66	0.000023	0.000035
jolt	noun	0.5695	0.5260	92	0.000098	0.000108
kneel	verb	0.5692	0.4575	24	0.000008	0.000018
seduce	verb	0.5692	0.6030	24	0.000006	0.000017
joining	verb	0.5690	0.4908	74	0.000041	0.000056
George	noun	0.5690	0.4457	29	0.000008	0.000013
normally	adverb	0.5690	0.5473	31	0.000011	0.000024
outside	adverb	0.5690	0.4679	91	0.000068	0.000079
campaign	verb	0.5685	0.4976	25	0.000006	0.000011
leading	verb	0.5685	0.4773	52	0.000022	0.000032
inscribed	verb	0.5685	0.4223	62	0.000039	0.000054
violently	adverb	0.5685	0.4504	39	0.000010	0.000020
haven	verb	0.5685	0.4693	47	0.000067	0.000146
fight	verb	0.5685	0.5137	92	0.000822	0.000876
push	verb	0.5685	0.4830	92	0.000161	0.000224
crept	verb	0.5683	0.4962	80	0.000102	0.000155
surfaced	verb	0.5681	0.4305	36	0.000009	0.000014
mocked	verb	0.5681	0.4707	29	0.000011	0.000034
contribute	verb	0.5678	0.5191	20	0.000004	0.000012
waved	verb	0.5676	0.4957	89	0.000298	0.000380
s	verb	0.5676	0.4683	39	0.000012	0.000019
unscrewed	adjective	0.5676	0.5156	23	0.000006	0.000016
desired	verb	0.5676	0.5425	41	0.000011	0.000016
stroking	verb	0.5676	0.5028	37	0.000011	0.000018
explode	verb	0.5673	0.4804	82	0.000104	0.000127
mostly	adverb	0.5673	0.3689	42	0.000011	0.000017
dance	noun	0.5671	0.4608	33	0.000012	0.000020
otherwise	adverb	0.5671	0.5102	48	0.000052	0.000077
backside	noun	0.5671	0.4667	22	0.000006	0.000012
dark	noun	0.5671	0.5142	92	0.000079	0.000093
stayed	verb	0.5669	0.4409	90	0.000173	0.000201
research	verb	0.5669	0.4244	84	0.000032	0.000050
plant	verb	0.5669	0.4575	62	0.000023	0.000034
nearly	adverb	0.5669	0.5262	86	0.000103	0.000178
block	verb	0.5666	0.4471	71	0.000056	0.000072
established	verb	0.5666	0.5458	62	0.000025	0.000036
merely	adverb	0.5664	0.4374	24	0.000006	0.000014
stained	verb	0.5664	0.4452	44	0.000014	0.000030
pressed	verb	0.5662	0.4853	92	0.002755	0.003045
sending	verb	0.5662	0.5274	37	0.000011	0.000020
design	verb	0.5657	0.5035	86	0.000040	0.000052
stubbed	verb	0.5657	0.4721	35	0.000017	0.000026
donated	verb	0.5657	0.5586	63	0.000037	0.000050
hurrying	verb	0.5655	0.4809	40	0.000014	0.000021
according	verb	0.5652	0.5449	25	0.000008	0.000030
neglect	verb	0.5652	0.4586	26	0.000010	0.000018
skin	noun	0.5652	0.4931	88	0.000051	0.000060
respect	noun	0.5652	0.4726	23	0.000006	0.000011
forwarded	verb	0.5647	0.5217	41	0.000015	0.000030
child	noun	0.5647	0.5624	90	0.000055	0.000067
meditate	verb	0.5647	0.4258	39	0.000013	0.000027
reassurances	noun	0.5647	0.4601	22	0.000005	0.000009
tail	noun	0.5647	0.5714	26	0.000009	0.000013
blessed	verb	0.5645	0.4955	72	0.000050	0.000085
destroy	verb	0.5643	0.4887	92	0.000578	0.000619
boot	noun	0.5643	0.4792	22	0.000005	0.000010
fastened	verb	0.5643	0.5189	85	0.000090	0.000111
bind	verb	0.5643	0.5548	59	0.000026	0.000036
snapped	verb	0.5638	0.5080	89	0.000214	0.000286
parolee	noun	0.5638	0.5331	27	0.000011	0.000020
torso	noun	0.5638	0.5035	38	0.000011	0.000017
easily	adverb	0.5636	0.5397	28	0.000007	0.000011
younger	adjective	0.5636	0.4879	20	0.000005	0.000009
sisters	noun	0.5636	0.5272	20	0.000004	0.000009
she's	verb	0.5633	0.4948	73	0.000179	0.000265
tended	verb	0.5633	0.4806	39	0.000015	0.000026
remained	verb	0.5633	0.5444	91	0.000109	0.000126
boots	noun	0.5631	0.4969	90	0.000064	0.000071
control	verb	0.5629	0.4674	92	0.000058	0.000076
forged	verb	0.5629	0.5213	68	0.000093	0.000149
rotated	verb	0.5629	0.5593	42	0.000017	0.000028
waded	verb	0.5629	0.5132	61	0.000031	0.000040
finds	verb	0.5626	0.4681	44	0.000014	0.000033
bound	verb	0.5626	0.5276	20	0.000004	0.000012
breakfast	noun	0.5626	0.4752	20	0.000006	0.000012
missed	verb	0.5624	0.4901	92	0.000651	0.000680
remain	verb	0.5624	0.4560	92	0.000516	0.000550
pawned	verb	0.5624	0.4877	21	0.000006	0.000017
giving	verb	0.5624	0.4145	90	0.000135	0.000152
only	adverb	0.5624	0.4939	92	0.001744	0.001895
raise	verb	0.5624	0.5047	92	0.000248	0.000295
reaching	verb	0.5624	0.4759	92	0.000153	0.000165
frantic	adjective	0.5624	0.4400	30	0.000008	0.000014
challenged	verb	0.5624	0.5099	48	0.000021	0.000037
care	verb	0.5619	0.5175	29	0.000016	0.000023
familiar	adjective	0.5619	0.5175	53	0.000015	0.000025
showed	verb	0.5619	0.4806	92	0.000763	0.000898
knife	noun	0.5619	0.4705	22	0.000007	0.000013
peel	verb	0.5619	0.5005	43	0.000016	0.000024
email	noun	0.5619	0.4674	35	0.000012	0.000019
fished	verb	0.5619	0.4790	52	0.000034	0.000065
exhaustion	noun	0.5619	0.4872	67	0.000023	0.000032
carved	verb	0.5619	0.4483	84	0.000151	0.000187
streamed	verb	0.5619	0.4844	31	0.000008	0.000012
Mike	noun	0.5619	0.4565	29	0.000011	0.000019
hurled	verb	0.5614	0.4853	91	0.000310	0.000403
historic	adjective	0.5614	0.5028	23	0.000005	0.000009
listed	verb	0.5612	0.5076	48	0.000022	0.000043
corridors	noun	0.5612	0.5132	28	0.000007	0.000014
soft	adjective	0.5610	0.3960	91	0.000105	0.000117
murdered	verb	0.5610	0.5794	29	0.000013	0.000018
tipped	verb	0.5610	0.5198	44	0.000016	0.000051
key	noun	0.5610	0.4447	51	0.000019	0.000027
words	noun	0.5610	0.4655	92	0.000187	0.000228
bend	verb	0.5607	0.4957	48	0.000014	0.000025
bright	adjective	0.5605	0.4499	25	0.000006	0.000012
appeal	verb	0.5605	0.5189	92	0.000725	0.000812
cloak	noun	0.5605	0.4726	25	0.000008	0.000015
flat	adjective	0.5605	0.6248	23	0.000006	0.000010
stories	noun	0.5603	0.4771	68	0.000021	0.000031
knit	verb	0.5603	0.5033	20	0.000004	0.000009
darkly	adverb	0.5600	0.4374	44	0.000022	0.000029
refuse	verb	0.5600	0.5099	92	0.000296	0.000351
climb	verb	0.5600	0.3984	83	0.000074	0.000094
sadly	adverb	0.5600	0.5246	22	0.000005	0.000010
dusted	verb	0.5598	0.5137	56	0.000037	0.000050
forth	adverb	0.5595	0.5411	87	0.000262	0.000341
library	noun	0.5593	0.4608	20	0.000006	0.000010
records	noun	0.5591	0.4787	45	0.000012	0.000017
dwell	verb	0.5591	0.4683	23	0.000008	0.000016
space	noun	0.5591	0.5232	77	0.000030	0.000039
heavy	adjective	0.5591	0.4348	89	0.000046	0.000055
cooked	verb	0.5591	0.5440	63	0.000026	0.000037
upper	adjective	0.5591	0.5931	41	0.000012	0.000024
approach	noun	0.5591	0.4646	57	0.000018	0.000025
gasp	noun	0.5591	0.5050	54	0.000025	0.000035
pointing	verb	0.5588	0.5045	26	0.000010	0.000022
semi	adjective	0.5588	0.4936	20	0.000005	0.000009
high	adjective	0.5586	0.4669	37	0.000011	0.000017
tugged	verb	0.5584	0.4908	78	0.000084	0.000120
starting	verb	0.5584	0.5184	78	0.000051	0.000072
lettuce	verb	0.5584	0.5090	46	0.000012	0.000017
unfurled	verb	0.5581	0.5354	21	0.000005	0.000011
passing	verb	0.5581	0.5184	85	0.000041	0.000046
state	noun	0.5581	0.5974	92	0.000041	0.000047
substituted	verb	0.5581	0.5373	25	0.000006	0.000014
prostrated	verb	0.5581	0.5709	81	0.000070	0.000089
spilling	verb	0.5581	0.5555	34	0.000009	0.000016
adrenaline	noun	0.5581	0.4390	35	0.000009	0.000014
settling	verb	0.5579	0.4565	74	0.000025	0.000035
threatening	verb	0.5579	0.6281	62	0.000031	0.000044
Dr	noun	0.5579	0.5402	90	0.000134	0.000156
massage	verb	0.5577	0.5232	92	0.000096	0.000106
hurried	verb	0.5577	0.4504	89	0.000656	0.000790
Mrs	noun	0.5577	0.4546	90	0.000231	0.000292
spit	noun	0.5574	0.5404	64	0.000061	0.000083
relax	verb	0.5572	0.4494	81	0.000055	0.000069
soup	noun	0.5572	0.5383	35	0.000011	0.000016
cuddled	verb	0.5572	0.4324	75	0.000072	0.000087
seen	verb	0.5569	0.4700	44	0.000015	0.000023
force	noun	0.5569	0.4828	36	0.000009	0.000016
finish	verb	0.5569	0.5220	68	0.000045	0.000065
learning	verb	0.5567	0.4745	23	0.000006	0.000010
humans	noun	0.5567	0.4995	39	0.000010	0.000017
nipped	verb	0.5567	0.5440	23	0.000008	0.000016
served	verb	0.5567	0.5118	92	0.000353	0.000374
weak	adjective	0.5567	0.4773	45	0.000014	0.000019
swinging	verb	0.5562	0.5130	26	0.000009	0.000015
urge	verb	0.5562	0.4910	23	0.000006	0.000015
formed	verb	0.5558	0.4263	31	0.000011	0.000016
pushing	verb	0.5558	0.5350	79	0.000067	0.000083
estimated	verb	0.5558	0.4740	21	0.000007	0.000015
hug	verb	0.5558	0.5619	92	0.000051	0.000059
declined	verb	0.5558	0.5172	60	0.000044	0.000065
form	verb	0.5558	0.4669	71	0.000045	0.000056
journalism	noun	0.5555	0.4856	24	0.000006	0.000010
physics	noun	0.5553	0.4896	23	0.000006	0.000011
refile	adverb	0.5553	0.5038	33	0.000016	0.000031
above	adverb	0.5553	0.4986	21	0.000005	0.000009
contact	noun	0.5553	0.4891	39	0.000017	0.000029
tore	adjective	0.5551	0.5085	20	0.000004	0.000008
near	adverb	0.5551	0.5118	30	0.000008	0.000013
“That's	verb	0.5551	0.5248	38	0.000011	0.000016
incoherently	adverb	0.5548	0.4565	25	0.000009	0.000014
temples	noun	0.5548	0.5161	23	0.000006	0.000010
double	verb	0.5548	0.4986	35	0.000022	0.000056
such	adjective	0.5548	0.4896	92	0.000330	0.000380
answering	verb	0.5546	0.5227	90	0.000102	0.000116
mysterious	adjective	0.5543	0.4790	32	0.000009	0.000014
security	noun	0.5543	0.5142	77	0.000046	0.000056
threatened	verb	0.5543	0.4825	92	0.001189	0.001381
tease	verb	0.5543	0.5213	37	0.000014	0.000025
swept	verb	0.5543	0.4686	90	0.000115	0.000146
scrape	verb	0.5543	0.4771	32	0.000009	0.000017
popped	verb	0.5543	0.5033	84	0.000130	0.000157
tapped	verb	0.5543	0.4773	90	0.000172	0.000244
doctor	noun	0.5539	0.5293	31	0.000008	0.000012
pulse	noun	0.5539	0.5548	23	0.000006	0.000012
briefly	adverb	0.5539	0.4806	23	0.000006	0.000011
trotted	verb	0.5539	0.5281	20	0.000006	0.000017
cuffed	verb	0.5536	0.4823	62	0.000025	0.000038
smelled	verb	0.5534	0.4695	78	0.000046	0.000070
translated	verb	0.5534	0.4915	23	0.000006	0.000011
refer	verb	0.5534	0.4050	91	0.000166	0.000262
law	noun	0.5532	0.4872	52	0.000020	0.000026
given	verb	0.5532	0.4650	88	0.000053	0.000072
rinsed	verb	0.5529	0.4216	67	0.000032	0.000043
forbidden	verb	0.5529	0.4315	43	0.000011	0.000018
unzip	verb	0.5529	0.4804	56	0.000017	0.000027
rim	noun	0.5529	0.5595	61	0.000020	0.000026
gripped	verb	0.5525	0.4830	83	0.000085	0.000114
ceiling	noun	0.5525	0.5548	40	0.000022	0.000026
repeatedly	adverb	0.5525	0.5943	56	0.000052	0.000068
striking	verb	0.5525	0.5161	21	0.000006	0.000011
whipped	verb	0.5520	0.4400	53	0.000021	0.000033
recover	verb	0.5517	0.4962	44	0.000018	0.000022
cool	adjective	0.5517	0.4494	80	0.000032	0.000041
deny	verb	0.5515	0.4875	82	0.000102	0.000128
Off	noun	0.5515	0.5104	25	0.000006	0.000009
borrowed	verb	0.5515	0.4967	87	0.000111	0.000129
sh	noun	0.5515	0.4664	27	0.000009	0.000018
shoot	noun	0.5515	0.4901	39	0.000012	0.000017
chipped	verb	0.5515	0.4934	21	0.000005	0.000011
oppose	verb	0.5510	0.4768	35	0.000013	0.000019
troops	noun	0.5510	0.4962	42	0.000011	0.000016
either	adverb	0.5510	0.4537	89	0.000148	0.000208
is	verb	0.5510	0.5288	92	0.001993	0.002173
repaired	verb	0.5508	0.4175	68	0.000050	0.000072
