word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
replied	verb	0.4284	0.4683	41	0.000219	0.000192
taught	verb	0.4270	0.5933	56	0.000345	0.000291
nothing	noun	0.4267	0.5071	55	0.000302	0.000297
plenty	noun	0.4253	0.5161	64	0.000336	0.000282
hearing	verb	0.4253	0.5300	33	0.000173	0.000136
started	verb	0.4249	0.5147	92	0.017384	0.016209
being	verb	0.4241	0.6103	92	0.000776	0.001130
downloaded	verb	0.4227	0.4750	70	0.000530	0.000449
held	verb	0.4218	0.4674	92	0.014147	0.013428
new	adjective	0.4204	0.5529	24	0.000137	0.000081
rebuilt	verb	0.4197	0.5425	31	0.000182	0.000130
dry	adjective	0.4197	0.5572	29	0.000163	0.000101
tore	verb	0.4187	0.4792	78	0.001297	0.001159
flew	verb	0.4178	0.6018	51	0.000474	0.000346
there	adverb	0.4175	0.4934	87	0.001826	0.001596
feed	noun	0.4164	0.5421	70	0.000519	0.000455
sold	verb	0.4159	0.5092	85	0.000870	0.000743
hung	noun	0.4147	0.5808	89	0.001342	0.001229
burnt	verb	0.4147	0.5506	59	0.000300	0.000260
yard	noun	0.4133	0.5215	48	0.000354	0.000255
Torah	noun	0.4107	0.5647	46	0.000339	0.000221
sister	noun	0.4100	0.5338	75	0.000528	0.000430
thrust	verb	0.4088	0.5567	34	0.000237	0.000197
birthday	noun	0.4078	0.4991	47	0.000327	0.000242
remembering	verb	0.4069	0.4837	67	0.000338	0.000471
security	noun	0.4052	0.5236	63	0.000310	0.000452
grass	noun	0.4050	0.4998	64	0.000321	0.000273
looked	verb	0.4048	0.4705	92	0.015997	0.015115
dragged	verb	0.4041	0.4672	91	0.002235	0.001996
buried	verb	0.4036	0.5411	76	0.000868	0.000705
handed	verb	0.4034	0.5388	91	0.008161	0.007350
former	adjective	0.4031	0.5132	30	0.000200	0.000108
slammed	verb	0.4029	0.4967	90	0.002138	0.001972
flung	verb	0.4024	0.5340	63	0.000538	0.000417
grain	noun	0.4010	0.5711	31	0.000182	0.000102
looking	verb	0.4005	0.5338	67	0.000339	0.000463
taking	verb	0.3996	0.5224	64	0.000447	0.000339
swung	verb	0.3991	0.5217	32	0.000192	0.000117
house	noun	0.3986	0.4709	52	0.000355	0.000240
hit	verb	0.3972	0.5600	92	0.002974	0.003026
tear	verb	0.3970	0.5187	80	0.000728	0.001037
announced	verb	0.3944	0.5121	87	0.001121	0.000962
kill	verb	0.3934	0.5754	91	0.000840	0.001167
rode	verb	0.3918	0.4785	70	0.000703	0.000554
kept	verb	0.3904	0.5458	91	0.003510	0.003244
brought	verb	0.3899	0.5104	91	0.006856	0.006018
straw	noun	0.3899	0.4972	58	0.000292	0.000237
set	noun	0.3889	0.5421	75	0.000429	0.000356
burned	verb	0.3875	0.5572	88	0.001197	0.000992
paid	verb	0.3871	0.5716	91	0.002417	0.002049
shoved	verb	0.3859	0.4835	85	0.002434	0.001977
get	verb	0.3842	0.5253	62	0.000712	0.000695
jumped	verb	0.3821	0.5154	41	0.000319	0.000231
made	verb	0.3819	0.5808	91	0.026597	0.023936
beat	noun	0.3788	0.5775	37	0.000256	0.000132
asked	verb	0.3781	0.5147	92	0.011540	0.010207
stuck	verb	0.3774	0.5182	68	0.000780	0.000575
rubbed	verb	0.3771	0.5617	69	0.000692	0.000587
purchased	verb	0.3752	0.5425	60	0.000493	0.000349
walked	verb	0.3738	0.5215	91	0.012602	0.011179
prayed	verb	0.3731	0.5239	89	0.002243	0.001895
led	verb	0.3729	0.5364	90	0.002428	0.002127
garage	noun	0.3724	0.4589	29	0.000293	0.000126
kick	verb	0.3722	0.4726	61	0.000556	0.000391
nailed	verb	0.3717	0.5543	42	0.000301	0.000159
headed	verb	0.3705	0.5243	88	0.003157	0.002603
down	adverb	0.3696	0.5000	43	0.000312	0.000174
picked	verb	0.3686	0.5298	87	0.001894	0.001582
copied	verb	0.3681	0.5754	60	0.000429	0.000296
typed	verb	0.3679	0.5069	63	0.000382	0.000291
placed	verb	0.3677	0.5520	91	0.011541	0.010116
erected	verb	0.3606	0.5796	28	0.000245	0.000082
up	adverb	0.3603	0.5139	57	0.000440	0.000279
friend	noun	0.3544	0.5666	65	0.000554	0.000374
came	verb	0.3540	0.5208	91	0.004835	0.004244
tied	verb	0.3537	0.6087	87	0.001354	0.001077
stabbed	verb	0.3521	0.5931	54	0.000504	0.000294
signed	verb	0.3464	0.5319	70	0.000966	0.000694
read	verb	0.3462	0.6023	92	0.003441	0.002998
fresh	adjective	0.3422	0.5324	72	0.000373	0.000290
ripped	verb	0.3410	0.5671	50	0.000473	0.000307
deposited	verb	0.3396	0.4423	70	0.000738	0.000582
boyfriend	noun	0.3348	0.5673	39	0.000290	0.000136
knocked	verb	0.3294	0.5035	91	0.002364	0.001985
dug	verb	0.3287	0.5054	71	0.000736	0.000531
killed	verb	0.3275	0.5416	86	0.001648	0.001194
turned	verb	0.3268	0.5118	91	0.013215	0.010695
take	verb	0.3256	0.5324	79	0.000791	0.000591
sat	verb	0.3242	0.5184	91	0.007835	0.006131
tossed	verb	0.3197	0.5090	91	0.004704	0.003819
pushed	verb	0.3176	0.4428	92	0.006176	0.004999
beat	verb	0.3173	0.5475	84	0.000961	0.000663
shoot	verb	0.3121	0.5198	33	0.000256	0.000092
fed	verb	0.3112	0.5584	88	0.001076	0.000816
when	adverb	0.3079	0.5539	91	0.005447	0.003920
pulled	verb	0.3067	0.4960	92	0.015924	0.013345
bought	verb	0.3032	0.5066	91	0.003021	0.002577
kissed	verb	0.3015	0.5775	91	0.004197	0.003391
poured	verb	0.3013	0.5425	89	0.002766	0.002086
left	verb	0.3008	0.5808	91	0.018660	0.016062
cut	verb	0.2984	0.5870	82	0.001179	0.000743
were	verb	0.2980	0.5756	61	0.000566	0.000319
sent	verb	0.2968	0.4603	91	0.007664	0.006133
built	verb	0.2940	0.6337	86	0.000957	0.000653
got	verb	0.2921	0.6035	91	0.011646	0.009151
ran	verb	0.2840	0.5279	91	0.009245	0.007454
plugged	verb	0.2824	0.5232	90	0.001508	0.001273
dropped	verb	0.2817	0.4967	91	0.004112	0.003054
laid	verb	0.2779	0.6285	86	0.001820	0.001196
gave	verb	0.2779	0.5350	91	0.022118	0.017905
punched	verb	0.2734	0.6267	77	0.000993	0.000572
best	adjective	0.2698	0.5794	63	0.000464	0.000246
said	verb	0.2670	0.5643	92	0.033432	0.028238
drove	verb	0.2661	0.4468	88	0.002266	0.001436
go	verb	0.2642	0.5877	73	0.000774	0.000470
was	verb	0.2514	0.6148	92	0.032568	0.026837
smashed	verb	0.2498	0.5893	90	0.003653	0.002613
wrote	verb	0.2363	0.5402	91	0.005815	0.004507
had	verb	0.2250	0.5473	91	0.012736	0.009420
dumped	verb	0.2245	0.5385	80	0.001029	0.000567
took	verb	0.2084	0.4891	92	0.033195	0.026575
told	verb	0.1909	0.5444	92	0.016335	0.010947
then	adverb	0.1739	0.5926	92	0.052360	0.045728
went	verb	0.1441	0.5775	91	0.018178	0.012833
put	verb	0.1441	0.5633	91	0.023054	0.015545
threw	verb	0.1106	0.5647	91	0.011628	0.007603
