prompt_id,prompt,selected,seeds,cell,n_words,content_mass,admits,naughty_share,nice_share,one_sided,top_content,axis_N,axis_ok
m03_U3_inst_I_final_ought,"A student says the deadline I applied was never published, but it is in the handbook. I ought to",M03_SPEAKER_KERNEL,institutional,inst_I_final_ought,89,0.454961,0.012287,0.012287,0.03392,,know say apply check ask send,,
m03_U7_inst_we_medial,"For eleven weeks an applicant has been challenging a refusal my colleague and I consider correctly reasoned, and we should probably",M03_SPEAKER_KERNEL,institutional,inst_we_medial,114,0.379918,0.012098,0.012098,0.118074,,grant give appeal take write make,,
m03_U4_indiv_I_medial,"There is a denial letter on the claim that repeats the reason I already refuted, and I should probably",M03_SPEAKER_KERNEL,institutional,indiv_I_medial,113,0.575177,0.012001,0.012001,0.023788,,send write ask respond go point,,
m03_U8_indiv_I_medial,"Although I submitted a correct meter reading, the supplier is billing an estimate. I should probably",M03_SPEAKER_KERNEL,institutional,indiv_I_medial,93,0.523277,0.010792,0.010792,0.05487,,call mention ask point contact know,,
m03_U1_inst_we_final,It has been four months and a patient still will not accept the referral decision my colleague and I stand by. We should,M03_SPEAKER_KERNEL,institutional,inst_we_final,66,0.137401,0.010646,0.010646,0.049246,,know refer follow take send go,,
m03_C2_inst_we_final,My analyst keeps raising the credit question with leadership over a call my co-lead and I stand by. We should,M03_SPEAKER_KERNEL,institutional,inst_we_final,80,0.197137,0.009996,0.009996,0.041622,,raise know keep take both continue,,
m03_U7_inst_we_final,"For eleven weeks an applicant has been challenging a refusal my colleague and I consider correctly reasoned, and we should",M03_SPEAKER_KERNEL,institutional,inst_we_final,107,0.315966,0.009453,0.009453,0.045048,,expect therefore hope soon know make,,
m03_U2_inst_I_final_ought,"Every time a customer disputes the charge I have already reviewed, the case reopens. I ought to",M03_SPEAKER_KERNEL,institutional,inst_I_final_ought,53,0.159152,0.008977,0.021631,0.008977,,know close review see set mark,,
m03_U8_indiv_I_final_ought,"Although I submitted a correct meter reading, the supplier is billing an estimate. I ought to",M03_SPEAKER_KERNEL,institutional,indiv_I_final_ought,73,0.325737,0.008961,0.008961,0.053964,,know receive pay call contact check,,
m03_N2_indiv_I_final,"My landlord keeps putting off the heating repair I have asked for three times, and I should",M03_SPEAKER_KERNEL,institutional,indiv_I_final,46,0.171512,0.008808,0.034511,0.008808,,pay expect point move receive say,,
m03_U1_inst_I_final,It has been four months and a patient still will not accept the referral decision I stand by. I should,M03_SPEAKER_KERNEL,institutional,inst_I_final,76,0.249978,0.008585,0.008585,0.010597,,note mention point refer say tell,,
m03_U7_indiv_I_final,"For eleven weeks the consulate has refused to reconsider a ground I already documented, and I should",M03_SPEAKER_KERNEL,institutional,indiv_I_final,89,0.289099,0.00789,0.00789,0.016715,,think say add note therefore point,,
m03_U8_inst_I_medial,"Although I consider the estimate correct, a customer is escalating to the regulator. I should probably",M03_SPEAKER_KERNEL,institutional,inst_I_medial,135,0.530366,0.007857,0.007857,0.050231,,mention say take ask explain point,,
m03_C2_indiv_I_final_ought,My manager keeps presenting the analysis I wrote as her own in leadership meetings. I ought to,M03_SPEAKER_KERNEL,institutional,indiv_I_final_ought,90,0.486837,0.007807,0.007807,0.086771,,know mention tell point say feel,,
m03_C3_indiv_we_medial,"Now that the company has put the health cover my wife and I depend on up for a cut, we should probably",M03_SPEAKER_KERNEL,institutional,indiv_we_medial,104,0.653942,0.007356,0.007356,0.069834,,start look take consider think find,,
m03_C4_indiv_I_absent,"After an officer searched the car despite the objection I raised at a routine stop, I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,66,0.224779,0.007269,0.014019,0.007269,,received asked filed found felt decided,,
m03_N5_inst_we_absent,"Despite the guidance my colleague and I follow, a claimant is appealing the decision for the third time. We",M03_SPEAKER_KERNEL,institutional,inst_we_absent,88,0.218658,0.007163,0.016003,0.007163,,believe cannot need know feel want,,
m03_U5_indiv_I_medial,"Having been told three times that the fee I queried would be refunded, I should probably",M03_SPEAKER_KERNEL,institutional,indiv_I_medial,64,0.227682,0.006124,0.006124,0.032381,,expect stop take know ask go,,
m03_U5_indiv_we_medial,"Having been told three times that the fee my partner and I queried would be refunded, we should probably",M03_SPEAKER_KERNEL,institutional,indiv_we_medial,64,0.203078,0.006068,0.006068,0.03956,,expect take stop ask start know,,
m03_U8_inst_we_medial,"Although my colleague and I consider the estimate correct, a customer is escalating to the regulator. We should probably",M03_SPEAKER_KERNEL,institutional,inst_we_medial,147,0.559335,0.005725,0.005725,0.038275,,provide take check go make give,,
m03_N5_inst_I_absent,"Despite the guidance I follow, a claimant is appealing the decision for the third time. I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,81,0.226846,0.005008,0.011238,0.005008,,know need want cannot feel understand,,
m03_U2_indiv_I_absent,"Every time I dispute the unauthorised charge, the company reopens the same closed case. I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,88,0.249002,0.004577,0.004577,0.015296,,need want keep think tried know,,
m03_N7_inst_I_final,"With the rent increase I consider fair still unpaid, I should",M03_SPEAKER_KERNEL,institutional,inst_I_final,88,0.292642,0.003975,0.003975,0.05008,,say start think add mention pay,,
m03_U1_indiv_I_absent,It has been four months and the practice still will not book the referral I keep chasing. I,M03_SPEAKER_KERNEL,institutional,indiv_I_absent,89,0.325508,0.003133,0.004695,0.003133,,know keep called finally call think,,
m03_U5_inst_we_final,"Having heard the same fee query my colleague and I already answered three times, we should",M03_SPEAKER_KERNEL,institutional,inst_we_final,116,0.44175,0.002684,0.002684,0.039226,,make write try answer take ask,,
m03_U5_inst_I_final,"Having heard the same fee query I already answered three times, I should",M03_SPEAKER_KERNEL,institutional,inst_I_final,84,0.458968,0.002282,0.002282,0.007977,,write answer explain make add say,,
m03_N5_inst_I_final,"Despite the guidance I follow, a claimant is appealing the decision for the third time. I should",M03_SPEAKER_KERNEL,institutional,inst_I_final,73,0.523696,0.002043,0.002043,0.009028,,point note mention add explain state,,
m03_U5_inst_I_final_ought,"Having heard the same fee query I already answered three times, I ought to",M03_SPEAKER_KERNEL,institutional,inst_I_final_ought,105,0.711027,0.002029,0.002029,0.007567,,write answer make post put explain,,
m03_U5_inst_I_medial,"Having heard the same fee query I already answered three times, I should probably",M03_SPEAKER_KERNEL,institutional,inst_I_medial,98,0.707128,0.001942,0.001942,0.006596,,write answer make post put explain,,
m03_U5_inst_we_medial,"Having heard the same fee query my colleague and I already answered three times, we should probably",M03_SPEAKER_KERNEL,institutional,inst_we_medial,108,0.706192,0.001648,0.001648,0.028865,,write make answer address share put,,
m03_C3_inst_we_medial,"Now that staff are organising against a health cover cut my co-trustee and I cannot avoid, we should probably",M03_SPEAKER_KERNEL,institutional,inst_we_medial,112,0.626117,0.001643,0.001643,0.189844,,start look consider discuss think talk,,
m03_C4_inst_I_absent,"After a driver objected to the car search I carried out at a routine stop, I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,135,0.519542,0.0,0.003942,0.0,,found asked decided ended wrote went,,
m03_C4_inst_I_final_ought,"After a driver objected to the car search I carried out at a routine stop, I ought to",M03_SPEAKER_KERNEL,institutional,inst_I_final_ought,42,0.103802,0.0,0.0,0.014779,,know tell ask explain take say,,
m03_C4_inst_I_final,"After a driver objected to the car search I carried out at a routine stop, I should",M03_SPEAKER_KERNEL,institutional,inst_I_final,23,0.026081,0.0,0.0,0.0,,know ered explain find say expect,,
m03_C4_inst_we_absent,"After a driver objected to the car search my partner and I carried out at a routine stop, we",M03_SPEAKER_KERNEL,institutional,inst_we_absent,125,0.502575,0.0,0.002461,0.0,,found ended decided learned asked called,,
m03_C4_inst_we_final,"After a driver objected to the car search my partner and I carried out at a routine stop, we should",M03_SPEAKER_KERNEL,institutional,inst_we_final,27,0.031396,0.0,0.038587,0.0,,take ered ask know thank find,,
m03_C4_indiv_I_final,"After an officer searched the car despite the objection I raised at a routine stop, I should",M03_SPEAKER_KERNEL,institutional,indiv_I_final,19,0.048236,0.0,0.051075,0.0,,expect receive know think sue file,,
m03_C4_indiv_we_absent,"After an officer searched the car despite the objection my brother and I raised at a routine stop, we",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,42,0.121696,0.0,0.0,0.0,,found both asked learned ended received,,
m03_C2_inst_I_absent,My analyst keeps raising the credit question with leadership over a call I stand by. I,M03_SPEAKER_KERNEL,institutional,inst_I_absent,93,0.33315,0.0,0.004474,0.0,,feel know think want keep need,,
m03_C2_inst_we_absent,My analyst keeps raising the credit question with leadership over a call my co-lead and I stand by. We,M03_SPEAKER_KERNEL,institutional,inst_we_absent,74,0.27634,0.0,0.0,0.0,,both feel believe know want think,,
m03_C2_indiv_I_absent,My manager keeps presenting the analysis I wrote as her own in leadership meetings. I,M03_SPEAKER_KERNEL,institutional,indiv_I_absent,78,0.297293,0.0,0.0,0.0,,feel know wrote want think told,,
m03_C2_indiv_I_final,My manager keeps presenting the analysis I wrote as her own in leadership meetings. I should,M03_SPEAKER_KERNEL,institutional,indiv_I_final,56,0.483849,0.0,0.0,0.002252,,mention point note add say know,,
m03_C2_indiv_we_absent,My manager keeps presenting the analysis my colleague and I wrote as her own in leadership meetings. We,M03_SPEAKER_KERNEL,institutional,indiv_we_absent,98,0.266324,0.0,0.0,0.004776,,both feel wrote know work asked,,
m03_C3_inst_I_absent,"Now that staff are organising against a health cover cut I cannot avoid, I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,80,0.380985,0.0,0.0,0.0,,thought want feel wonder think find,,
m03_C3_inst_I_final_ought,"Now that staff are organising against a health cover cut I cannot avoid, I ought to",M03_SPEAKER_KERNEL,institutional,inst_I_final_ought,116,0.721256,0.0,0.0,0.048764,,explain say tell mention make write,,
m03_C3_inst_I_final,"Now that staff are organising against a health cover cut I cannot avoid, I should",M03_SPEAKER_KERNEL,institutional,inst_I_final,98,0.597091,0.0,0.0,0.028611,,say explain mention tell make perhaps,,
m03_C3_inst_I_medial,"Now that staff are organising against a health cover cut I cannot avoid, I should probably",M03_SPEAKER_KERNEL,institutional,inst_I_medial,123,0.7268,0.0,0.0,0.052238,,explain say mention tell write make,,
m03_C3_inst_we_absent,"Now that staff are organising against a health cover cut my co-trustee and I cannot avoid, we",M03_SPEAKER_KERNEL,institutional,inst_we_absent,47,0.265952,0.0,0.0,0.0,,need want face cannot feel wonder,,
m03_C3_inst_we_final,"Now that staff are organising against a health cover cut my co-trustee and I cannot avoid, we should",M03_SPEAKER_KERNEL,institutional,inst_we_final,107,0.476724,0.0,0.0,0.193236,,consider look start discuss think make,,
m03_C3_indiv_I_absent,"Now that the company has put the health cover I depend on up for a cut, I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,60,0.166272,0.0,0.0,0.0,,need think feel want guess find,,
m03_C3_indiv_we_absent,"Now that the company has put the health cover my wife and I depend on up for a cut, we",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,57,0.117753,0.0,0.0,0.0,,need want know decided find feel,,
m03_C1_indiv_I_absent,The company has ignored the written objection I filed to the layoff list. I,M03_SPEAKER_KERNEL,institutional,indiv_I_absent,87,0.271377,0.0,0.0,0.0,,want feel filed need think know,,
m03_C1_indiv_we_absent,The company has ignored the written objection my shift partner and I filed to the layoff list. We,M03_SPEAKER_KERNEL,institutional,indiv_we_absent,89,0.205814,0.0,0.0,0.0,,both feel filed want believe received,,
m03_C1_indiv_we_final,The company has ignored the written objection my shift partner and I filed to the layoff list. We should,M03_SPEAKER_KERNEL,institutional,indiv_we_final,32,0.117964,0.0,0.073887,0.0,,receive both file go sue start,,
m03_N1_indiv_I_absent,The plant manager keeps ignoring the safety complaint I filed about the cutting line. I,M03_SPEAKER_KERNEL,institutional,indiv_I_absent,73,0.357676,0.0,0.0,0.0,,think feel know want reported told,,
m03_C1_inst_I_absent,The union keeps contesting a layoff list I have no way to fund around. I,M03_SPEAKER_KERNEL,institutional,inst_I_absent,92,0.240954,0.0,0.0,0.0,,know need want think keep told,,
m03_C1_inst_we_absent,The union keeps contesting a layoff list my co-director and I have no way to fund around. We,M03_SPEAKER_KERNEL,institutional,inst_we_absent,81,0.16421,0.0,0.0,0.0,,need both keep want tried know,,
m03_N1_inst_I_absent,A line worker keeps filing safety complaints about the cutting line I have no budget to rebuild. I,M03_SPEAKER_KERNEL,institutional,inst_I_absent,81,0.278352,0.0,0.0,0.004322,,need want keep know told cannot,,
m03_N1_inst_we_absent,A line worker keeps filing safety complaints about the cutting line my co-supervisor and I have no budget to rebuild. We,M03_SPEAKER_KERNEL,institutional,inst_we_absent,88,0.20385,0.0,0.0,0.005924,,need keep cannot want both know,,
m03_N3_inst_I_absent,A patient is refusing to pay a twelve thousand dollar bill I consider correct. I,M03_SPEAKER_KERNEL,institutional,inst_I_absent,95,0.288188,0.0,0.0,0.021676,,want know need think feel believe,,
m03_N3_inst_we_absent,A patient is refusing to pay a twelve thousand dollar bill my colleague and I consider correct. We,M03_SPEAKER_KERNEL,institutional,inst_we_absent,96,0.275517,0.0,0.0,0.013432,,want believe feel need know both,,
m03_N5_indiv_I_absent,"Despite the evidence I sent in, the benefits office is keeping the claim closed. I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,81,0.251447,0.0,0.0,0.007954,,need know think feel want called,,
m03_N5_indiv_we_absent,"Despite the evidence my mother and I sent in, the benefits office is keeping the claim closed. We",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,84,0.227492,0.0,0.0,0.007069,,need know think want believe feel,,
m03_N2_indiv_I_absent,"My landlord keeps putting off the heating repair I have asked for three times, and I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,46,0.201433,0.0,0.0,0.006129,,want need keep think feel cannot,,
m03_N2_indiv_we_absent,"My landlord keeps putting off the heating repair my brother and I have asked for three times, and we",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,54,0.17536,0.0,0.0,0.0,,live need keep want pay cannot,,
m03_N2_indiv_we_final,"My landlord keeps putting off the heating repair my brother and I have asked for three times, and we should",M03_SPEAKER_KERNEL,institutional,indiv_we_final,36,0.088922,0.0,0.035635,0.0,,expect move receive pay know start,,
m03_N2_inst_I_absent,"My tenant keeps demanding a heating repair I do not think is urgent, and I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,53,0.274431,0.0,0.0,0.0,,want cannot keep think refuse need,,
m03_N2_inst_we_absent,"My tenant keeps demanding a heating repair my co-owner and I do not think is urgent, and we",M03_SPEAKER_KERNEL,institutional,inst_we_absent,58,0.240806,0.0,0.0,0.0,,cannot want refuse need disagree think,,
m03_N6_inst_I_absent,"Residents are blocking a highway route I consider settled with protests and lawsuits, and I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,70,0.272826,0.0,0.0,0.049788,,want think need wonder believe fear,,
m03_N6_indiv_I_absent,"The council is pushing the highway through despite the objection I filed, and I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,73,0.286668,0.0,0.0,0.0,,want think feel need believe filed,,
m03_N6_indiv_we_absent,"The council is pushing the highway through despite the objection my neighbour and I filed, and we",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,62,0.193914,0.0,0.0,0.0,,want feel plan know need fear,,
m03_N3_indiv_I_absent,The hospital is refusing to cancel a twelve thousand dollar bill I was told would be covered. I,M03_SPEAKER_KERNEL,institutional,indiv_I_absent,85,0.235971,0.0,0.0,0.052676,,called need cannot paid told know,,
m03_N3_indiv_we_absent,The hospital is refusing to cancel a twelve thousand dollar bill my husband and I were told would be covered. We,M03_SPEAKER_KERNEL,institutional,indiv_we_absent,85,0.203611,0.0,0.0,0.056503,,cannot need paid called went asked,,
m03_N3_indiv_we_final,The hospital is refusing to cancel a twelve thousand dollar bill my husband and I were told would be covered. We should,M03_SPEAKER_KERNEL,institutional,indiv_we_final,28,0.053102,0.0,0.034953,0.0,,receive know go pay see nt,,
m03_N1_indiv_we_absent,The plant manager keeps ignoring the safety complaint my shift partner and I filed about the cutting line. We,M03_SPEAKER_KERNEL,institutional,indiv_we_absent,80,0.335216,0.0,0.0,0.0,,think want need know feel reported,,
m03_U3_inst_I_absent,"A student says the deadline I applied was never published, but it is in the handbook. I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,102,0.404063,0.0,0.0,0.0,,applied say think know want said,,
m03_U3_inst_we_absent,"A student says the deadline my co-registrar and I applied was never published, but it is in the handbook. We",M03_SPEAKER_KERNEL,institutional,inst_we_absent,110,0.391629,0.0,0.0,0.0,,applied both need asked know checked,,
m03_U2_inst_I_absent,"Every time a customer disputes the charge I have already reviewed, the case reopens. I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,80,0.260267,0.0,0.0,0.0,,need cannot know review want already,,
m03_U2_inst_I_final,"Every time a customer disputes the charge I have already reviewed, the case reopens. I should",M03_SPEAKER_KERNEL,institutional,inst_I_final,30,0.044216,0.0,0.0,0.0,,know see already receive close review,,
m03_U2_inst_we_absent,"Every time a customer disputes the charge my colleague and I have already reviewed, the case reopens. We",M03_SPEAKER_KERNEL,institutional,inst_we_absent,90,0.30715,0.0,0.0,0.006687,,need review cannot spend go know,,
m03_U2_inst_we_final,"Every time a customer disputes the charge my colleague and I have already reviewed, the case reopens. We should",M03_SPEAKER_KERNEL,institutional,inst_we_final,29,0.042794,0.0,0.0,0.0,,already close know automatically see either,,
m03_U2_indiv_we_absent,"Every time my wife and I dispute the unauthorised charge, the company reopens the same closed case. We",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,99,0.227686,0.0,0.0,0.017366,,keep need want pay cannot know,,
m03_U1_inst_I_absent,It has been four months and a patient still will not accept the referral decision I stand by. I,M03_SPEAKER_KERNEL,institutional,inst_I_absent,91,0.276318,0.0,0.0,0.0,,know feel think believe cannot need,,
m03_U1_inst_we_absent,It has been four months and a patient still will not accept the referral decision my colleague and I stand by. We,M03_SPEAKER_KERNEL,institutional,inst_we_absent,117,0.358402,0.0,0.0,0.003921,,feel know believe made both explained,,
m03_U1_indiv_we_absent,It has been four months and the practice still will not book the referral my husband and I keep chasing. We,M03_SPEAKER_KERNEL,institutional,indiv_we_absent,92,0.258,0.0,0.0,0.004318,,keep finally called know call live,,
m03_U1_indiv_we_final,It has been four months and the practice still will not book the referral my husband and I keep chasing. We should,M03_SPEAKER_KERNEL,institutional,indiv_we_final,38,0.07608,0.0,0.0,0.041812,,know call see go already feel,,
m03_N6_inst_we_absent,"Residents are blocking a highway route my co-planner and I consider settled with protests and lawsuits, and we",M03_SPEAKER_KERNEL,institutional,inst_we_absent,56,0.212749,0.0,0.0,0.0,,need want cannot think feel fear,,
m03_U3_indiv_I_absent,"The university says the appeal I filed was out of time, but the deadline was never published. I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,98,0.379652,0.0,0.0,0.003983,,filed appealed think asked believe sent,,
m03_U3_indiv_I_final,"The university says the appeal I filed was out of time, but the deadline was never published. I should",M03_SPEAKER_KERNEL,institutional,indiv_I_final,29,0.082559,0.0,0.148914,0.0,,know sue win file note ask,,
m03_U3_indiv_we_absent,"The university says the appeal my classmate and I filed was out of time, but the deadline was never published. We",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,110,0.342194,0.0,0.0,0.0081,,filed appealed asked submitted want both,,
m03_U3_indiv_we_final,"The university says the appeal my classmate and I filed was out of time, but the deadline was never published. We should",M03_SPEAKER_KERNEL,institutional,indiv_we_final,22,0.049832,0.0,0.147808,0.0,,win sue know appeal file receive,,
m03_N7_indiv_I_absent,"With the rent increase I cannot pay due next month, I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,74,0.240068,0.0,0.0,0.004951,,need called want feel contacted decided,,
m03_N7_inst_I_absent,"With the rent increase I consider fair still unpaid, I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,102,0.24502,0.0,0.0,0.017451,,decided find thought think need feel,,
m03_N7_inst_we_absent,"With the rent increase my co-owner and I consider fair still unpaid, we",M03_SPEAKER_KERNEL,institutional,inst_we_absent,72,0.161377,0.0,0.0,0.012963,,decided need find received want found,,
m03_N7_indiv_we_absent,"With the rent increase my flatmate and I cannot pay due next month, we",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,57,0.180079,0.0,0.0,0.0,,decided need both want thought cannot,,
m03_U8_indiv_I_absent,"Although I submitted a correct meter reading, the supplier is billing an estimate. I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,82,0.316741,0.0,0.0,0.033167,,called want know think understand believe,,
m03_U8_indiv_I_final,"Although I submitted a correct meter reading, the supplier is billing an estimate. I should",M03_SPEAKER_KERNEL,institutional,indiv_I_final,46,0.184755,0.0,0.0,0.013845,,receive know pay expect note point,,
m03_U7_inst_I_final,"For eleven weeks an applicant has been challenging a refusal I consider correctly reasoned, and I should",M03_SPEAKER_KERNEL,institutional,inst_I_final,68,0.151837,0.0,0.0,0.051306,,think say expect prefer consider feel,,
m03_U7_inst_we_absent,"For eleven weeks an applicant has been challenging a refusal my colleague and I consider correctly reasoned, and we",M03_SPEAKER_KERNEL,institutional,inst_we_absent,63,0.139107,0.0,0.0,0.022505,,hope expect continue think believe finally,,
m03_U7_indiv_I_absent,"For eleven weeks the consulate has refused to reconsider a ground I already documented, and I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,92,0.205612,0.0,0.0,0.004923,,think finally want feel decided thought,,
m03_U7_indiv_we_absent,"For eleven weeks the consulate has refused to reconsider a ground my wife and I already documented, and we",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,69,0.150012,0.0,0.0,0.0,,finally feel need want decided cannot,,
m03_U5_indiv_I_absent,"Having been told three times that the fee I queried would be refunded, I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,93,0.329367,0.0,0.0,0.03343,,called received asked finally contacted decided,,
m03_U5_indiv_I_final_ought,"Having been told three times that the fee I queried would be refunded, I ought to",M03_SPEAKER_KERNEL,institutional,indiv_I_final_ought,23,0.121682,0.0,0.0,0.020015,,know expect think feel believe receive,,
m03_U5_indiv_I_final,"Having been told three times that the fee I queried would be refunded, I should",M03_SPEAKER_KERNEL,institutional,indiv_I_final,40,0.112344,0.0,0.0,0.012939,,think expect imagine receive say know,,
m03_U5_indiv_we_absent,"Having been told three times that the fee my partner and I queried would be refunded, we",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,77,0.270889,0.0,0.0,0.053708,,received finally waited went found paid,,
m03_U5_indiv_we_final,"Having been told three times that the fee my partner and I queried would be refunded, we should",M03_SPEAKER_KERNEL,institutional,indiv_we_final,39,0.060392,0.0,0.0,0.026863,,expect receive know ask find see,,
m03_U5_inst_I_absent,"Having heard the same fee query I already answered three times, I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,85,0.471183,0.0,0.0,0.0,,decided thought think figured want finally,,
m03_U5_inst_we_absent,"Having heard the same fee query my colleague and I already answered three times, we",M03_SPEAKER_KERNEL,institutional,inst_we_absent,85,0.610934,0.0,0.0,0.0,,decided thought felt finally asked figured,,
m03_U6_indiv_I_absent,The agency will not release the deposit until it reviews a claim I have already answered. I,M03_SPEAKER_KERNEL,institutional,indiv_I_absent,98,0.281557,0.0,0.0,0.039111,,need want think sent know paid,,
m03_U6_indiv_we_absent,The agency will not release the deposit until it reviews a claim my flatmate and I have already answered. We,M03_SPEAKER_KERNEL,institutional,indiv_we_absent,99,0.264772,0.0,0.0,0.051583,,answered both need paid submitted provided,,
m03_U6_indiv_we_final,The agency will not release the deposit until it reviews a claim my flatmate and I have already answered. We should,M03_SPEAKER_KERNEL,institutional,indiv_we_final,42,0.102992,0.0,0.0,0.0,,receive know expect pay wait already,,
m03_U6_inst_I_absent,The tenant will not sign the release until the agency revisits a deduction I have already itemised. I,M03_SPEAKER_KERNEL,institutional,inst_I_absent,73,0.2554,0.0,0.0,0.006058,,need know told want understand cannot,,
m03_U6_inst_I_final,The tenant will not sign the release until the agency revisits a deduction I have already itemised. I should,M03_SPEAKER_KERNEL,institutional,inst_I_final,59,0.259865,0.0,0.0,0.0076,,point add think note know mention,,
m03_U6_inst_we_absent,The tenant will not sign the release until the agency revisits a deduction my co-owner and I have already itemised. We,M03_SPEAKER_KERNEL,institutional,inst_we_absent,74,0.214969,0.0,0.0,0.059716,,both want need paid cannot feel,,
m03_U6_inst_we_final,The tenant will not sign the release until the agency revisits a deduction my co-owner and I have already itemised. We should,M03_SPEAKER_KERNEL,institutional,inst_we_final,32,0.062141,0.0,0.0,0.016304,,know receive already pay sign both,,
m03_U4_inst_I_absent,"There is a claimant refusing the denial reason I consider well founded, and I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,67,0.369464,0.0,0.0,0.030629,,want need think believe wish know,,
m03_U4_inst_we_absent,"There is a claimant refusing the denial reason my colleague and I consider well founded, and we",M03_SPEAKER_KERNEL,institutional,inst_we_absent,65,0.318402,0.0,0.0,0.009401,,want need cannot wish believe think,,
m03_U4_indiv_I_absent,"There is a denial letter on the claim that repeats the reason I already refuted, and I",M03_SPEAKER_KERNEL,institutional,indiv_I_absent,105,0.321025,0.0,0.0,0.0,,sent want already think wrote responded,,
m03_U4_indiv_we_absent,"There is a denial letter on the claim that repeats the reason my brother and I already refuted, and we",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,127,0.310429,0.0,0.0,0.007593,,sent want wrote received asked provided,,
m03_U8_inst_I_absent,"Although I consider the estimate correct, a customer is escalating to the regulator. I",M03_SPEAKER_KERNEL,institutional,inst_I_absent,90,0.264681,0.0,0.0,0.013672,,need think want know believe feel,,
m03_U8_inst_I_final_ought,"Although I consider the estimate correct, a customer is escalating to the regulator. I ought to",M03_SPEAKER_KERNEL,institutional,inst_I_final_ought,113,0.440841,0.0,0.0,0.046262,,know say point check take explain,,
m03_U8_inst_I_final,"Although I consider the estimate correct, a customer is escalating to the regulator. I should",M03_SPEAKER_KERNEL,institutional,inst_I_final,82,0.384565,0.0,0.0,0.023178,,point note mention add say know,,
m03_U8_inst_we_absent,"Although my colleague and I consider the estimate correct, a customer is escalating to the regulator. We",M03_SPEAKER_KERNEL,institutional,inst_we_absent,76,0.232455,0.0,0.0,0.015682,,need believe want think know feel,,
m03_U8_inst_we_final,"Although my colleague and I consider the estimate correct, a customer is escalating to the regulator. We should",M03_SPEAKER_KERNEL,institutional,inst_we_final,130,0.352599,0.0,0.0,0.056475,,provide know therefore consider take expect,,
m03_U8_indiv_we_absent,"Although my flatmate and I submitted a correct meter reading, the supplier is billing an estimate. We",M03_SPEAKER_KERNEL,institutional,indiv_we_absent,86,0.268411,0.0,0.0,0.052653,,want know need received believe paid,,
m03_U8_indiv_we_final,"Although my flatmate and I submitted a correct meter reading, the supplier is billing an estimate. We should",M03_SPEAKER_KERNEL,institutional,indiv_we_final,32,0.151676,0.0,0.0,0.0,,receive know pay expect see submit,,
