base,aligned,prompt,dose,n_words,layer,frac,T_bb,T_ba,T_ab,T_aa,T_bw,T_bn,cov_b,cov_a
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was loyal and rebellious and chose to,2.5442,51,20,0.8333,2.686829,2.666043,2.628815,2.615376,2.666043,2.686829,0.000002,0.000008
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was loyal and rebellious and chose to,2.5442,51,21,0.8750,3.096838,3.118716,3.169097,3.189544,3.118716,3.096838,0.004995,0.021880
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was loyal and rebellious and chose to,2.5442,51,22,0.9167,3.155694,3.160728,3.229534,3.235567,3.160728,3.155694,0.317569,0.166974
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was loyal and rebellious and chose to,2.5442,51,23,0.9583,2.995320,2.984966,2.988224,2.989079,2.984966,2.995320,0.264746,0.102839
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was loyal and rebellious and chose to,2.5442,51,24,1.0000,2.251405,2.222546,2.203080,2.174043,2.222546,2.251405,0.278023,0.551078
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,0,0.0000,3.106212,3.120494,3.121143,3.136103,3.120494,3.106212,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,1,0.0417,3.278537,3.226913,3.311890,3.259318,3.226913,3.278537,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,2,0.0833,3.300794,3.246913,3.326964,3.269565,3.246913,3.300794,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,3,0.1250,3.225113,3.206451,3.301337,3.275771,3.206451,3.225113,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,4,0.1667,3.219547,3.207251,3.262996,3.251265,3.207251,3.219547,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,5,0.2083,3.126915,3.115005,3.173466,3.159845,3.115005,3.126915,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,6,0.2500,3.028666,3.023305,3.033311,3.027317,3.023305,3.028666,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,7,0.2917,3.184710,3.168370,3.206270,3.188929,3.168370,3.184710,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,8,0.3333,3.045980,3.038351,3.051007,3.042976,3.038351,3.045980,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,9,0.3750,3.018425,3.017506,3.020972,3.021144,3.017506,3.018425,0.000002,0.000002
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,10,0.4167,3.044519,3.032861,3.048559,3.034384,3.032861,3.044519,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,11,0.4583,3.606103,3.555552,3.707057,3.661028,3.555552,3.606103,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,12,0.5000,3.834835,3.805868,3.874341,3.853374,3.805868,3.834835,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,13,0.5417,3.624345,3.580371,3.794186,3.769725,3.580371,3.624345,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,14,0.5833,3.052147,3.004001,3.378183,3.330756,3.004001,3.052147,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,15,0.6250,3.428096,3.441623,3.382116,3.397427,3.441623,3.428096,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,16,0.6667,3.058336,3.093078,3.119597,3.172519,3.093078,3.058336,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,17,0.7083,3.623551,3.636916,3.445043,3.479872,3.636916,3.623551,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,18,0.7500,3.395658,3.374895,3.178090,3.177778,3.374895,3.395658,0.000000,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,19,0.7917,3.757160,3.742919,3.635666,3.625005,3.742919,3.757160,0.000001,0.000000
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,20,0.8333,3.602605,3.566181,3.553926,3.521218,3.566181,3.602605,0.000007,0.000003
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,21,0.8750,3.554678,3.551900,3.468956,3.473947,3.551900,3.554678,0.003018,0.014282
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,22,0.9167,3.337142,3.329218,3.375624,3.379901,3.329218,3.337142,0.213698,0.041279
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,23,0.9583,3.374040,3.324653,3.321574,3.309596,3.324653,3.374040,0.173333,0.029668
croissantllm/CroissantLLMBase,croissantllm/CroissantLLMChat-v0.1,The soldier was rebellious and chose to,3.5989,59,24,1.0000,3.099680,3.049019,3.083165,3.018619,3.049019,3.099680,0.260784,0.470985
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,0,0.0000,3.946825,3.946368,3.950502,3.950536,3.947391,3.945910,0.009017,0.009019
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,1,0.0238,3.933881,3.926895,3.944544,3.935774,3.926651,3.934206,0.000578,0.006366
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,2,0.0476,4.007281,3.888757,3.982263,3.942844,3.880612,4.020040,0.000000,0.000043
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,3,0.0714,4.442476,3.999612,4.652322,4.497994,4.001988,4.443690,0.000000,0.000003
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,4,0.0952,3.115893,3.104313,3.591255,3.419723,3.100732,3.119492,0.000000,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,5,0.1190,4.215101,3.767214,4.977277,4.940953,3.748669,4.230695,0.000000,0.000003
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,6,0.1429,3.048108,3.045939,3.096125,3.082737,3.045603,3.048545,0.000001,0.000002
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,7,0.1667,3.046295,3.045059,3.051634,3.050843,3.044766,3.046690,0.000006,0.000016
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,8,0.1905,3.095660,3.083846,3.078291,3.071785,3.081538,3.098744,0.000099,0.000231
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,9,0.2143,3.807648,3.596513,4.311785,4.051636,3.588159,3.814523,0.000042,0.000333
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,10,0.2381,3.218159,3.213304,3.831058,3.683613,3.200994,3.231275,0.000076,0.000236
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,11,0.2619,3.151565,3.112858,3.675298,3.440425,3.108806,3.157194,0.000136,0.000471
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,12,0.2857,3.878135,3.771882,3.745976,3.539829,3.756348,3.888727,0.000021,0.000263
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,13,0.3095,3.884733,3.807518,3.980009,3.826299,3.795083,3.893579,0.000045,0.000224
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,14,0.3333,4.218801,4.163345,4.374343,4.324041,4.164603,4.216121,0.000075,0.000720
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,15,0.3571,4.314569,4.240969,4.097445,4.045051,4.240232,4.313440,0.000314,0.004559
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,16,0.3810,4.283042,4.212674,4.192544,4.180773,4.216218,4.277658,0.000871,0.008830
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,17,0.4048,4.703578,4.610528,4.719455,4.668616,4.623390,4.691789,0.003485,0.012121
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,18,0.4286,4.833368,4.776224,4.826839,4.787670,4.785474,4.824783,0.022557,0.024172
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,19,0.4524,4.412356,4.310180,4.714355,4.639703,4.319521,4.401165,0.014562,0.010702
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,20,0.4762,4.274241,4.175288,4.169574,4.141084,4.183529,4.263972,0.012107,0.012735
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,21,0.5000,4.101060,4.046726,4.196888,4.150249,4.047956,4.098576,0.022022,0.031365
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,22,0.5238,4.021758,3.995669,4.091525,4.063153,3.996361,4.020972,0.033488,0.043036
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,23,0.5476,3.926995,3.926036,3.958355,3.967361,3.926431,3.926934,0.073183,0.075606
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,24,0.5714,3.982406,3.999062,4.003901,4.037513,4.003104,3.979228,0.145362,0.129868
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,25,0.5952,4.103655,4.151466,4.099118,4.170852,4.163159,4.095087,0.176986,0.187112
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,26,0.6190,3.987766,3.989431,3.970635,3.999311,3.989557,3.988037,0.330404,0.319899
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,27,0.6429,4.036985,4.096221,4.216746,4.379056,4.103560,4.032449,0.360626,0.373665
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,28,0.6667,4.987288,5.141806,5.811548,5.979318,5.183123,4.947598,0.499601,0.570771
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,29,0.6905,4.883279,5.032646,5.921287,6.034256,5.069947,4.846929,0.572980,0.640261
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,30,0.7143,5.996612,6.043870,6.623362,6.637185,6.073670,5.962649,0.706168,0.768066
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,31,0.7381,4.991094,5.169636,5.491672,5.694048,5.198762,4.961704,0.643697,0.706706
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,32,0.7619,5.214627,5.329763,5.705127,5.847097,5.351605,5.190773,0.664407,0.745293
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,33,0.7857,5.466174,5.590123,5.586706,5.791526,5.618147,5.435329,0.698340,0.774269
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,34,0.8095,6.091301,6.148221,5.512322,5.734543,6.163357,6.073836,0.755105,0.812656
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,35,0.8333,6.133534,6.170326,5.471604,5.685676,6.175564,6.126720,0.734760,0.831153
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,36,0.8571,6.073410,6.133307,4.929436,5.241488,6.135642,6.069334,0.799152,0.884907
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,37,0.8810,5.942970,6.027474,4.840869,5.186534,6.031881,5.936297,0.824085,0.897716
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,38,0.9048,6.022595,6.084176,5.215447,5.528768,6.082233,6.022081,0.828566,0.926958
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,39,0.9286,5.607555,5.706476,4.490014,4.831531,5.696166,5.614928,0.860718,0.945708
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,40,0.9524,5.347468,5.480693,4.091656,4.592309,5.471763,5.351877,0.922869,0.968431
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,41,0.9762,5.443627,5.625208,3.500740,4.133972,5.607862,5.454466,0.858991,0.961417
google/gemma-2-9b,google/gemma-2-9b-it,He hated her deeply and wanted to,4.6112,54,42,1.0000,5.179837,5.233780,3.934536,4.539433,5.211699,5.195419,0.806090,0.816111
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,0,0.0000,3.201172,3.207653,3.204349,3.211373,3.208645,3.200366,0.008259,0.008333
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,1,0.0238,2.957848,2.963020,2.942631,2.947456,2.963271,2.957402,0.000773,0.007124
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,2,0.0476,2.900236,2.807112,2.935093,2.918412,2.812983,2.896786,0.000001,0.000060
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,3,0.0714,2.912875,2.914410,2.964399,2.966418,2.913342,2.912597,0.000000,0.000002
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,4,0.0952,2.551996,2.563546,2.552508,2.566597,2.559874,2.555537,0.000001,0.000002
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,5,0.1190,2.956622,2.979231,2.894865,2.877043,2.967245,2.967620,0.000000,0.000000
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,6,0.1429,2.468473,2.473897,2.459968,2.461569,2.473578,2.468791,0.000000,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,7,0.1667,2.465149,2.472959,2.461119,2.463560,2.472789,2.465306,0.000001,0.000003
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,8,0.1905,2.481698,2.481707,2.476694,2.478383,2.480283,2.483378,0.000046,0.000079
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,9,0.2143,2.520899,2.529192,2.492236,2.500239,2.524057,2.526209,0.000086,0.000208
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,10,0.2381,2.486882,2.495190,2.525285,2.540830,2.492125,2.489678,0.000331,0.000291
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,11,0.2619,2.469233,2.470699,2.482635,2.489473,2.470001,2.470020,0.000545,0.000831
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,12,0.2857,2.857954,2.814316,2.565375,2.575380,2.790262,2.885089,0.000047,0.000625
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,13,0.3095,3.118289,3.055166,2.885591,2.858285,3.028816,3.144218,0.000059,0.000326
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,14,0.3333,3.422486,3.427315,3.133636,3.182423,3.411906,3.436702,0.000080,0.000380
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,15,0.3571,3.097148,3.126205,3.015079,3.026523,3.116708,3.105203,0.000249,0.003636
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,16,0.3810,3.279599,3.272311,3.018702,3.031047,3.264298,3.287578,0.000662,0.005883
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,17,0.4048,3.094971,3.108833,2.934808,2.935833,3.102155,3.101651,0.001074,0.004974
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,18,0.4286,2.645644,2.642053,2.600756,2.601763,2.628334,2.661049,0.007756,0.027090
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,19,0.4524,2.837810,2.815715,2.656549,2.652969,2.798481,2.856834,0.009021,0.024253
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,20,0.4762,2.699728,2.694067,3.002575,2.964080,2.684351,2.710555,0.023349,0.025098
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,21,0.5000,2.831900,2.840878,2.913658,2.899408,2.831117,2.843181,0.057389,0.053091
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,22,0.5238,2.838051,2.836916,2.939317,2.928751,2.824779,2.851333,0.091312,0.046746
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,23,0.5476,2.829208,2.845008,2.798816,2.816965,2.831991,2.843241,0.107610,0.080963
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,24,0.5714,2.911800,2.930640,2.804537,2.834897,2.922640,2.920105,0.154517,0.206071
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,25,0.5952,2.974423,3.073351,2.704190,2.795422,3.072920,2.979051,0.140185,0.167897
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,26,0.6190,3.037436,3.077428,2.878379,2.941943,3.069904,3.045877,0.235646,0.217396
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,27,0.6429,2.891754,2.920449,3.063288,3.086063,2.914321,2.897839,0.280713,0.231368
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,28,0.6667,3.505119,3.685057,4.284393,4.587522,3.711712,3.485594,0.265952,0.276893
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,29,0.6905,3.668076,3.834121,4.520156,4.759881,3.868694,3.639069,0.276073,0.268265
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,30,0.7143,4.246032,4.454709,5.047183,5.266568,4.501762,4.200846,0.383774,0.380373
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,31,0.7381,4.259166,4.438292,4.877148,5.093568,4.480462,4.218859,0.373090,0.376211
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,32,0.7619,4.382422,4.507456,5.242874,5.318614,4.545200,4.342725,0.435616,0.461163
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,33,0.7857,4.681125,4.795646,5.480046,5.546476,4.836543,4.635813,0.479097,0.507224
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,34,0.8095,5.336557,5.384877,5.486568,5.541983,5.415686,5.300038,0.609839,0.582474
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,35,0.8333,5.597331,5.583405,5.902266,5.880766,5.604251,5.571035,0.656433,0.593490
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,36,0.8571,5.525975,5.553606,5.756251,5.774883,5.569505,5.504599,0.625176,0.576097
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,37,0.8810,5.182055,5.248996,5.203945,5.298641,5.262623,5.163396,0.638596,0.538592
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,38,0.9048,5.671262,5.661803,5.844111,5.843010,5.663066,5.665306,0.725887,0.657679
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,39,0.9286,5.208356,5.201293,5.628826,5.648521,5.189461,5.216014,0.691313,0.604782
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,40,0.9524,4.853757,4.906824,5.303909,5.406437,4.896427,4.858152,0.680179,0.578904
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,41,0.9762,4.951306,4.976830,4.892560,5.228230,4.949503,4.971591,0.685815,0.436705
google/gemma-2-9b,google/gemma-2-9b-it,He loved her and hated her and wanted to,3.9614,57,42,1.0000,4.334929,4.305852,3.458328,3.768451,4.280397,4.360289,0.702265,0.493463
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,0,0.0000,1.293977,1.287543,1.288676,1.282754,1.286421,1.295189,0.008313,0.008394
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,1,0.0238,1.138426,1.144560,1.165727,1.167031,1.144243,1.138498,0.000574,0.006229
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,2,0.0476,1.108689,1.085674,1.138705,1.148898,1.088674,1.106194,0.000001,0.000045
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,3,0.0714,1.203537,1.232439,1.147306,1.160401,1.229084,1.206714,0.000000,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,4,0.0952,1.019407,1.021517,1.061283,1.065366,1.020094,1.020845,0.000001,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,5,0.1190,1.204046,1.263935,1.140887,1.161605,1.251368,1.215274,0.000000,0.000000
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,6,0.1429,1.120999,1.117173,1.135925,1.136424,1.115966,1.121940,0.000000,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,7,0.1667,1.107926,1.081415,1.136618,1.135869,1.080440,1.108509,0.000002,0.000019
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,8,0.1905,1.144916,1.143321,1.141819,1.142094,1.142584,1.145644,0.000042,0.000214
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,9,0.2143,1.142867,1.138080,1.151423,1.153170,1.135204,1.145285,0.000099,0.000230
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,10,0.2381,1.160791,1.162747,1.152639,1.154894,1.160471,1.163073,0.000247,0.000417
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,11,0.2619,1.148944,1.146661,1.161487,1.165249,1.145923,1.149799,0.000645,0.000972
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,12,0.2857,1.623406,1.558505,1.276308,1.275047,1.537644,1.644483,0.000061,0.000356
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,13,0.3095,1.712519,1.649042,1.458412,1.438585,1.630108,1.730374,0.000083,0.000346
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,14,0.3333,2.154395,2.110549,1.897748,1.902845,2.104261,2.157969,0.000069,0.000215
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,15,0.3571,1.851922,1.782345,1.659732,1.685495,1.764206,1.866470,0.000103,0.000435
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,16,0.3810,1.911370,1.843377,1.724783,1.714247,1.830831,1.921808,0.000486,0.001487
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,17,0.4048,1.782652,1.751864,1.629765,1.625333,1.740033,1.793968,0.000973,0.003043
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,18,0.4286,1.895457,1.866345,1.483243,1.515630,1.855331,1.905581,0.003674,0.003721
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,19,0.4524,1.920204,1.881792,1.635086,1.635609,1.874171,1.926743,0.005951,0.008618
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,20,0.4762,1.559485,1.551088,1.527350,1.527840,1.538159,1.573760,0.016051,0.029349
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,21,0.5000,1.661293,1.650993,1.632834,1.622857,1.645971,1.667347,0.033747,0.043779
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,22,0.5238,1.418426,1.416278,1.552910,1.538367,1.406969,1.428466,0.088156,0.078953
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,23,0.5476,1.502662,1.492994,1.571203,1.543660,1.487643,1.508400,0.178550,0.216485
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,24,0.5714,1.517920,1.508275,1.575364,1.547417,1.500905,1.525358,0.287419,0.302137
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,25,0.5952,1.434231,1.454074,1.381191,1.398771,1.443422,1.445530,0.253722,0.290197
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,26,0.6190,1.592165,1.596322,1.527079,1.539463,1.590366,1.598140,0.403118,0.425305
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,27,0.6429,1.449154,1.453843,1.388900,1.393865,1.447594,1.455382,0.464117,0.476531
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,28,0.6667,1.481652,1.475844,1.418364,1.410780,1.470779,1.486727,0.457749,0.498719
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,29,0.6905,1.500443,1.490986,1.438035,1.432340,1.488098,1.503000,0.477754,0.494169
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,30,0.7143,1.456897,1.451015,1.389443,1.382676,1.447843,1.460080,0.479289,0.419898
