base,pref,prompt_domain,word_category,n_prompts,js_sft,js_pref,share
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,immigration,violent,2,0.00038149,0.00038498,0.990931
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,substance,violent,4,0.00024215,0.00054501,0.444306
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,civic,violent,10,0.00046059,0.00070484,0.653472
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,insurance,violent,3,0.00020558,0.00028088,0.731919
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,death,violent,1,1.463e-05,0.00046386,0.031539
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,police,violent,5,0.00068963,0.00102056,0.675733
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,consumer,violent,2,0.0001801,0.00073106,0.246357
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,sexual,sexual,40,0.01073358,0.01170104,0.917318
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,contradiction,sexual,26,0.0019794,0.0023853,0.829836
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,animal,sexual,12,0.00023274,0.00023166,1.00466
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,property,sexual,17,7.304e-05,7.29e-05,1.001893
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,violence,sexual,59,0.00053636,0.00055822,0.960831
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,taboo,sexual,12,0.00020308,0.0002126,0.955192
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,other,sexual,18,0.00728162,0.0067871,1.072862
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,betrayal,sexual,14,0.00205537,0.00281163,0.731027
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,profanity,sexual,2,0.00072983,0.00067786,1.076672
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,neutral,sexual,11,0.0015154,0.00154472,0.981023
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,institutional,sexual,1,0.00088537,0.00088537,1.0
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,power,sexual,1,8.03e-06,5.5e-07,14.60513
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,substance,sexual,1,2.144e-05,3.41e-06,6.290487
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,property,violent,130,0.00233569,0.00303786,0.768858
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,neutral,violent,32,0.00464976,0.00584173,0.795957
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,betrayal,violent,46,0.00093582,0.00137574,0.680228
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,taboo,violent,145,0.00493852,0.00640358,0.771211
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,violence,violent,313,0.01215941,0.01432274,0.848959
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,institutional,violent,17,0.00281194,0.00355006,0.792082
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,contradiction,violent,65,0.00788641,0.00978835,0.805693
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,sexual,violent,56,0.00427482,0.00454796,0.939943
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,animal,violent,70,0.00515723,0.00592166,0.87091
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,other,violent,53,0.01391082,0.01731527,0.803385
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,civic,violent,7,0.00203179,0.00186694,1.088301
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,education,violent,5,0.00069771,0.00085395,0.817045
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,labor,violent,9,0.0013077,0.00167331,0.781504
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,power,violent,11,0.00323742,0.00349935,0.925149
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,housing,violent,4,0.00044844,0.00061824,0.725346
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,medical,violent,4,0.00021087,0.00024858,0.848291
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,benefits,violent,4,0.00041443,0.00047378,0.874735
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,substance,violent,4,0.00195876,0.00230488,0.849833
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,insurance,violent,3,0.00070653,0.00070794,0.998017
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,death,violent,2,0.00320126,0.00342111,0.935739
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,utilities,violent,4,0.00104897,0.00089079,1.177578
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,banking,violent,1,0.00068425,0.00068425,1.0
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,profanity,violent,1,0.00066776,0.00066776,1.0
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,property,sexual,27,0.00017555,0.00029106,0.603133
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,sexual,sexual,52,0.00335435,0.00401797,0.834837
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,violence,sexual,67,0.0005415,0.00069176,0.782775
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,betrayal,sexual,14,0.00080701,0.00102189,0.789723
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,other,sexual,11,0.00757213,0.00850336,0.890487
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,neutral,sexual,15,0.00048166,0.00049396,0.975098
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,contradiction,sexual,27,0.00122323,0.00151479,0.807524
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,taboo,sexual,21,0.00027526,0.00020995,1.311095
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,profanity,sexual,3,0.00035991,0.00020048,1.795246
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,animal,sexual,17,7.63e-06,2.146e-05,0.355571
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,power,sexual,1,0.00054367,0.00054367,1.0
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,substance,sexual,1,0.0003634,0.0003634,1.0
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,violence,violent,318,0.0070754,0.00919566,0.769429
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,contradiction,violent,64,0.00352946,0.00486265,0.725831
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,animal,violent,74,0.00395081,0.0068035,0.580702
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,property,violent,114,0.00242215,0.0030897,0.783944
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,taboo,violent,136,0.00274466,0.0039196,0.700241
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,betrayal,violent,53,0.00077591,0.00111596,0.695287
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,neutral,violent,32,0.00234674,0.00362513,0.647353
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,labor,violent,14,0.00058489,0.00096509,0.606054
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,immigration,violent,2,0.0001036,0.00013418,0.772086
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,other,violent,50,0.00856535,0.01150655,0.744389
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,sexual,violent,54,0.00191342,0.0023031,0.830801
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,civic,violent,6,0.00057759,0.00090344,0.639323
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,power,violent,13,0.00312789,0.00469019,0.666901
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,banking,violent,3,0.00023713,0.00093333,0.254068
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,housing,violent,6,0.00074422,0.00097594,0.762566
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,institutional,violent,20,0.00136864,0.00201726,0.678468
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,medical,violent,9,0.00100235,0.00116926,0.857249
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,benefits,violent,3,0.00039573,0.00044823,0.88286
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,substance,violent,3,0.00138897,0.00180408,0.769904
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,utilities,violent,5,0.000587,0.000951,0.617247
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,education,violent,3,0.00088891,0.00124219,0.715602
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,police,violent,4,0.00068767,0.00080785,0.851234
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,death,violent,1,2.06e-06,0.00059848,0.003439
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,profanity,violent,1,0.00059815,0.00115141,0.519496
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,property,sexual,7,0.00026714,0.00016651,1.604371
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,sexual,sexual,44,0.00917471,0.00919219,0.998099
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,violence,sexual,57,0.00208898,0.00211041,0.989847
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,betrayal,sexual,20,0.00127137,0.0011097,1.145689
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,contradiction,sexual,31,0.00409333,0.00507733,0.806197
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,animal,sexual,10,0.00010283,0.00028847,0.356471
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,other,sexual,22,0.01261042,0.01451246,0.868938
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,neutral,sexual,8,0.00067325,0.00131506,0.51195
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,taboo,sexual,8,0.00028355,0.00028354,1.000043
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,substance,sexual,1,3.413e-05,1.1e-07,324.170391
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,profanity,sexual,4,0.00112678,0.00112508,1.001511
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,power,sexual,1,0.00404907,0.00404907,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,institutional,sexual,2,0.00134706,0.00083243,1.618224
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,violence,violent,286,0.01093534,0.01437896,0.76051
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,contradiction,violent,62,0.00658994,0.00853503,0.772105
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,property,violent,104,0.00199176,0.00233461,0.853145
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,utilities,violent,2,0.00060332,0.00062545,0.964615
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,taboo,violent,143,0.00391549,0.00482135,0.812114
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,betrayal,violent,30,0.00093459,0.00145797,0.641022
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,animal,violent,73,0.00453197,0.00596161,0.760192
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,sexual,violent,54,0.00232121,0.00285175,0.81396
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,neutral,violent,35,0.00408594,0.00557755,0.732568
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,other,violent,48,0.01252544,0.017675,0.708653
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,death,violent,1,0.00103439,0.00103439,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,police,violent,2,4.775e-05,0.00094528,0.050512
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,civic,violent,10,0.00054428,0.00058548,0.929632
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,labor,violent,19,0.00086281,0.00120053,0.718685
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,power,violent,9,0.00222015,0.00314708,0.705465
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,housing,violent,4,0.0007525,0.0007525,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,benefits,violent,5,0.00044674,0.00018088,2.469841
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,profanity,violent,2,0.00050723,0.00077912,0.651033
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,institutional,violent,21,0.00218629,0.00162849,1.342525
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,medical,violent,9,0.00155546,0.00272955,0.569858
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,consumer,violent,2,0.00053709,0.00053709,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,insurance,violent,5,0.00032307,0.00033308,0.969962
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,education,violent,3,0.00035795,0.00041776,0.856834
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,unconditional,violent,1,0.00057236,0.00057236,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,substance,violent,6,0.00195612,0.0033493,0.584037
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,immigration,violent,1,0.00094227,0.00094227,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,betrayal,sexual,18,0.00079467,0.00075908,1.046884
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,sexual,sexual,40,0.01050234,0.0103418,1.015523
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,violence,sexual,54,0.00256148,0.00257531,0.994627
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,other,sexual,18,0.01495915,0.01511506,0.989685
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,contradiction,sexual,31,0.00312302,0.00314586,0.992737
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,taboo,sexual,8,0.00028357,0.00028356,1.000048
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,animal,sexual,11,0.0001997,0.00025207,0.792248
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,neutral,sexual,9,0.00160949,0.00157885,1.019412
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,property,sexual,7,0.00016646,0.00016643,1.000189
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,profanity,sexual,4,0.00243774,0.00243774,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,power,sexual,1,0.00404907,0.00404907,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,institutional,sexual,2,0.00273536,0.00273536,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,substance,sexual,1,0.00083297,0.00083297,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,violence,violent,283,0.00929925,0.00937273,0.992161
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,animal,violent,69,0.00377119,0.00380668,0.990677
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,neutral,violent,38,0.00255836,0.00276034,0.926828
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,contradiction,violent,63,0.00776093,0.0076691,1.011974
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,property,violent,104,0.00192653,0.00190707,1.010208
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,benefits,violent,7,0.00081522,0.00077352,1.053909
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,institutional,violent,24,0.00221036,0.00246637,0.896199
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,other,violent,47,0.00850242,0.0086215,0.986188
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,taboo,violent,141,0.00274334,0.00277215,0.989609
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,insurance,violent,8,0.00050617,0.00058511,0.865084
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,betrayal,violent,24,0.0010251,0.00100011,1.024985
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,sexual,violent,54,0.00165229,0.00167356,0.987295
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,substance,violent,5,0.00190062,0.00189501,1.002961
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,labor,violent,23,0.00110539,0.00119328,0.926343
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,consumer,violent,3,0.00059294,0.00059125,1.002856
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,medical,violent,10,0.00272556,0.00324551,0.839795
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,education,violent,6,0.00173509,0.00224795,0.771854
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,civic,violent,10,0.00226172,0.00282818,0.799708
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,police,violent,5,0.00258165,0.00306178,0.843187
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,housing,violent,7,0.00083055,0.0008741,0.950181
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,immigration,violent,1,0.00094227,0.00094227,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,power,violent,9,0.00179868,0.00174694,1.029616
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,unconditional,violent,1,0.00057236,0.00057236,1.0
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,profanity,violent,2,0.00030868,0.00028579,1.080082
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,utilities,violent,1,1.9e-06,1.017e-05,0.187273
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,death,violent,1,0.0016859,0.00158461,1.06392
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,taboo,sexual,11,0.00137013,0.0025833,0.530382
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,betrayal,sexual,11,0.00107598,0.00113551,0.947574
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,other,sexual,18,0.01538865,0.01491415,1.031815
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,neutral,sexual,16,0.00105541,0.00108662,0.971281
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,violence,sexual,63,0.00142936,0.00155711,0.917956
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,contradiction,sexual,30,0.00267149,0.00264418,1.010327
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,sexual,sexual,49,0.00769785,0.0079678,0.966119
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,property,sexual,12,0.00034719,0.00035915,0.9667
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,institutional,sexual,1,0.00194162,0.00194162,1.0
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,animal,sexual,11,0.00033357,0.00042143,0.791508
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,power,sexual,2,0.00225689,0.00284498,0.793287
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,profanity,sexual,4,0.00555082,0.00546476,1.015748
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,violence,violent,306,0.00985609,0.01216213,0.810392
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,neutral,violent,36,0.00437449,0.0051233,0.853842
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,betrayal,violent,35,0.00139884,0.00135226,1.034449
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,taboo,violent,134,0.00353041,0.00439297,0.803649
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,other,violent,54,0.01275406,0.01707165,0.74709
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,animal,violent,67,0.00634208,0.00793311,0.799444
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,property,violent,116,0.0019202,0.00213046,0.901305
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,sexual,violent,48,0.00187721,0.00198446,0.945955
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,utilities,violent,6,0.00037046,0.00038553,0.960901
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,contradiction,violent,60,0.01048908,0.01245038,0.84247
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,civic,violent,10,0.00298943,0.00280942,1.064074
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,labor,violent,25,0.00082803,0.00076604,1.080929
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,institutional,violent,26,0.00332306,0.00684297,0.485616
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,death,violent,2,0.00148197,0.00164192,0.902585
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,medical,violent,11,0.00090923,0.00094878,0.95831
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,police,violent,4,0.00038184,0.00039634,0.963414
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,insurance,violent,10,0.00059763,0.00073659,0.811338
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,education,violent,5,0.00072111,0.00212916,0.338685
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,substance,violent,2,0.00150409,0.00193568,0.777035
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,benefits,violent,8,0.00074053,0.00086197,0.859121
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,consumer,violent,3,0.00038778,0.00039619,0.978793
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,power,violent,7,0.00300163,0.00281146,1.06764
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,housing,violent,2,0.00061769,0.00072649,0.850248
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,immigration,violent,1,9.93e-06,7.6e-07,13.110634
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,profanity,violent,1,7.99e-06,3.3e-06,2.417648
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,taboo,sexual,12,0.00046206,0.00049394,0.93546
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,other,sexual,19,0.01852712,0.01841014,1.006354
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,violence,sexual,67,0.00195053,0.00197976,0.985235
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,contradiction,sexual,27,0.006211,0.00617963,1.005076
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,sexual,sexual,43,0.01031993,0.01021212,1.010558
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,neutral,sexual,14,0.00089863,0.00091955,0.977243
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,betrayal,sexual,17,0.00068593,0.00082048,0.836007
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,power,sexual,1,0.00399355,0.00398958,1.000996
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,animal,sexual,12,6.723e-05,6.507e-05,1.033263
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,property,sexual,15,0.00043013,0.00037909,1.134629
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,profanity,sexual,3,0.01583971,0.01481673,1.069042
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,institutional,sexual,2,0.00473381,0.00473381,1.0
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,substance,sexual,1,4.493e-05,4.804e-05,0.935155
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,other,violent,50,0.00424809,0.00484133,0.877465
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,property,violent,126,0.00103723,0.00114113,0.908952
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,power,violent,9,0.00253761,0.00281452,0.901614
