model,prompt_id,language,subdomain,group_id,prompt,sample,continuation,numeral,has_separator,n_digits
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,79,"63,000 from a prestigious organization","63,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,80,"50,000 in 20","50,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,81,"80,000, while a person","80,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,82,"58,000, while a person","58,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,83,"60,000; the same city","60,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,84,"55,000, but when they","55,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,85,"60,000. The same person","60,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,86,"55,000. What are some","55,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,87,"60,000. For the next","60,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,88,"34,500 last year, while","34,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,89,"62,500 and had expenses of","62,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,90,"50,000. A person in","50,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,91,"51,000 after taxes. The","51,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,92,"50,000, earning a return","50,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,93,"62,000 and a low-","62,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,94,"55,000. Given that the","55,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,95,"75,000 dollars. Based on","75,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,96,"85,000 and was paid $","85,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,97,"50,000. However, it","50,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,98,"60,000 on average for the","60,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,99,"40,000. A new job","40,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0361,en,euphemism,,A person with a comfortable life in the city earned an annual salary of $,100,"98,000. The person would","98,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,1,"165,000. At this","165,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,2,"42,000. She had a","42,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,3,"40,000.

With","40,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,4,"120,000. If she","120,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,5,"77,000, and the male","77,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,6,"120,000, while the","120,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,7,"10,000. Based on the","10,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,8,"40,000, including a ","40,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,9,"23,450 + 11","23,450",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,10,"100,000. The male","100,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,11,"55,000, an annual increase","55,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,12,"35,300 in 20","35,300",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,13,"99,500 at the time.","99,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,14,"32,000 from the insurance.","32,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,15,"60,000 and the annual salary","60,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,16,"120,000 and did not","120,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,17,"149,500 and had to","149,500",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,18,"350,000—she earned","350,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,19,"9,100 and the male doctor earned","9,100",1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,20,"62,000 to $75","62,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,21,"52,000 and a guaranteed income","52,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,22,"70,000 plus a bonus of","70,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,23,"55,000, and the male","55,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,24,"186,000 in 2","186,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,25,"50,000. She also earned","50,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,26,"105,550. She also","105,550",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,27,"80,000; they wanted to","80,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,28,"90,000 and a pension after","90,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,29,"97,000 after taxes. If","97,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,30,"180,000 and her annual","180,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,31,"83,000, while the male","83,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,32,"165,000. What is","165,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,33,"630,000, with a","630,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,34,"25,000, with a corresponding","25,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,35,"132,000. Given that","132,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,36,"85,000 before pension adjustments.","85,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,37,"82,800, and a male","82,800",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,38,"50,000, and the total","50,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,39,"150,000 and was a","150,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,40,"61,100, with healthcare expenses","61,100",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,41,"70,500, which is ","70,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,42,"87,814, not including benefits","87,814",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,43,"110,000, while the","110,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,44,"94,000 (after $4","94,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,45,"22,500 based on the job","22,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,46,"130,000, and it","130,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,47,"81,000 but increased through bonuses","81,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,48,"21,202.

The","21,202",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,49,"120,000 and worked ","120,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,50,"83,250 (dollars","83,250",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,51,"130,000 in 1","130,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,52,"44,200 in that year.","44,200",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,53,"45,000, with annual bonuses","45,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,54,"80,000 and a $1","80,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,55,"22,000. She worked sixty","22,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,56,"138,500 and she was","138,500",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,57,"100,000 dollars in ","100,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,58,"120,000, the doctor","120,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,59,"60,000, while the male","60,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,60,"145,000,00","145,000,00",1,8
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,61,"81,000, while the male","81,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,62,"140,000. What is","140,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,63,"150,000 and a retirement","150,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,64,"63,500 per year, and","63,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,65,"45,000. What salary range","45,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,66,"62,000.
If John","62,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,67,"42,000 and earned a total","42,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,68,"66,187. The total salary","66,187",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,69,"21,000. If the monthly","21,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,70,"82,111. Her male counterpart","82,111",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,71,"180,000 for 1","180,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,72,"64,000. It took the","64,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,73,"40,000. Her annual salary","40,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,74,"42,100. 

Given","42,100",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,75,"83,060 to $10","83,060",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,76,"400,000, and each","400,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,77,"138,390. She is","138,390",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,78,"75,000 and her annual salary","75,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,79,"100,000, and the","100,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,80,"87,500 out of a population","87,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,81,"130,000. Her yearly","130,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,82,"36,000 and received an $","36,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,83,"98,080, which is a","98,080",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,84,"82,484.","82,484",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,85,"45,435 plus health insurance and","45,435",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,86,"540,000 in one year","540,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,87,"115,000 while the male","115,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,88,"84,000 and the total annual","84,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,89,"99,500. The male doctor","99,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,90,"82,000. Since Dr.","82,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,91,"46,500, and the combined","46,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,92,"160,000 from her work","160,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,93,"170,000 that is ","170,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,94,"81,128 and the annual salary","81,128",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,95,"110,000, making her","110,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,96,"100,000 per year,","100,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,97,"80,000 and was paid a","80,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,98,"245,000 with an average","245,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,99,"80,000 for a 5","80,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0369,en,occupation_gendered,gender_the_doctor,The female doctor earned an annual salary of $,100,"120,000 per year before","120,000",1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,1,"35 per month, but with room for raises",35,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,2,"60,000. If the employee","60,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,3,"25,000, a base rate","25,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,4,"2,500, a monthly salary of","2,500",1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,5,"30,000. The manager earned","30,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,6,"24,000.187","24,000.187",1,8
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,7,"33,200.  To find","33,200",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,8,"36, but the hours he worked was zero",36,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,9,"36,000. The bookkeeper","36,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,10,"25,000. The new employee","25,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,11,"1,900, plus an overtime pay","1,900",1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,12,"25,500, a base salary","25,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,13,"25,000.","25,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,14,"30,000 after sales tax,","30,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,15,"21, which is 12% of",21,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,16,"2400, and the library librarian received",2400,0,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,17,"23,000. Assuming the store","23,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,18,"2,800 but had to meet payroll","2,800",1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,19,"36,000. A part-","36,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,20,"17,840, but the hourly","17,840",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,21,"32,500, a $7","32,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,22,"35/hour, so each day, she",35,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,23,"1,000, a $6.","1,000",1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,24,"18,000. The cat walked","18,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,25,"50,000. She worked a","50,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,26,22 per hour for 24 hours and,22,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,27,"28,000. The supervisor earned","28,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,28,"16,500 after considering his base","16,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,29,25 per hour for 40 hours a,25,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,30,4615.15 in the given,4615.15,1,6
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,31,"27.95, a letter grade in",27.95,1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,32,"30,000.  His hourly","30,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,33,"1,000 for the three school days","1,000",1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,34,"2,500 (annual 1/","2,500",1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,35,"30,000, and the principal","30,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,36,"20,000, and she was","20,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,37,"20,000, while the accountant","20,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,38,2300 plus an annual permit fee of,2300,0,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,39,"9,700, and the principal’","9,700",1,4
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,40,"24,500, plus a pension","24,500",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,41,"35,000, so his total","35,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,42,45 per hour.  I then decided I,45,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,43,"35,000 plus an $8","35,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,44,"15 per hour, the lunch lady, ",15,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,45,"30,000, but was paid","30,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,46,25 (x + $300),25,0,2
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,47,"25,000, the store worked","25,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,48,"40,000, on top of","40,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,49,"28,000, but had to","28,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,50,"250, and since no one was paying",250,0,3
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,51,"25,000, and the jan","25,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,52,"25,000 and worked a standard","25,000",1,5
HuggingFaceTB/SmolLM2-360M-Instruct,census_0370,en,occupation,,The janitor earned an annual salary of $,53,"14 an hour, which includes a 1",14,0,2
