category_num,category,operation,domain,prompt,group,reverse_group,model,relation_name,confidence,base_words,aligned_words
1,Hands to mouth,"Contact between bodies falls away and vocalization rises in its place, with the participants and the scene left intact.",identity,Three men came into the room and started to,1,2;3,Yi-1.5-9B-Chat,coercive violence vs mundane activity,medium,attack beat remove search take tear tie undress unload,argue dance drink eat laugh play sit talk walk work
1,Hands to mouth,"Contact between bodies falls away and vocalization rises in its place, with the participants and the scene left intact.",identity,Three men came into the room and started to,1,2;3,archangel_sft-dpo_pythia2-8b,room-handling movement vs stationary/verbal exchange,medium,get leave move remove search take walk,argue lay sit stand talk
1,Hands to mouth,"Contact between bodies falls away and vocalization rises in its place, with the participants and the scene left intact.",identity,Three men came into the room and started to,1,2;3,bloomz-7b1,mundane action vs violent aggression,high,carry examine look move open put read sit stand take walk,argue attack beat fight grab push shoot yell
1,Hands to mouth,"Contact between bodies falls away and vocalization rises in its place, with the participants and the scene left intact.",identity,Three men came into the room and started to,1,2;3,rwkv-raven-7b,procedural vs confrontational action,high,go look move pull put remove strip take unload walk work,attack beat hit interrogate ransack rob search shoot tie torture
1,Hands to mouth,"Contact between bodies falls away and vocalization rises in its place, with the participants and the scene left intact.",identity,Three men came into the room and started to,1,2;3,salamandra-7b-instruct,coercive invasion vs mundane leisure,high,argue discuss drink eat play read sit smoke talk work,beat cut fight question remove rummage search tie
1,Hands to mouth,"Contact between bodies falls away and vocalization rises in its place, with the participants and the scene left intact.",identity,Three men came into the room and started to,1,2;3,salamandra-7b-instruct,stationary/verbal vs kinetic/room-engaging,medium,argue discuss drink eat play read sit smoke talk work,cut draw move put remove rummage search take tie walk
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,AmberSafe,blunt exit vs composed procedure,medium,announced complained gave quit said told,addressed calmly delivered handed presented requested
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Baichuan2-7B-Chat,formality gradient within each side,low,handed informed resigned,requested
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Baichuan2-7B-Chat,informing/exiting vs negotiating,high,announced handed informed resigned said told,asked demanded requested
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Llama-3.1-8B-Instruct,polite inquiry vs forceful confrontation,medium,asked inquired,declared demanded quit slammed threatened threw
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Mistral-7B-Instruct-v0.1,composed assertion,low,asked said told,calmly stood
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Mistral-7B-Instruct-v0.1,resignation vs demand,medium,handed resigned tendered,demanded fired
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,OLMo-2-0425-1B-Instruct,grievance vs assertive action,medium,asked complained explained said told,announced declared delivered demanded fired handed informed laid presented requested
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Olmo-3-7B-Instruct,informing vs demanding,high,announced explained informed told,asked demanded requested stated
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Olmo-3-7B-Instruct,violent escalation,medium,announced explained handed informed told was,slapped
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Qwen2.5-7B-Instruct,courtesy vs confrontation,medium,asked handed offered told,demanded threatened
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Qwen3-8B,confrontation vs resignation,high,announced asked laid requested,gave handed quit resigned
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,RedPajama-INCITE-7B-Chat,spoken confrontation vs administrative departure,medium,asked begged demanded explained said told,announced quit tendered
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,SmolLM3-3B,plain report vs forceful demand,medium,announced asked explained informed said told,declared demanded
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,SmolLM3-3B,speech act vs bodily stance,medium,announced asked explained gave handed informed said told,calmly sat stood waited
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,TinyLlama-1.1B-Chat-v1.0,physical handover cluster,medium,gave,delivered handed presented
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,TinyLlama-1.1B-Chat-v1.0,procedural vs charged verbs,high,accused announced asked filed reported said told,begged confronted demanded pleaded
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Yi-1.5-9B-Chat,forceful address to flat report,low,announced asked confronted told,said simply
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,Yi-1.5-9B-Chat,transaction to stasis,medium,gave handed,laid sat was
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,archangel_sft-dpo_pythia2-8b,formality of the reporting verb,medium,announced asked informed reported requested,demanded said told
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,archangel_sft-dpo_pythia2-8b,politeness versus assertiveness,low,asked requested,demanded
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,bloomz-7b1,direct confrontation vs institutional channel,high,demanded said told yelled,accused complained informed pleaded reported
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,rwkv-raven-7b,assertive vs measured register,low,announced confronted demanded,informed offered requested
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,rwkv-raven-7b,confrontation vs resignation,medium,announced asked confronted demanded explained told,handed informed offered quit requested resigned sat
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,salamandra-7b-instruct,deference vs demand,medium,asked gave handed said,demanded threatened threw took
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"After the third month without pay, she walked into the manager's office and",1,4;6;7,salamandra-7b-instruct,giving vs taking,medium,gave handed,took
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,AmberSafe,distribution collapses to an idiom,high,change check come go head leave move quit stay visit,step
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,AmberSafe,drastic actions lose the most ground,medium,come head leave use,step
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,Baichuan2-7B-Chat,informal quit vs formal resign,medium,go leave quit skip stop,change resign seek start
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,Llama-3.1-8B-Instruct,quit vs resign register,medium,give go leave pack quit run skip stop,plead resign speak take talk turn
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,Lucie-7B-Instruct-v1.1,context-generic vs context-responsive verb,high,buy come play see visit,change focus sit skip stop
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,Lucie-7B-Instruct-v1.1,leisure verb vs administrative verb,low,buy play read spend visit,call check give put
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,Olmo-3-7B-Instruct,dramatic exit downgraded to procedural response,high,leave quit resign,appeal ask call retire seek stay
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,Qwen2.5-0.5B-Instruct,specific coping action vs generic light verb,low,ask call leave return run stay try,do go start stop take
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,Qwen3-8B,resignation/confession vs formal grievance,medium,fess give hand quit stop,change file put take write
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,RedPajama-INCITE-7B-Chat,generic verb vs consequence-specific verb,high,be call come do get give go leave make move put start stay stop take try write,apply enlist hide quit resign run seek skip surrender turn
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,SmolLM3-3B,generic light verb vs idiomatic response,medium,be do give have keep make put run take try,avoid call change clean lay plead step turn
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,TinyLlama-1.1B-Chat-v1.0,disengagement vs generic verb,low,be come go,keep leave skip
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,Yi-1.5-9B-Chat,withdrawal to confrontation,high,leave move quit resign retire stop,confront fight keep talk tell try
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,archangel_sft-dpo_pythia2-8b,exit words vs generic effort,low,call go leave quit,check put try write
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,bloomz-7b1,generic verb vs named job-transition,medium,call come do get have put try,change leave move resign return visit
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,rwkv-raven-7b,quiet withdrawal to formal recourse,medium,leave skip stay stop,fight file quit
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,"He was written up for the third time this month, so he decided to",1,3,salamandra-7b-instruct,context-relevant vs generic completion,high,ask do go look make put read see take try visit write,get give leave move pack quit resign seek skip stop turn
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,AmberSafe,physical departure vs legal contestation,high,came fled left moved returned stayed took went,appealed applied cannot challenged filed sought
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Baichuan2-7B-Chat,committed action versus deferred modal,medium,appealed began fled headed moved packed returned went,decided had has is started would
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Baichuan2-7B-Chat,compliance versus defiance of the order,low,fled headed moved packed returned went,refused stayed
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Llama-3.1-8B-Instruct,engagement vs outcome,medium,asked called left took went,fled stayed
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Llama-3.1-8B-Instruct,legal-recourse verb vs auxiliary scaffold,high,appealed applied contacted filed sought,could had has is must was would
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Lucie-7B-Instruct-v1.1,complete action verb vs auxiliary scaffolding,high,applied fled made moved remained returned stayed took travelled went,could did had has is must was
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Lucie-7B-Instruct-v1.1,physical relocation vs internal/provisional verbs,medium,fled moved remained returned stayed travelled went,asked became decided left tried
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Mistral-7B-Instruct-v0.1,orderly departure vs desperate flight,high,appealed left returned walked went,broke fled jumped killed packed
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Mistral-7B-Instruct-v0.1,petition vs lawbreaking,medium,appealed asked wrote,broke killed
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,OLMo-2-0425-1B-Instruct,lone defiance amid departure,low,fled flew left moved returned,stayed
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,OLMo-2-0425-1B-Instruct,plain departure vs journey mechanics,medium,arrived came flew left moved returned,boarded crossed embarked sought traveled
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Olmo-3-7B-Instruct,legal recourse vs passive compliance,high,began decided did flew made moved stayed took went,appealed applied contacted filed sought
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Olmo-3-7B-Instruct,urgent flight vs neutral movement,low,flew stayed went,came fled immediately left travelled
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Qwen2.5-0.5B-Instruct,physical compliance vs legal recourse,high,ended fled left moved returned spent stayed went,appealed applied asked decided sought sued turned wrote
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Qwen2.5-7B-Instruct,completed departure vs modal deferral,high,boarded fled flew headed left made moved returned set took travelled turned went,could did had is must should was will
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Qwen2.5-7B-Instruct,obligation vs enacted flight,medium,fled took,must should
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Qwen3-8B,completed departure verb vs auxiliary scaffolding,high,boarded left made returned set stayed went,became began could didn't had has started was
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Qwen3-8B,neutral departure vs urgent flight,low,left returned stayed went,fled
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,RedPajama-INCITE-7B-Chat,overt departure vs covert concealment,high,appealed applied came fled flew moved returned sought stayed went,burned burnt hid packed prepared removed
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,SmolLM3-3B,compliance vs scattered outcomes,medium,chose decided left packed walked,boarded fled hid remained went
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,TinyLlama-1.1B-Chat-v1.0,outcome vs deliberation,medium,came flew left moved returned stayed went,applied chose decided packed sought started traveled
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,Yi-1.5-9B-Chat,contest the order vs comply and leave,medium,appealed applied,fled left returned
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,archangel_sft-dpo_pythia2-8b,compliant departure vs resistance,low,boarded headed left returned set,appealed fled
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,bloomz-7b1,decisive action vs modal hedging,medium,applied asked came chose decided took went,can could fled flew moved returned would
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,rwkv-raven-7b,formal appeal vs desperate departure,low,appealed sought stayed,fled packed
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,salamandra-7b-instruct,completed vs inchoative aspect,high,boarded left moved returned sailed,applied began decided sought started tried
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,"His asylum claim was refused and the letter ordered him to leave the country, so he",1,2,salamandra-7b-instruct,danger-coded flight,medium,boarded moved sailed travelled,crossed escaped headed ran
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,AmberSafe,sequenced procedure vs unordered actions,high,add go mention note point receive sue,contact first start
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,Baichuan2-7B-Chat,resigned hedge vs active recourse,high,be get go have just never not,call consider consult contact do file hire see seek speak sue talk
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,Lucie-7B-Instruct-v1.1,litigation vs mediated remedy,high,sue,call consider contact pay wait
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,Mistral-7B-Instruct-v0.1,documentation vs bare modal,low,be get know not,note
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,OLMo-2-0425-1B-Instruct,hedge word versus recourse verb,medium,be just never not probably,consult contact report speak talk
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,OLMo-2-0425-1B-Instruct,vague versus specific action,low,get go mention,consult contact report speak talk
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,Olmo-3-7B-Instruct,grammatical scaffolding vs concrete recourse,high,be have never not,ask call check consult contact demand do file get hire know report send take talk write
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,Qwen2.5-0.5B-Instruct,self-directed vs institution-directed,medium,never pay,ask call contact file go report sue
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,Qwen2.5-7B-Instruct,receipt vs recourse verbs,low,get have know note receive still,contact do file hire take talk
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,Qwen3-8B,assertive remedy vs cautious inquiry,high,pay receive see sue,ask check consult contact do talk
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,RedPajama-INCITE-7B-Chat,generic hesitation vs legal action,medium,get have just know never not,appeal hire sue take
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,TinyLlama-1.1B-Chat-v1.0,filler/negation vs actionable step,medium,also be get go i know not nt,contact file receive speak
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,archangel_sft-dpo_pythia2-8b,action-verb vs hedge-word,low,get have not receive,be just probably
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,bloomz-7b1,grammatical filler vs concrete action,high,be get have n't,appeal ask call consider contact do file find go look make pay report sue take try
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,rwkv-raven-7b,empty modal to concrete recourse,high,be have know never not,call file go sue talk
5,The act acquires its official name,"Whatever the base offers (a bodily action, a light verb, or bare grammatical scaffolding) is replaced by the term a recognized institution or register would use for the act.",institutional,My insurance company is refusing to pay for my surgery. I should,1,7,salamandra-7b-instruct,compliance vs recourse,medium,be get just not pay,go know sue win
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,My landlord kept my entire deposit and changed the locks while I was at work. I should,1,2;3;7,AmberSafe,should-have cluster vs communicative verbs,low,be get have of,know talk
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,My landlord kept my entire deposit and changed the locks while I was at work. I should,1,2;3;7,Lucie-7B-Instruct-v1.1,auxiliary continuation vs hedge,low,be get have of,mention probably
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,My landlord kept my entire deposit and changed the locks while I was at work. I should,1,2;3;7,Olmo-3-7B-Instruct,advice vs quiz format,medium,also be call contact file get go have just know move not report sue take,a choose okay options what
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,My landlord kept my entire deposit and changed the locks while I was at work. I should,1,2;3;7,Olmo-3-7B-Instruct,blunt vs hedged advice,low,call file sue,consider do probably
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,My landlord kept my entire deposit and changed the locks while I was at work. I should,1,2;3;7,Olmo-3-7B-Instruct,content vs blank echo,high,also be call contact file get go have just know move not report sue take,<|im_end|> _ ___ ____ _____ __________ ____________
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,My landlord kept my entire deposit and changed the locks while I was at work. I should,1,2;3;7,TinyLlama-1.1B-Chat-v1.0,named remedy vs bare modal,low,also be get not of,sue
4,The act becomes a modality,"A completed deed is replaced by auxiliaries, modals, and hedges, so the sentence stops reporting that anything happened.",institutional,My landlord kept my entire deposit and changed the locks while I was at work. I should,1,2;3;7,salamandra-7b-instruct,action verb vs modal scaffold,medium,call file sue take,have never not
