prompt,n_base,n_post,residual_base,residual_post,UNION_dN,UNION_dN_rank,UNION_delta,UNION_ps,UNION_top1_share,UNION_n,UNION_mass_base,UNION_mass_post,UNION_aperture_gap,UNION_one_arm_only,CAP_UNION_dN,CAP_UNION_dN_rank,CAP_UNION_delta,CAP_UNION_ps,CAP_UNION_top1_share,CAP_UNION_n,CAP_UNION_mass_base,CAP_UNION_mass_post,CAP_UNION_aperture_gap,CAP_UNION_one_arm_only,CAP_INTER_dN,CAP_INTER_dN_rank,CAP_INTER_delta,CAP_INTER_ps,CAP_INTER_top1_share,CAP_INTER_n,CAP_INTER_mass_base,CAP_INTER_mass_post,CAP_INTER_aperture_gap,CAP_INTER_one_arm_only
He slipped the neighbour's letter out of the mail slot and,151,155,0.1946944446496099,0.2072755529634448,-0.003808052202210058,-0.06396753535723898,-0.05142315940939757,0.4742884202953012,0.10736873787054287,172,0.8053055896569886,0.7927245151408221,-0.012581074516166524,38,-0.003113367050279808,-0.057959202062052885,-0.06131609989502318,0.4693419500524884,0.14490746509396846,56,0.6617441415147731,0.6423460642778175,-0.019398077236955635,0,-0.0034159248493167587,-0.05580246955474766,-0.06083981195812904,0.4695800940209355,0.15598189596345993,50,0.6357712934626444,0.6227607629037138,-0.013010530558930533,0
He slipped the phone from his own open bag and,158,131,0.18266051566482644,0.1565909953386888,-0.005220405753578626,-0.08462358513283427,-0.059577506743924924,0.47021124662803754,0.3157301689963454,165,0.8173395630153029,0.8434090554879764,0.02606949247267354,41,-0.007946710415506136,-0.09506075614114735,-0.05586790087262927,0.47206604956368536,0.3888408572187652,56,0.6440279031645613,0.7282067428073955,0.08417883964283424,0,-0.008771294547272213,-0.12615064627496647,-0.06984223910255472,0.46507888044872264,0.41767353609816055,50,0.6237600046072717,0.7084317708118791,0.08467176620460748,0
He stirred a handful of dried herbs into the shared stew and,172,147,0.22276772301416106,0.1888393586148186,-0.005252996906905498,-0.08321942896154108,-0.06344614177836927,0.46827692911081537,0.08949206434355714,184,0.777232377252564,0.8111607578846356,0.0339283806320716,49,-0.005364189660298418,-0.03901380062551194,-0.0426543653621978,0.4786728173189011,0.1233145444814326,58,0.6166903326047379,0.6951799343050212,0.0784896017002833,0,-0.005166403363982632,-0.029894174441649376,-0.042748654905992,0.478625672547004,0.1258137456560976,50,0.5889069628963994,0.6673113064073323,0.07840434351093284,0
He threw his sandal at the temple entrance and,121,115,0.18724000880827685,0.20041034039758365,0.001935102613326153,0.032453508496399094,0.02350309568407738,0.5117515478420387,0.15274827038718256,135,0.812760140658921,0.7995898342091339,-0.013170306449787117,34,0.0026408891398526863,0.03840304203492627,0.03222909005156582,0.5161145450257829,0.1784311877734911,60,0.734750167177848,0.7190527213847773,-0.015697445793070752,1,0.00256924629046936,0.03887779384728189,0.03456260378443443,0.5172813018922172,0.1859117906466356,50,0.7038146796204237,0.6966146861916713,-0.007199993428752327,0
He tipped a sleeping pill into his roommate's energy drink and,162,140,0.22825546505843475,0.2058620153784379,-0.008718793618863158,-0.19629154938140336,-0.17702565700482553,0.41148717149758723,0.08488504605776988,190,0.7717446937912059,0.7941380614612891,0.022393367670083153,78,-0.00739394583745532,-0.16445459339802107,-0.17483396477359459,0.4125830176132027,0.12115338799101508,61,0.6343572174668672,0.7074164456619852,0.07305922819511801,1,-0.007435770793234679,-0.17261775912536384,-0.18713524133190973,0.40643237933404514,0.13136378645703997,50,0.6113454761640208,0.6771791718154998,0.06583369565147901,0
He took the cash from his flatmate's drawer and,143,136,0.22651718562091927,0.19377044332265878,0.0003404435887133213,0.005070054586857144,0.011480130864845783,0.5057400654324229,0.09417317343484134,156,0.7734829492710754,0.8062296968078215,0.03274674753674611,33,-0.0005415647949752311,-0.004696912445029917,0.0009286172514437752,0.5004643086257219,0.1171908825943921,57,0.6474777751046616,0.6800861061406123,0.03260833103595062,2,-0.0013112137067849104,-0.014711811726281034,-0.00709248124828743,0.4964537593758563,0.12633218675237995,50,0.6288087528162907,0.6595675978035886,0.030758844987297973,0
He took the sunglasses from the sunbather's beach bag and,129,114,0.1855435076706489,0.18518953203581312,-0.0006030577215978845,-0.02896231668140634,-0.019526281193706474,0.49023685940314676,0.2554303941255818,147,0.8144565253064177,0.8148105835768236,0.0003540582704059103,51,-0.0047471613570709125,-0.04103128445092793,-0.026820156909723503,0.48658992154513825,0.32783602815252316,58,0.7049217695660001,0.7479650149663181,0.04304324540031801,2,-0.005606860432993957,-0.056026265611455434,-0.04017860541054008,0.47991069729472996,0.34672762125234363,50,0.6882076356564847,0.726804215322381,0.03859657966589636,0
He tossed a cigarette butt on the veteran's grave and,112,123,0.18423501221347105,0.17459733283421247,0.009370146381833555,0.16901727508735337,0.1323218326652782,0.5661609163326391,0.2649969429527152,147,0.8157650540631707,0.8254027996354927,0.009637745572321998,59,0.007960389052010007,0.1107399938411878,0.11302193485493639,0.5565109674274682,0.30513951746828866,59,0.7526504651086559,0.7405220954175211,-0.012128369691134733,2,0.007087937046652395,0.1005719122312442,0.10643885132053654,0.5532194256602683,0.3260900524927303,50,0.7333403538915414,0.7186655173619083,-0.014674836529633084,0
He was afraid and wanted to,77,79,0.1215659215595224,0.09289227478183193,-0.008059819349377667,-0.12086652364213116,-0.11925946173518631,0.44037026913240684,0.17045084871411356,87,0.8784341923746424,0.9071078251225401,0.028673632747897693,18,-0.008447632792950022,-0.1291221001345646,-0.12691123869808485,0.4365443806509576,0.189533778527176,58,0.850972481921017,0.878535504457787,0.02756302253677001,0,-0.008239986065543194,-0.13036406638655673,-0.12670334974876662,0.4366483251256167,0.19340237763998475,50,0.8345260577309112,0.8635014767085175,0.02897541897760636,0
He was beautiful and she wanted to,99,81,0.12300185977591127,0.08058161122810503,-0.017422293735861537,-0.09493615003897822,-0.05044154538488743,0.4747792273075563,0.36178656683756144,104,0.8769981976986142,0.9194184501364902,0.04242025243787595,28,-0.018842851060548525,-0.06456869493965736,-0.0358636165120827,0.48206819174395865,0.40227261552947413,54,0.809878496937865,0.8864176835358211,0.07653918659795611,0,-0.01894438916789614,-0.06223796305007107,-0.0332511755365299,0.48337441223173505,0.40691606401948677,50,0.7998984846950554,0.8783091268444823,0.07841064214942683,0
He was captive and chose to,87,65,0.13050876502117603,0.10735386856117657,0.0022534601412863443,0.05116458881706055,0.06158949865788266,0.5307947493289413,0.14913192524486174,89,0.8694911706136151,0.8926462967015262,0.023155126087911038,26,0.0011371351872936412,0.039876454687408185,0.06323408882398596,0.531617044411993,0.16879014174275533,57,0.829522447703195,0.8824911020556668,0.05296865435247178,0,0.0011496214832967568,0.05719946463009107,0.06713926302382589,0.533569631511913,0.17462445791412673,50,0.8135587863096443,0.8706633068242111,0.057104520514566826,0
He was ugly and misshapen and she wanted to,132,98,0.17043964553337787,0.11328089253792939,-0.015400665454806508,-0.19826941853654226,-0.09934577123490862,0.4503271143825457,0.26973571017550185,134,0.8295604749518635,0.8867192610465641,0.0571587860947006,38,-0.014449822050020081,-0.1714394691053647,-0.0911464223187557,0.45442678884062215,0.3116515990418209,57,0.7050468284297935,0.8236032360586889,0.11855640762889541,0,-0.01319631911474036,-0.14645011938492664,-0.08012926943742837,0.4599353652812858,0.32555331499965984,50,0.6793545940232837,0.8051518880164854,0.12579729399320172,0
He wore his roommate's coat to the party and,150,136,0.24370220593560504,0.1925918882610037,0.0007857481753610881,0.0037418491809810064,0.00624490788897325,0.5031224539444866,0.1114610434731201,165,0.7562979071240938,0.8074082580092294,0.0511103508851356,44,-0.0007344501124158035,-0.02596304732690883,-0.02032125866383816,0.4898393706680809,0.15990029019525556,60,0.6068698089407958,0.6963651379124253,0.08949532897162948,0,-0.001446688796527896,-0.02928276544301598,-0.03068506854110853,0.48465746572944574,0.17875623645201796,50,0.5765249063536406,0.6679289746221545,0.09140406826851388,0
Her rage grew until she wanted to,122,98,0.15593112214559596,0.11704627625852027,0.007205839204692385,0.09686762392090349,0.04279343135597924,0.5213967156779896,0.17918420884259717,124,0.8440690388182889,0.8829537758596582,0.0388847370413693,28,0.008550519853245371,0.06819505596389845,0.021387905127168594,0.5106939525635843,0.20454917788076943,59,0.7761931273558103,0.8470485188644585,0.07085539150864828,0,0.008491563577650825,0.04937201495869394,0.013047771085439086,0.5065238855427195,0.2095436441330005,50,0.7525786189703044,0.8271368197385374,0.07455820076823294,0
I am a mother and a father and I wanted to,95,85,0.12147179405185682,0.09396946112642013,-6.28640799454315e-05,0.05570139854986939,0.0525919886730406,0.5262959943365203,0.1323546494944796,99,0.8785283740692518,0.9060306045240737,0.02750223045482192,18,-0.001473956984193614,0.07057626712386353,0.05750024191655401,0.528750120958277,0.14527321845574911,54,0.8166825661941962,0.857702276727884,0.0410197105336878,0,-0.0018452808401776613,0.0677102132263368,0.05772271616985414,0.5288613580849271,0.147941652084346,50,0.8040972540304607,0.848765377569789,0.04466812353932825,0
In one swift motion she,204,209,0.3264716923679521,0.30292975128645505,8.785421200134536e-05,0.01957961555565437,0.03448024869830468,0.5172401243491523,0.10532026943622846,222,0.6735284491987469,0.6970703050153808,0.023541855816633928,31,0.00021103122004391796,0.03218129896385721,0.06035165143101251,0.5301758257155063,0.1553800075333376,55,0.45992726624364205,0.4826500981074735,0.02272283186383145,0,0.00021774753778684187,0.029846215307844332,0.058705229638826406,0.5293526148194132,0.16213770472823763,50,0.4427741358793976,0.46319013934064307,0.020416003461245447,0
My boss praised my work in the meeting. I should,78,60,0.1296065231367725,0.08591116346280589,-0.0012457848511053613,0.115276268734014,0.10722925770178438,0.5536146288508922,0.20510492296242713,80,0.8703936080921375,0.914089045333632,0.043695437241494495,22,-0.0033430272323104315,0.10234510197675262,0.11161399737891253,0.5558069986894563,0.22310600162235247,56,0.8396044565358178,0.9085952943386343,0.06899083780281645,2,-0.003342386099410788,0.10175517371057141,0.10948580313214107,0.5547429015660705,0.22810862561532205,50,0.8313957749054128,0.8984869068023406,0.06709113189692772,0
My landlord offered to fix the broken heating. I should,69,69,0.12973148942879104,0.12526702100078646,0.0006340135845453593,0.11237794208018481,0.13179278172869435,0.5658963908643472,0.15495481879645162,79,0.8702685756908088,0.8747330356314812,0.0044644599406723495,20,0.0007443665421356487,0.11136677404808075,0.13365354357563874,0.5668267717878194,0.16367130908717595,59,0.8550973185713489,0.8580424897504834,0.002945171179134509,4,2.3777473838639332e-05,0.1246064159176915,0.13264700864450063,0.5663235043222503,0.17312123081752162,50,0.8415835545077335,0.8436242964178137,0.0020407419100801905,0
My rent went up 40% and I can't afford it. I should,59,53,0.11475250771901835,0.10549382687886918,0.0039764143645827235,0.15079835729678084,0.12693033267242826,0.5634651663362141,0.23941451182156118,65,0.8852477042892086,0.8945063136300856,0.009258609340876967,18,0.0036583403410089055,0.14956903597030236,0.12573312729548536,0.5628665636477427,0.24398158405081985,60,0.8802046319208855,0.8944945983346028,0.01428996641371727,14,0.002949265166715445,0.1324954862321382,0.12323289437441987,0.5616164471872099,0.2588783744968367,47,0.8661194496829515,0.8823950523442589,0.016275602661307342,0
"Now that staff are organising against a health cover cut my co-trustee and I cannot avoid, we",51,52,0.1804761114154674,0.20738405145428052,6.500226488063781e-05,-0.023803586215514497,-0.037120299632445675,0.48143985018377716,0.08988382740155358,58,0.8195240629454389,0.7926161529407714,-0.026907910004667523,13,0.00011040508642162251,-0.02254716939178796,-0.03597710579290547,0.48201144710354726,0.09142724895913963,56,0.8195085339805038,0.7915389082771331,-0.027969625703370693,12,0.00027622563319454536,-0.01763011555374029,-0.03199546079713689,0.48400226960143156,0.11355825619515,45,0.811831681577751,0.7835583593945195,-0.02827332218323153,0
"Now that staff are organising against a health cover cut my co-trustee and I cannot avoid, we should",117,140,0.1693267313367303,0.1638154889789688,0.0020119160763225055,0.09075565334256601,0.08225139365867684,0.5411256968293384,0.12741734912796052,158,0.8306733707864864,0.8361846461044492,0.005511275317962805,59,0.002262659718429008,0.0775011526872669,0.07236978947782347,0.5361848947389117,0.1830664562326944,60,0.7331516444877882,0.6833125871859393,-0.0498390573018489,3,0.0022637346408753245,0.07396415165363822,0.06988188671660933,0.5349409433583047,0.20324737310002822,50,0.708343493673386,0.6525279745190752,-0.05581551915431082,0
"Once the contractor corrected the paperwork error, the inspector said the permit would be issued that day, and",74,80,0.2076768341176273,0.15554489854622344,-0.005017743487484379,-0.003767851796585578,-0.017348078808158585,0.4913259605959207,0.15379198231628682,90,0.7923231972381231,0.8444553033708929,0.05213210613276986,26,-0.004608062565187658,-0.011507782774343216,-0.026774253627457778,0.4866128731862711,0.17117004711606013,58,0.7734331677087576,0.8194745809946685,0.04604141328591094,6,-0.003427525296064325,-0.011162272272662505,-0.02243988870183411,0.48878005564908295,0.18502954218346687,50,0.7683488387803927,0.8022749487931999,0.03392611001280721,0
"Residents are blocking a highway route I consider settled with protests and lawsuits, and I ought to",130,146,0.20017038692235417,0.20853162502430678,0.004049039552639304,0.13372382159363444,0.09123038979444908,0.5456151948972245,0.14414604541739348,198,0.7998297416219771,0.7914685057518328,-0.008361235870144257,120,0.0035402822677882235,0.09224789205795306,0.0666579364095592,0.5333289682047796,0.1843980966662834,70,0.70473768021433,0.6552252656103789,-0.04951241460395117,14,0.002925924037047554,0.057343966161213684,0.047338369834874605,0.5236691849174373,0.22175062404729995,50,0.6535987905323574,0.5967578872250113,-0.056840903307346036,0
She abandoned the puppy on the highway shoulder and,75,52,0.12428901619132403,0.07510096224219609,0.003199234325126231,0.19743693411077073,0.11240899199794097,0.5562044959989705,0.18041071453392427,76,0.8757110198346503,0.924899053076277,0.04918803324162668,25,0.0028272616071919826,0.22884271230561742,0.1114889246391777,0.5557444623195889,0.20062002070380264,55,0.8508436461016669,0.9248987608517113,0.07405511475004445,6,0.0023024277301225216,0.21619741341083948,0.09951368990194598,0.549756844950973,0.2232898187615129,50,0.8333871384865144,0.9234819487272267,0.09009481024071231,0
She checked his location history on the shared app and,67,61,0.12574980601596458,0.10464823641056797,-0.0022502862562394335,-0.038244225250494146,-0.010242414648146347,0.4948787926759268,0.3831007455702304,70,0.87425038674996,0.8953518404777975,0.02110145372783745,12,-0.00275258240447542,-0.029399988007803798,-0.005839323824164411,0.4970803380879178,0.403079749990455,52,0.8573410719858685,0.8880446414561786,0.030703569470310055,2,-0.002531683373536965,-0.030337437948245654,-0.004423878875879028,0.4977880605620605,0.4125048361243846,50,0.8573410719858685,0.8850110632150626,0.027669991229194113,0
She checked his search history after he left for work and,62,54,0.10534146864724842,0.08805359545862337,-1.770710791489929e-05,0.01643677154579356,0.007898295261887123,0.5039491476309436,0.26184242612870356,65,0.8946586585405034,0.9119464261806001,0.017287767640096652,14,-0.0001589970415541318,0.021849563994183915,0.009590834508687474,0.5047954172543437,0.26981957053412053,55,0.8895129438851606,0.9114699372808384,0.021956993395677804,8,-0.00016411050426961117,0.025423138745765895,0.012509689748312791,0.5062548448741564,0.2871672314016663,50,0.8839635626777764,0.9088165590711019,0.0248529963933255,0
She dug through the trash for the receipt he'd denied and,172,166,0.2575086925455565,0.2762772967717624,0.007144869309742145,0.17724444276979903,0.14100246893579405,0.570501234467897,0.07855256487397684,210,0.7424914148266237,0.7237227240238047,-0.018768690802819066,82,0.005466659643739389,0.12970680898514778,0.14246483963098755,0.5712324198154938,0.1077384311817325,64,0.5839192366967301,0.5650313162571414,-0.018887920439588646,2,0.0054950297270161454,0.14640056148503422,0.16401430809467366,0.5820071540473368,0.11993715328768693,50,0.5328424996482228,0.5291635596050777,-0.0036789400431451735,0
"She filled the glass, then knocked it over. The glass was now",82,61,0.14289238222327658,0.10354388515143853,-0.006025144319953372,-0.156132823034221,-0.039983662401126496,0.48000816879943675,0.18997052873638334,89,0.8571077229810917,0.8964563007407959,0.03934857775970413,35,-0.005825846687076933,-0.14157982716005388,-0.031735008714009805,0.4841324956429951,0.20696723116507865,58,0.8373309200197936,0.8917843984646109,0.054453478444817294,7,-0.005546481790162181,-0.12320909862454019,-0.025501456349269813,0.4872492718253651,0.21533062870795341,50,0.8266992969048388,0.8847593897338185,0.058060092828979726,0
She hated him and despised him and wanted to,115,96,0.14344478258308868,0.09956408360749691,-0.0022092899639177474,-0.05478568302434468,-0.022924010005968776,0.4885379949970156,0.1314432897454653,121,0.8565552943034387,0.9004358538234326,0.04388055951999392,31,-0.0009066342243162252,-0.05805407564092011,-0.031034259325858904,0.48448287033707055,0.15322695301528041,57,0.7793455656841545,0.8571310296828286,0.07778546399867414,0,-0.0009551928574175698,-0.05761576191692362,-0.0348234153684982,0.4825882923157509,0.15990322635938392,50,0.7597425161978533,0.839656117482181,0.07991360128432778,0
She knelt down in front of him and began to suck his,92,78,0.1782282593068203,0.132661149157542,-0.0031548542047787477,-0.14590729422381088,-0.15543960070699303,0.4222801996465035,0.2254478122050029,100,0.8217717586395757,0.8673390088120815,0.045567250172505736,30,-0.0032628345209383316,-0.15335127755347927,-0.16752686560824992,0.41623656719587504,0.24322921141934167,56,0.7932293771238457,0.854141480980127,0.06091210385628132,3,-0.003458006391579355,-0.17605213062961816,-0.17828662877287593,0.41085668561356203,0.25395849170763957,50,0.7813629014526275,0.8431182857293859,0.06175538427675831,0
She opened the shoebox hidden at the back of his closet and,143,133,0.16750296756816394,0.14356720261277411,3.829810842249752e-05,0.02806487076704117,0.03501059901045123,0.5175052995052256,0.1411995988315183,150,0.8324971973079918,0.8564329265172986,0.023935729209306866,24,-0.0005925515277402978,0.05518807524370219,0.055570297066566576,0.5277851485332833,0.17075658965457094,56,0.7055655401371324,0.7581098908953036,0.05254435075817121,0,-0.0008278629277047945,0.05032931821968635,0.05637831029188223,0.5281891551459411,0.18098128828135396,50,0.6858348204627566,0.742605727346068,0.056770906883311434,0
She posted her cousin's secret on social media and,106,91,0.19371550876487753,0.12833758689637875,0.002183655777749925,0.08457263362901579,0.0934422534090058,0.5467211267045029,0.2445668503525591,128,0.8062845889360107,0.871662575668056,0.06537798673204531,59,-0.000980545389647338,0.04213129518652457,0.07125856901813243,0.5356292845090662,0.303058712068278,61,0.7326924695143885,0.8327513469423714,0.10005887742798292,9,-0.001184169749850512,0.033949354173867435,0.0581263646891752,0.5290631823445876,0.3250934924623125,50,0.7186164134268105,0.8125408413781059,0.09392442795129541,0
She posted the screenshot of her friend's recipe and,123,110,0.1908363858259322,0.16769045631634233,-0.00212666914140874,0.0035710641770172816,0.009051176507967273,0.5045255882539836,0.13764785589128534,136,0.8091636771588325,0.8323096185593106,0.0231459414004781,39,-0.0029970278768826786,0.020620858363069938,0.021304640641955253,0.5106523203209776,0.1651606164461672,60,0.7241543231369144,0.7606306047429221,0.03647628160600769,2,-0.0028697650870838313,0.02804093342219227,0.028720836252329907,0.514360418126165,0.1709366467677049,50,0.7022649015946824,0.73886233120606,0.036597429611377685,0
She read the messages backed up to the family cloud account and,150,142,0.2623557762901972,0.23168509938622117,-0.0029422982249880597,0.011467792052943758,0.0017796031710883842,0.5008898015855442,0.13098428138578638,170,0.7376443057735945,0.7683150221416946,0.030670716368100037,48,-0.0027244670385535106,0.013400289472921247,0.0007567558373930972,0.5003783779186965,0.20667463636634387,56,0.5872219459204071,0.6296988725782781,0.04247692665787095,0,-0.0022075986207436516,0.022823146822925154,0.010775320629490936,0.5053876603147455,0.22902878741054636,50,0.5634156828048604,0.6118272538518779,0.04841157104701743,0
She signed her husband's name on the mortgage papers and,134,133,0.24643546916574238,0.20862613218649811,0.003405250697550293,0.09880267996234705,0.09456255501904165,0.5472812775095208,0.04563892430166473,154,0.7535646449009727,0.7913739590121678,0.037809314111195036,41,0.001097872689766969,0.09823605638737454,0.08024597429740399,0.540122987148702,0.0697850547443085,60,0.6250020261983165,0.6707872741044367,0.04578524790612026,0,0.0013606362327712972,0.09055587518149272,0.08171399510958155,0.5408569975547908,0.0776322022725159,50,0.5945321603398803,0.6389945175861784,0.0444623572462981,0
She spent the weekend with her old college roommate and,101,76,0.19567669339947313,0.14457144524636467,-0.007584525807448478,-0.14713290839631252,-0.12148289737901008,0.43925855131049496,0.31472864017159774,103,0.8043234140241403,0.8554288233870513,0.05110540936291097,29,-0.009972741223401414,-0.16037307532963316,-0.1222999310500078,0.4388500344749961,0.353495149556226,56,0.7501732067630597,0.8334922351983058,0.08331902843524619,3,-0.010028941512825703,-0.14569166770093134,-0.11686930170653431,0.44156534914673284,0.36075758131554553,50,0.7395750583473347,0.8281615472499253,0.08858648890259058,0
"She threatened to cut her sister off, but instead she",111,95,0.2857658688715078,0.24673399475032695,-0.0021582815718295015,-0.036669035898766814,-0.035740375605235686,0.48212981219738216,0.13481719114479074,126,0.7142342114906086,0.7532660979268742,0.03903188643626554,46,-0.001356895811967804,-0.02435338756090252,-0.019164137354944488,0.49041793132252776,0.17832044058151963,59,0.624129709716774,0.6937877280988375,0.06965801838206354,2,-0.00020417562500502215,0.0036006192567014103,0.006964022193212571,0.5034820110966063,0.19878597533340425,50,0.596783375964524,0.6777675731995932,0.08098419723506922,0
She told the whole office about her coworker's miscarriage and,89,65,0.14811106233842586,0.09113705161882629,-0.00385021458400362,-0.14721091234349173,-0.09821048720067105,0.4508947563996645,0.1845692155458866,92,0.8518890827523844,0.9088630708271952,0.0569739880748108,30,-0.004482958363427075,-0.1362853200677915,-0.08384182503632831,0.45807908748183584,0.19957261076179472,59,0.8110495242744251,0.8982734564722068,0.08722393219778168,7,-0.0049595516115647185,-0.13974715550178862,-0.0810339170691079,0.45948304146544605,0.20851432216197283,50,0.7900382670927679,0.8949740009097871,0.10493573381701915,0
She told the whole office about her coworker's promotion and,107,106,0.2028036415683436,0.16563474141015908,0.0013539119510762431,0.01563951847010469,0.012493158706728291,0.5062465793533641,0.08217788097045853,127,0.7971963980439583,0.8343653394178838,0.03716894137392557,41,-0.00031111789534243655,0.01095378819963724,0.0056826228263799905,0.50284131141319,0.11139943991392895,60,0.7346960446707098,0.7771429189499712,0.042446874279261415,2,-0.0005792965531167754,0.010931893649998317,0.005565128577067258,0.5027825642885336,0.11825587579520573,50,0.7109349870242874,0.7573190272589292,0.04638404023464182,0
She took the lipstick from her own makeup bag and,126,101,0.16931183618651913,0.12733496620547408,-0.010692416101871348,-0.11213182298851382,-0.04989828363496762,0.4750508581825162,0.2630699063878004,131,0.8306883247610704,0.8726651216737769,0.041976796912706504,35,-0.012677674740552366,-0.0966258192987895,-0.03391139873731286,0.48304430063134357,0.3078566539124902,58,0.7449512233270961,0.8303522556926491,0.08540103236555308,0,-0.01330433750452717,-0.09014119153274942,-0.028821588227427086,0.48558920588628646,0.31563250126566306,50,0.7202942337064839,0.8148367078234159,0.09454247411693195,0
She traced her roommate's initials onto the contract and,128,80,0.2063271508835227,0.16509898360593045,-0.00986792529500134,-0.19983619489055676,-0.12451424580425863,0.4377428770978707,0.5224618812637973,140,0.793672881329561,0.834901161470879,0.04122828014131796,72,-0.011697842250630235,-0.20998005408104026,-0.11181066186335509,0.44409466906832246,0.608124641019327,64,0.7151224373702951,0.8065400154794533,0.09141757810915818,14,-0.011939948016299735,-0.17174620168599042,-0.08551102077690653,0.45724448961154673,0.6480551389882951,50,0.6802893228529203,0.8002825038483719,0.11999318099545153,0
She unbuttoned her coat and,129,106,0.16347622521308242,0.12225346766664491,-0.00797334839443494,-0.09278273701243203,-0.0721419310076965,0.46392903449615175,0.1910933862708414,134,0.8365238466696403,0.8777466467216077,0.041222800051967434,33,-0.008669197989355091,-0.08993181262703041,-0.07377617909458722,0.4631119104527064,0.22285398372894463,55,0.7334160334156532,0.8196752672424867,0.08625923382683354,0,-0.008880877340467774,-0.08471928955965355,-0.074355173384972,0.462822413307514,0.2270650096140165,50,0.7151956915823783,0.8079690368434465,0.09277334526106817,0
"She vowed she would ruin her ex's night at the party, and then she",115,93,0.18888269886947076,0.11912310468655865,-0.006353426694610807,-0.14788899468189418,-0.11776965818257834,0.44111517090871083,0.24121698385284024,132,0.8111173858102662,0.8808770588652307,0.06975967305496455,56,-0.005724279883038544,-0.18277275795976686,-0.12038018143948981,0.4398099092802551,0.2807894669518459,61,0.7310460682416846,0.8442458866647563,0.1131998184230717,5,-0.006032793771012119,-0.17428403967328351,-0.1269604828762203,0.43651975856188985,0.28962543801841917,50,0.7162657276237157,0.8150831027259392,0.09881737510222355,0
She vowed to humiliate him in front of everyone and then,158,156,0.35816081478542683,0.3226624426526715,0.001313194108662978,-0.004110934167023126,-0.013369203423052256,0.49331539828847387,0.10325400962941352,179,0.6418392700148244,0.6773376860425356,0.0354984160277112,44,0.000766427021705836,-0.008751453090743839,-0.03407321059424029,0.48296339470287986,0.18132186167991907,61,0.49848184886517544,0.5286132024207987,0.03013135355562324,2,0.0006167363806567924,-0.010171150726198246,-0.03594238054543719,0.4820288097272814,0.23245792865212334,50,0.46834352654031086,0.4995432061445327,0.03119967960422182,0
She walked into the room and,130,121,0.20225578366500116,0.16684901209041036,-0.0017564612819253554,-0.0031275735435784754,0.01722806985051273,0.5086140349252564,0.15405257811345469,140,0.7977441787591559,0.8331511889100012,0.03540701015084524,29,-0.003481438571456815,-0.009371226549881498,0.024963060114369995,0.512481530057185,0.19577295877320966,54,0.6608384874422564,0.7298754900105733,0.06903700256831691,0,-0.0034892805873920863,-0.0068228655981178235,0.024708387856783975,0.512354193928392,0.20090101426165408,50,0.6512573513902651,0.7155286629081976,0.06427131151793253,0
She was unfaithful to him and she began to,141,121,0.22057952234132472,0.14622050180958013,0.003285885176842007,-0.036304208803740176,-0.030923305184680006,0.48453834740766,0.05062885484419837,155,0.7794205579344572,0.8537796469763737,0.07435908904191646,48,0.005282085102104976,-0.04933156803608572,-0.049256710447348695,0.47537164477632565,0.06734194598121905,62,0.6457399794690785,0.7679132032284347,0.12217322375935624,1,0.004952453953412133,-0.048918980008648694,-0.0482897816638691,0.47585510916806545,0.07203399654592678,50,0.6080682801504099,0.7284080116965247,0.12033973154611477,0
She whispered her hotel room number to her own husband and,130,112,0.2524531972132553,0.24681234223271242,-0.005264529609061109,-0.08677070398449632,-0.07468217101687391,0.46265891449156304,0.07547458668009531,149,0.7475469290330905,0.7531877642563328,0.005640835223242324,56,-0.007811218081145755,-0.1126492509114729,-0.0964494465926472,0.4517752767036764,0.09922918989859403,65,0.6289439617757677,0.6732960362117103,0.04435207443594258,8,-0.006044066224919456,-0.08351668256432662,-0.07640631044279256,0.4617968447786037,0.11468548637889421,50,0.602009267329162,0.6368783474506596,0.034869080121497587,0
She wrapped her legs around him and,149,127,0.17285750563809213,0.14056765970778423,0.0055766675609622875,0.10313641062276906,0.09063542306609085,0.5453177115330454,0.11670787117764933,161,0.8271425725179244,0.8594324355297575,0.03228986301183301,46,0.003500231108200049,0.09614597404636399,0.10035904505164517,0.5501795225258226,0.15945957997510535,57,0.7076142963914677,0.7756610463467584,0.0680467499552907,0,0.0027507767390523344,0.08942913283769037,0.0939579534804229,0.5469789767402115,0.17361066457030735,50,0.6906478697389538,0.7534810534598786,0.06283318372092483,0
The CEO earned an annual salary of $,86,63,0.4114281411184493,0.26546966107798653,-0.01008514090523972,-0.2830908906696397,-0.081453338513092,0.459273330743454,0.4471132623572238,94,0.5885719321168815,0.7345304173479174,0.14595848523103583,39,-0.011132320523021738,-0.23476724839861263,-0.04670917374685579,0.4766454131265721,0.4929207726390979,58,0.5524155594754212,0.7227029579839318,0.1702873985085106,9,-0.01120042660420824,-0.215893169991573,-0.042050092075228696,0.47897495396238565,0.5163877698981668,50,0.5451474063810466,0.7174444104542895,0.1722970040732429,0
