relatively	3.254902
removing	3.235294
reschedule	3.529412
Sharon	10.274510
suspension	4.352941
techniques	3.470588
thigh	3.745098
thirst	3.725490
tomatoes	4.313725
whichever	3.196078
apologized	3.588235
assumption	3.333333
beasts	3.725490
blinded	3.705882
cheque	5.764706
choked	3.431373
crusade	3.803922
distinct	3.039216
expressed	3.254902
fasten	3.725490
gambler	4.588235
handkerchief	4.196078
knot	3.686275
managing	3.392157
missus	3.862745
mop	4.137255
mornings	3.294118
Napoleon	6.215686
obnoxious	3.509804
obtain	3.725490
penthouse	4.529412
plasma	4.980392
rotting	3.254902
Ruby	11.901961
sailors	4.372549
spared	3.313725
Teli	19.803922
toll	3.352941
unemployed	3.647059
amigo	5.078431
barber	5.470588
bats	6.058824
betcha	3.647059
breakthrough	3.431373
bridges	4.901961
chump	4.098039
cope	3.254902
countryside	3.529412
cranky	3.352941
crosses	3.705882
damages	3.980392
greatness	4.176471
Inc	3.372549
Jock	8.960784
licence	4.921569
lyrics	5.078431
Mafia	4.666667
marijuana	5.313725
Mash	4.392157
meaningful	3.450980
missiles	8.058824
monk	7.372549
Nazis	5.450980
occurs	3.333333
plumber	4.490196
quarterback	4.764706
Ranger	7.431373
righty	3.333333
robber	4.686275
sailed	3.647059
screws	3.490196
swap	3.627451
thrilling	3.333333
trials	3.862745
truce	4.313725
allies	5.098039
analyze	3.235294
annoyed	3.431373
asset	3.784314
bricks	3.921569
conducted	3.196078
counseling	4.137255
Curly	5.764706
Deb	7.980392
dialogue	4.078431
doorway	3.215686
encouraged	3.294118
flashing	3.196078
Fu	7.274510
Gracias	4.470588
homeland	4.784314
hooks	4.156863
hotshot	3.509804
immature	3.274510
lists	3.882353
lump	3.549020
privileged	3.372549
rays	4.333333
rebuild	3.372549
specially	3.352941
stamps	5.235294
stationed	3.274510
surgeons	3.823529
surprisingly	3.176471
tattoos	3.686275
tripping	3.803922
unpack	3.235294
wretched	3.627451
yells	4.235294
bottoms	3.588235
bulb	3.921569
bulletin	3.588235
celebrities	3.568627
chauffeur	5.627451
colorful	3.196078
Hart	11.764706
hunters	4.843137
injection	4.137255
jackpot	3.705882
locals	3.627451
Luther	11.980392
mechanism	3.725490
mysteries	3.235294
operated	3.254902
pirates	6.705882
policemen	3.862745
refusing	3.274510
rehearsing	3.549020
revolutionary	4.392157
Rivers	5.313725
seldom	3.274510
sentiment	3.176471
shampoo	4.215686
Stitch	7.470588
suspicions	3.254902
tad	4.666667
tucked	3.098039
tunes	3.823529
wrath	3.901961
accomplice	4.235294
ants	7.156863
banged	3.137255
chatting	3.352941
Communist	7.568627
connecting	3.215686
cultures	3.215686
deciding	3.274510
forensic	3.921569
forensics	3.764706
freed	3.725490
Freud	4.509804
Harper	16.980392
hookers	3.901961
intervention	3.647059
jeopardy	3.431373
mattered	3.078431
Playboy	4.235294
possessions	3.352941
publisher	4.509804
pumps	3.862745
roughly	3.137255
settles	3.058824
Sh	5.254902
sniff	3.549020
summon	3.862745
tempting	3.019608
tying	3.098039
unidentified	3.666667
vanilla	3.980392
vulgar	3.274510
witty	3.196078
airborne	4.215686
altitude	3.882353
amusement	3.745098
approaches	3.352941
bombed	3.862745
Connie	15.803922
cowboys	4.529412
cripple	3.803922
currency	3.647059
cutest	3.274510
litter	3.921569
macho	3.745098
Mitch	17.941176
Montana	5.941176
necks	3.215686
reminding	3.019608
Rio	6.843137
robbers	4.529412
spelled	3.490196
toilets	3.333333
trainer	5.568627
verge	3.274510
Weli	39.078431
Wisconsin	4.509804
advisor	4.411765
appealing	3.176471
candidates	3.862745
commerce	3.470588
credits	3.294118
detected	3.470588
doorstep	3.372549
eccentric	3.509804
fisherman	4.333333
greeting	3.215686
harvest	3.823529
hormones	3.686275
increasing	3.176471
loads	3.588235
manly	4.039216
Massachusetts	4.156863
medals	4.078431
misunderstand	3.294118
morale	4.117647
ounce	4.039216
partly	3.431373
preacher	6.705882
privileges	3.470588
recovering	3.039216
rifles	5.117647
rival	3.784314
skeleton	5.117647
slaughtered	3.274510
steaks	4.000000
stupidity	3.196078
Tiffany	6.450980
Tis	6.941176
tutor	4.607843
wilderness	3.941176
yoga	4.450980
assignments	3.529412
authorization	3.607843
bitten	3.686275
competing	3.764706
condolences	3.176471
container	4.294118
diplomatic	5.019608
donate	3.980392
drawings	4.549020
formation	3.980392
founded	3.098039
freight	3.843137
infant	4.215686
launched	3.764706
outrage	3.137255
paralyzed	3.725490
perception	3.529412
Preferably	2.980392
presenting	3.274510
priests	4.843137
salvage	4.117647
slowing	3.058824
soaked	3.117647
solar	4.627451
Stephen	13.294118
stockings	3.725490
sub	7.647059
sushi	4.352941
unfinished	3.509804
vampires	9.000000
addicted	4.529412
amateurs	3.450980
Ash	9.196078
Beth	15.941176
boundaries	3.705882
bumps	3.470588
caviar	3.823529
chalk	3.588235
Chandler	14.705882
Dang	4.235294
drugged	3.666667
expedition	5.666667
finishes	3.568627
Granny	8.431373
gunshots	4.156863
Juan	7.470588
legends	3.568627
mashed	3.686275
motives	3.235294
mourning	3.431373
Oliver	14.764706
operational	3.823529
posing	3.235294
preposterous	3.039216
pumped	3.117647
raging	3.235294
roar	4.019608
Rogers	7.549020
saloon	5.137255
sentences	3.294118
spinal	4.274510
stripper	5.235294
swollen	3.235294
tailor	4.176471
thanking	3.019608
tonic	3.823529
voting	4.725490
adventures	3.607843
bases	3.568627
consultant	3.666667
context	3.196078
courageous	3.156863
cult	4.450980
defy	3.098039
dispose	3.137255
enjoys	2.941176
hazard	3.862745
hum	4.823529
impose	2.843137
infinite	3.490196
islands	4.509804
jumpy	3.098039
kisser	3.411765
Meg	16.843137
nuisance	3.215686
orbit	5.647059
pickle	4.607843
planets	4.294118
rattle	3.372549
Republican	4.039216
rewarded	2.941176
Roosevelt	4.921569
supernatural	4.411765
Swedish	3.921569
swings	3.529412
undoubtedly	3.352941
wage	3.117647
beaches	4.098039
bind	3.352941
bled	3.941176
careers	3.078431
Caribbean	3.862745
Collins	9.921569
dispute	3.137255
dork	4.176471
educational	3.274510
fractured	3.254902
gardener	4.196078
goofy	5.215686
hopeful	2.980392
housewife	3.529412
interfering	3.058824
intern	4.549020
kidneys	4.215686
lays	2.941176
logs	3.627451
marvellous	4.352941
musicians	3.745098
negotiating	3.039216
nuns	4.274510
ops	4.196078
photography	3.882353
racist	4.823529
Robinson	7.549020
scalp	3.686275
shines	3.607843
solitary	3.411765
tongues	3.078431
valet	5.156863
womb	3.470588
Yank	4.705882
Abraham	5.176471
acceptance	3.156863
accounted	3.019608
adoption	4.686275
antibiotics	3.666667
assembled	3.019608
battalion	5.843137
coconut	4.588235
crummy	3.352941
doubted	2.941176
Duh	3.980392
escaping	3.176471
essentially	3.254902
foam	3.509804
injustice	3.196078
Jonathan	13.941176
massacre	3.960784
neighbours	3.823529
proceeding	3.058824
prop	3.686275
pupils	3.607843
rye	4.156863
severely	3.019608
shaky	2.960784
snacks	3.392157
submarine	7.098039
suited	2.980392
superstitious	3.431373
tomb	5.627451
tuition	4.039216
tummy	3.470588
vicinity	3.000000
wager	3.960784
website	4.313725
addresses	3.176471
autumn	3.784314
believer	3.411765
bums	3.725490
charms	3.392157
chimney	4.176471
coins	4.294118
conceived	3.176471
condo	4.215686
credibility	3.196078
cruelty	3.254902
curfew	4.588235
digest	3.294118
dye	3.862745
Egypt	5.294118
eliminated	3.254902
groove	4.156863
insults	2.980392
investigated	3.156863
jeopardize	2.882353
licking	3.431373
mat	3.490196
melody	6.607843
mentioning	2.862745
nursery	4.058824
pasta	4.235294
properties	3.176471
receipts	3.450980
renting	3.176471
salon	4.588235
Samuel	6.745098
snooping	3.058824
spa	4.686275
stuffy	3.627451
voodoo	4.764706
alarmed	2.960784
appearances	3.058824
babes	3.470588
baking	3.470588
blades	3.254902
bulls	5.176471
camel	5.019608
criticism	3.039216
digs	2.960784
exceptional	2.921569
flags	3.431373
flare	4.215686
fluids	3.274510
hasty	3.509804
Hudson	9.431373
impressions	3.117647
indulge	2.882353
initiate	3.333333
interviewing	3.000000
Jill	13.078431
karate	7.568627
melting	3.294118
merciful	3.490196
natives	4.235294
Negro	5.372549
pleasures	3.098039
politician	3.274510
priorities	3.254902
raving	3.156863
repairs	3.450980
ruler	3.176471
starboard	6.549020
strapped	3.215686
swords	4.313725
tags	3.549020
thrust	3.862745
troop	5.803922
Tyler	13.901961
valve	4.843137
vein	3.588235
angles	3.215686
Bo	14.549020
branches	3.333333
champions	4.156863
cinch	3.568627
claw	4.372549
comeback	3.333333
consumed	3.098039
dicks	4.000000
disconnected	3.117647
donation	3.509804
excess	3.058824
exercises	3.431373
exhibition	4.058824
eyebrows	3.294118
faked	3.470588
flick	5.039216
gallons	3.666667
gardens	4.039216
grape	4.000000
homemade	2.862745
homosexual	4.725490
hypocrite	3.254902
Indistinct	4.941176
labs	4.078431
liability	3.098039
napkin	3.607843
niggers	6.000000
owl	5.607843
placing	2.882353
probable	3.274510
programme	4.607843
scram	3.509804
shan	3.764706
slob	3.568627
southeast	3.274510
statistics	3.274510
sundown	3.411765
vanish	3.196078
visa	4.235294
vitals	3.607843
vitamins	3.549020
aces	3.960784
admitting	3.078431
Alaska	4.372549
bedrooms	2.980392
chunk	4.137255
distinction	2.941176
Emma	15.705882
expelled	4.509804
fewer	2.980392
frustration	2.980392
gangs	4.333333
handshake	3.039216
jets	4.411765
lace	3.705882
learns	2.901961
loot	3.549020
Maine	5.529412
orphanage	5.352941
pawn	4.333333
pots	3.549020
seizure	3.725490
sunglasses	3.941176
symphony	3.549020
transition	3.117647
Banner	5.921569
belongings	3.019608
bloke	4.666667
brunette	3.490196
burglar	5.529412
buzzer	3.941176
carve	3.098039
cinema	3.882353
collateral	3.392157
contagious	3.333333
continent	3.666667
deception	3.137255
disabled	3.470588
drifting	3.176471
encountered	3.000000
flushed	3.000000
Giants	4.372549
Harrison	8.372549
im	5.156863
intuition	3.431373
Marilyn	8.843137
Metro	4.529412
motivated	3.098039
nauseous	3.098039
pies	3.450980
resignation	3.745098
spank	3.392157
superficial	2.901961
tendency	2.705882
transmitter	4.019608
transplant	5.098039
villain	4.156863
wages	3.882353
accidental	3.000000
agencies	3.215686
businesses	3.039216
carrots	3.882353
comedian	4.098039
commands	3.745098
confined	2.960784
Coop	10.352941
Correction	3.196078
cowards	3.235294
critics	3.725490
eligible	3.313725
engineers	4.058824
evolved	3.156863
females	3.392157
Furthermore	2.862745
Herb	4.980392
inquiry	3.490196
monthly	2.980392
Nineteen	3.313725
probe	4.411765
publishing	3.803922
reign	3.117647
saints	3.549020
savior	3.392157
Secondly	2.980392
seduce	3.450980
sensed	2.843137
Seth	19.745098
Skipper	10.254902
smashing	3.313725
sniper	4.352941
swelling	3.156863
touchy	3.137255
trespassing	3.039216
vagina	5.058824
Wally	14.156863
Weaver	8.098039
weeping	3.176471
accustomed	2.921569
anticipated	2.627451
Asap	3.019608
beacon	3.862745
bikini	3.686275
borrowing	2.882353
brute	3.176471
camps	3.764706
cartoon	3.764706
convert	3.117647
credentials	3.254902
dames	4.372549
dimension	4.627451
diversion	3.098039
documentary	5.843137
dove	5.568627
erotic	3.921569
ghetto	5.529412
hash	3.529412
Hawkeye	8.078431
isolation	3.098039
Kay	10.803922
laptop	3.470588
loner	3.098039
membership	3.235294
Mick	8.156863
pep	3.490196
pronounced	2.980392
recruit	3.686275
royalty	3.921569
squat	3.137255
stages	2.882353
tighten	2.862745
upright	3.019608
wimp	3.117647
windshield	3.274510
wits	2.862745
Alas	3.823529
assessment	3.098039
behaved	2.980392
bookstore	3.921569
Bp	7.960784
breaths	3.098039
bruise	3.235294
celebrated	2.705882
chained	3.352941
circling	3.078431
Columbus	4.960784
consequence	3.137255
conventional	3.039216
corny	3.960784
crow	4.450980
crude	3.039216
damp	2.921569
depths	3.098039
desperation	3.019608
dictionary	3.725490
dumpster	3.980392
eyeballs	2.921569
flank	4.627451
grunting	5.078431
immunity	4.235294
input	2.980392
intimacy	3.274510
lotion	3.254902
Madonna	5.549020
Moore	7.705882
op	3.686275
overall	3.215686
predictable	3.019608
prejudice	3.196078
pronto	2.843137
psychologist	3.588235
repeated	2.803922
runaway	4.058824
runway	5.470588
sap	3.490196
scoot	2.980392
seminar	4.254902
sliding	3.745098
snappy	2.941176
soaking	2.745098
stepmother	4.235294
stranded	3.000000
Supposing	3.490196
surround	3.058824
tunnels	4.333333
typing	3.235294
Venus	4.882353
vintage	2.921569
weirdo	3.176471
acute	2.941176
backpack	3.647059
bailed	2.823529
bandages	3.294118
bumper	3.549020
Cal	10.392157
cosmic	3.607843
Diana	11.313725
Ding	6.019608
donor	4.078431
du	4.647059
elite	2.960784
exceptions	2.862745
Fatty	5.098039
fearless	2.980392
filter	3.176471
forming	2.745098
fury	3.823529
inspiring	2.725490
luncheon	3.274510
notch	3.333333
Olympics	4.254902
packages	3.901961
pennies	3.411765
petition	4.215686
pitching	3.764706
posters	3.019608
printing	3.568627
rabbi	6.705882
raft	4.705882
resisting	2.980392
retard	3.941176
roommates	3.549020
Senate	6.490196
sigh	3.392157
sleeves	3.078431
spicy	3.313725
spotlight	2.901961
stuffing	3.235294
teen	4.098039
testified	3.843137
tumor	5.156863
Willy	9.215686
wool	3.156863
worldwide	3.156863
Abbott	7.862745
addiction	3.901961
Ay	4.745098
babbling	3.098039
Baron	13.470588
blackout	4.411765
Cuba	7.666667
decorated	2.823529
firmly	2.666667
flaw	3.039216
gals	3.254902
giggling	4.098039
Grams	7.490196
heartless	3.509804
Lance	10.862745
madly	3.039216
manifest	3.686275
marathon	4.470588
marries	3.039216
mocking	3.098039
nutty	3.568627
pharmacy	3.431373
poisonous	3.333333
por	3.490196
predicted	2.803922
prefers	2.627451
proposing	3.117647
recite	3.000000
skating	4.921569
skipping	3.235294
stale	2.921569
toad	5.686275
adjustment	3.098039
admiring	2.764706
backward	3.117647
birthdays	3.019608
biscuits	3.274510
Britain	4.549020
buns	3.784314
Burke	9.392157
Chloe	19.078431
crisp	3.156863
deceived	3.039216
demanded	2.764706
designs	3.215686
doorman	3.176471
Doris	8.882353
enthusiastic	2.784314
epidemic	3.411765
eyewitness	3.960784
fiddle	3.627451
fling	3.529412
grapes	3.941176
ignition	4.156863
invade	3.058824
learnt	3.176471
Louie	9.470588
measured	2.823529
northeast	3.215686
overdue	2.901961
redhead	3.647059
responded	2.705882
rests	2.745098
sarcasm	2.862745
severed	3.019608
Sheila	8.274510
showtime	3.725490
shred	2.941176
shuttle	5.529412
starring	2.803922
sync	3.294118
tropical	3.196078
Tsk	5.764706
Venice	6.509804
Wesley	11.196078
yield	4.039216
abnormal	2.901961
accusation	2.803922
admirable	2.607843
adrenaline	3.294118
allegiance	3.117647
arrogance	2.823529
assemble	3.196078
avoided	2.627451
battlefield	3.235294
bonding	3.039216
clinical	2.921569
colony	5.921569
confronted	2.705882
decline	2.980392
deliberate	2.843137
determination	2.784314
disk	6.627451
Elders	5.411765
enlisted	3.411765
essay	6.137255
ferry	5.352941
flipping	2.921569
flows	2.784314
frequent	2.745098
fulfilled	2.843137
generals	4.039216
Graham	11.392157
homecoming	5.588235
implying	2.882353
imported	2.960784
irrational	2.921569
Ja	7.509804
killings	3.607843
Kyle	24.098039
Leonard	12.431373
monitors	3.019608
nip	3.235294
operative	3.254902
Ph	3.450980
platter	2.921569
pod	8.000000
protects	2.823529
punishing	2.921569
realizes	2.627451
realizing	2.666667
sideways	2.745098
skirts	2.960784
slate	3.235294
southwest	3.431373
sporting	3.117647
sung	3.490196
superb	2.882353
underway	2.901961
wrestle	3.450980
Beaver	4.823529
Brazil	5.254902
clicks	3.764706
compelled	2.705882
convertible	3.254902
darkest	2.823529
decoy	3.568627
detector	3.254902
dickhead	3.156863
Doe	4.333333
doubles	2.901961
equation	3.490196
extract	2.941176
financially	2.725490
foods	3.019608
footprints	3.686275
glamorous	2.960784
goodwill	3.274510
kinky	2.980392
Mademoiselle	8.176471
newly	2.745098
Nobel	3.235294
orgasm	4.176471
pea	3.901961
penetrate	2.862745
proportion	2.725490
recess	3.490196
salads	4.274510
sanity	2.725490
scholar	3.647059
sensitivity	2.901961
sizes	3.019608
slimy	3.117647
stinky	3.568627
tit	3.352941
trembling	2.666667
unite	3.019608
weighed	3.000000
workout	2.764706
wrench	3.960784
yearbook	4.725490
accusations	3.000000
Adios	3.117647
ballroom	4.313725
boogie	5.196078
bounced	2.960784
bowel	3.588235
certainty	3.019608
clearer	2.705882
confirms	2.607843
crate	4.098039
critic	3.764706
crust	3.254902
dwell	2.784314
focusing	2.784314
funerals	3.215686
irresistible	3.235294
knuckles	3.450980
links	2.764706
moose	5.529412
mutt	3.960784
notices	2.745098
Oklahoma	4.411765
orphans	3.784314
parks	3.725490
peeled	2.705882
provides	2.686275
Puerto	4.137255
puppies	5.450980
rags	3.156863
regain	2.627451
releasing	2.862745
revealing	2.647059
satisfactory	3.000000
smoothly	2.725490
socially	2.901961
stashed	2.764706
subs	3.000000
tends	2.647059
accessory	2.882353
Airlines	3.745098
alligator	3.490196
anatomy	3.196078
apologizing	2.725490
aspects	2.686275
asthma	3.862745
bandage	2.862745
bankrupt	2.803922
Barbie	4.294118
bogus	2.705882
brighter	2.941176
cartoons	2.823529
cetera	4.882353
clan	4.098039
consulting	2.862745
crunch	3.509804
dent	3.529412
edges	2.843137
fists	2.960784
frontier	3.274510
invaded	2.745098
Judas	4.509804
judgement	3.705882
Julius	8.117647
Ling	15.392157
minding	2.549020
misplaced	2.705882
ne	3.901961
necessity	2.882353
overlook	2.901961
partying	2.745098
persistent	2.588235
pillows	3.156863
pros	3.058824
refill	2.784314
rejection	3.294118
resigned	2.784314
roam	3.392157
skiing	4.156863
Soviet	7.058824
suicidal	2.901961
Sundays	2.647059
sustain	2.666667
triangle	4.274510
wiser	2.588235
abide	2.705882
admirer	2.960784
advances	2.901961
advantages	2.823529
Austin	10.294118
banking	2.980392
blacks	3.333333
boiled	3.313725
borders	2.803922
bypass	3.568627
cc	3.470588
compass	4.058824
cutie	2.882353
dam	5.745098
directing	3.411765
docks	3.686275
freshen	2.568627
funniest	2.901961
Heather	10.941176
howling	3.588235
Indian	3.431373
karma	3.450980
Li	9.529412
Mack	7.117647
manhood	2.862745
memorize	2.901961
mentor	3.490196
moustache	3.784314
non	3.745098
nonetheless	2.529412
oatmeal	3.313725
obscene	3.450980
persuaded	2.686275
politically	2.941176
repaired	2.745098
screening	3.392157
shithead	3.352941
Shorty	6.843137
snatched	3.000000
stretched	2.686275
tux	3.450980
yonder	3.490196
acquire	2.647059
ale	3.960784
argued	2.705882
battling	2.490196
carrot	3.823529
cavity	2.980392
Chattering	4.117647
contractor	3.137255
corrected	2.627451
cruising	2.784314
devastating	2.725490
donated	2.666667
fees	2.823529
fortress	3.372549
gasping	4.313725
goody	3.549020
insides	2.647059
institute	3.254902
journalism	3.823529
Juliet	5.980392
lettuce	3.392157
lime	3.294118
morals	2.921569
negotiations	3.411765
neighbour	3.823529
notebook	4.607843
obscure	2.588235
platoon	7.215686
popularity	2.921569
porno	4.509804
Princeton	4.784314
rhymes	2.960784
sanctuary	4.313725
skate	5.901961
slides	3.039216
sprung	2.568627
superiors	2.803922
tapping	3.215686
underworld	3.549020
abdomen	3.352941
Amber	9.274510
banned	2.686275
Butch	6.431373
Carpenter	6.000000
chanting	4.215686
diagnosed	2.745098
distribution	3.078431
equivalent	2.627451
faded	3.000000
fills	2.607843
flooded	2.784314
foreigners	3.196078
fudge	3.627451
Godfather	5.450980
heating	2.686275
Herr	10.921569
idle	2.764706
imply	2.686275
initiative	2.745098
intercourse	3.784314
intruder	3.647059
isolate	2.882353
jacks	3.392157
Les	4.431373
Manny	13.588235
mating	3.803922
Merci	4.862745
Missouri	4.411765
morbid	2.588235
Oui	5.509804
peasant	4.019608
pint	3.274510
poetic	2.686275
poorly	2.607843
reversed	2.686275
safest	2.529412
satisfying	2.529412
seeks	2.862745
shoving	2.588235
summoned	2.960784
tossing	2.725490
treaty	4.686275
violin	4.745098
wallpaper	3.352941
assign	2.705882
bash	3.274510
baths	3.156863
broadcasting	3.196078
chewed	2.470588
Cohen	11.725490
Colin	12.470588
converted	2.588235
countdown	3.529412
Cuban	4.215686
darker	2.745098
disguised	2.607843
disgust	2.764706
dumps	2.686275
flexible	2.666667
frying	2.784314
helicopters	3.352941
Helio	8.843137
hugging	2.862745
intimidated	2.686275
invitations	3.333333
mellow	3.000000
mist	3.549020
Momma	8.078431
novels	3.137255
penitentiary	2.823529
piggy	4.411765
proceedings	2.862745
producers	3.215686
readers	3.352941
refresh	2.490196
remorse	3.019608
rubbed	2.705882
server	3.921569
standby	2.960784
stirring	2.607843
Tennessee	4.000000
towers	5.392157
transaction	2.941176
vase	3.843137
warrants	3.215686
welcoming	2.607843
anticipate	2.529412
applications	3.098039
applies	2.490196
armies	3.490196
arrests	2.745098
bathrooms	2.705882
blackjack	4.078431
blanks	2.823529
bosom	3.117647
Comrade	8.549020
designated	2.588235
destroys	2.529412
download	3.294118
dreamer	3.039216
drooling	2.490196
earning	2.568627
ecstasy	3.176471
expressing	2.529412
gender	2.803922
girlie	3.117647
groaning	3.686275
heated	2.588235
Holland	6.686275
homo	3.705882
hoot	2.607843
inferior	3.058824
intriguing	2.549020
jackets	3.431373
Mayday	5.882353
Mcdonald	3.764706
motivation	2.960784
needy	3.039216
Ninety	2.784314
observing	2.843137
pads	3.156863
pancake	3.960784
parachute	3.176471
polo	3.490196
producing	2.784314
pushes	2.725490
regional	3.117647
riches	3.333333
Sal	7.843137
savages	3.901961
shouts	4.196078
slope	2.941176
terrace	3.392157
Touchdown	4.960784
traveler	3.019608
unbearable	2.529412
vacant	2.647059
Wade	16.470588
withdrawal	2.862745
architecture	3.176471
Argh	5.784314
attendant	3.098039
avenge	3.019608
bliss	3.137255
broads	3.607843
Chi	7.098039
colours	3.156863
crooks	3.000000
crushing	2.725490
distracting	2.549020
efficiency	2.725490
Evans	8.588235
flyer	3.392157
functional	2.725490
functioning	2.784314
glamour	3.117647
governments	3.098039
harassing	2.666667
intercepted	2.882353
jockey	4.843137
kettle	2.803922
lesser	2.686275
martinis	3.294118
neurotic	2.666667
Pam	11.921569
Phantom	4.078431
pierced	2.941176
rained	2.705882
recruited	2.725490
regulation	2.470588
reviews	2.960784
revoir	3.509804
Rex	9.058824
rockets	4.058824
scalpel	3.156863
shades	2.843137
Sherlock	5.274510
shuts	2.588235
sites	3.588235
sneakers	4.568627
stat	2.803922
threshold	2.764706
trashed	2.627451
traumatic	2.705882
unemployment	3.137255
Usa	3.980392
wink	3.529412
wrapping	2.882353
Abort	4.607843
affecting	2.549020
baloney	3.019608
bravery	2.882353
caffeine	2.941176
caps	2.960784
captains	3.156863
casualty	2.705882
Caucasian	2.745098
churches	3.039216
convictions	2.470588
costing	2.392157
Dc	5.764706
departed	2.705882
differ	2.431373
elephants	4.372549
fiber	3.058824
findings	2.686275
finer	2.588235
folded	2.901961
fruits	2.803922
genes	2.882353
grin	2.705882
housekeeping	3.000000
insight	2.803922
intrude	2.529412
lacking	2.529412
muffins	3.490196
noodles	6.058824
overrated	2.647059
Pierre	7.725490
policies	3.078431
prophecy	6.294118
replacing	2.588235
reviewed	2.607843
senseless	2.568627
sophomore	2.862745
sweetness	3.274510
toaster	3.882353
torment	2.725490
uncovered	2.549020
underestimated	2.509804
ups	2.549020
vaguely	2.529412
verbal	2.921569
vomiting	2.921569
zipper	2.823529
arch	3.686275
ashtray	3.254902
bakery	3.509804
barrier	3.392157
Bonjour	4.588235
bouquet	3.215686
broker	3.627451
certified	2.705882
chuckling	4.803922
dunno	4.000000
escapes	2.568627
exploit	2.450980
exploring	2.725490
homey	3.352941
inheritance	3.176471
insert	2.764706
insignificant	2.627451
joker	4.568627
labour	3.254902
linen	2.921569
Mccoy	8.098039
mining	3.156863
misfortune	2.666667
Monroe	6.745098
mourn	2.529412
nosy	2.823529
Oregon	4.137255
pencils	2.843137
perish	2.588235
precision	2.941176
props	2.980392
prosecute	2.823529
psychopath	2.784314
ratings	4.000000
reinforcements	3.156863
Sookie	12.725490
spaces	2.686275
supervision	2.470588
suspend	2.764706
tango	5.372549
thugs	3.392157
triggered	2.470588
typically	2.705882
unlimited	2.803922
anticipation	2.490196
arena	3.627451
arrows	3.392157
blossom	3.607843
cashier	3.274510
catalog	2.921569
caves	3.960784
chute	3.607843
cologne	3.156863
cork	2.862745
crews	3.274510
Daphne	17.490196
dinosaur	3.980392
dots	3.058824
drastic	2.509804
estimated	2.784314
ethical	2.725490
funding	3.176471
hostility	2.725490
investigators	2.686275
irregular	2.529412
kung	5.254902
Leon	10.176471
leverage	2.725490
lingerie	2.823529
longing	2.843137
paws	2.490196
peaches	4.078431
prominent	2.549020
pupil	3.137255
relay	2.980392
spectacle	2.568627
Spencer	7.294118
temp	3.019608
tempt	2.529412
terminate	2.745098
wailing	3.058824
Woody	8.490196
Amendment	4.098039
amuse	2.607843
annoy	2.509804
bathe	2.509804
blush	2.666667
braces	3.215686
cardboard	2.705882
Chinatown	5.176471
choppers	3.254902
classmates	2.627451
communicating	2.372549
conclude	2.490196
covert	2.901961
dignified	2.686275
dishonest	2.588235
environmental	3.274510
evenings	2.588235
fiance	3.941176
Frankenstein	6.921569
funnier	2.509804
headline	2.588235
honoured	3.058824
imitation	2.725490
Jacob	11.666667
licensed	2.745098
lizard	4.843137
luckiest	2.470588
mounted	2.588235
Nada	2.549020
ordeal	2.372549
pact	3.764706
paged	2.784314
paranoia	2.666667
photographed	2.745098
professionally	2.411765
pub	3.725490
repeatedly	2.274510
resolution	2.941176
restraining	3.352941
resurrection	3.372549
retain	2.372549
ribbons	2.921569
smug	2.392157
Stanford	5.568627
warfare	2.941176
attach	2.470588
Biscuit	3.745098
Brooks	8.235294
brushed	2.411765
bunker	4.686275
calmly	2.431373
Chan	14.803922
chocolates	2.921569
Cinderella	5.980392
cleans	2.392157
comrades	4.784314
conceal	2.529412
cone	2.921569
conquered	2.745098
dilemma	2.607843
Dj	4.431373
domain	2.588235
dumbest	2.509804
elevators	3.215686
formerly	2.411765
frustrating	2.470588
germs	3.019608
groovy	3.784314
Hamlet	4.627451
hull	4.215686
jumbo	2.823529
Louisiana	4.431373
malfunction	2.882353
occupy	2.470588
override	5.156863
patron	3.098039
philosopher	3.039216
practise	3.705882
preparations	2.450980
prizes	2.803922
profitable	2.450980
readings	2.764706
reluctant	2.509804
rogue	3.725490
sarcastic	2.607843
Seoul	4.941176
starter	2.725490
strokes	2.470588
tangled	2.549020
twilight	3.058824
unreal	2.490196
uphold	2.411765
vocal	2.960784
wacky	3.215686
whisky	4.019608
ache	2.490196
allergies	2.725490
attendance	2.647059
awarded	2.470588
beauties	2.529412
bottled	2.607843
boxer	3.843137
breakup	2.921569
Carson	6.137255
Chubby	4.176471
clicking	2.803922
creeping	2.745098
crotch	2.745098
dangers	2.549020
expired	2.509804
fright	2.764706
hippie	2.725490
icy	2.647059
Id	3.313725
imperative	2.490196
invincible	3.019608
laps	3.274510
males	2.627451
maneuver	2.803922
mingle	2.686275
Noah	8.921569
obligations	2.509804
opposition	3.039216
pictured	2.627451
pisses	2.647059
reset	3.215686
rested	2.215686
rewrite	2.745098
riddle	4.529412
sails	3.215686
shortage	2.627451
snowing	2.980392
stoop	2.450980
terminated	2.882353
vertical	2.764706
viewers	2.803922
violate	2.392157
alarms	3.078431
amnesia	3.705882
cheeseburger	3.196078
cockroach	3.411765
colder	2.490196
Commonwealth	6.666667
communists	4.529412
compensate	2.431373
coordinate	2.549020
declaration	3.529412
doggie	3.313725
elbows	2.450980
extortion	2.568627
gents	2.941176
hooking	2.529412
immoral	2.607843
improving	2.333333
incidents	2.647059
Kathy	7.901961
Knights	7.529412
manufacture	2.431373
Olympic	4.000000
paw	3.117647
peoples	2.627451
