thinking,process,category,subcategory,regex
primordial,primary,sensation,vision,\bradianc
primordial,primary,sensation,vision,\bradiant
primordial,primary,sensation,vision,\bray\b
primordial,primary,sensation,vision,\brays\b
primordial,primary,sensation,vision,\bregard
primordial,primary,sensation,vision,\brosy
primordial,primary,sensation,vision,\broug
primordial,primary,sensation,vision,\bruby
primordial,primary,sensation,vision,\bruddy
primordial,primary,sensation,vision,\bsapphir
primordial,primary,sensation,vision,\bsaw\b
primordial,primary,sensation,vision,\bscan\b
primordial,primary,sensation,vision,\bscann
primordial,primary,sensation,vision,\bscans\b
primordial,primary,sensation,vision,\bscarlet
primordial,primary,sensation,vision,\bscen
primordial,primary,sensation,vision,\bscenic
primordial,primary,sensation,vision,\bsee\b
primordial,primary,sensation,vision,\bseeing
primordial,primary,sensation,vision,\bseen
primordial,primary,sensation,vision,\bsees\b
primordial,primary,sensation,vision,\bsheen
primordial,primary,sensation,vision,\bshimmer
primordial,primary,sensation,vision,\bshin
primordial,primary,sensation,vision,\bshon
primordial,primary,sensation,vision,\bsight
primordial,primary,sensation,vision,\bsparkl
primordial,primary,sensation,vision,\bspied\b
primordial,primary,sensation,vision,\bspies\b
primordial,primary,sensation,vision,\bspy\b
primordial,primary,sensation,vision,\bspying
primordial,primary,sensation,vision,\bstar\b
primordial,primary,sensation,vision,\bstarlight
primordial,primary,sensation,vision,\bstars\b
primordial,primary,sensation,vision,\bsunlight
primordial,primary,sensation,vision,\bsunshin
primordial,primary,sensation,vision,\bsurvey
primordial,primary,sensation,vision,\btan\b
primordial,primary,sensation,vision,\btanned\b
primordial,primary,sensation,vision,\btanning
primordial,primary,sensation,vision,\btans\b
primordial,primary,sensation,vision,\btint
primordial,primary,sensation,vision,\btranslucent
primordial,primary,sensation,vision,\btransparent
primordial,primary,sensation,vision,\btwinkl
primordial,primary,sensation,vision,\bunseen
primordial,primary,sensation,vision,\bview
primordial,primary,sensation,vision,\bviolet
primordial,primary,sensation,vision,\bvisibl
primordial,primary,sensation,vision,\bvision
primordial,primary,sensation,vision,\bvisual
primordial,primary,sensation,vision,\bwatch
primordial,primary,sensation,vision,\bwitnes
primordial,primary,sensation,vision,\byellow
primordial,primary,sensation,cold,\balaska
primordial,primary,sensation,cold,\barctic
primordial,primary,sensation,cold,\bbenumb
primordial,primary,sensation,cold,\bchil
primordial,primary,sensation,cold,\bchill
primordial,primary,sensation,cold,\bcold
primordial,primary,sensation,cold,\bcolder
primordial,primary,sensation,cold,\bcool
primordial,primary,sensation,cold,\bfreez
primordial,primary,sensation,cold,\bfrigid
primordial,primary,sensation,cold,\bfrost
primordial,primary,sensation,cold,\bfrostbit
primordial,primary,sensation,cold,\bfroz
primordial,primary,sensation,cold,\bfrozen
primordial,primary,sensation,cold,\bglacier
primordial,primary,sensation,cold,\bhoar
primordial,primary,sensation,cold,\bice
primordial,primary,sensation,cold,\bicines
primordial,primary,sensation,cold,\bicing
primordial,primary,sensation,cold,\bicy\b
primordial,primary,sensation,cold,\bnorth
primordial,primary,sensation,cold,\bnorthern
primordial,primary,sensation,cold,\bnumb\b
primordial,primary,sensation,cold,\bnumbness
primordial,primary,sensation,cold,\bpolar
primordial,primary,sensation,cold,\bshiver
primordial,primary,sensation,cold,\bsiberia
primordial,primary,sensation,cold,\bsleet
primordial,primary,sensation,cold,\bsnow
primordial,primary,sensation,cold,\bsnowstorm
primordial,primary,sensation,cold,\bsnowy
primordial,primary,sensation,cold,\bthul
primordial,primary,sensation,cold,\bwinter
primordial,primary,sensation,cold,\bwintry
primordial,primary,sensation,hard,\balabaster
primordial,primary,sensation,hard,\bbras
primordial,primary,sensation,hard,\bbrassy
primordial,primary,sensation,hard,\bbrazen
primordial,primary,sensation,hard,\bbrittl
primordial,primary,sensation,hard,\bbronz
primordial,primary,sensation,hard,\bcopper
primordial,primary,sensation,hard,\bcrisp
primordial,primary,sensation,hard,\bcrispy
primordial,primary,sensation,hard,\bglas
primordial,primary,sensation,hard,\bglassy
primordial,primary,sensation,hard,\bgranit
primordial,primary,sensation,hard,\bgravel
primordial,primary,sensation,hard,\bhard
primordial,primary,sensation,hard,\biron
primordial,primary,sensation,hard,\bmarbl
primordial,primary,sensation,hard,\bmetal
primordial,primary,sensation,hard,\bmetallic
primordial,primary,sensation,hard,\bnail
primordial,primary,sensation,hard,\bpebb
primordial,primary,sensation,hard,\bporcelain
primordial,primary,sensation,hard,\brigid
primordial,primary,sensation,hard,\brock
primordial,primary,sensation,hard,\bsolid
primordial,primary,sensation,hard,\bsplinter
primordial,primary,sensation,hard,\bsteel
primordial,primary,sensation,hard,\bstiff
primordial,primary,sensation,hard,\bston
primordial,primary,sensation,hard,\bstony
primordial,primary,sensation,hard,\bzinc
primordial,primary,sensation,soft,\bdamask
primordial,primary,sensation,soft,\bdelicat
primordial,primary,sensation,soft,\bdowny
primordial,primary,sensation,soft,\bfeather
primordial,primary,sensation,soft,\bfleec
primordial,primary,sensation,soft,\bfleecy
primordial,primary,sensation,soft,\bfluffy
primordial,primary,sensation,soft,\bgentl
primordial,primary,sensation,soft,\bgentlenes
primordial,primary,sensation,soft,\bgossamer
primordial,primary,sensation,soft,\blace\b
primordial,primary,sensation,soft,\blaces\b
primordial,primary,sensation,soft,\blacing
primordial,primary,sensation,soft,\blacy
primordial,primary,sensation,soft,\bmellow
primordial,primary,sensation,soft,\bmild
primordial,primary,sensation,soft,\bmurmur
primordial,primary,sensation,soft,\bpliant
primordial,primary,sensation,soft,\bpowdery
primordial,primary,sensation,soft,\bsatin
primordial,primary,sensation,soft,\bsatiny
primordial,primary,sensation,soft,\bsilk
primordial,primary,sensation,soft,\bsoft
primordial,primary,sensation,soft,\btender
primordial,primary,sensation,soft,\bting
primordial,primary,sensation,soft,\bvelvet
primordial,primary,sensation,soft,\bvelvety
primordial,primary,sensation,soft,\bwhisper
primordial,primary,defensive_symbolization,passivity,\bapathetic
primordial,primary,defensive_symbolization,passivity,\bapathy
primordial,primary,defensive_symbolization,passivity,\bbed\b
primordial,primary,defensive_symbolization,passivity,\bbedd
primordial,primary,defensive_symbolization,passivity,\bbeds\b
primordial,primary,defensive_symbolization,passivity,\bboredom
primordial,primary,defensive_symbolization,passivity,\bcalm
primordial,primary,defensive_symbolization,passivity,\bcontented
primordial,primary,defensive_symbolization,passivity,\bcontentment
primordial,primary,defensive_symbolization,passivity,\bcouch
primordial,primary,defensive_symbolization,passivity,\bcozy
primordial,primary,defensive_symbolization,passivity,\bdead
primordial,primary,defensive_symbolization,passivity,\bdeath
primordial,primary,defensive_symbolization,passivity,\bdecay
primordial,primary,defensive_symbolization,passivity,\bdie\b
primordial,primary,defensive_symbolization,passivity,\bdied
primordial,primary,defensive_symbolization,passivity,\bdies\b
primordial,primary,defensive_symbolization,passivity,\bdormant
primordial,primary,defensive_symbolization,passivity,\bdrift
primordial,primary,defensive_symbolization,passivity,\bdying
primordial,primary,defensive_symbolization,passivity,\bease
primordial,primary,defensive_symbolization,passivity,\beased\b
primordial,primary,defensive_symbolization,passivity,\beases\b
primordial,primary,defensive_symbolization,passivity,\bhush
primordial,primary,defensive_symbolization,passivity,\bidl
primordial,primary,defensive_symbolization,passivity,\bimmobil
primordial,primary,defensive_symbolization,passivity,\binactiv
primordial,primary,defensive_symbolization,passivity,\binactivity
primordial,primary,defensive_symbolization,passivity,\bindifferenc
primordial,primary,defensive_symbolization,passivity,\bindifferent
primordial,primary,defensive_symbolization,passivity,\bindolent
primordial,primary,defensive_symbolization,passivity,\binert
primordial,primary,defensive_symbolization,passivity,\binertia
primordial,primary,defensive_symbolization,passivity,\binnert
primordial,primary,defensive_symbolization,passivity,\blaid
primordial,primary,defensive_symbolization,passivity,\blain
primordial,primary,defensive_symbolization,passivity,\blangorou
primordial,primary,defensive_symbolization,passivity,\blanguid
primordial,primary,defensive_symbolization,passivity,\blanguish
primordial,primary,defensive_symbolization,passivity,\blanguor
primordial,primary,defensive_symbolization,passivity,\blassitud
primordial,primary,defensive_symbolization,passivity,\blay\b
primordial,primary,defensive_symbolization,passivity,\blaying
primordial,primary,defensive_symbolization,passivity,\blays\b
primordial,primary,defensive_symbolization,passivity,\blazy
primordial,primary,defensive_symbolization,passivity,\bleaden
primordial,primary,defensive_symbolization,passivity,\bleisur
primordial,primary,defensive_symbolization,passivity,\blethargic
primordial,primary,defensive_symbolization,passivity,\blethargy
primordial,primary,defensive_symbolization,passivity,\blie\b
primordial,primary,defensive_symbolization,passivity,\blies\b
primordial,primary,defensive_symbolization,passivity,\blinger
primordial,primary,defensive_symbolization,passivity,\blistles
primordial,primary,defensive_symbolization,passivity,\blul
primordial,primary,defensive_symbolization,passivity,\blull
primordial,primary,defensive_symbolization,passivity,\bmotionles
primordial,primary,defensive_symbolization,passivity,\bnestl
primordial,primary,defensive_symbolization,passivity,\bnonchalanc
primordial,primary,defensive_symbolization,passivity,\bnonchalant
primordial,primary,defensive_symbolization,passivity,\bpassiv
primordial,primary,defensive_symbolization,passivity,\bpassivity
primordial,primary,defensive_symbolization,passivity,\bpeaceful
primordial,primary,defensive_symbolization,passivity,\bperish
primordial,primary,defensive_symbolization,passivity,\bphlegmatic
primordial,primary,defensive_symbolization,passivity,\bplacid
primordial,primary,defensive_symbolization,passivity,\bprocrastinat
primordial,primary,defensive_symbolization,passivity,\bquiet
primordial,primary,defensive_symbolization,passivity,\brelax
primordial,primary,defensive_symbolization,passivity,\brelaxat
primordial,primary,defensive_symbolization,passivity,\brepos
primordial,primary,defensive_symbolization,passivity,\brest
primordial,primary,defensive_symbolization,passivity,\brestful
primordial,primary,defensive_symbolization,passivity,\bretir
primordial,primary,defensive_symbolization,passivity,\bsafe\b
primordial,primary,defensive_symbolization,passivity,\bsafely\b
primordial,primary,defensive_symbolization,passivity,\bsafety
primordial,primary,defensive_symbolization,passivity,\bsecur
primordial,primary,defensive_symbolization,passivity,\bsecurity
primordial,primary,defensive_symbolization,passivity,\bsedentary
primordial,primary,defensive_symbolization,passivity,\bseren
primordial,primary,defensive_symbolization,passivity,\bserenity
primordial,primary,defensive_symbolization,passivity,\bsilenc
primordial,primary,defensive_symbolization,passivity,\bsilent
primordial,primary,defensive_symbolization,passivity,\bslack
primordial,primary,defensive_symbolization,passivity,\bslothful
primordial,primary,defensive_symbolization,passivity,\bslow
primordial,primary,defensive_symbolization,passivity,\bsluggish
primordial,primary,defensive_symbolization,passivity,\bsolac
primordial,primary,defensive_symbolization,passivity,\bsooth
primordial,primary,defensive_symbolization,passivity,\bstagnant\b
primordial,primary,defensive_symbolization,passivity,\bstagnat
primordial,primary,defensive_symbolization,passivity,\bstatic
primordial,primary,defensive_symbolization,passivity,\bstillnes
primordial,primary,defensive_symbolization,passivity,\bsubmiss
primordial,primary,defensive_symbolization,passivity,\bsubmissiv
primordial,primary,defensive_symbolization,passivity,\bsubmit
primordial,primary,defensive_symbolization,passivity,\bsuccumb
primordial,primary,defensive_symbolization,passivity,\btranq
primordial,primary,defensive_symbolization,passivity,\bunhurri
primordial,primary,defensive_symbolization,passivity,\bvagrant
primordial,primary,defensive_symbolization,passivity,\bvelleity
primordial,primary,defensive_symbolization,passivity,\bwearisom
primordial,primary,defensive_symbolization,passivity,\bweary
primordial,primary,defensive_symbolization,passivity,\byield
primordial,primary,defensive_symbolization,voyage,\bcaravan
primordial,primary,defensive_symbolization,voyage,\bchas
primordial,primary,defensive_symbolization,voyage,\bcruis
primordial,primary,defensive_symbolization,voyage,\bdesert
primordial,primary,defensive_symbolization,voyage,\bdriv
primordial,primary,defensive_symbolization,voyage,\bembark
primordial,primary,defensive_symbolization,voyage,\bemigrat
primordial,primary,defensive_symbolization,voyage,\bexplor
primordial,primary,defensive_symbolization,voyage,\bimmigrant
primordial,primary,defensive_symbolization,voyage,\bimmigrat
primordial,primary,defensive_symbolization,voyage,\bjourney
primordial,primary,defensive_symbolization,voyage,\bmigrat
primordial,primary,defensive_symbolization,voyage,\bnavigat
primordial,primary,defensive_symbolization,voyage,\bnomad
primordial,primary,defensive_symbolization,voyage,\bnomadic
primordial,primary,defensive_symbolization,voyage,\boscillat
primordial,primary,defensive_symbolization,voyage,\bpilgrim
primordial,primary,defensive_symbolization,voyage,\bpilgrimag
primordial,primary,defensive_symbolization,voyage,\bride\b
primordial,primary,defensive_symbolization,voyage,\brides\b
primordial,primary,defensive_symbolization,voyage,\briding
primordial,primary,defensive_symbolization,voyage,\broam
primordial,primary,defensive_symbolization,voyage,\brode\b
primordial,primary,defensive_symbolization,voyage,\brov
primordial,primary,defensive_symbolization,voyage,\bsail
primordial,primary,defensive_symbolization,voyage,\bsailor
primordial,primary,defensive_symbolization,voyage,\bseafar
primordial,primary,defensive_symbolization,voyage,\bsearch
primordial,primary,defensive_symbolization,voyage,\bship
primordial,primary,defensive_symbolization,voyage,\bstray
primordial,primary,defensive_symbolization,voyage,\btour
primordial,primary,defensive_symbolization,voyage,\btourist
primordial,primary,defensive_symbolization,voyage,\btravel
primordial,primary,defensive_symbolization,voyage,\btrek
primordial,primary,defensive_symbolization,voyage,\btrip
primordial,primary,defensive_symbolization,voyage,\bvagabond
primordial,primary,defensive_symbolization,voyage,\bvoyag
primordial,primary,defensive_symbolization,voyage,\bwander
primordial,primary,defensive_symbolization,voyage,\bwanderlust
primordial,primary,defensive_symbolization,voyage,\bwayfarer
primordial,primary,defensive_symbolization,voyage,\bwildernes
primordial,primary,defensive_symbolization,voyage,\byonder
primordial,primary,defensive_symbolization,random_movement,\bactiviti
primordial,primary,defensive_symbolization,random_movement,\bactivity
primordial,primary,defensive_symbolization,random_movement,\bagitat
primordial,primary,defensive_symbolization,random_movement,\bchurn
primordial,primary,defensive_symbolization,random_movement,\bcommot
primordial,primary,defensive_symbolization,random_movement,\bconvuls
primordial,primary,defensive_symbolization,random_movement,\bexpand
primordial,primary,defensive_symbolization,random_movement,\bexpans
primordial,primary,defensive_symbolization,random_movement,\bfidget
primordial,primary,defensive_symbolization,random_movement,\bflounder
primordial,primary,defensive_symbolization,random_movement,\bflurri
primordial,primary,defensive_symbolization,random_movement,\bflurry
primordial,primary,defensive_symbolization,random_movement,\bjerk
primordial,primary,defensive_symbolization,random_movement,\blurch
primordial,primary,defensive_symbolization,random_movement,\borbit
primordial,primary,defensive_symbolization,random_movement,\bpitch
primordial,primary,defensive_symbolization,random_movement,\bpivot
primordial,primary,defensive_symbolization,random_movement,\bpuls
primordial,primary,defensive_symbolization,random_movement,\bpulsat
primordial,primary,defensive_symbolization,random_movement,\bquak
primordial,primary,defensive_symbolization,random_movement,\bquiver
primordial,primary,defensive_symbolization,random_movement,\breel
primordial,primary,defensive_symbolization,random_movement,\brevolv
primordial,primary,defensive_symbolization,random_movement,\brol
primordial,primary,defensive_symbolization,random_movement,\broll
primordial,primary,defensive_symbolization,random_movement,\brotat
primordial,primary,defensive_symbolization,random_movement,\bseeth
primordial,primary,defensive_symbolization,random_movement,\bshak
primordial,primary,defensive_symbolization,random_movement,\bshook
primordial,primary,defensive_symbolization,random_movement,\bspasm
primordial,primary,defensive_symbolization,random_movement,\bspin
primordial,primary,defensive_symbolization,random_movement,\bspread
primordial,primary,defensive_symbolization,random_movement,\bstagger
primordial,primary,defensive_symbolization,random_movement,\bstir
primordial,primary,defensive_symbolization,random_movement,\bsway
primordial,primary,defensive_symbolization,random_movement,\bswel
primordial,primary,defensive_symbolization,random_movement,\bswell
primordial,primary,defensive_symbolization,random_movement,\bswivel
primordial,primary,defensive_symbolization,random_movement,\bswollen
primordial,primary,defensive_symbolization,random_movement,\bthrob
primordial,primary,defensive_symbolization,random_movement,\btotter
primordial,primary,defensive_symbolization,random_movement,\btwich
primordial,primary,defensive_symbolization,random_movement,\btwist
primordial,primary,defensive_symbolization,random_movement,\btwitch
primordial,primary,defensive_symbolization,random_movement,\bundulat
primordial,primary,defensive_symbolization,random_movement,\bvibrat
primordial,primary,defensive_symbolization,random_movement,\bwave\b
primordial,primary,defensive_symbolization,random_movement,\bwaved\b
primordial,primary,defensive_symbolization,random_movement,\bwaves\b
primordial,primary,defensive_symbolization,random_movement,\bwaving
primordial,primary,defensive_symbolization,random_movement,\bwhirl
primordial,primary,defensive_symbolization,random_movement,\bwobbl
primordial,primary,defensive_symbolization,diffusion,\bblur
primordial,primary,defensive_symbolization,diffusion,\bcloud
primordial,primary,defensive_symbolization,diffusion,\bcloudy
primordial,primary,defensive_symbolization,diffusion,\bcurtain
primordial,primary,defensive_symbolization,diffusion,\bdarken
primordial,primary,defensive_symbolization,diffusion,\bdiffus
primordial,primary,defensive_symbolization,diffusion,\bdim\b
primordial,primary,defensive_symbolization,diffusion,\bdimm
primordial,primary,defensive_symbolization,diffusion,\bdims\b
primordial,primary,defensive_symbolization,diffusion,\bequivocal
primordial,primary,defensive_symbolization,diffusion,\bfade\b
primordial,primary,defensive_symbolization,diffusion,\bfaded\b
primordial,primary,defensive_symbolization,diffusion,\bfades
primordial,primary,defensive_symbolization,diffusion,\bfading
primordial,primary,defensive_symbolization,diffusion,\bfog\b
primordial,primary,defensive_symbolization,diffusion,\bfogg
primordial,primary,defensive_symbolization,diffusion,\bfogs\b
primordial,primary,defensive_symbolization,diffusion,\bhaze
primordial,primary,defensive_symbolization,diffusion,\bhazing
primordial,primary,defensive_symbolization,diffusion,\bhazy
primordial,primary,defensive_symbolization,diffusion,\bindefinit
primordial,primary,defensive_symbolization,diffusion,\bindistinct
primordial,primary,defensive_symbolization,diffusion,\bmist
primordial,primary,defensive_symbolization,diffusion,\bmisty
primordial,primary,defensive_symbolization,diffusion,\bmurkines
primordial,primary,defensive_symbolization,diffusion,\bmurky
primordial,primary,defensive_symbolization,diffusion,\bnebula
primordial,primary,defensive_symbolization,diffusion,\bnebulou
primordial,primary,defensive_symbolization,diffusion,\bobscur
primordial,primary,defensive_symbolization,diffusion,\bovercast
primordial,primary,defensive_symbolization,diffusion,\bscreen
primordial,primary,defensive_symbolization,diffusion,\bshad
primordial,primary,defensive_symbolization,diffusion,\bshadow
primordial,primary,defensive_symbolization,diffusion,\bshadowy
primordial,primary,defensive_symbolization,diffusion,\bshady
primordial,primary,defensive_symbolization,diffusion,\btwilight
primordial,primary,defensive_symbolization,diffusion,\buncertain
primordial,primary,defensive_symbolization,diffusion,\buncertaint
primordial,primary,defensive_symbolization,diffusion,\bunclear
primordial,primary,defensive_symbolization,diffusion,\bvagu
primordial,primary,defensive_symbolization,diffusion,\bvapor
primordial,primary,defensive_symbolization,diffusion,\bvapour
primordial,primary,defensive_symbolization,diffusion,\bveil
primordial,primary,defensive_symbolization,chaos,\baimles
primordial,primary,defensive_symbolization,chaos,\bambiguit
primordial,primary,defensive_symbolization,chaos,\bambiguou
primordial,primary,defensive_symbolization,chaos,\banarchy
primordial,primary,defensive_symbolization,chaos,\bcatastrophe\b
primordial,primary,defensive_symbolization,chaos,\bchanc
primordial,primary,defensive_symbolization,chaos,\bchao
primordial,primary,defensive_symbolization,chaos,\bchar\b
primordial,primary,defensive_symbolization,chaos,\bchars\b
primordial,primary,defensive_symbolization,chaos,\bconfus
primordial,primary,defensive_symbolization,chaos,\bcrowd
primordial,primary,defensive_symbolization,chaos,\bdiscord
primordial,primary,defensive_symbolization,chaos,\bdiscordant
primordial,primary,defensive_symbolization,chaos,\bdishevel
primordial,primary,defensive_symbolization,chaos,\bdisorder
primordial,primary,defensive_symbolization,chaos,\bentangl
primordial,primary,defensive_symbolization,chaos,\bgordian
primordial,primary,defensive_symbolization,chaos,\bhaphazard
primordial,primary,defensive_symbolization,chaos,\birregular
primordial,primary,defensive_symbolization,chaos,\bjumbl
primordial,primary,defensive_symbolization,chaos,\bjungl
primordial,primary,defensive_symbolization,chaos,\blabyrinth
primordial,primary,defensive_symbolization,chaos,\blawles
primordial,primary,defensive_symbolization,chaos,\blitter
primordial,primary,defensive_symbolization,chaos,\bmob\b
primordial,primary,defensive_symbolization,chaos,\bmobb
primordial,primary,defensive_symbolization,chaos,\bmobs\b
primordial,primary,defensive_symbolization,chaos,\bovergrown
primordial,primary,defensive_symbolization,chaos,\boverrun
primordial,primary,defensive_symbolization,chaos,\bperplex
primordial,primary,defensive_symbolization,chaos,\brandom
primordial,primary,defensive_symbolization,chaos,\bruin
primordial,primary,defensive_symbolization,chaos,\bunru
primordial,primary,defensive_symbolization,chaos,\bwild
primordial,primary,regressive_cognition,unknow,\bbizzar
primordial,primary,regressive_cognition,unknow,\bbodiles
primordial,primary,regressive_cognition,unknow,\bboundles
primordial,primary,regressive_cognition,unknow,\bcryptic
primordial,primary,regressive_cognition,unknow,\benigma
primordial,primary,regressive_cognition,unknow,\besoteric
primordial,primary,regressive_cognition,unknow,\bexotic
primordial,primary,regressive_cognition,unknow,\bfantastic
primordial,primary,regressive_cognition,unknow,\bformles
primordial,primary,regressive_cognition,unknow,\bimmeasurabl
primordial,primary,regressive_cognition,unknow,\binconceivabl
primordial,primary,regressive_cognition,unknow,\bincredibl
primordial,primary,regressive_cognition,unknow,\bindescribabl
primordial,primary,regressive_cognition,unknow,\bineffabl
primordial,primary,regressive_cognition,unknow,\binfinity
primordial,primary,regressive_cognition,unknow,\binscrutabl
primordial,primary,regressive_cognition,unknow,\blimitles
primordial,primary,regressive_cognition,unknow,\bmagi
primordial,primary,regressive_cognition,unknow,\bmagic
primordial,primary,regressive_cognition,unknow,\bmagu
primordial,primary,regressive_cognition,unknow,\bmarvel
primordial,primary,regressive_cognition,unknow,\bmyst
primordial,primary,regressive_cognition,unknow,\bnameles
primordial,primary,regressive_cognition,unknow,\bnothingnes
primordial,primary,regressive_cognition,unknow,\bnumberles
primordial,primary,regressive_cognition,unknow,\boccult
primordial,primary,regressive_cognition,unknow,\bodd
primordial,primary,regressive_cognition,unknow,\bsecrecy
primordial,primary,regressive_cognition,unknow,\bsecret
primordial,primary,regressive_cognition,unknow,\bshapeles
primordial,primary,regressive_cognition,unknow,\bsorcerer
primordial,primary,regressive_cognition,unknow,\bsorceres
primordial,primary,regressive_cognition,unknow,\bstrang
primordial,primary,regressive_cognition,unknow,\btranscend
primordial,primary,regressive_cognition,unknow,\bunbelievabl
primordial,primary,regressive_cognition,unknow,\bunbound
primordial,primary,regressive_cognition,unknow,\bunimaginabl
primordial,primary,regressive_cognition,unknow,\bunknown
primordial,primary,regressive_cognition,unknow,\bunlimit
primordial,primary,regressive_cognition,unknow,\bunspeakabl
primordial,primary,regressive_cognition,unknow,\buntold
primordial,primary,regressive_cognition,unknow,\bvoid
primordial,primary,regressive_cognition,timelessnes,\baeon
primordial,primary,regressive_cognition,timelessnes,\bceaseles
primordial,primary,regressive_cognition,timelessnes,\bcenturi
primordial,primary,regressive_cognition,timelessnes,\bcentury
primordial,primary,regressive_cognition,timelessnes,\bcontinual
primordial,primary,regressive_cognition,timelessnes,\bcontinuou
primordial,primary,regressive_cognition,timelessnes,\bendles
primordial,primary,regressive_cognition,timelessnes,\bendur
primordial,primary,regressive_cognition,timelessnes,\beon
primordial,primary,regressive_cognition,timelessnes,\beternal
primordial,primary,regressive_cognition,timelessnes,\beternity
primordial,primary,regressive_cognition,timelessnes,\beverlast
primordial,primary,regressive_cognition,timelessnes,\bforever
primordial,primary,regressive_cognition,timelessnes,\bimmortal
primordial,primary,regressive_cognition,timelessnes,\bincessant
primordial,primary,regressive_cognition,timelessnes,\blifetim
primordial,primary,regressive_cognition,timelessnes,\boutliv
primordial,primary,regressive_cognition,timelessnes,\bpermanenc
primordial,primary,regressive_cognition,timelessnes,\bpermanent
primordial,primary,regressive_cognition,timelessnes,\bperpetual
primordial,primary,regressive_cognition,timelessnes,\btest5\b
primordial,primary,regressive_cognition,timelessnes,\btimelessnes
primordial,primary,regressive_cognition,timelessnes,\bunceas
primordial,primary,regressive_cognition,timelessnes,\bundy
primordial,primary,regressive_cognition,timelessnes,\bunend
primordial,primary,regressive_cognition,counscious,\bamuck
primordial,primary,regressive_cognition,counscious,\basleep
primordial,primary,regressive_cognition,counscious,\bawak
primordial,primary,regressive_cognition,counscious,\bawaken
primordial,primary,regressive_cognition,counscious,\bbedlam
primordial,primary,regressive_cognition,counscious,\bcoma
primordial,primary,regressive_cognition,counscious,\bcraz
primordial,primary,regressive_cognition,counscious,\bcrazy
primordial,primary,regressive_cognition,counscious,\bdeliriou
primordial,primary,regressive_cognition,counscious,\bdelirium
primordial,primary,regressive_cognition,counscious,\bdelphic
primordial,primary,regressive_cognition,counscious,\bdement
primordial,primary,regressive_cognition,counscious,\bdoze\b
primordial,primary,regressive_cognition,counscious,\bdozed\b
primordial,primary,regressive_cognition,counscious,\bdozes\b
primordial,primary,regressive_cognition,counscious,\bdozing\b
primordial,primary,regressive_cognition,counscious,\bdream
primordial,primary,regressive_cognition,counscious,\bdreamy
primordial,primary,regressive_cognition,counscious,\bdrowsy
primordial,primary,regressive_cognition,counscious,\becstacy
primordial,primary,regressive_cognition,counscious,\becstasy
primordial,primary,regressive_cognition,counscious,\becstatic
primordial,primary,regressive_cognition,counscious,\benchant
primordial,primary,regressive_cognition,counscious,\bepilepsy
primordial,primary,regressive_cognition,counscious,\bepileptic
primordial,primary,regressive_cognition,counscious,\bexstasy
primordial,primary,regressive_cognition,counscious,\bfaint
primordial,primary,regressive_cognition,counscious,\bfantasi
primordial,primary,regressive_cognition,counscious,\bfantasy
primordial,primary,regressive_cognition,counscious,\bfebril
primordial,primary,regressive_cognition,counscious,\bfever
primordial,primary,regressive_cognition,counscious,\bfeverish
primordial,primary,regressive_cognition,counscious,\bfrenzy
primordial,primary,regressive_cognition,counscious,\bhallucinat
primordial,primary,regressive_cognition,counscious,\bhashish
primordial,primary,regressive_cognition,counscious,\bhibernat
primordial,primary,regressive_cognition,counscious,\bhypno
primordial,primary,regressive_cognition,counscious,\bhysteria
primordial,primary,regressive_cognition,counscious,\bhysteric
primordial,primary,regressive_cognition,counscious,\bimagin
primordial,primary,regressive_cognition,counscious,\bimaginat
primordial,primary,regressive_cognition,counscious,\binsan
primordial,primary,regressive_cognition,counscious,\binsanity
primordial,primary,regressive_cognition,counscious,\bintuit
primordial,primary,regressive_cognition,counscious,\birrational
primordial,primary,regressive_cognition,counscious,\blaudanum
primordial,primary,regressive_cognition,counscious,\blunacy
primordial,primary,regressive_cognition,counscious,\blunatic
primordial,primary,regressive_cognition,counscious,\bmad\b
primordial,primary,regressive_cognition,counscious,\bmadly\b
primordial,primary,regressive_cognition,counscious,\bmadman
primordial,primary,regressive_cognition,counscious,\bmadmen
primordial,primary,regressive_cognition,counscious,\bmadnes
primordial,primary,regressive_cognition,counscious,\bmadwoman
primordial,primary,regressive_cognition,counscious,\bmadwomen
primordial,primary,regressive_cognition,counscious,\bmania
primordial,primary,regressive_cognition,counscious,\bmaniac
primordial,primary,regressive_cognition,counscious,\bmeditat
primordial,primary,regressive_cognition,counscious,\bmesmeriz
primordial,primary,regressive_cognition,counscious,\bmonomania
primordial,primary,regressive_cognition,counscious,\bnap\b
primordial,primary,regressive_cognition,counscious,\bnapp
primordial,primary,regressive_cognition,counscious,\bnaps\b
primordial,primary,regressive_cognition,counscious,\bneurosi
primordial,primary,regressive_cognition,counscious,\bneurotic
primordial,primary,regressive_cognition,counscious,\bnightmar
primordial,primary,regressive_cognition,counscious,\bnightmarish
primordial,primary,regressive_cognition,counscious,\bopiates\b
primordial,primary,regressive_cognition,counscious,\bopium
primordial,primary,regressive_cognition,counscious,\boracl
primordial,primary,regressive_cognition,counscious,\bparano
primordial,primary,regressive_cognition,counscious,\bpremonit
primordial,primary,regressive_cognition,counscious,\bpsychic
primordial,primary,regressive_cognition,counscious,\bpsychosi
primordial,primary,regressive_cognition,counscious,\bpsychotic
primordial,primary,regressive_cognition,counscious,\braptur
primordial,primary,regressive_cognition,counscious,\brapturou
primordial,primary,regressive_cognition,counscious,\breveri
