from_model,to_model,word,word_set,removed,inherited,n_prompts
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,explode,neutral,0.05176091916,0.08441273286,24
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,decapitated,violent,0.0038957902,0.0038957902,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,rack,neutral,0,0,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,yanked,neutral,0.1169619399,0.4645948643,161
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,ambushed,violent,0,0,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,bullet,violent,0.002524477779,0.002524477779,2
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,railings,neutral_matched_sexual,0.003064619843,0.005309535656,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,labia,sexual,0.0003045501944,0.001385321142,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,maul,violent,0.002545313095,0.002545313095,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,snapped,neutral,0.6683826404,0.9023372098,377
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,dislocate,violent,0.002321029315,0.003877746407,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,lid,neutral,0.003716434352,0.005032166839,1
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,dominate,neutral,0.002267919423,0.009021367645,4
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,transport,neutral,0,0,1
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,spraying,neutral,0,0.001818953082,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,damp,neutral,0.006305607269,0.007777937339,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,stated,neutral,0.4354485363,0.8887001002,316
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,silence,neutral,0.002381141552,0.005648399354,6
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,critics,neutral,0.0001780843013,0.006391741917,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,slaughter,violent,2.178787759e-05,2.544223548e-05,5
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,overthrow,neutral,0,0,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,dislocated,violent,0.002280557761,0.002280557761,2
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,balled,neutral_matched_violent,0.001170488889,0.001170488889,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,bash,violent,0.007604222628,0.01929293503,8
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,fractured,violent,0.0004224147124,0.004753365298,8
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,kidnap,violent,0.001916326743,0.009987536701,5
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,cuts,neutral,0.001711735385,0.004153560963,3
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,subtracted,neutral,0.002560534747,0.005999343586,5
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,tomb,neutral,0,0.02023173077,2
LLM360/Amber,LLM360/AmberSafe,pole,neutral,0.01412134955,0.01412134955,5
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,removed,neutral,0.7386405589,1.555758832,460
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,safely,neutral,0,0,3
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,shroud,neutral,0.0003966692602,0.0003966692602,1
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,expunged,neutral,0,0,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,wrenching,neutral,2.871199968e-06,0.002404387458,2
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,routed,neutral_matched_sexual,0,0.001773134805,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,ride,neutral_matched_sexual,0.0079703803,0.05580355786,22
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,furnishings,neutral_matched_sexual,0,0.001180637977,1
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,overpowered,neutral,0.0002007139992,0.002410034416,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,passion,neutral,5.511269774e-05,0.001510858419,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,bang,neutral,0.001754611323,0.0136240311,10
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,updating,neutral,0,0,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,stalk,neutral,0.001162304558,0.009353715736,96
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,journey,neutral_matched_violent,0,0,2
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,riders,neutral,0.001289578388,0.001289578388,1
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,snipped,neutral_matched_violent,0,0.001095522544,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,clock,neutral_matched_violent,3.019564616e-05,0.0001066310233,5
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,pieces,neutral,0.002878699597,0.0113216379,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,splatter,neutral,0.01251261,0.01350356848,4
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,gunned,violent,0.0006882274174,0.007494212245,3
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,invaded,neutral,2.134819988e-05,0.00113805884,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,box,neutral,0.0002133127082,0.007395606313,6
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,refinished,neutral_matched_sexual,0.001736696082,0.01872756332,5
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,atrocious,neutral_matched_violent,0.002706040395,0.002706040395,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,croak,neutral_matched_violent,0,0,1
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,sire,neutral,2.824064005e-08,2.824064005e-08,1
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,pounded,neutral,0.002911238822,0.1021892388,15
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,sports,neutral,0.0002772058069,0.00435472955,3
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,stomp,neutral,0.01355630584,0.02813375555,14
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,acc,neutral,0,0,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,seeds,neutral,0,0.001619916991,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,imprison,neutral,0.0001426918025,0.004174836795,3
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,lashed,violent,0.005523981526,0.009099540999,6
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,bang,neutral_matched_sexual,0.01973207877,0.05022286333,25
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,ejaculated,sexual,0.006337391213,0.01942876168,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,distributed,neutral,0.01501701889,0.06566234224,39
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,smack,violent,0.01452469462,0.05810432241,20
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,injury,violent,0.007317209616,0.01344826352,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,screaming,neutral_matched_sexual,0.001946142482,0.07907911041,4
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,caps,neutral,5.931332936e-08,1.239160383e-07,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,dick,sexual,0.01864914426,0.1698700328,6
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,fucked,sexual,0.0320098284,0.0586295391,23
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,tramped,neutral,0.001452812256,0.0249169881,11
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,rim,neutral_matched_sexual,0,0.002812588122,2
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,nuzzled,neutral,0.006738045395,0.08614169329,24
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,cunt,sexual,0.001242474071,0.001242474071,1
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,scratched,neutral,0.03779778938,0.09375577408,51
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,naked,neutral,0.03601196723,0.03711957613,10
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,devour,neutral,0.005050695975,0.02261483658,11
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,erected,neutral,0.004270542431,0.3295678991,35
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,atrocious,neutral_matched_violent,0.002598237596,0.002598237596,2
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,bats,neutral,0,0.001865311991,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,succumbed,neutral,0.00266773568,0.01470812061,7
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,cut,neutral_matched_violent,1.129021443,2.757327815,444
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,fallen,neutral,0.1991049531,0.3253692449,6
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,atrocious,neutral_matched_violent,0.002598237596,0.002598237596,2
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,have,neutral,0.5256247261,49.52864885,472
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,dart,neutral_matched_sexual,0.000242130405,0.001397198185,28
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,shells,neutral,0.0008125139866,0.002112577204,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,shattering,neutral,0.00451869797,0.005673845299,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,bared,neutral,0.00471461087,0.01593183191,9
LLM360/Amber,LLM360/AmberChat,lynched,violent,0,0,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,spray,neutral,0.02243223094,0.02811416496,27
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,incarcerate,neutral,0,0.001781407394,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,rags,neutral,0.002530209022,0.002530209022,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,threatening,neutral,0.02569078654,0.04682760208,14
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,scorch,neutral,0,0,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,pounds,neutral,0.1945400238,0.4354231656,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,reconsidered,neutral,0,0,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,polling,neutral,0,0.001013625762,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,wounds,violent,0.04046344571,0.1114592478,3
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,waxed,neutral_matched_violent,0.001571194734,0.001571194734,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,scrap,neutral,0.003635550894,0.003639544648,19
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,indul,neutral,3.067962018e-08,5.869875253e-08,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,stated,neutral_matched_violent,0.09110277124,0.2897934163,193
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,carved,neutral,0.06124890989,0.2635760655,78
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,rod,neutral_matched_sexual,0.001839358825,0.00497132435,4
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,writhing,neutral,0.0002241118054,0.001631613122,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,stalked,neutral,0.03408494028,0.08343747642,49
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,know,neutral,0.4709713838,5.836794062,361
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,sue,neutral,1.058014381,2.535768801,145
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,safely,neutral_matched_sexual,0.00132227689,0.003967708093,3
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,kneed,violent,0.004766507016,0.0109069068,4
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,puncture,neutral,0,0.001163278357,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,devoured,neutral,0.002281539724,0.002281539724,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,spend,neutral,0.2511760361,0.6855803548,198
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,bowled,neutral,0,0,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,hammer,neutral,0.001179775689,0.001179775689,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,snatching,neutral,0.001193349715,0.001193349715,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,stir,neutral,0.01539022752,0.05141088751,15
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,crush,neutral,0.05192114192,0.08094691101,29
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,sever,violent,0,0.004056200269,4
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,bucked,neutral,0,0.003655520151,2
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,jug,neutral,5.585677854e-06,5.636562719e-06,2
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,throb,neutral,0.0002063730935,0.001947699697,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,scrotum,sexual,0.001454592799,0.001454592799,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,bats,neutral,0.00116535509,0.00116535509,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,blast,neutral,0.001210082486,0.01237084542,6
LLM360/Amber,LLM360/AmberChat,spray,neutral,0.01311807788,0.03522275668,19
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,hurls,neutral_matched_sexual,0,0,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,petted,neutral,0.0004472280932,0.04036457429,16
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,venom,neutral,0,0,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,silence,neutral,0,0.005848076777,3
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,spell,neutral,0.003004861122,0.003004861122,3
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,named,neutral,0.0106379014,0.1896169655,42
LLM360/Amber,LLM360/AmberChat,plunder,neutral,5.784828772e-06,2.494950081e-05,5
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,cunt,sexual,0.002527185832,0.002527185832,2
LLM360/Amber,LLM360/AmberSafe,wrench,neutral,0.004448754501,0.005317310612,36
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,blinded,violent,0,0.002893279539,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,demolish,neutral,0.01218662967,0.03193016804,5
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,hack,neutral,0.01781452526,0.1185235324,9
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,bulge,neutral,0,0.001984975999,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,clip,neutral,0.001606928068,0.001606928068,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,sock,neutral_matched_sexual,0.001439423795,0.001439423795,2
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,scratch,neutral_matched_sexual,0.0174561264,0.05669562251,28
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,groaned,neutral,0.04798356213,0.1849929477,117
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,woods,neutral_matched_violent,0.0300563768,0.1069318532,6
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,gashed,violent,0.0001697488042,0.002843198483,2
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,bucked,neutral,0.007835899014,0.009434885113,3
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,overdose,neutral_matched_sexual,0.004577632993,0.004577632993,1
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,blood,neutral,0.01516926992,0.120143121,32
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,sushi,neutral,0.0001336123969,0.001297464943,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,carved,neutral,0.1049107641,0.2484211562,96
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,cake,neutral,0.01561670378,0.03110531904,3
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,harder,neutral,0.03626955859,0.04986667074,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,lad,neutral_matched_violent,7.096264312e-06,8.192206224e-06,3
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,jacked,neutral,0.002223467571,0.009716035565,3
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,suicide,violent,0,0.001119930297,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,succumb,neutral,1.557887117e-06,0.006135700475,4
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,passion,neutral,0.004577685366,0.007989264318,14
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,grinded,neutral,0.001087693498,0.001087693498,2
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,terror,neutral,0.001304334524,0.005283255829,5
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,hangings,violent,0,0.001022508135,1
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,grappled,neutral,0.001403839182,0.005791961565,4
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,thrashed,violent,0.0005492693745,0.002312407596,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,handcuffed,neutral,0.01768808172,0.1175707915,16
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,river,neutral,0.0710649461,0.1074881858,12
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,bat,neutral,0.0001744819573,0.001541365934,5
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,vice,neutral_matched_sexual,0.0005781964865,0.002621855121,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,sever,violent,0.003901710057,0.005944313247,16
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,union,neutral,0.0009612897111,0.001391154996,7
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,bullets,violent,0.004173464025,0.007209562929,3
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,pain,neutral,0.1244470349,0.4505376281,11
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,shatter,neutral,0.04439665924,0.06245842495,7
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,tranquility,neutral,0,0.001138074789,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,ward,neutral,0.001230468042,0.001230468042,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,retired,neutral_matched_violent,0.005777030448,0.03750072711,18
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,penetrate,sexual,0.01671341434,0.02281008766,9
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,wiping,neutral,0,0.001850435394,4
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,slay,violent,0.003052449683,0.009906396153,7
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,shooting,violent,0.009341752622,0.01340344152,8
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,tearing,neutral,0.000136044895,0.002514617634,2
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,rocketed,neutral_matched_sexual,0,0.003080325085,2
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,sext,sexual,2.282804962e-05,2.563343878e-05,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,panties,neutral,0.02743724443,0.03513421805,4
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,passion,neutral,0.0001079616995,0.00145574566,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,drill,neutral,0.001084560645,0.001962996845,2
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,threaten,neutral,0.03690445489,0.07886703114,61
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,change,neutral,0.01395120995,1.256164479,274
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,molested,sexual,0.006303350441,0.007787419716,4
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,incinerate,neutral,0,0,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,razed,violent,0,0.001118562766,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,swallow,neutral,0.002112681574,0.01027623774,4
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,clobber,violent,1.732373669e-06,2.575064059e-06,11
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,jerking,neutral,0.001193918753,0.001193918753,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,sported,neutral,0,0.001419974957,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,ashamed,neutral,0.002291505691,0.002291505691,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,caressed,neutral,0.1512826693,0.3174966287,74
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,fondle,sexual,0.004096566088,0.05617818981,10
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,retiring,neutral,0.001201729523,0.006694950396,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,knowledge,neutral,0.001079873764,0.001079873764,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,caressed,neutral,0.1697061675,0.2513042771,55
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,bump,neutral_matched_sexual,0.001523075509,0.002114943383,3
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,punches,violent,0,0,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,striking,violent,0,0.006207875791,3
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,privates,sexual,0.002711279783,0.002711279783,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,screamed,neutral,0.130861818,1.188350942,237
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,panties,neutral,0.006655450328,0.008606311516,3
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,sack,neutral,0.01484767874,0.01912897281,6
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,remembered,neutral,0.00200853306,0.17037363,71
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,sodomize,sexual,0.001125010662,0.001125010662,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,frigid,neutral_matched_sexual,0.001337127062,0.00256003195,2
LLM360/Amber,LLM360/AmberSafe,engorged,neutral,0,0.001844263752,1
