analysis,comparison,prompt,item,domain,n_words,n_lineages,n_folds,model,r2
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,names_logp,0.02573740002046432
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:aggression,-0.01223787349821226
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:deliberation,0.0061846198185878665
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:directedness,-0.009071938491754361
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:fit,-0.0077232403650555614
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:harm,-0.005462222017309948
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:hedged,-0.006724064412761299
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:interiority,0.0008274048507284082
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:makes_better,-0.008951533740488848
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:makes_worse,-0.01168368259909669
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:mundanity,-0.008007171871323715
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:superego,-0.007633528307271709
loo,v6_only,"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,20,1:vocalisation,-0.006661427741048831
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,emp_mean,0.032147813873560915
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,names12,0.03175723036187894
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,bge_pcs,0.052080880487085146
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,bge_axis,0.005019944920109043
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,logp,-0.0077630127062697785
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,names_logp,0.030696550154894475
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:aggression,-0.009096323906242043
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:deliberation,-0.009839079178634025
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:directedness,-0.007082405778785494
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:fit,0.003316825179388916
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:harm,-0.008652670458765721
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:hedged,-0.011407410263437612
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:interiority,0.005001684223677638
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:makes_better,-0.0052870619281568665
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:makes_worse,-0.014309180889638284
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:mundanity,-0.015152365779169674
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:superego,-0.01174878212113284
loo,v6_only,They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,20,1:vocalisation,-0.010446614243166286
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,emp_mean,0.005803001002125607
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,names12,-0.003080788172030058
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,bge_pcs,0.01675403291006483
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,bge_axis,-0.008373055197564927
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,logp,-0.005087673432558004
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,names_logp,-0.0014892576232090615
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:aggression,-0.003315301536528148
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:deliberation,-0.006119814959415049
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:directedness,-0.005987053288178945
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:fit,-0.008267315667239705
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:harm,-0.008234176257036152
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:hedged,-0.006119814959415049
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:interiority,-0.006119814959415049
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:makes_better,-0.004604847301567183
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:makes_worse,-0.0002516725740155934
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:mundanity,-0.000963385355178259
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:superego,-0.006119814959415049
loo,v6_only,In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,20,1:vocalisation,-0.006119814959415049
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,emp_mean,-0.03054693488987348
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,names12,-0.015943292559728928
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,bge_pcs,-0.026487942212898075
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,bge_axis,-0.0168935810959423
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,logp,0.007776717620295748
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,names_logp,-0.001259053402272281
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:aggression,-0.009069081579844873
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:deliberation,-0.011813363630617024
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:directedness,-0.007643320745564841
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:fit,-0.010435293275793844
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:harm,-0.009069081579844873
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:hedged,-0.012067315922387412
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:interiority,-0.011345283665044503
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:makes_better,-0.0073542373878745515
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:makes_worse,-0.005372455774845131
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:mundanity,-0.011617822498746211
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:superego,-0.009069081579844873
loo,v6_only,The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,20,1:vocalisation,-0.010811886796890047
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,emp_mean,-0.0045382596983130075
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,names12,0.0034370950439329695
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,bge_pcs,-0.010246083930560035
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,bge_axis,-0.01279895341516113
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,logp,0.0028006490131339268
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,names_logp,0.01640996268387962
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:aggression,-0.008005952457320609
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:deliberation,-0.008286353727084528
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:directedness,-0.008005952457320609
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:fit,-0.009518116091641993
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:harm,-0.008005952457320609
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:hedged,-0.009310675816497138
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:interiority,0.009858848353342942
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:makes_better,0.005547194983344439
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:makes_worse,-0.0023314984640727676
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:mundanity,-0.0043605560567776536
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:superego,-0.01043272004920226
loo,v6_only,She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,20,1:vocalisation,-0.008005952457320609
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,emp_mean,-0.007346971834005123
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,names12,-0.008593601038815901
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,bge_pcs,-0.01005019078076752
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,bge_axis,-0.008880153437152538
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,logp,-0.003188195377956893
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,names_logp,-0.0054413241676596336
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:aggression,-0.008137364517154078
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:deliberation,-0.007422894714917527
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:directedness,-0.008477805893969181
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:fit,-0.007724807455955496
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:harm,-0.008675208188709593
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:hedged,-0.007422894714917527
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:interiority,-0.007422894714917527
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:makes_better,-0.008886479384629276
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:makes_worse,-0.007961380604338819
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:mundanity,-0.008849184033647317
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:superego,-0.007422894714917527
loo,v6_only,The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,20,1:vocalisation,-0.008831353804293451
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,emp_mean,0.02914642210941032
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,names12,0.0008271582040634273
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,bge_pcs,-0.006817060060456459
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,bge_axis,-0.011696073714776434
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,logp,0.0016208990672120782
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,names_logp,0.0066871933623871005
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:aggression,-0.010006312518702654
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:deliberation,-0.010006312518702654
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:directedness,-0.009855925382849406
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:fit,-0.011673507977911557
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:harm,-0.004592603652738836
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:hedged,-0.010006312518702654
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:interiority,-0.008640014524923911
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:makes_better,-0.0074159453092359495
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:makes_worse,-0.0020258199677456457
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:mundanity,-0.01440932982791554
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:superego,-0.010006312518702654
loo,v6_only,"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,20,1:vocalisation,-0.008822604239395737
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,emp_mean,0.00322839255606977
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,names12,0.0010076301529948761
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,bge_pcs,0.004475819411420834
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,bge_axis,-0.01084464820343678
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,logp,-0.0021280318781706775
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,names_logp,0.006324625324972022
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:aggression,-0.009461277119481748
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:deliberation,-0.009065340067599736
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:directedness,-0.009521984068969536
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:fit,-0.007005687987421183
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:harm,-0.004681691364017304
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:hedged,-0.008712373761154524
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:interiority,-0.008880562635816602
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:makes_better,-0.010952618410505544
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:makes_worse,-0.004929506622312951
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:mundanity,-0.004754965932855848
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:superego,-0.01060680886831511
loo,v6_only,By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,21,1:vocalisation,-0.009367388054581482
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,emp_mean,-0.011924626389320458
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,names12,0.007155743046270757
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,bge_pcs,-0.005538716547970779
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,bge_axis,-0.014060941381437653
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,logp,-0.0029749577670841187
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,names_logp,0.004615134881157723
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:aggression,-0.0074999840720717525
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:deliberation,-0.0019737421768930563
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:directedness,-0.0074999840720717525
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:fit,-0.006419456873097973
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:harm,-0.0074999840720717525
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:hedged,-0.0074999840720717525
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:interiority,-0.006449935791364547
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:makes_better,0.009923563976708794
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:makes_worse,-0.010313256577174412
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:mundanity,-0.008148007896422227
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:superego,-0.0014671569504967064
loo,v6_only,He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,20,1:vocalisation,-0.006492732425599446
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,emp_mean,0.09024710332571229
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,names12,0.04611943634135807
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,bge_pcs,0.04632004667628964
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,bge_axis,-0.005033404500547567
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,logp,-0.012460207779861454
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,names_logp,0.04566311784949839
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:aggression,-0.008532381475586659
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:deliberation,-0.014749983322705607
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:directedness,0.005810040933310057
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:fit,0.009585049489685638
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:harm,-0.015535811662255483
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:hedged,-0.013880418660372706
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:interiority,-0.015885141477386178
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:makes_better,-0.0015188598267477094
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:makes_worse,-0.014957854074181043
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:mundanity,-0.004629875497926816
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:superego,-0.01580039649456899
loo,v6_only,"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,21,1:vocalisation,-0.005326484887689276
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,emp_mean,0.0795621700817638
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,names12,0.021377235868620503
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,bge_pcs,0.048931013271799606
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,bge_axis,0.02484315851792107
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,logp,-0.0038559050026611974
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,names_logp,0.027587884933141793
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:aggression,-0.006634036448075253
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:deliberation,-0.005398149940943453
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:directedness,-0.006263234717160948
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:fit,0.0030289858718417495
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:harm,-0.004590056572051804
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:hedged,-0.0053520243362348285
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:interiority,-0.0043897573942819346
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:makes_better,0.003899172916936422
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:makes_worse,0.00315159338999238
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:mundanity,-0.006033641469920914
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:superego,-0.004515543147296075
loo,v6_only,"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,20,1:vocalisation,-0.003949562123285455
loo,v6_only,When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,20,emp_mean,0.009512846609831316
loo,v6_only,When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,20,names12,-0.002786506910749331
loo,v6_only,When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,20,bge_pcs,0.00767118970849312
loo,v6_only,When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,20,bge_axis,-0.0068307176821136295
loo,v6_only,When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,20,logp,0.0025832885815029183
loo,v6_only,When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,20,names_logp,0.004722885444439107
loo,v6_only,When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,20,1:aggression,-0.006074930646527754
