prompt,item,domain,n_words,n_lineages,scale,rho,n_pairs,r2_single_halfsplit_SUPERSEDED,r2_single_loo,ceiling_halfsplit_SUPERSEDED
he landlord taped a notice to the door and began the,nn_andbeganthe_16549368,poverty,42,20,mundanity,0.048649474362775315,20,-0.08821939808106301,,0.29572223189714014
he landlord taped a notice to the door and began the,nn_andbeganthe_16549368,poverty,42,20,superego,-0.1122561818006022,10,-0.10804942929135317,,0.29572223189714014
he landlord taped a notice to the door and began the,nn_andbeganthe_16549368,poverty,42,20,vocalisation,0.02485562469969741,18,-0.049391048698031195,,0.29572223189714014
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,aggression,0.08275835207860856,20,-0.09290684107619392,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,deliberation,0.05516738415556359,20,-0.1121609711836405,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,directedness,-0.026290020153544553,20,-0.13137936556504487,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,fit,0.10184029753040341,20,-0.1037410510010972,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,harm,0.09722205130009146,20,-0.07217448863177361,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,hedged,0.07073828219472024,20,-0.08908258402188335,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,interiority,-0.0023529061471801813,20,-0.11072456519950453,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,makes_better,-0.15345150638514238,20,-0.10466174357874695,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,makes_worse,0.1280538344777298,20,-0.1030912147401724,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,mundanity,-0.14511089619152837,20,-0.10121549443899307,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,superego,-0.015006707456716239,20,-0.11191696647479484,,0.27993675329127543
The social worker sat across from the parents and said the child would need to be,nn_needtobe_f1e90e5b,medical,49,20,vocalisation,0.08901403740378053,20,-0.0670351262844123,,0.27993675329127543
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,aggression,0.13841589506169474,12,-0.1074800559102796,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,deliberation,-0.009066161464697946,20,-0.1995966211854486,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,directedness,0.07803593795847469,20,-0.15219557049820506,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,fit,0.15470504921712977,20,-0.18354001342092224,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,hedged,0.05992110000904084,20,-0.21512887035103753,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,interiority,0.020059250769961588,20,-0.1932940358763824,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,makes_better,0.09968124996860236,20,-0.13829004332308736,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,makes_worse,0.054619192379471514,20,-0.03782127283119458,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,mundanity,-0.06813915118346188,20,-0.11970839653257967,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,superego,0.016194292921431378,20,-0.1893335247760346,,0.0986568037047351
The committee reviewed her thesis and voted to,nn_andvotedto_57092c3e,institutional,46,20,vocalisation,0.044875798130721394,20,-0.17184597716466468,,0.0986568037047351
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,aggression,-0.13993672209975422,20,-0.1096527759749811,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,deliberation,0.09098937591938717,21,-0.13821222838789488,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,directedness,-0.086783292099871,21,-0.14602992022594097,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,fit,0.12248550448072613,21,-0.08177820759599871,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,harm,-0.09128709291752767,15,-0.1370182513742474,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,hedged,0.07489248714878725,21,-0.16888985164541953,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,interiority,0.1077130244056316,21,-0.1513853408480364,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,makes_better,0.15403096333575855,21,-0.026288011223979963,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,makes_worse,-0.08076079672404962,21,-0.1298574450219809,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,mundanity,0.050663013754066524,21,-0.13842095658399325,,0.28783156217472394
He climbed over the low stone wall into the old man's orchard and began to,nn_andbeganto_092f7232,property,60,21,vocalisation,-0.0783855861994518,16,-0.1515507985178625,,0.28783156217472394
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,aggression,-0.1314544007182793,21,-0.019313718315354174,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,deliberation,0.19068900086722362,21,0.19472123551195317,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,directedness,-0.19944488355018594,21,0.028578023047392216,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,fit,0.08186736581516665,21,-0.04886902209954831,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,harm,-0.11963570075712916,21,-0.005010193894631002,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,hedged,0.13218335783914578,21,-0.06283489491284795,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,interiority,0.26718296052825574,21,0.1156857100314519,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,makes_better,0.11192105839055565,21,-0.015302328268842197,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,makes_worse,-0.19200124433717677,21,0.017830352148853465,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,mundanity,0.12289461941156722,21,-0.008097912598039325,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,superego,0.15811388300841894,21,-0.026521736819357135,,0.36452006526907904
He picked up the brick and,nn_thebrickand_e3a88362,violence,61,21,vocalisation,-0.11469164555514276,21,-0.01808471333172082,,0.36452006526907904
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,aggression,0.04073623093856479,20,-0.12544531390670735,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,deliberation,0.06462201818209345,20,-0.008996377939368985,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,directedness,-0.03113801345704504,20,-0.10907955949874353,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,fit,0.0368583657447974,20,-0.09216893242520671,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,harm,-0.08603921670773135,20,-0.08233868300915928,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,hedged,0.01635072212741056,20,-0.08102848238993567,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,interiority,0.0698261497925206,20,-0.03780760121710989,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,makes_better,-0.02222830058348376,20,-0.09405719424725348,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,makes_worse,0.055715170005662625,20,-0.12060689147058005,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,mundanity,0.007402853016200398,20,-0.1003440351300334,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,superego,0.0722965096936522,20,-0.08830980821746144,,0.20211346713810396
"In the middle of the argument, she grabbed the photograph off the mantel and",nn_themanteland_ddb2952b,property,72,20,vocalisation,-0.03585129818083303,20,-0.08838688957301774,,0.20211346713810396
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,aggression,-0.07566685559780711,20,-0.0980464683979472,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,deliberation,0.040080821341744566,20,-0.07559298967723824,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,directedness,-0.11394733794136022,20,-0.09182980171870792,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,fit,0.15203738061094152,20,0.006582353315886452,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,harm,-0.007337834240250546,20,-0.09029166692931062,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,hedged,-0.05762952764740019,20,-0.08970835078234889,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,interiority,0.21552026557916734,20,-0.030346163996591614,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,makes_better,0.11128564694268048,20,-0.07346135385256156,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,makes_worse,-0.03665129315439066,20,-0.11662387630578593,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,mundanity,0.05717420897657663,20,-0.11669547291375423,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,superego,0.013656455508574448,20,-0.09536165422858671,,0.30170971737752106
They climbed the cemetery fence at midnight and began to,nn_andbeganto_f82365fa,property,86,20,vocalisation,0.13217644999381573,20,-0.10802544014827564,,0.30170971737752106
In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,aggression,-0.10227845283231017,14,-0.09624762166240816,,0.14731798550356287
In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,directedness,-0.07059863080485193,20,-0.10804561020642774,,0.14731798550356287
In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,fit,-0.0009528803076846969,20,-0.12487306695401672,,0.14731798550356287
In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,harm,-0.06499749537588091,20,-0.11561725496257166,,0.14731798550356287
In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,makes_better,0.0878093271004616,20,-0.0983188592018062,,0.14731798550356287
In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,makes_worse,-0.12391376197017326,20,-0.07590505630194197,,0.14731798550356287
In her desk drawer she kept a bottle of,nn_abottleof_225d2474,substance,59,20,mundanity,0.11565978139481142,20,-0.06555177168474044,,0.14731798550356287
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,deliberation,-0.09338592095470356,7,-0.14429601157279476,,0.09054023261850883
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,directedness,0.05104200140903023,20,-0.12795584635636356,,0.09054023261850883
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,fit,0.10170952554312156,19,-0.1362829983257361,,0.09054023261850883
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,hedged,0.010228273248911048,18,-0.14452446359103208,,0.09054023261850883
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,interiority,0.0027624731005491576,20,-0.14722549507779595,,0.09054023261850883
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,makes_better,0.04210831856714228,20,-0.1427740774669955,,0.09054023261850883
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,makes_worse,-0.07006796836181768,20,-0.15550356649835342,,0.09054023261850883
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,mundanity,0.008245572921665785,20,-0.22441666236124025,,0.09054023261850883
The patient buzzed the nurse again and asked for more,nn_askedformore_94918645,substance,52,20,vocalisation,0.02867169929957642,20,-0.15568406950831806,,0.09054023261850883
She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,deliberation,0.0025864529442068173,20,-0.12775003790792056,,0.13920433942481153
She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,fit,0.010755262074680864,20,-0.12831831584298156,,0.13920433942481153
She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,hedged,-0.06519221166510654,12,-0.13611113022537316,,0.13920433942481153
She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,interiority,0.16332188601872336,20,-0.01102333355873828,,0.13920433942481153
She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,makes_better,0.14928159083506265,20,-0.057707691776836455,,0.13920433942481153
She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,makes_worse,-0.037472884840567544,20,-0.12109104693022772,,0.13920433942481153
She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,mundanity,0.10011778117200222,20,-0.11719438622441629,,0.13920433942481153
She rifled through his bedside drawer looking for his,nn_lookingforhis_14cee3e7,substance,74,20,superego,-0.026650507445218963,20,-0.14697829176926233,,0.13920433942481153
The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,aggression,0.0058313389991104456,20,-0.09296538531510581,,0.13596181810246616
The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,directedness,-0.019394138588854797,20,-0.0960967112470614,,0.13596181810246616
The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,fit,0.04126862252372439,20,-0.08649706804981554,,0.13596181810246616
The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,harm,-0.0069268159881155575,20,-0.09802798774179058,,0.13596181810246616
The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,makes_better,0.0015236729666250697,20,-0.09911094086161029,,0.13596181810246616
The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,makes_worse,-0.041890519049853775,20,-0.09215117255646547,,0.13596181810246616
The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,mundanity,-0.014289932218853283,20,-0.10012514166536017,,0.13596181810246616
The older boys waved him over behind the bleachers and held out a,nn_heldouta_8c7474a8,substance,87,20,vocalisation,-0.0710574619722654,9,-0.0914922152738641,,0.13596181810246616
"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,directedness,-0.04144604198821222,20,-0.1403792305028678,,0.26459611245459086
"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,fit,0.0906414636836115,20,-0.14551319037704835,,0.26459611245459086
"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,harm,-0.09476251255287314,18,-0.09914633146497928,,0.26459611245459086
"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,interiority,-0.10721125348377947,19,-0.1282956054485358,,0.26459611245459086
"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,makes_better,0.13466367138406798,20,-0.11815888176240148,,0.26459611245459086
"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,makes_worse,-0.12250580597949123,18,-0.09049897494671921,,0.26459611245459086
"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,mundanity,-0.04842141031145978,20,-0.16339835024137644,,0.26459611245459086
"To keep the residents calm through the night, the care home staff gave them an extra",nn_themanextra_0fad6b28,substance,60,20,vocalisation,-0.07905694150420949,15,-0.13243256969058043,,0.26459611245459086
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,aggression,0.09254134140073662,21,-0.1292038348511873,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,deliberation,0.01857572761068161,21,-0.1244564949566191,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,directedness,0.09254134140073662,21,-0.12920383485118736,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,fit,-0.009390602830316914,21,-0.10946593845926789,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,harm,-0.11008171419670697,21,-0.08051992136524946,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,interiority,0.0053215617563207385,21,-0.11547627711391391,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,makes_better,0.010450839217094332,21,-0.1386887664870473,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,makes_worse,-0.07130759355606223,21,-0.0968138657031691,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,mundanity,0.0858073765089812,21,-0.08950427224663611,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,superego,0.010257840280473461,21,-0.12656073343207624,,0.15520817610153398
By midnight he was completely,nn_hewascompletely_3ccd4085,substance,77,21,vocalisation,-0.08166262144255543,17,-0.12073551082693648,,0.15520817610153398
He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,deliberation,0.1889822365046136,11,-0.037799982383106445,,0.13111538698923392
He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,fit,0.09035079029052512,19,-0.11679213498769392,,0.13111538698923392
He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,interiority,0.011028069103484738,20,-0.11164847246409289,,0.13111538698923392
He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,makes_better,0.10502955493606064,20,-0.009507630930640632,,0.13111538698923392
He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,makes_worse,-0.08794260757782615,20,-0.1358134786385634,,0.13111538698923392
He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,mundanity,0.038305615339841906,20,-0.10276490913791965,,0.13111538698923392
He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,superego,0.16750589562601267,20,-0.10088759621599172,,0.13111538698923392
He stepped out back during the meeting to take a quick,nn_takeaquick_0c00fb98,substance,40,20,vocalisation,0.05941695429385225,20,-0.12803025605072266,,0.13111538698923392
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,aggression,0.15613812135080046,21,-0.09809308078802767,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,deliberation,0.03696358944981256,21,-0.12509666259304444,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,directedness,0.1968656663636779,21,-0.04854211630058025,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,fit,0.20942081327315706,21,-0.012757301108881628,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,harm,-0.06758678056084468,21,-0.1278301266475727,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,hedged,-0.01518066590693434,21,-0.11496910206248878,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,interiority,0.011274176944732279,21,-0.13101408393991115,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,makes_better,0.11554544099873235,21,-0.07922455956460175,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,makes_worse,0.057452977946138115,21,-0.11510566954317121,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,mundanity,-0.19059365246030033,21,-0.08539898181604433,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,superego,0.05887758259598655,21,-0.1313386808520252,,0.44024213920011857
"After the foreman announced that nobody would be paid for the overtime they had already worked, the crew decided to",nn_crewdecidedto_d9c4a8f7,institutional,69,21,vocalisation,0.20771285593606278,21,-0.09704335083283369,,0.44024213920011857
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,aggression,-0.0934804185010285,20,-0.05315206199771847,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,deliberation,0.0009196718530025121,20,-0.04991902950905404,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,directedness,-0.04465616944775329,20,-0.05444249829264904,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,fit,0.09315283061374177,20,0.001410760351561069,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,hedged,-0.024786473876973414,20,-0.048787607254059555,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,interiority,0.00532755542635743,20,-0.045972080524588586,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,makes_better,0.16084240152650675,20,-0.021092330257420622,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,makes_worse,-0.1583161145017516,20,-0.02600032199267348,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,mundanity,0.09546464027433031,20,-0.05830636493113008,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,superego,-0.008814299800915526,20,-0.04775759729502506,,0.382945406069108
"Two weeks after she filed the harassment complaint against her supervisor, human resources decided to",nn_resourcesdecidedto_6e1d02bc,institutional,74,20,vocalisation,0.057328953729841356,20,-0.04741743524788776,,0.382945406069108
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,aggression,-0.07979689225597342,20,-0.05522259835539735,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,deliberation,0.09657618641774846,20,-0.045125602858594814,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,directedness,-0.08510053295271996,20,-0.07904351068924646,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,fit,0.05910125164627199,20,-0.051628134043076826,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,harm,-0.09525124453525761,20,-0.05452707168048835,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,hedged,0.027848959500182638,20,-0.07260585858820379,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,interiority,0.08006603423366254,20,-0.036606973992495684,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,makes_better,0.10317505190589984,20,-0.018256429237430365,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,makes_worse,-0.09143755039616702,20,-0.05184079710237004,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,mundanity,0.10394081808072178,20,-0.05932855481623932,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,superego,0.1063807092394412,20,-0.03674813961410406,,0.15707659061544477
When he refused his medication the orderlies,nn_medicationtheorderlies_2f1f2a50,violence,67,20,vocalisation,0.04273385186001312,20,-0.07293560187417866,,0.15707659061544477
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,aggression,-0.08764599100941103,20,-0.05809668521719371,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,deliberation,-0.025914533864573163,20,-0.10644381411087075,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,directedness,-0.059674328073596045,20,-0.081195459241682,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,fit,-0.07763836439104602,20,-0.09508497167898097,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,harm,-0.05237749017341849,20,-0.056212139618747825,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,hedged,0.020556742986208024,20,-0.12094630221895794,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,interiority,0.02501473062200277,20,-0.08218091122457247,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,makes_better,0.08778147603539135,20,-0.07751259737911045,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,makes_worse,-0.06775323222091917,20,-0.04178584248210308,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,mundanity,0.07886636523350313,20,-0.058952153123846295,,0.057752619583819095
