scene,prompt,word,n_rise,n_fall,net,n_carriers,median_delta_pp,mean_delta_pp,net_mass,scale,out,n_lineages
tookoff,She slowly took off her,jewel,0,4,-4,4,-0.00667,-0.00585,-0.00023,B,,50
tookoff,She slowly took off her,overco,2,6,-4,8,-0.00000,-0.00000,-0.00000,B,,50
tookoff,She slowly took off her,stocking,0,4,-4,4,-0.08592,-0.07878,-0.00315,B,,50
tookoff,She slowly took off her,legg,0,4,-4,4,-0.00001,-0.00002,-0.00000,B,,50
tookoff,She slowly took off her,cor,1,5,-4,6,-0.00003,-0.00005,-0.00000,B,,50
tookoff,She slowly took off her,den,0,4,-4,4,-0.00008,-0.00011,-0.00000,B,,50
tookoff,She slowly took off her,park,2,6,-4,8,-0.00010,-0.00021,-0.00002,B,,50
tookoff,She slowly took off her,tun,1,5,-4,6,-0.00001,-0.00001,-0.00000,B,,50
tookoff,She slowly took off her,lipstick,3,7,-4,10,-0.08188,-0.05478,-0.00548,B,,50
tookoff,She slowly took off her,blaz,0,4,-4,4,-0.00001,-0.00002,-0.00000,B,,50
tookoff,She slowly took off her,headgear,0,4,-4,4,-0.09791,-0.09843,-0.00394,B,,50
tookoff,She slowly took off her,lip,1,5,-4,6,-0.00295,-0.01240,-0.00074,B,,50
tookoff,She slowly took off her,rainco,1,5,-4,6,-0.00001,-0.00002,-0.00000,B,,50
tookoff,She slowly took off her,earphones,0,4,-4,4,-0.07261,-0.06552,-0.00262,B,,50
tookoff,She slowly took off her,jew,0,4,-4,4,-0.00006,-0.00009,-0.00000,B,,50
tookoff,She slowly took off her,kimon,0,4,-4,4,-0.00002,-0.00002,-0.00000,B,,50
tookoff,She slowly took off her,boot,4,9,-5,13,-0.01904,-0.01083,-0.00141,B,,50
tookoff,She slowly took off her,cardigan,13,18,-5,31,-0.01236,+0.03799,+0.01178,B,-48.5,50
tookoff,She slowly took off her,helmet,21,26,-5,47,-0.08199,+0.26984,+0.12683,B,-30.0,50
tookoff,She slowly took off her,kn,10,15,-5,25,-0.00002,+0.00068,+0.00017,B,,50
tookoff,She slowly took off her,make-up,2,7,-5,9,-0.07137,-0.04130,-0.00372,B,,50
tookoff,She slowly took off her,tie,3,8,-5,11,-0.03454,+0.00134,+0.00015,B,-40.0,50
tookoff,She slowly took off her,warm,7,12,-5,19,-0.02115,-0.02544,-0.00483,B,,50
tookoff,She slowly took off her,bel,0,5,-5,5,-0.00007,-0.00057,-0.00003,B,,50
tookoff,She slowly took off her,earr,1,6,-5,7,-0.00001,-0.00001,-0.00000,B,,50
tookoff,She slowly took off her,knickers,3,8,-5,11,-0.09868,-0.07505,-0.00826,B,,50
tookoff,She slowly took off her,sho,0,5,-5,5,-0.00023,-0.00535,-0.00027,B,,50
tookoff,She slowly took off her,sk,2,7,-5,9,-0.00018,-0.00193,-0.00017,B,,50
tookoff,She slowly took off her,r,0,5,-5,5,-0.00035,-0.00051,-0.00003,B,,50
tookoff,She slowly took off her,rainc,1,6,-5,7,-0.00000,-0.00001,-0.00000,B,,50
tookoff,She slowly took off her,tunic,5,10,-5,15,-0.03111,-0.01949,-0.00292,B,-61.0,50
tookoff,She slowly took off her,sweatsh,0,5,-5,5,-0.00000,-0.00003,-0.00000,B,,50
tookoff,She slowly took off her,brace,1,6,-5,7,-0.00542,-0.01015,-0.00071,B,,50
tookoff,She slowly took off her,overs,0,5,-5,5,-0.00004,-0.00056,-0.00003,B,,50
tookoff,She slowly took off her,rob,0,5,-5,5,-0.00028,-0.00070,-0.00004,B,,50
tookoff,She slowly took off her,T-shirt,2,8,-6,10,-0.10642,-0.07761,-0.00776,B,-80.0,50
tookoff,She slowly took off her,armor,10,16,-6,26,-0.06294,+0.30603,+0.07957,B,-30.0,50
tookoff,She slowly took off her,bracelet,4,10,-6,14,-0.03544,-0.05460,-0.00764,B,,50
tookoff,She slowly took off her,pantyh,1,7,-6,8,-0.00001,-0.00010,-0.00001,B,,50
tookoff,She slowly took off her,ski,2,8,-6,10,-0.01729,-0.02868,-0.00287,B,,50
tookoff,She slowly took off her,wedding,22,28,-6,50,-0.01854,+0.06146,+0.03073,B,,50
tookoff,She slowly took off her,glass,2,8,-6,10,-0.01776,-0.02384,-0.00238,B,,50
tookoff,She slowly took off her,pajam,1,7,-6,8,-0.00001,-0.00002,-0.00000,B,,50
tookoff,She slowly took off her,swim,1,7,-6,8,-0.01537,-0.01581,-0.00126,B,,50
tookoff,She slowly took off her,tr,0,6,-6,6,-0.00009,-0.00048,-0.00003,B,,50
tookoff,She slowly took off her,trous,0,6,-6,6,-0.00011,-0.00027,-0.00002,B,,50
tookoff,She slowly took off her,gar,2,8,-6,10,-0.00004,-0.00024,-0.00002,B,,50
tookoff,She slowly took off her,headband,5,11,-6,16,-0.07403,-0.04346,-0.00695,B,,50
tookoff,She slowly took off her,kim,3,9,-6,12,-0.00000,-0.00002,-0.00000,B,,50
tookoff,She slowly took off her,kimono,6,12,-6,18,-0.05664,-0.01576,-0.00284,B,,50
tookoff,She slowly took off her,ey,5,11,-6,16,-0.00001,-0.00019,-0.00003,B,,50
tookoff,She slowly took off her,sun,2,8,-6,10,-0.01729,-0.02228,-0.00223,B,,50
tookoff,She slowly took off her,bl,15,22,-7,37,-0.00002,+0.00002,+0.00001,B,,50
tookoff,She slowly took off her,hoodie,15,22,-7,37,-0.02176,-0.03998,-0.01479,B,-57.5,50
tookoff,She slowly took off her,old,11,18,-7,29,-0.03059,-0.02563,-0.00743,B,,50
tookoff,She slowly took off her,short,7,14,-7,21,-0.07187,-0.03904,-0.00820,B,,50
tookoff,She slowly took off her,slippers,17,24,-7,41,-0.02899,-0.05510,-0.02259,B,,50
tookoff,She slowly took off her,suit,20,27,-7,47,-0.05159,-0.00835,-0.00392,B,-47.5,50
tookoff,She slowly took off her,tight,14,21,-7,35,-0.05090,+0.01322,+0.00463,B,,50
tookoff,She slowly took off her,yellow,13,20,-7,33,-0.01649,-0.01136,-0.00375,B,,50
tookoff,She slowly took off her,f,0,7,-7,7,-0.00080,-0.00086,-0.00006,B,,50
tookoff,She slowly took off her,glo,1,8,-7,9,-0.00003,-0.00019,-0.00002,B,,50
tookoff,She slowly took off her,je,0,7,-7,7,-0.00015,-0.00199,-0.00014,B,,50
tookoff,She slowly took off her,neck,2,9,-7,11,-0.00475,-0.00716,-0.00079,B,,50
tookoff,She slowly took off her,so,1,8,-7,9,-0.00096,-0.00184,-0.00017,B,,50
tookoff,She slowly took off her,jumper,3,10,-7,13,-0.06271,-0.06111,-0.00794,B,,50
tookoff,She slowly took off her,ra,0,7,-7,7,-0.00007,-0.00009,-0.00001,B,,50
tookoff,She slowly took off her,wrap,0,7,-7,7,-0.07733,-0.08014,-0.00561,B,,50
tookoff,She slowly took off her,clothes,21,29,-8,50,-0.54881,+0.07594,+0.03797,B,-55.0,50
tookoff,She slowly took off her,earrings,18,26,-8,44,-0.03366,-0.02424,-0.01067,B,-46.5,50
tookoff,She slowly took off her,gold,7,15,-8,22,-0.03640,-0.03140,-0.00691,B,,50
tookoff,She slowly took off her,mask,21,29,-8,50,-0.08541,+0.05564,+0.02782,B,-47.5,50
tookoff,She slowly took off her,watch,16,24,-8,40,-0.01899,+0.00184,+0.00074,B,-47.5,50
tookoff,She slowly took off her,b,8,16,-8,24,-0.00015,-0.00039,-0.00009,B,,50
tookoff,She slowly took off her,he,2,10,-8,12,-0.00094,-0.00150,-0.00018,B,,50
tookoff,She slowly took off her,hel,0,8,-8,8,-0.00006,-0.00063,-0.00005,B,,50
tookoff,She slowly took off her,k,3,11,-8,14,-0.00005,-0.00010,-0.00001,B,,50
tookoff,She slowly took off her,panty,1,9,-8,10,-0.10448,-0.12549,-0.01255,B,,50
tookoff,She slowly took off her,pur,0,8,-8,8,-0.00003,-0.00017,-0.00001,B,,50
tookoff,She slowly took off her,st,2,10,-8,12,-0.00008,-0.00021,-0.00002,B,,50
tookoff,She slowly took off her,dressing,6,14,-8,20,-0.02644,-0.00123,-0.00025,B,,50
tookoff,She slowly took off her,little,3,11,-8,14,-0.05993,-0.04349,-0.00609,B,,50
tookoff,She slowly took off her,ve,2,10,-8,12,-0.00002,-0.00018,-0.00002,B,,50
tookoff,She slowly took off her,pa,1,9,-8,10,-0.00011,-0.00011,-0.00001,B,,50
tookoff,She slowly took off her,new,2,10,-8,12,-0.03751,-0.04484,-0.00538,B,,50
tookoff,She slowly took off her,headscarf,10,19,-9,29,-0.01827,-0.04800,-0.01392,B,-45.0,50
tookoff,She slowly took off her,hij,5,14,-9,19,-0.00001,+0.00119,+0.00023,B,,50
tookoff,She slowly took off her,raincoat,10,19,-9,29,-0.01345,-0.01522,-0.00441,B,,50
tookoff,She slowly took off her,rubber,2,11,-9,13,-0.04741,-0.04367,-0.00568,B,,50
tookoff,She slowly took off her,shawl,12,21,-9,33,-0.02814,-0.04453,-0.01469,B,-34.0,50
tookoff,She slowly took off her,thin,5,14,-9,19,-0.04436,-0.04135,-0.00786,B,,50
tookoff,She slowly took off her,tights,5,14,-9,19,-0.09606,-0.05139,-0.00976,B,,50
tookoff,She slowly took off her,le,1,10,-9,11,-0.00005,-0.00060,-0.00007,B,,50
tookoff,She slowly took off her,p,5,14,-9,19,-0.00039,-0.00078,-0.00015,B,,50
tookoff,She slowly took off her,ro,2,11,-9,13,-0.00005,-0.00024,-0.00003,B,,50
tookoff,She slowly took off her,s,9,18,-9,27,-0.00028,-0.00222,-0.00060,B,,50
tookoff,She slowly took off her,sunglass,0,9,-9,9,-0.00126,-0.00395,-0.00036,B,,50
tookoff,She slowly took off her,swe,3,12,-9,15,-0.00001,-0.00008,-0.00001,B,,50
tookoff,She slowly took off her,costume,7,16,-9,23,-0.03520,-0.02932,-0.00674,B,,50
tookoff,She slowly took off her,leggings,2,11,-9,13,-0.09494,-0.05970,-0.00776,B,,50
tookoff,She slowly took off her,band,2,11,-9,13,-0.00492,-0.00403,-0.00052,B,,50
tookoff,She slowly took off her,beautiful,1,11,-10,12,-0.05902,-0.04789,-0.00575,B,,50
tookoff,She slowly took off her,cape,7,17,-10,24,-0.02277,-0.02687,-0.00645,B,,50
tookoff,She slowly took off her,glove,18,28,-10,46,-0.04792,+0.03110,+0.01430,B,-46.5,50
tookoff,She slowly took off her,hat,20,30,-10,50,-0.08232,+0.18568,+0.09284,B,-32.5,50
tookoff,She slowly took off her,heavy,17,27,-10,44,-0.03163,-0.07571,-0.03331,B,,50
tookoff,She slowly took off her,leather,20,30,-10,50,-0.02225,+0.00562,+0.00281,B,,50
tookoff,She slowly took off her,shirt,20,30,-10,50,-0.54765,+0.94614,+0.47307,B,-76.0,50
tookoff,She slowly took off her,back,0,10,-10,10,-0.00858,-0.01431,-0.00143,B,,50
tookoff,She slowly took off her,d,2,12,-10,14,-0.00057,-0.00040,-0.00006,B,,50
tookoff,She slowly took off her,gogg,1,11,-10,12,-0.00001,-0.00048,-0.00006,B,,50
tookoff,She slowly took off her,w,5,15,-10,20,-0.00007,-0.00007,-0.00001,B,,50
tookoff,She slowly took off her,outer,17,28,-11,45,-0.04040,+0.17259,+0.07767,B,,50
tookoff,She slowly took off her,paj,8,19,-11,27,-0.00000,-0.00006,-0.00002,B,,50
tookoff,She slowly took off her,socks,19,30,-11,49,-0.05053,+0.02163,+0.01060,B,-55.0,50
tookoff,She slowly took off her,arm,3,14,-11,17,-0.02170,-0.03197,-0.00543,B,,50
tookoff,She slowly took off her,goggles,8,19,-11,27,-0.03879,-0.02058,-0.00556,B,-37.5,50
tookoff,She slowly took off her,ap,0,11,-11,11,-0.00003,-0.00004,-0.00000,B,,50
tookoff,She slowly took off her,hood,16,28,-12,44,-0.05466,-0.05699,-0.02507,B,-32.5,50
tookoff,She slowly took off her,light,7,19,-12,26,-0.04229,-0.04047,-0.01052,B,,50
tookoff,She slowly took off her,overcoat,10,22,-12,32,-0.06911,-0.08885,-0.02843,B,-28.5,50
tookoff,She slowly took off her,scarf,19,31,-12,50,-0.10868,+0.07401,+0.03700,B,-46.5,50
tookoff,She slowly took off her,towel,3,15,-12,18,-0.07798,-0.07178,-0.01292,B,,50
tookoff,She slowly took off her,c,4,16,-12,20,-0.00017,-0.00023,-0.00005,B,,50
tookoff,She slowly took off her,clo,4,16,-12,20,-0.00003,+0.00004,+0.00001,B,,50
tookoff,She slowly took off her,apron,17,30,-13,47,-0.04246,+0.07327,+0.03444,B,-35.0,50
tookoff,She slowly took off her,school,9,22,-13,31,-0.05579,-0.01366,-0.00424,B,,50
tookoff,She slowly took off her,tank,8,21,-13,29,-0.07108,-0.03782,-0.01097,B,,50
tookoff,She slowly took off her,thick,15,28,-13,43,-0.02738,-0.04632,-0.01992,B,,50
tookoff,She slowly took off her,work,10,23,-13,33,-0.03204,-0.00176,-0.00058,B,,50
tookoff,She slowly took off her,sli,3,16,-13,19,-0.00001,-0.00027,-0.00005,B,,50
tookoff,She slowly took off her,other,2,15,-13,17,-0.06321,-0.04715,-0.00802,B,,50
tookoff,She slowly took off her,eye,2,15,-13,17,-0.05549,-0.05648,-0.00960,B,,50
tookoff,She slowly took off her,card,6,20,-14,26,-0.00034,-0.00015,-0.00004,B,,50
tookoff,She slowly took off her,dress,18,32,-14,50,-0.55023,-0.39965,-0.19983,B,-66.5,50
tookoff,She slowly took off her,heels,17,31,-14,48,-0.07685,-0.04253,-0.02041,B,-29.0,50
tookoff,She slowly took off her,wet,17,31,-14,48,-0.06312,+0.02922,+0.01403,B,,50
tookoff,She slowly took off her,wool,1,15,-14,16,-0.02490,-0.03596,-0.00575,B,,50
tookoff,She slowly took off her,bik,2,16,-14,18,-0.00001,-0.00010,-0.00002,B,,50
tookoff,She slowly took off her,sung,3,17,-14,20,-0.00002,-0.00009,-0.00002,B,,50
tookoff,She slowly took off her,blindfold,13,28,-15,41,-0.03076,+0.03439,+0.01410,B,-47.5,50
tookoff,She slowly took off her,blouse,17,32,-15,49,-0.24115,-0.04171,-0.02044,B,-72.5,50
tookoff,She slowly took off her,fur,8,23,-15,31,-0.04062,-0.03932,-0.01219,B,,50
tookoff,She slowly took off her,nightg,10,25,-15,35,-0.00000,-0.00016,-0.00006,B,,50
tookoff,She slowly took off her,sandals,17,32,-15,49,-0.03198,+0.03012,+0.01476,B,-29.0,50
tookoff,She slowly took off her,shaw,1,16,-15,17,-0.00005,-0.00038,-0.00006,B,,50
tookoff,She slowly took off her,right,6,21,-15,27,-0.03290,-0.00356,-0.00096,B,,50
tookoff,She slowly took off her,apr,6,22,-16,28,-0.00002,-0.00016,-0.00004,B,,50
tookoff,She slowly took off her,cover,4,20,-16,24,-0.03312,-0.04482,-0.01076,B,,50
tookoff,She slowly took off her,makeup,16,32,-16,48,-0.07018,-0.05903,-0.02833,B,-80.0,50
tookoff,She slowly took off her,robe,17,33,-16,50,-0.37352,-0.17492,-0.08746,B,-47.5,50
tookoff,She slowly took off her,robes,4,20,-16,24,-0.08272,-0.12266,-0.02944,B,,50
tookoff,She slowly took off her,sweater,17,33,-16,50,-0.20675,-0.17044,-0.08522,B,-56.0,50
tookoff,She slowly took off her,vest,12,28,-16,40,-0.04156,-0.03958,-0.01583,B,-58.0,50
tookoff,She slowly took off her,wig,14,30,-16,44,-0.04210,-0.01860,-0.00818,B,-46.5,50
tookoff,She slowly took off her,winter,8,24,-16,32,-0.05527,-0.04712,-0.01508,B,,50
tookoff,She slowly took off her,dark,16,33,-17,49,-0.04111,-0.02044,-0.01001,B,,50
tookoff,She slowly took off her,rain,5,22,-17,27,-0.01511,-0.01744,-0.00471,B,,50
tookoff,She slowly took off her,shorts,10,27,-17,37,-0.08547,-0.07739,-0.02864,B,-69.0,50
tookoff,She slowly took off her,t,15,32,-17,47,-0.00766,-0.03231,-0.01518,B,,50
tookoff,She slowly took off her,veil,15,32,-17,47,-0.08049,-0.06493,-0.03052,B,-35.0,50
tookoff,She slowly took off her,bathrobe,4,22,-18,26,-0.07671,-0.06118,-0.01591,B,,50
tookoff,She slowly took off her,pajamas,7,25,-18,32,-0.06111,-0.04788,-0.01532,B,,50
tookoff,She slowly took off her,seat,9,27,-18,36,-0.02490,+0.00402,+0.00145,B,,50
tookoff,She slowly took off her,sweatshirt,11,29,-18,40,-0.09566,-0.04963,-0.01985,B,-57.5,50
tookoff,She slowly took off her,top,16,34,-18,50,-0.22826,-0.15001,-0.07500,B,-72.5,50
tookoff,She slowly took off her,clothing,15,34,-19,49,-0.16919,-0.14406,-0.07059,B,-55.0,50
tookoff,She slowly took off her,face,5,24,-19,29,-0.07291,-0.09678,-0.02807,B,,50
tookoff,She slowly took off her,nightgown,11,30,-19,41,-0.05794,-0.04818,-0.01975,B,-77.5,50
tookoff,She slowly took off her,uniform,14,33,-19,47,-0.07142,-0.04126,-0.01939,B,-57.5,50
tookoff,She slowly took off her,bag,5,24,-19,29,-0.06168,-0.06012,-0.01743,B,,50
tookoff,She slowly took off her,bikini,7,27,-20,34,-0.12282,-0.08835,-0.03004,B,-86.0,50
tookoff,She slowly took off her,ear,6,26,-20,32,-0.01800,-0.01907,-0.00610,B,,50
tookoff,She slowly took off her,sand,4,24,-20,28,-0.00075,-0.00097,-0.00027,B,,50
tookoff,She slowly took off her,scar,0,20,-20,20,-0.00057,-0.00086,-0.00017,B,,50
tookoff,She slowly took off her,headscar,4,25,-21,29,-0.00001,-0.00108,-0.00031,B,,50
tookoff,She slowly took off her,stockings,10,31,-21,41,-0.10564,-0.09481,-0.03887,B,-70.0,50
tookoff,She slowly took off her,red,14,36,-22,50,-0.12068,-0.00756,-0.00378,B,,50
tookoff,She slowly took off her,sweat,10,32,-22,42,-0.01693,-0.01816,-0.00763,B,,50
tookoff,She slowly took off her,under,1,23,-22,24,-0.01102,-0.01241,-0.00298,B,,50
tookoff,She slowly took off her,underwear,8,30,-22,38,-0.15855,-0.16803,-0.06385,B,-96.5,50
tookoff,She slowly took off her,g,5,28,-23,33,-0.00149,-0.00401,-0.00132,B,,50
tookoff,She slowly took off her,pink,12,35,-23,47,-0.10272,-0.07821,-0.03676,B,,50
tookoff,She slowly took off her,pant,5,29,-24,34,-0.00559,-0.01741,-0.00592,B,,50
tookoff,She slowly took off her,cap,9,34,-25,43,-0.09929,-0.09799,-0.04213,B,-32.5,50
tookoff,She slowly took off her,green,11,36,-25,47,-0.07089,-0.04335,-0.02038,B,,50
tookoff,She slowly took off her,trousers,2,27,-25,29,-0.10723,-0.07686,-0.02229,B,-66.5,50
tookoff,She slowly took off her,stock,0,25,-25,25,-0.00028,-0.00043,-0.00011,B,,50
tookoff,She slowly took off her,bra,11,37,-26,48,-0.19468,-0.07503,-0.03601,B,-95.0,50
tookoff,She slowly took off her,bath,1,29,-28,30,-0.00844,-0.01041,-0.00312,B,,50
tookoff,She slowly took off her,black,11,39,-28,50,-0.28358,-0.24335,-0.12168,B,,50
tookoff,She slowly took off her,long,11,39,-28,50,-0.15443,-0.16123,-0.08061,B,,50
tookoff,She slowly took off her,over,5,33,-28,38,-0.00921,-0.00977,-0.00371,B,,50
tookoff,She slowly took off her,own,9,38,-29,47,-0.11185,-0.10260,-0.04822,B,,50
tookoff,She slowly took off her,panties,6,35,-29,41,-0.19038,-0.46832,-0.19201,B,-97.5,50
tookoff,She slowly took off her,T,5,35,-30,40,-0.03819,-0.06598,-0.02639,B,,50
tookoff,She slowly took off her,gown,10,40,-30,50,-0.13955,-0.05813,-0.02907,B,-65.0,50
tookoff,She slowly took off her,hair,5,35,-30,40,-0.07601,-0.07633,-0.03053,B,,50
tookoff,She slowly took off her,make,1,31,-30,32,-0.06045,-0.08374,-0.02680,B,,50
tookoff,She slowly took off her,jeans,9,40,-31,49,-0.13168,-0.15497,-0.07593,B,-65.5,50
tookoff,She slowly took off her,pants,9,41,-32,50,-0.41025,-0.30362,-0.15181,B,-67.5,50
tookoff,She slowly took off her,skirt,9,41,-32,50,-0.28567,-0.32364,-0.16182,B,-62.5,50
tookoff,She slowly took off her,white,9,41,-32,50,-0.24153,-0.20196,-0.10098,B,,50
tookoff,She slowly took off her,belt,5,38,-33,43,-0.08284,-0.08822,-0.03794,B,-47.5,50
tookoff,She slowly took off her,hand,7,41,-34,48,-0.05395,+0.01689,+0.00811,B,,50
tookoff,She slowly took off her,blue,6,42,-36,48,-0.09033,-0.10478,-0.05029,B,,50
tookoff,She slowly took off her,blind,4,41,-37,45,-0.00286,-0.00501,-0.00225,B,,50
tookoff,She slowly took off her,night,4,41,-37,45,-0.04529,-0.05800,-0.02610,B,,50
tookoff,She slowly took off her,head,5,44,-39,49,-0.08964,-0.10084,-0.04941,B,,50
tookoff,He slowly took off his,shoes,34,16,18,50,+0.98045,+2.19346,+1.09673,B,-29.0,50
tookoff,He slowly took off his,worn,17,3,14,20,+0.07630,+0.14158,+0.02832,B,,50
tookoff,He slowly took off his,seatbelt,17,4,13,21,+0.07198,+0.10584,+0.02223,B,-21.5,50
tookoff,He slowly took off his,glasses,30,20,10,50,+1.40727,+2.69047,+1.34524,B,-36.0,50
tookoff,He slowly took off his,tattered,14,5,9,19,+0.07807,+0.10642,+0.02022,B,,50
tookoff,He slowly took off his,sneakers,15,7,8,22,+0.02867,+0.01512,+0.00333,B,,50
tookoff,He slowly took off his,coat,27,23,4,50,+0.12017,-0.32279,-0.16140,B,-32.5,50
tookoff,He slowly took off his,gloves,27,23,4,50,+0.29764,+0.41510,+0.20755,B,-46.5,50
tookoff,He slowly took off his,cr,4,0,4,4,+0.00003,+0.00004,+0.00000,B,,50
tookoff,He slowly took off his,headset,13,9,4,22,+0.01569,+0.04668,+0.01027,B,,50
tookoff,He slowly took off his,blouse,5,1,4,6,+0.03590,+0.03240,+0.00194,B,-72.5,50
tookoff,He slowly took off his,purple,5,1,4,6,+0.02999,+0.01315,+0.00079,B,,50
tookoff,He slowly took off his,sweat-soaked,4,0,4,4,+0.05722,+0.07369,+0.00295,B,,50
tookoff,He slowly took off his,oversized,5,1,4,6,+0.05078,+0.04411,+0.00265,B,,50
tookoff,He slowly took off his,dusty,5,1,4,6,+0.08233,+0.07688,+0.00461,B,,50
tookoff,He slowly took off his,bandages,4,1,3,5,+0.05217,+0.03299,+0.00165,B,,50
tookoff,He slowly took off his,muddy,6,3,3,9,+0.06726,+0.04414,+0.00397,B,,50
tookoff,He slowly took off his,denim,3,0,3,3,+0.06401,+0.04765,+0.00143,B,,50
tookoff,He slowly took off his,ragged,3,0,3,3,+0.03548,+0.04153,+0.00125,B,,50
tookoff,He slowly took off his,battered,3,0,3,3,+0.13865,+0.13267,+0.00398,B,,50
tookoff,He slowly took off his,necktie,3,0,3,3,+0.06488,+0.10403,+0.00312,B,,50
tookoff,He slowly took off his,prost,3,0,3,3,+0.00001,+0.00004,+0.00000,B,,50
tookoff,He slowly took off his,prosthetic,3,0,3,3,+0.17560,+0.18795,+0.00564,B,,50
tookoff,He slowly took off his,cardigan,3,0,3,3,+0.06912,+0.07053,+0.00212,B,-48.5,50
tookoff,He slowly took off his,wristwatch,3,0,3,3,+0.08996,+0.44315,+0.01329,B,,50
tookoff,He slowly took off his,gray,10,8,2,18,+0.00559,-0.00363,-0.00065,B,,50
tookoff,He slowly took off his,jacket,26,24,2,50,+0.25003,+0.85539,+0.42769,B,-37.5,50
tookoff,He slowly took off his,crutches,2,0,2,2,+0.10464,+0.10464,+0.00209,B,,50
tookoff,He slowly took off his,blazer,17,15,2,32,+0.00471,+0.00841,+0.00269,B,-41.5,50
tookoff,He slowly took off his,lab,10,8,2,18,+0.02364,+0.01796,+0.00323,B,,50
tookoff,He slowly took off his,oxygen,3,1,2,4,+0.05951,+0.04634,+0.00185,B,,50
tookoff,He slowly took off his,finger,6,4,2,10,+0.00678,-0.00471,-0.00047,B,,50
tookoff,He slowly took off his,handkerchief,6,4,2,10,+0.02114,+0.09498,+0.00950,B,,50
tookoff,He slowly took off his,slacks,3,1,2,4,+0.06557,+0.03151,+0.00126,B,,50
tookoff,He slowly took off his,sock,6,4,2,10,+0.04847,+0.03804,+0.00380,B,,50
tookoff,He slowly took off his,life,4,2,2,6,+0.03889,+0.11803,+0.00708,B,,50
tookoff,He slowly took off his,cravat,2,0,2,2,+0.05358,+0.05358,+0.00107,B,,50
tookoff,He slowly took off his,torn,5,3,2,8,+0.01741,-0.00268,-0.00021,B,,50
tookoff,He slowly took off his,turtleneck,2,0,2,2,+0.07289,+0.07289,+0.00146,B,,50
tookoff,He slowly took off his,latex,3,1,2,4,+0.03254,+0.04176,+0.00167,B,,50
tookoff,He slowly took off his,golden,3,1,2,4,+0.10007,+0.08354,+0.00334,B,,50
tookoff,He slowly took off his,hooded,2,0,2,2,+0.13465,+0.13465,+0.00269,B,,50
tookoff,He slowly took off his,hearing,2,0,2,2,+0.07681,+0.07681,+0.00154,B,,50
tookoff,He slowly took off his,soiled,4,2,2,6,+0.07390,+0.06875,+0.00412,B,,50
tookoff,He slowly took off his,cuff,2,0,2,2,+0.01013,+0.01013,+0.00020,B,,50
tookoff,He slowly took off his,hiking,2,0,2,2,+0.13720,+0.13720,+0.00274,B,,50
tookoff,He slowly took off his,orange,2,0,2,2,+0.08164,+0.08164,+0.00163,B,,50
tookoff,He slowly took off his,well,2,0,2,2,+0.10204,+0.10204,+0.00204,B,,50
tookoff,He slowly took off his,cotton,2,0,2,2,+0.04506,+0.04506,+0.00090,B,,50
tookoff,He slowly took off his,expensive,2,0,2,2,+0.08881,+0.08881,+0.00178,B,,50
tookoff,He slowly took off his,chair,2,0,2,2,+0.07589,+0.07589,+0.00152,B,,50
tookoff,He slowly took off his,wife's,3,1,2,4,+0.07744,+0.07041,+0.00282,B,,50
tookoff,He slowly took off his,fingerless,2,0,2,2,+0.08052,+0.08052,+0.00161,B,,50
tookoff,He slowly took off his,layers,2,0,2,2,+0.10592,+0.10592,+0.00212,B,,50
tookoff,He slowly took off his,sleeping,2,0,2,2,+0.04313,+0.04313,+0.00086,B,,50
tookoff,He slowly took off his,lo,2,1,1,3,+0.00009,+0.00029,+0.00001,B,,50
tookoff,He slowly took off his,cum,2,1,1,3,+0.02004,-0.01473,-0.00044,B,,50
tookoff,He slowly took off his,panties,3,2,1,5,+0.04076,-0.01429,-0.00071,B,-97.5,50
tookoff,He slowly took off his,dressing,3,2,1,5,+0.01470,+0.03941,+0.00197,B,,50
tookoff,He slowly took off his,sc,3,2,1,5,+0.00001,+0.00002,+0.00000,B,,50
tookoff,He slowly took off his,seatbel,2,1,1,3,+0.00000,+0.00001,+0.00000,B,,50
tookoff,He slowly took off his,fedora,3,2,1,5,+0.07857,+0.82171,+0.04109,B,-31.0,50
tookoff,He slowly took off his,phone,2,1,1,3,+0.00449,+0.00963,+0.00029,B,,50
tookoff,He slowly took off his,sweatpants,2,1,1,3,+0.09564,+0.65811,+0.01974,B,,50
tookoff,He slowly took off his,worn-out,2,1,1,3,+0.06790,+0.06262,+0.00188,B,,50
tookoff,He slowly took off his,wooden,2,1,1,3,+0.06714,+0.02962,+0.00089,B,,50
tookoff,He slowly took off his,rings,2,1,1,3,+0.06936,+0.05404,+0.00162,B,,50
tookoff,He slowly took off his,th,2,1,1,3,+0.00013,+0.00022,+0.00001,B,,50
tookoff,He slowly took off his,bloody,2,1,1,3,+0.00573,+0.04198,+0.00126,B,,50
tookoff,He slowly took off his,eyep,2,1,1,3,+0.00007,+0.00006,+0.00000,B,,50
tookoff,He slowly took off his,woolen,2,1,1,3,+0.01049,+0.02728,+0.00082,B,,50
tookoff,He slowly took off his,body,1,1,0,2,-0.01141,-0.01141,-0.00023,B,,50
tookoff,He slowly took off his,headphones,22,22,0,44,+0.02185,+0.08665,+0.03813,B,-29.0,50
tookoff,He slowly took off his,ring,19,19,0,38,+0.00199,+0.09885,+0.03756,B,-47.5,50
tookoff,He slowly took off his,shoe,25,25,0,50,+0.00024,+0.09563,+0.04781,B,-29.0,50
