source,source_label,target,target_label,up,n,spec,obs_over_exp,p,grain,perm
L1-,Life and living things [-],X3.4,Sensory:- Sight,19,49,0.8779,1.9619,0.152408,fine,64
L1-,Life and living things [-],X3.2+++,Sensory:- Sound [+++],18,42,0.8778,0.8236,0.440799,fine,64
L1-,Life and living things [-],S5+,Groups and affiliation [+],20,46,0.8773,1.1609,0.461391,fine,64
L1-,Life and living things [-],E3-,Calm/Violent/Angry [-],19,49,0.8772,1.3107,0.152408,fine,64
L1-,Life and living things [-],A5.4+,Evaluation:- Authenticity [+],19,44,0.8741,1.8527,0.451381,fine,64
E3-,Calm/Violent/Angry [-],N5,Quantities,18,49,0.8684,0.9757,0.0854331,fine,64
E3-,Calm/Violent/Angry [-],T1.2,Time: Momentary,22,47,0.8678,1.4221,0.770867,fine,64
L1-,Life and living things [-],I3.1,Work and employment: Generally,19,49,0.8600,1.3072,0.152408,fine,64
L1-,Life and living things [-],W3,Geographical terms,17,46,0.8581,1.1478,0.103805,fine,64
E3-,Calm/Violent/Angry [-],S1.1.1,"SOCIAL ACTIONS, STATES AND PROCESSES",23,48,0.8537,1.7209,0.885433,fine,64
L1-,Life and living things [-],E2+,Liking [+],20,48,0.8528,1.1883,0.312327,fine,64
L1-,Life and living things [-],Q4.3,"The Media:- TV, Radio and Cinema",17,49,0.8521,2.1740,0.0443842,fine,64
L1-,Life and living things [-],Z1mf,Personal names [mf],22,49,0.8484,1.1292,0.568172,fine,64
L1-,Life and living things [-],O1.1,Substances and materials generally: Solid,19,49,0.8457,1.9864,0.152408,fine,64
L1-,Life and living things [-],L1+,Life and living things [+],18,47,0.8430,0.9358,0.143865,fine,64
E3-,Calm/Violent/Angry [-],N3.8-,Measurement: Speed [-],21,47,0.8372,0.8502,0.560065,fine,64
L1-,Life and living things [-],X2.2-,Knowledge [-],16,45,0.8372,1.2367,0.0724543,fine,64
L1-,Life and living things [-],S7.2+,Respect [+],10,29,0.8348,1.8053,0.136046,fine,64
L1-,Life and living things [-],T1.1.2,Time: General: Present; simultaneous,19,49,0.8347,1.6078,0.152408,fine,64
E3-,Calm/Violent/Angry [-],O2,Objects generally,17,49,0.8345,1.1247,0.0443842,fine,64
L1-,Life and living things [-],S7.4+,Permission [+],18,48,0.8331,1.7299,0.111403,fine,64
E3-,Calm/Violent/Angry [-],X3,Sensory,17,35,0.8320,0.3791,1,fine,64
E3-,Calm/Violent/Angry [-],S7.2-,Respect [-],15,38,0.8276,0.5998,0.255875,fine,64
E3-,Calm/Violent/Angry [-],L2,Living creatures generally,15,48,0.8272,0.9029,0.0132833,fine,64
L1-,Life and living things [-],G2.1-,"Crime, law and order: Law and order [-]",18,48,0.8267,0.9768,0.111403,fine,64
L1-,Life and living things [-],X8+,Trying [+],19,49,0.8243,1.0195,0.152408,fine,64
E3-,Calm/Violent/Angry [-],A1.8-,Inclusion/Exclusion [-],14,31,0.8222,0.9996,0.7201,fine,64
L1-,Life and living things [-],A13.3,Degree: Boosters,18,45,0.8212,0.9361,0.232693,fine,64
L1-,Life and living things [-],X3.3,Sensory:- Touch,15,45,0.8208,1.6498,0.0356978,fine,64
L1-,Life and living things [-],T1.1.3,Time: General: Future,19,45,0.8197,0.5849,0.371298,fine,64
E3-,Calm/Violent/Angry [-],S2mf,People [mf],19,49,0.8185,0.9149,0.152408,fine,64
L1-,Life and living things [-],Z5,Grammatical bin,13,49,0.8184,1.6218,0.00140269,fine,64
L1-,Life and living things [-],A5.3,Evaluation:- Accuracy,16,44,0.8100,1.4144,0.0961418,fine,64
L1-,Life and living things [-],S1.1.3+,Participation [+],19,49,0.8099,1.7266,0.152408,fine,64
E3-,Calm/Violent/Angry [-],S8-,Helping/hindering [-],15,49,0.8016,0.9331,0.00939924,fine,64
E3-,Calm/Violent/Angry [-],M8,Remaining/stationary,19,49,0.8004,0.8330,0.152408,fine,64
L1-,Life and living things [-],Z3c,Other proper names [c],18,48,0.7962,1.8184,0.111403,fine,64
E3-,Calm/Violent/Angry [-],S1.1.3+,Participation [+],19,49,0.7942,1.1058,0.152408,fine,64
L1-,Life and living things [-],S8-,Helping/hindering [-],20,49,0.7938,1.5792,0.25287,fine,64
E3-,Calm/Violent/Angry [-],N3.8+fn,Measurement: Speed [+fn],18,38,0.7926,0.7958,0.871415,fine,64
L1-,Life and living things [-],A5.3-,Evaluation:- Accuracy [-],18,47,0.7920,1.8752,0.143865,fine,64
L1-,Life and living things [-],T4--,Time: Early/late [--],17,45,0.7893,0.9385,0.135156,fine,64
E3-,Calm/Violent/Angry [-],N5.1+,Entirety; maximum [+],16,47,0.7853,0.7541,0.0399861,fine,64
L1-,Life and living things [-],N4,Linear order,21,48,0.7839,1.4760,0.470879,fine,64
E3-,Calm/Violent/Angry [-],T2++,Time: Beginning and ending [++],18,48,0.7829,0.7009,0.111403,fine,64
L1-,Life and living things [-],L3,Plants,17,37,0.7799,1.6757,0.742829,fine,64
E3-,Calm/Violent/Angry [-],E4.1-,Happy/sad: Happy [-],18,48,0.7788,0.8558,0.111403,fine,64
L1-,Life and living things [-],S1.2.4-,Politeness [-],20,44,0.7769,1.3761,0.651588,fine,64
L1-,Life and living things [-],N5++,Quantities [++],18,45,0.7760,0.9881,0.232693,fine,64
E3-,Calm/Violent/Angry [-],F1,Food,16,49,0.7724,0.9910,0.0212941,fine,64
L1-,Life and living things [-],I1.1,Money: Affluence,21,47,0.7718,1.2676,0.560065,fine,64
E3-,Calm/Violent/Angry [-],I3.1-,Work and employment: Generally [-],20,49,0.7687,0.7712,0.25287,fine,64
E3-,Calm/Violent/Angry [-],E3-,Calm/Violent/Angry [-],10,49,0.7616,0.6343,3.84591e-05,fine,64
E3-,Calm/Violent/Angry [-],K5.1,Sports,14,49,0.7612,0.7846,0.00380165,fine,64
E3-,Calm/Violent/Angry [-],W3,Geographical terms,16,47,0.7553,0.7885,0.0399861,fine,64
E3-,Calm/Violent/Angry [-],A1.1.2,Damaging and destroying,9,49,0.7546,0.7283,9.26355e-06,fine,64
E3-,Calm/Violent/Angry [-],M4,"Shipping, swimming etc.",21,46,0.7515,0.8936,0.658738,fine,64
L1-,Life and living things [-],N3.3,Measurement: Distance,16,43,0.7421,1.6522,0.126289,fine,64
L1-,Life and living things [-],A1.4,"Chance, luck",9,45,0.7350,1.7259,6.57466e-05,fine,64
L1-,Life and living things [-],E6+,"Worry, concern, confident [+]",18,46,0.7335,1.1423,0.183925,fine,64
L1-,Life and living things [-],S6+,Obligation and necessity [+],19,48,0.7296,1.3215,0.193413,fine,64
L1-,Life and living things [-],Z8,Pronouns etc.,15,48,0.7275,1.2324,0.0132833,fine,64
E3-,Calm/Violent/Angry [-],H4,Residence,16,46,0.7270,0.8336,0.054076,fine,64
E3-,Calm/Violent/Angry [-],M3,Vehicles and transport on land,13,48,0.7268,0.7785,0.00208811,fine,64
E3-,Calm/Violent/Angry [-],S1.1.2+,Reciprocity [+],18,46,0.7238,1.3098,0.183925,fine,64
L1-,Life and living things [-],X3.2-,Sensory:- Sound [-],16,47,0.7229,2.4900,0.0399861,fine,64
L1-,Life and living things [-],A7+,Definite (+ modals) [+],17,48,0.7229,1.1703,0.0594634,fine,64
E3-,Calm/Violent/Angry [-],X8+,Trying [+],14,49,0.7201,0.6161,0.00380165,fine,64
L1-,Life and living things [-],O2,Objects generally,12,49,0.7185,1.3868,0.000469757,fine,64
E3-,Calm/Violent/Angry [-],O1.1,Substances and materials generally: Solid,10,48,0.7177,0.8414,6.16964e-05,fine,64
L1-,Life and living things [-],O4.6+,Temperature      [+],15,47,0.7131,1.1534,0.0186238,fine,64
E3-,Calm/Violent/Angry [-],G1.2,Politics,17,42,0.7119,0.5314,0.279956,fine,64
L1-,Life and living things [-],S7.1-,"Power, organizing [-]",19,48,0.7118,0.8917,0.193413,fine,64
E3-,Calm/Violent/Angry [-],S7.4-,Permission [-],15,36,0.7105,0.4710,0.405032,fine,64
L1-,Life and living things [-],S2mf,People [mf],14,49,0.7091,1.4261,0.00380165,fine,64
E3-,Calm/Violent/Angry [-],N3.3,Measurement: Distance,18,46,0.7075,0.9464,0.183925,fine,64
E3-,Calm/Violent/Angry [-],Z8f,Pronouns etc. [f],15,49,0.7074,0.8067,0.00939924,fine,64
E3-,Calm/Violent/Angry [-],X3.2,Sensory:- Sound,6,49,0.7072,0.5454,5.72777e-08,fine,64
L1-,Life and living things [-],X3.2,Sensory:- Sound,14,49,0.7045,1.2221,0.00380165,fine,64
E3-,Calm/Violent/Angry [-],Z4,Discourse Bin,13,49,0.7030,0.7673,0.00140269,fine,64
L1-,Life and living things [-],T3+,"Time: Old, new and young; age [+]",12,31,0.7022,1.3003,0.281042,fine,64
E3-,Calm/Violent/Angry [-],Z1m,Personal names [m],20,45,0.7013,0.5727,0.551484,fine,64
L1-,Life and living things [-],S1.1.1,"SOCIAL ACTIONS, STATES AND PROCESSES",15,46,0.7011,2.0668,0.0258961,fine,64
L1-,Life and living things [-],S7.4-,Permission [-],11,31,0.6999,0.8120,0.149613,fine,64
L1-,Life and living things [-],B2-,Health and disease [-],7,48,0.6969,1.3282,6.24041e-07,fine,64
E3-,Calm/Violent/Angry [-],X3.3,Sensory:- Touch,18,48,0.6959,1.0025,0.111403,fine,64
L1-,Life and living things [-],A15-,Safety/Danger [-],20,44,0.6911,1.0618,0.651588,fine,64
E3-,Calm/Violent/Angry [-],X2.3,Learn,14,39,0.6871,0.6643,0.108129,fine,64
E3-,Calm/Violent/Angry [-],E6+,"Worry, concern, confident [+]",15,46,0.6783,0.4732,0.0258961,fine,64
L1-,Life and living things [-],I1.1-,Money: Affluence [-],11,49,0.6777,0.8702,0.000141971,fine,64
L1-,Life and living things [-],L2,Living creatures generally,10,47,0.6765,1.2973,9.84888e-05,fine,64
L1-,Life and living things [-],H5,Furniture and household fittings,15,47,0.6761,1.4690,0.0186238,fine,64
E3-,Calm/Violent/Angry [-],X2.6-,Expect [-],18,45,0.6746,0.4709,0.232693,fine,64
E3-,Calm/Violent/Angry [-],S3.1,Relationship: General,17,47,0.6649,0.7970,0.0789407,fine,64
E3-,Calm/Violent/Angry [-],A13.6,Degree: Diminishers,19,48,0.6648,1.0513,0.193413,fine,64
E3-,Calm/Violent/Angry [-],A6.1-,Comparing:- Similar/different [-],14,49,0.6627,0.7364,0.00380165,fine,64
L1-,Life and living things [-],S1.2,Personality traits,18,46,0.6528,1.2243,0.183925,fine,64
E3-,Calm/Violent/Angry [-],I1.1-,Money: Affluence [-],12,49,0.6506,0.5341,0.000469757,fine,64
L1-,Life and living things [-],B5-,Clothes and personal belongings [-],15,43,0.6482,1.0302,0.065994,fine,64
E3-,Calm/Violent/Angry [-],A15+,Safety/Danger [+],12,48,0.6474,0.4574,0.00071727,fine,64
L1-,Life and living things [-],Y2,Information technology and computing,18,48,0.6471,1.2035,0.111403,fine,64
E3-,Calm/Violent/Angry [-],X5.1-,Attention [-],17,46,0.6425,0.9237,0.103805,fine,64
L1-,Life and living things [-],Z8mfn,Pronouns etc. [mfn],18,48,0.6387,1.1842,0.111403,fine,64
E3-,Calm/Violent/Angry [-],B2-,Health and disease [-],8,49,0.6375,0.8079,1.96465e-06,fine,64
L1-,Life and living things [-],Z8mf,Pronouns etc. [mf],15,47,0.6350,0.8364,0.0186238,fine,64
L1-,Life and living things [-],L1-,Life and living things [-],11,49,0.6349,0.4572,0.000141971,fine,64
L1-,Life and living things [-],Z8m,Pronouns etc. [m],13,49,0.6326,0.7947,0.00140269,fine,64
E3-,Calm/Violent/Angry [-],A13.4,Degree: Approximators,16,47,0.6243,0.5390,0.0399861,fine,64
L1-,Life and living things [-],E5-,Fear/bravery/shock [-],19,46,0.6230,1.3694,0.301996,fine,64
L1-,Life and living things [-],B1,Anatomy and physiology,6,49,0.6201,1.2916,5.72777e-08,fine,64
L1-,Life and living things [-],X9.2+,Ability:- Success and failure [+],16,49,0.6200,0.7375,0.0212941,fine,64
E3-,Calm/Violent/Angry [-],X3.2+,Sensory:- Sound [+],16,47,0.6158,0.7402,0.0399861,fine,64
E3-,Calm/Violent/Angry [-],Q4.3,"The Media:- TV, Radio and Cinema",13,49,0.6157,1.1509,0.00140269,fine,64
E3-,Calm/Violent/Angry [-],G2.2-,General ethics [-],15,49,0.6140,0.5551,0.00939924,fine,64
E3-,Calm/Violent/Angry [-],S2mfc,People [mfc],17,37,0.6089,0.1651,0.742829,fine,64
E3-,Calm/Violent/Angry [-],N2,Mathematics,14,37,0.6051,0.7364,0.187742,fine,64
L1-,Life and living things [-],N5.1-,Entirety; maximum [-],12,32,0.6029,1.0392,0.215327,fine,64
E3-,Calm/Violent/Angry [-],A13.2,Degree: Maximizers,17,46,0.6016,0.3699,0.103805,fine,64
E3-,Calm/Violent/Angry [-],H5,Furniture and household fittings,14,47,0.6009,1.1600,0.00794273,fine,64
L1-,Life and living things [-],A5.2-,Evaluation:- True/false [-],15,47,0.5988,1.0689,0.0186238,fine,64
L1-,Life and living things [-],Z8f,Pronouns etc. [f],13,49,0.5914,1.2025,0.00140269,fine,64
E3-,Calm/Violent/Angry [-],K3,Recorded sound etc.,12,32,0.5883,0.4890,0.215327,fine,64
E3-,Calm/Violent/Angry [-],I1,Money generally,18,48,0.5865,0.7171,0.111403,fine,64
E3-,Calm/Violent/Angry [-],S1.2.6+,Sensible [+],13,29,0.5862,0.2743,0.711071,fine,64
E3-,Calm/Violent/Angry [-],A6.3+,Comparing:- Variety [+],14,32,0.5824,0.6964,0.596615,fine,64
L1-,Life and living things [-],N6+,Frequency etc. [+],15,44,0.5783,0.7933,0.0487668,fine,64
E3-,Calm/Violent/Angry [-],G3,"Warfare, defence and the army; weapons",12,49,0.5758,0.5522,0.000469757,fine,64
E3-,Calm/Violent/Angry [-],S1.2.1+,Approachability and Friendliness [+],9,26,0.5729,0.1716,0.168638,fine,64
L1-,Life and living things [-],N3.8-,Measurement: Speed [-],12,47,0.5718,0.9453,0.00108854,fine,64
L1-,Life and living things [-],S3.2,Relationship: Intimate/sexual,9,49,0.5717,0.9213,9.26355e-06,fine,64
E3-,Calm/Violent/Angry [-],A6.2+,Comparing:- Usual/unusual  [+],15,47,0.5682,0.5895,0.0186238,fine,64
L1-,Life and living things [-],X9.2-,Ability:- Success and failure [-],15,49,0.5643,1.1113,0.00939924,fine,64
L1-,Life and living things [-],A13.1,Degree: Non-specific,14,43,0.5632,0.3921,0.0315395,fine,64
E3-,Calm/Violent/Angry [-],N6-,Frequency etc. [-],19,41,0.5609,0.6332,0.755229,fine,64
E3-,Calm/Violent/Angry [-],E6-,"Worry, concern, confident [-]",20,49,0.5585,0.7990,0.25287,fine,64
E3-,Calm/Violent/Angry [-],A5.1-,Evaluation:- Good/bad [-],10,48,0.5508,0.5594,6.16964e-05,fine,64
E3-,Calm/Violent/Angry [-],N5.2+,Exceeding; waste [+],17,46,0.5473,0.4779,0.103805,fine,64
L1-,Life and living things [-],S7.3,Competition,11,49,0.5472,0.6059,0.000141971,fine,64
E3-,Calm/Violent/Angry [-],G2.1-,"Crime, law and order: Law and order [-]",10,49,0.5459,0.5023,3.84591e-05,fine,64
E3-,Calm/Violent/Angry [-],A6.1+,Comparing:- Similar/different [+],16,48,0.5428,0.4090,0.0293049,fine,64
E3-,Calm/Violent/Angry [-],X9.2+,Ability:- Success and failure [+],15,49,0.5400,0.4225,0.00939924,fine,64
L1-,Life and living things [-],S1.2.5-,Toughness; strong/weak [-],12,32,0.5309,2.0277,0.215327,fine,64
L1-,Life and living things [-],S5-,Groups and affiliation [-],15,46,0.5272,0.8476,0.0258961,fine,64
E3-,Calm/Violent/Angry [-],X2.2-,Knowledge [-],17,43,0.5271,0.5590,0.222053,fine,64
L1-,Life and living things [-],N3.3-,Measurement: Distance [-],18,39,0.5193,0.7756,0.749259,fine,64
E3-,Calm/Violent/Angry [-],T4--,Time: Early/late [--],12,45,0.5186,0.3663,0.0024589,fine,64
E3-,Calm/Violent/Angry [-],Z3c,Other proper names [c],12,49,0.5125,0.7800,0.000469757,fine,64
L1-,Life and living things [-],S4,Kin,13,47,0.5115,0.2860,0.00308768,fine,64
L1-,Life and living things [-],O1.2,Substances and materials generally: Liquid,17,45,0.5097,0.9250,0.135156,fine,64
L1-,Life and living things [-],A11.1-,Importance: Important [-],8,29,0.5061,1.0176,0.0241195,fine,64
L1-,Life and living things [-],H4,Residence,11,48,0.5058,1.0003,0.000222245,fine,64
E3-,Calm/Violent/Angry [-],X5.2-,Interest/boredom/excited/energetic [-],11,42,0.5037,0.3336,0.00288725,fine,64
E3-,Calm/Violent/Angry [-],N5++,Quantities [++],17,49,0.5013,0.3259,0.0443842,fine,64
E3-,Calm/Violent/Angry [-],A11.2+,Importance: Noticeability [+],12,32,0.5000,0.3665,0.215327,fine,64
E3-,Calm/Violent/Angry [-],L1-,Life and living things [-],8,49,0.4978,0.2491,1.96465e-06,fine,64
L1-,Life and living things [-],N5-,Quantities [-],16,44,0.4972,0.7517,0.0961418,fine,64
E3-,Calm/Violent/Angry [-],E5+,Fear/bravery/shock [+],11,28,0.4905,0.3512,0.344928,fine,64
L1-,Life and living things [-],A6.2+,Comparing:- Usual/unusual  [+],17,47,0.4879,0.7676,0.0789407,fine,64
E3-,Calm/Violent/Angry [-],E5-,Fear/bravery/shock [-],7,49,0.4861,0.3750,3.62458e-07,fine,64
L1-,Life and living things [-],O4.1,General appearance and physical properties,8,48,0.4850,0.6010,3.30527e-06,fine,64
E3-,Calm/Violent/Angry [-],X9.1+,"Ability:- Ability, intelligence [+]",8,48,0.4844,0.3664,3.30527e-06,fine,64
L1-,Life and living things [-],A5.1-,Evaluation:- Good/bad [-],18,48,0.4778,0.7335,0.111403,fine,64
L1-,Life and living things [-],I1,Money generally,12,43,0.4769,0.6750,0.00540157,fine,64
L1-,Life and living things [-],S2,People,15,35,0.4751,0.6740,0.49956,fine,64
E3-,Calm/Violent/Angry [-],Z8mfc,Pronouns etc. [mfc],16,39,0.4612,0.8196,0.336784,fine,64
E3-,Calm/Violent/Angry [-],I3.1,Work and employment: Generally,9,49,0.4600,0.4543,9.26355e-06,fine,64
E3-,Calm/Violent/Angry [-],Z8mfn,Pronouns etc. [mfn],9,49,0.4585,0.4910,9.26355e-06,fine,64
L1-,Life and living things [-],E4.2+,Happy/sad: Contentment [+],14,43,0.4573,0.7312,0.0315395,fine,64
E3-,Calm/Violent/Angry [-],S5+c,Groups and affiliation [+c],10,48,0.4570,0.4387,6.16964e-05,fine,64
L1-,Life and living things [-],S7.2-,Respect [-],14,34,0.4560,0.7114,0.391528,fine,64
L1-,Life and living things [-],A6.3+,Comparing:- Variety [+],10,25,0.4501,0.6519,0.424356,fine,64
L1-,Life and living things [-],N2,Mathematics,9,27,0.4416,0.5679,0.122078,fine,64
E3-,Calm/Violent/Angry [-],E2+++,Liking [+++],14,36,0.4412,0.5878,0.242985,fine,64
L1-,Life and living things [-],Q4.2c,The Media:- Newspapers etc. [c],15,35,0.4410,1.2040,0.49956,fine,64
E3-,Calm/Violent/Angry [-],N3.3+,Measurement: Distance [+],12,38,0.4410,0.3942,0.0335524,fine,64
E3-,Calm/Violent/Angry [-],A1.4,"Chance, luck",10,46,0.4318,0.5223,0.000156417,fine,64
E3-,Calm/Violent/Angry [-],N6+,Frequency etc. [+],11,46,0.4305,0.3807,0.000535585,fine,64
E3-,Calm/Violent/Angry [-],S4m,Kin [m],16,46,0.4288,0.3159,0.054076,fine,64
E3-,Calm/Violent/Angry [-],N5---,Quantities [---],14,36,0.4244,0.4103,0.242985,fine,64
L1-,Life and living things [-],A1.5.2+,Usefulness [+],10,31,0.4150,1.1022,0.0707555,fine,64
L1-,Life and living things [-],N5.1+,Entirety; maximum [+],13,44,0.4121,0.5808,0.00955988,fine,64
E3-,Calm/Violent/Angry [-],M5,Aircraft and flying,12,43,0.4097,0.2307,0.00540157,fine,64
E3-,Calm/Violent/Angry [-],W4,Weather ,15,44,0.3953,0.6010,0.0487668,fine,64
E3-,Calm/Violent/Angry [-],E2+,Liking [+],5,49,0.3913,0.3817,7.59716e-09,fine,64
E3-,Calm/Violent/Angry [-],A13.3,Degree: Boosters,13,49,0.3889,0.3076,0.00140269,fine,64
E3-,Calm/Violent/Angry [-],S5-,Groups and affiliation [-],14,42,0.3885,0.6655,0.0435585,fine,64
L1-,Life and living things [-],F1,Food,8,49,0.3874,0.6119,1.96465e-06,fine,64
L1-,Life and living things [-],E6-,"Worry, concern, confident [-]",10,47,0.3873,0.8276,9.84888e-05,fine,64
E3-,Calm/Violent/Angry [-],Z2,Geographical names,13,48,0.3860,0.4348,0.00208811,fine,64
E3-,Calm/Violent/Angry [-],O4.2-,Judgement of appearance (pretty etc.) [-],7,48,0.3843,0.3498,6.24041e-07,fine,64
L1-,Life and living things [-],K5.1,Sports,7,49,0.3795,0.7497,3.62458e-07,fine,64
L1-,Life and living things [-],A13.5,Degree: Compromisers,9,34,0.3750,0.5369,0.00904119,fine,64
L1-,Life and living things [-],F3,Cigarettes and drugs,14,48,0.3618,0.1786,0.0055152,fine,64
E3-,Calm/Violent/Angry [-],I3.2-,Work and employmeny: Professionalism [-],13,47,0.3529,0.3423,0.00308768,fine,64
E3-,Calm/Violent/Angry [-],S7.3,Competition,15,49,0.3521,0.3187,0.00939924,fine,64
E3-,Calm/Violent/Angry [-],O4.6-,Temperature      [-],16,47,0.3472,0.4664,0.0399861,fine,64
E3-,Calm/Violent/Angry [-],A5.3-,Evaluation:- Accuracy [-],10,48,0.3470,0.3123,6.16964e-05,fine,64
E3-,Calm/Violent/Angry [-],X3.5,Sensory:- Smell,11,31,0.3464,0.4396,0.149613,fine,64
E3-,Calm/Violent/Angry [-],H1c,Architecture and kinds of houses and buildings [c],17,40,0.3460,0.3497,0.429591,fine,64
E3-,Calm/Violent/Angry [-],A13.5,Degree: Compromisers,14,45,0.3424,0.3762,0.0160944,fine,64
E3-,Calm/Violent/Angry [-],S1.2.5+,Toughness; strong/weak [+],13,35,0.3417,0.4022,0.175465,fine,64
E3-,Calm/Violent/Angry [-],T1.1.3,Time: General: Future,18,47,0.3415,0.1966,0.143865,fine,64
L1-,Life and living things [-],I3.2-,Work and employmeny: Professionalism [-],12,45,0.3361,0.5784,0.0024589,fine,64
E3-,Calm/Violent/Angry [-],N3.7,Measurement: Length & height,12,31,0.3354,0.0000,0.281042,fine,64
L1-,Life and living things [-],S4c,Kin [c],8,25,0.3326,0.0954,0.107752,fine,64
E3-,Calm/Violent/Angry [-],N3.7--,Measurement: Length & height [--],14,40,0.3190,0.2051,0.0806905,fine,64
L1-,Life and living things [-],F2,Drinks,9,47,0.3173,0.4730,2.4904e-05,fine,64
L1-,Life and living things [-],S2mfc,People [mfc],12,36,0.3168,0.3413,0.0652453,fine,64
L1-,Life and living things [-],O4.2-,Judgement of appearance (pretty etc.) [-],13,46,0.3077,0.5383,0.00453386,fine,64
E3-,Calm/Violent/Angry [-],N5+++,Quantities [+++],17,41,0.3059,0.2218,0.348889,fine,64
L1-,Life and living things [-],O4.6-,Temperature      [-],8,43,0.3038,0.5297,4.19342e-05,fine,64
E3-,Calm/Violent/Angry [-],A4.2+,Particular/general; detail [+],7,49,0.3013,0.1909,3.62458e-07,fine,64
L1-,Life and living things [-],L2mfn,Living creatures generally [mfn],9,44,0.2909,0.4666,0.000106045,fine,64
E3-,Calm/Violent/Angry [-],N1,Numbers ,11,47,0.2907,0.2095,0.000346001,fine,64
L1-,Life and living things [-],A13.4,Degree: Approximators,12,44,0.2871,0.3538,0.00365777,fine,64
E3-,Calm/Violent/Angry [-],N3.6,Measurement: Area,12,38,0.2864,0.2296,0.0335524,fine,64
E3-,Calm/Violent/Angry [-],A1.2+,Suitability [+],9,46,0.2768,0.2138,4.05604e-05,fine,64
L1-,Life and living things [-],Z1f,Personal names [f],18,47,0.2745,0.4237,0.143865,fine,64
L1-,Life and living things [-],N3.2+,Measurement: Size  [+],10,43,0.2716,0.7568,0.000606107,fine,64
E3-,Calm/Violent/Angry [-],F3,Cigarettes and drugs,5,49,0.2688,0.1481,7.59716e-09,fine,64
E3-,Calm/Violent/Angry [-],H2,Parts of buildings,10,44,0.2672,0.2831,0.000388131,fine,64
E3-,Calm/Violent/Angry [-],W2,Light,16,44,0.2655,0.1751,0.0961418,fine,64
L1-,Life and living things [-],Z2,Geographical names,8,48,0.2605,0.3645,3.30527e-06,fine,64
E3-,Calm/Violent/Angry [-],N3.2+,Measurement: Size  [+],16,44,0.2535,0.4127,0.0961418,fine,64
E3-,Calm/Violent/Angry [-],I2.1,Business: Generally,10,28,0.2489,0.0000,0.184933,fine,64
E3-,Calm/Violent/Angry [-],Q4.2,The Media:- Newspapers etc.,12,40,0.2454,0.2052,0.016589,fine,64
E3-,Calm/Violent/Angry [-],Z1,Personal names,14,36,0.2400,0.1416,0.242985,fine,64
E3-,Calm/Violent/Angry [-],Q4.2c,The Media:- Newspapers etc. [c],10,41,0.2348,0.3009,0.00145049,fine,64
L1-,Life and living things [-],S1.1.3-,Participation [-],15,42,0.2266,0.1890,0.0884295,fine,64
E3-,Calm/Violent/Angry [-],N3.7+,Measurement: Length & height [+],15,45,0.2262,0.4810,0.0356978,fine,64
L1-,Life and living things [-],G3,"Warfare, defence and the army; weapons",6,49,0.2245,0.2253,5.72777e-08,fine,64
E3-,Calm/Violent/Angry [-],S6+,Obligation and necessity [+],9,49,0.2203,0.2591,9.26355e-06,fine,64
E3-,Calm/Violent/Angry [-],A5.3+,Evaluation:- Accuracy [+],10,44,0.2195,0.2006,0.000388131,fine,64
E3-,Calm/Violent/Angry [-],M3fn,Vehicles and transport on land [fn],12,41,0.2173,0.1925,0.0115078,fine,64
E3-,Calm/Violent/Angry [-],S4c,Kin [c],13,29,0.2161,0.1098,0.711071,fine,64
E3-,Calm/Violent/Angry [-],G1.1,Government etc.,11,48,0.2131,0.1714,0.000222245,fine,64
E3-,Calm/Violent/Angry [-],N5.1-,Entirety; maximum [-],14,44,0.2048,0.2282,0.0226288,fine,64
E3-,Calm/Violent/Angry [-],O3,Electricity and electrical equipment,17,46,0.1850,0.2067,0.103805,fine,64
E3-,Calm/Violent/Angry [-],A15-,Safety/Danger [-],5,49,0.1849,0.1825,7.59716e-09,fine,64
E3-,Calm/Violent/Angry [-],E4.2-,Happy/sad: Contentment [-],10,31,0.1801,0.0445,0.0707555,fine,64
L1-,Life and living things [-],S2.1f,People:- Female [f],11,42,0.1673,0.1440,0.00288725,fine,64
E3-,Calm/Violent/Angry [-],A1.8+,Inclusion/Exclusion [+],12,40,0.1653,0.1748,0.016589,fine,64
E3-,Calm/Violent/Angry [-],S4f,Kin [f],14,47,0.1634,0.1315,0.00794273,fine,64
E3-,Calm/Violent/Angry [-],N3.5-,Measurement: Weight [-],14,38,0.1582,0.0000,0.143307,fine,64
E3-,Calm/Violent/Angry [-],N6,Frequency etc.,10,38,0.1566,0.2045,0.00509764,fine,64
L1-,Life and living things [-],X9.1+,"Ability:- Ability, intelligence [+]",10,43,0.1345,0.1418,0.000606107,fine,64
L1-,Life and living things [-],E2-,Liking [-],13,47,0.1321,0.2066,0.00308768,fine,64
E3-,Calm/Violent/Angry [-],S7.1-,"Power, organizing [-]",11,43,0.1309,0.1087,0.00191396,fine,64
L1-,Life and living things [-],A13,Degree,8,45,0.1266,0.1676,1.53741e-05,fine,64
E3-,Calm/Violent/Angry [-],T4-,Time: Early/late [-],16,44,0.1233,0.1338,0.0961418,fine,64
E3-,Calm/Violent/Angry [-],A13.7,Degree: Minimizers,12,41,0.1203,0.0304,0.0115078,fine,64
E3-,Calm/Violent/Angry [-],A5.1+++,Evaluation:- Good/bad [+++],17,39,0.1195,0.1501,0.522397,fine,64
E3-,Calm/Violent/Angry [-],A13.1,Degree: Non-specific,14,43,0.1111,0.1089,0.0315395,fine,64
