source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
X,X,C,C,25,47,314,1.0315,0.5193,0.770867,letter,32
X,X,G-,G-,25,49,336,1.0313,0.5596,1,letter,32
T-,T-,Z,Z,25,48,356,1.0309,1.1766,0.885433,letter,32
T+,T+,I-,I-,24,48,303,1.0304,0.5860,1,letter,32
T,T,T+,T+,26,48,374,1.0303,1.3291,0.665466,letter,32
S,S,H,H,27,48,313,1.0296,1.0552,0.470879,letter,32
Z,Z,N,N,23,45,156,1.0294,1.2152,1,letter,32
L-,L-,A-,A-,27,49,567,1.0287,2.4445,0.568172,letter,32
T,T,K,K,26,48,174,1.0282,1.2761,0.665466,letter,32
L,L,X+,X+,24,45,118,1.0272,1.2526,0.765992,letter,32
N,N,T+,T+,25,48,372,1.0270,0.8725,0.885433,letter,32
M,M,X-,X-,27,49,1315,1.0268,1.6831,0.568172,letter,32
N+,N+,Q,Q,25,49,1254,1.0256,0.9196,1,letter,32
S+,S+,M,M,26,49,1836,1.0256,0.6209,0.77545,letter,32
A-,A-,A+,A+,30,49,1991,1.0254,0.8744,0.152408,letter,32
L-,L-,I-,I-,27,49,166,1.0253,1.8605,0.568172,letter,32
L+,L+,T+,T+,23,45,75,1.0253,1.1756,1,letter,32
T-,T-,S-,S-,24,48,229,1.0245,1.0195,1,letter,32
L+,L+,T-,T-,23,46,75,1.0243,1.1586,1,letter,32
T+,T+,S,S,25,48,753,1.0240,0.4518,0.885433,letter,32
A-,A-,S,S,25,49,977,1.0236,0.7753,1,letter,32
I,I,E-,E-,27,49,621,1.0233,1.1287,0.568172,letter,32
Q,Q,N+,N+,28,50,1391,1.0231,0.9616,0.479888,letter,32
B,B,P,P,25,49,209,1.0226,0.6907,1,letter,32
T,T,Q,Q,26,49,599,1.0224,1.2527,0.77545,letter,32
Q,Q,E+,E+,25,49,1229,1.0223,0.8004,1,letter,32
O,O,I,I,25,48,683,1.0213,0.8424,0.885433,letter,32
B,B,T+,T+,25,49,910,1.0211,1.0500,1,letter,32
O-,O-,M,M,25,47,148,1.0200,1.0467,0.770867,letter,32
S-,S-,X+,X+,25,49,668,1.0198,1.0381,1,letter,32
A,A,T-,T-,26,49,988,1.0196,0.9280,0.77545,letter,32
B,B,X-,X-,25,49,565,1.0187,1.6838,1,letter,32
E+,E+,X-,X-,25,48,382,1.0178,1.1146,0.885433,letter,32
E-,E-,X+,X+,25,49,1066,1.0178,1.2403,1,letter,32
X+,X+,T+,T+,26,49,1450,1.0174,0.8511,0.77545,letter,32
M,M,O,O,29,49,1692,1.0166,1.1122,0.25287,letter,32
G-,G-,Q,Q,25,49,409,1.0164,1.0093,1,letter,32
S,S,K,K,25,49,427,1.0157,1.5665,1,letter,32
A,A,M,M,31,49,1969,1.0155,0.7644,0.0854331,letter,32
Q,Q,X-,X-,27,49,1310,1.0153,1.3808,0.568172,letter,32
Z,Z,M,M,25,49,778,1.0140,1.0852,1,letter,32
P,P,A-,A-,27,49,230,1.0138,1.1492,0.568172,letter,32
T+,T+,A+,A+,26,48,1694,1.0138,0.6651,0.665466,letter,32
N+,N+,A-,A-,26,49,1076,1.0137,1.0317,0.77545,letter,32
X+,X+,O-,O-,23,44,159,1.0131,0.5478,0.880396,letter,32
A+,A+,F,F,26,48,871,1.0131,0.6069,0.665466,letter,32
M,M,N,N,26,49,850,1.0118,1.0327,0.77545,letter,32
M,M,O+,O+,25,49,571,1.0111,1.0386,1,letter,32
G,G,X,X,26,49,627,1.0105,2.1247,0.77545,letter,32
E-,E-,N+,N+,25,49,616,1.0102,1.3326,1,letter,32
A,A,X,X,26,49,1887,1.0102,0.9105,0.77545,letter,32
A+,A+,N-,N-,25,48,411,1.0085,0.9150,0.885433,letter,32
F,F,A-,A-,25,49,737,1.0083,1.5018,1,letter,32
S,S,B-,B-,25,49,179,1.0081,1.6158,1,letter,32
T+,T+,Z,Z,24,48,843,1.0078,0.5462,1,letter,32
K,K,X,X,25,49,626,1.0074,0.6874,1,letter,32
S+,S+,X-,X-,25,49,801,1.0072,0.9727,1,letter,32
O+,O+,Q,Q,26,49,505,1.0069,0.9892,0.77545,letter,32
N,N,S-,S-,24,47,128,1.0065,0.7432,1,letter,32
T,T,A,A,25,49,587,1.0063,1.1594,1,letter,32
T+,T+,B-,B-,24,48,177,1.0060,0.7671,1,letter,32
X,X,E,E,26,49,332,1.0060,0.8566,0.77545,letter,32
N,N,H,H,23,46,101,1.0056,0.6352,1,letter,32
A,A,N,N,25,49,726,1.0041,0.7677,1,letter,32
W,W,S+,S+,24,46,123,1.0036,1.1682,0.882996,letter,32
S-,S-,T+,T+,25,49,519,1.0034,1.0877,1,letter,32
X+,X+,A,A,25,49,1910,1.0034,0.8580,1,letter,32
A-,A-,S-,S-,24,48,699,1.0034,0.7077,1,letter,32
A-,A-,Q,Q,27,49,1933,1.0033,0.7421,0.568172,letter,32
X+,X+,X-,X-,24,48,999,1.0032,1.1299,1,letter,32
X+,X+,N,N,25,49,575,1.0032,0.7121,1,letter,32
B,B,B-,B-,25,49,190,1.0022,1.1549,1,letter,32
M,M,T+,T+,26,49,1697,1.0020,1.3437,0.77545,letter,32
T,T,O,O,24,48,265,1.0018,1.1652,1,letter,32
X+,X+,S-,S-,25,49,630,1.0017,0.6805,1,letter,32
A+,A+,E+,E+,25,49,1192,1.0017,0.7261,1,letter,32
A,A,X-,X-,25,49,1181,1.0012,1.1599,1,letter,32
T-,T-,X+,X+,24,48,769,1.0012,1.1839,1,letter,32
B,B,G-,G-,25,48,257,1.0010,0.8251,0.885433,letter,32
O,O,A+,A+,24,48,1611,1.0010,1.1734,1,letter,32
Q,Q,F,F,25,49,884,1.0007,0.6594,1,letter,32
K,K,A,A,24,49,743,0.9991,0.6814,1,letter,32
Q,Q,T-,T-,24,49,1073,0.9989,0.9031,1,letter,32
A,A,A+,A+,24,49,2018,0.9982,0.8763,1,letter,32
G,G,A+,A+,24,49,727,0.9977,1.7666,1,letter,32
L-,L-,E-,E-,24,49,418,0.9972,1.4457,1,letter,32
A,A,E-,E-,24,49,1358,0.9971,0.6859,1,letter,32
T+,T+,N+,N+,24,48,871,0.9967,0.5213,1,letter,32
C,C,A-,A-,24,49,447,0.9958,1.0910,1,letter,32
S-,S-,A+,A+,24,49,844,0.9957,1.3254,1,letter,32
A+,A+,I,I,22,49,1279,0.9956,0.6757,0.568172,letter,32
M,M,E+,E+,24,49,1268,0.9956,1.0381,1,letter,32
O+,O+,M,M,24,49,546,0.9955,1.0067,1,letter,32
N,N,S+,S+,24,48,503,0.9952,0.9593,1,letter,32
A-,A-,E-,E-,24,49,1214,0.9949,0.6357,1,letter,32
N-,N-,A,A,24,48,297,0.9947,0.7200,1,letter,32
M,M,S,S,23,49,1230,0.9932,1.0215,0.77545,letter,32
M,M,L-,L-,24,49,567,0.9932,0.4999,1,letter,32
L,L,E-,E-,21,45,82,0.9926,1.0987,0.765992,letter,32
F,F,X-,X-,23,47,373,0.9923,1.8869,1,letter,32
L,L,O,O,22,45,82,0.9915,0.9518,1,letter,32
F,F,T+,T+,24,49,576,0.9912,1.6159,1,letter,32
F,F,M,M,24,49,917,0.9912,1.2718,1,letter,32
M,M,A,A,22,49,1985,0.9911,1.2392,0.568172,letter,32
S+,S+,A,A,24,49,1803,0.9909,0.7223,1,letter,32
S-,S-,N+,N+,24,48,362,0.9909,0.9336,1,letter,32
X+,X+,O,O,22,49,1425,0.9896,0.6767,0.568172,letter,32
A-,A-,A,A,22,49,1918,0.9893,0.8754,0.568172,letter,32
B,B,A,A,22,49,1278,0.9892,0.9918,0.568172,letter,32
I,I,N+,N+,24,49,601,0.9883,1.1579,1,letter,32
E-,E-,S,S,24,49,561,0.9882,1.0993,1,letter,32
H,H,E,E,23,46,102,0.9881,2.2002,1,letter,32
A,A,C,C,23,48,441,0.9877,0.5679,0.885433,letter,32
K,K,Y,Y,20,40,23,0.9874,0.4312,1,letter,32
L-,L-,E+,E+,24,49,255,0.9866,1.7875,1,letter,32
X,X,A-,A-,22,49,1712,0.9865,0.6346,0.568172,letter,32
W,W,A,A,23,47,190,0.9863,1.2896,1,letter,32
T+,T+,X+,X+,23,48,1463,0.9862,0.5673,0.885433,letter,32
B,B,A+,A+,23,49,1294,0.9860,1.1376,0.77545,letter,32
Q,Q,L-,L-,23,49,476,0.9860,0.5104,0.77545,letter,32
I-,I-,A,A,23,49,607,0.9859,1.5920,0.77545,letter,32
M,M,A-,A-,18,49,1964,0.9853,1.2452,0.0854331,letter,32
A+,A+,M,M,22,49,2050,0.9848,0.7241,0.568172,letter,32
T-,T-,A,A,21,48,908,0.9848,1.2870,0.470879,letter,32
N+,N+,B,B,24,49,604,0.9833,0.8737,1,letter,32
E+,E+,T+,T+,21,48,659,0.9827,0.9299,0.470879,letter,32
F,F,N-,N-,23,46,104,0.9827,1.4674,1,letter,32
K,K,O+,O+,23,47,131,0.9821,0.5945,1,letter,32
O+,O+,N+,N+,22,47,212,0.9819,1.0422,0.770867,letter,32
E-,E-,N,N,24,48,291,0.9817,1.1990,1,letter,32
O,O,T+,T+,22,49,1141,0.9810,1.2236,0.568172,letter,32
M,M,S+,S+,22,49,1963,0.9805,1.4131,0.568172,letter,32
W,W,A-,A-,23,46,140,0.9805,0.7337,1,letter,32
N+,N+,T+,T+,23,49,819,0.9803,0.9230,0.77545,letter,32
A+,A+,O+,O+,23,49,508,0.9802,0.6410,0.77545,letter,32
X+,X+,Z,Z,24,48,992,0.9802,0.5911,1,letter,32
A-,A-,E+,E+,24,49,978,0.9800,0.8055,1,letter,32
S-,S-,X,X,24,49,699,0.9798,1.2686,1,letter,32
T-,T-,H,H,23,47,242,0.9791,0.7697,1,letter,32
S+,S+,I,I,24,49,862,0.9789,0.6598,1,letter,32
Y,Y,T+,T+,22,44,42,0.9783,0.9149,1,letter,32
A,A,S-,S-,22,49,822,0.9774,0.6715,0.568172,letter,32
H,H,A+,A+,21,49,691,0.9767,1.5020,0.391603,letter,32
T,T,A-,A-,23,48,479,0.9761,1.0394,0.885433,letter,32
B,B,O,O,24,49,874,0.9757,0.8473,1,letter,32
P,P,A+,A+,23,49,317,0.9753,1.0337,0.77545,letter,32
I,I,K,K,23,48,411,0.9739,1.3680,0.885433,letter,32
T-,T-,O,O,23,48,484,0.9733,1.2095,0.885433,letter,32
T+,T+,G,G,24,48,387,0.9730,0.3606,1,letter,32
O-,O-,E-,E-,22,46,58,0.9723,1.0736,0.882996,letter,32
F,F,N,N,23,48,151,0.9722,1.1788,0.885433,letter,32
X+,X+,T-,T-,23,49,812,0.9720,0.6987,0.77545,letter,32
H,H,T-,T-,23,48,218,0.9716,1.2912,0.885433,letter,32
G,G,O,O,23,49,423,0.9714,1.8660,0.77545,letter,32
L-,L-,T-,T-,23,49,264,0.9703,1.9713,0.77545,letter,32
Q,Q,C,C,23,48,449,0.9697,0.6215,0.885433,letter,32
A+,A+,X-,X-,20,48,1277,0.9687,1.0968,0.312327,letter,32
N+,N+,A,A,23,49,1243,0.9682,0.9825,0.77545,letter,32
Y,Y,A+,A+,19,45,79,0.9682,1.0825,0.371298,letter,32
L-,L-,S+,S+,23,49,535,0.9680,2.4784,0.77545,letter,32
X+,X+,N+,N+,21,49,1110,0.9679,0.6784,0.391603,letter,32
X,X,A+,A+,20,49,1839,0.9674,0.7441,0.25287,letter,32
O,O,O,O,23,48,963,0.9673,0.8885,0.885433,letter,32
T+,T+,A,A,18,48,1651,0.9671,0.5885,0.111403,letter,32
T+,T+,N,N,22,48,390,0.9669,0.5955,0.665466,letter,32
P,P,N+,N+,24,48,103,0.9667,0.9753,1,letter,32
X+,X+,A+,A+,15,49,1952,0.9665,0.8382,0.00939924,letter,32
S+,S+,N+,N+,23,49,933,0.9663,0.6542,0.77545,letter,32
T+,T+,M,M,19,48,1661,0.9663,0.4706,0.193413,letter,32
Q,Q,O,O,21,49,1711,0.9663,0.9448,0.391603,letter,32
A-,A-,E,E,22,49,321,0.9646,1.1204,0.568172,letter,32
S,S,S+,S+,23,49,965,0.9646,1.5451,0.77545,letter,32
S+,S+,B,B,22,49,1015,0.9641,0.6174,0.568172,letter,32
E,E,X-,X-,22,48,175,0.9635,0.8610,0.665466,letter,32
A-,A-,G,G,23,49,516,0.9634,0.6304,0.77545,letter,32
S,S,A+,A+,20,49,1147,0.9632,1.5340,0.25287,letter,32
A-,A-,H,H,23,49,517,0.9623,0.6174,0.77545,letter,32
I+,I+,A,A,13,27,25,0.9622,0.1369,1,letter,32
M,M,H,H,22,49,757,0.9620,0.7938,0.568172,letter,32
P,P,N-,N-,20,41,25,0.9620,1.2255,1,letter,32
N,N,L-,L-,21,45,80,0.9619,0.2917,0.765992,letter,32
A+,A+,B-,B-,21,49,379,0.9617,0.8789,0.391603,letter,32
I,I,T+,T+,23,48,858,0.9617,1.4799,0.885433,letter,32
M,M,B,B,19,49,1474,0.9611,1.2077,0.152408,letter,32
S,S,X+,X+,17,49,980,0.9610,1.3274,0.0443842,letter,32
N,N,X-,X-,23,47,215,0.9599,1.2518,1,letter,32
S+,S+,S,S,21,49,852,0.9586,0.5655,0.391603,letter,32
C,C,A+,A+,22,48,542,0.9575,1.2273,0.665466,letter,32
Z,Z,C,C,22,45,72,0.9566,0.6064,1,letter,32
A-,A-,L-,L-,23,49,404,0.9563,0.2997,0.77545,letter,32
S-,S-,O,O,24,49,511,0.9558,0.8671,1,letter,32
A,A,K,K,19,49,856,0.9548,0.8502,0.152408,letter,32
I,I,A+,A+,16,49,1298,0.9548,1.3273,0.0212941,letter,32
F,F,E-,E-,23,49,504,0.9547,1.3562,0.77545,letter,32
O-,O-,A,A,20,47,144,0.9547,1.2399,0.381693,letter,32
S+,S+,P,P,22,49,229,0.9547,0.6274,0.568172,letter,32
A,A,A-,A-,16,49,1928,0.9546,0.8157,0.0212941,letter,32
X+,X+,E+,E+,23,49,948,0.9544,0.6792,0.77545,letter,32
G-,G-,M,M,21,49,459,0.9540,0.7989,0.391603,letter,32
A-,A-,N,N,23,49,581,0.9536,0.7475,0.77545,letter,32
I,I,T-,T-,24,49,490,0.9526,0.9952,1,letter,32
E-,E-,A,A,23,49,1279,0.9526,1.4444,0.77545,letter,32
Z,Z,Q,Q,21,49,805,0.9517,1.0377,0.391603,letter,32
N+,N+,G-,G-,21,47,177,0.9512,0.7077,0.560065,letter,32
G-,G-,G,G,23,47,89,0.9509,0.6239,1,letter,32
Y,Y,X-,X-,19,38,23,0.9507,0.6457,1,letter,32
N,N,M,M,23,49,717,0.9504,0.7478,0.77545,letter,32
O-,O-,A+,A+,19,46,137,0.9500,1.4517,0.301996,letter,32
N+,N+,S-,S-,22,48,275,0.9498,0.7913,0.665466,letter,32
X-,X-,A,A,20,49,778,0.9496,0.5016,0.25287,letter,32
G-,G-,A-,A-,20,49,344,0.9481,0.9864,0.25287,letter,32
A+,A+,E,E,20,49,421,0.9479,1.0595,0.25287,letter,32
X+,X+,H,H,19,49,504,0.9476,0.5617,0.152408,letter,32
Q,Q,L+,L+,22,47,105,0.9473,0.4205,0.770867,letter,32
S+,S+,H,H,22,49,407,0.9471,0.4011,0.568172,letter,32
X-,X-,H,H,20,47,158,0.9468,0.2461,0.381693,letter,32
I-,I-,N+,N+,21,47,188,0.9466,1.5073,0.560065,letter,32
E,E,S,S,22,48,229,0.9459,0.4856,0.665466,letter,32
G-,G-,S,S,23,48,177,0.9455,0.7046,0.885433,letter,32
A+,A+,A,A,15,50,2045,0.9450,0.8109,0.00660045,letter,32
G,G,E,E,23,47,100,0.9449,2.3100,1,letter,32
M,M,N+,N+,19,49,1443,0.9446,1.0611,0.152408,letter,32
E+,E+,Z,Z,21,48,281,0.9443,0.6834,0.470879,letter,32
G-,G-,C,C,22,44,56,0.9443,0.6647,1,letter,32
I,I,N,N,22,48,355,0.9433,1.1290,0.665466,letter,32
G,G,A-,A-,21,49,607,0.9433,1.7374,0.391603,letter,32
B+,B+,A,A,19,39,26,0.9432,2.1044,1,letter,32
X,X,S,S,20,49,886,0.9432,0.4508,0.25287,letter,32
I,I,S+,S+,20,49,1066,0.9424,1.4361,0.25287,letter,32
X+,X+,Q,Q,18,50,1900,0.9424,0.7221,0.0649086,letter,32
L-,L-,L+,L+,19,46,83,0.9419,0.8127,0.301996,letter,32
T-,T-,S+,S+,22,48,772,0.9417,1.3047,0.665466,letter,32
N+,N+,M,M,18,49,1302,0.9412,0.6735,0.0854331,letter,32
P,P,P,P,19,46,36,0.9412,0.6415,0.301996,letter,32
A,A,N+,N+,23,49,1339,0.9412,0.7271,0.77545,letter,32
K,K,X-,X-,22,49,307,0.9411,0.8363,0.568172,letter,32
E+,E+,A,A,20,49,994,0.9409,0.9555,0.25287,letter,32
S-,S-,G,G,22,49,177,0.9406,0.7001,0.568172,letter,32
X,X,B,B,22,49,1087,0.9398,0.5696,0.568172,letter,32
L-,L-,E,E,22,48,96,0.9395,2.7000,0.665466,letter,32
H,H,S-,S-,24,49,143,0.9386,1.2243,1,letter,32
L-,L-,X,X,23,49,540,0.9384,2.5050,0.77545,letter,32
G,G,G,G,23,49,175,0.9384,1.2313,0.77545,letter,32
S,S,S-,S-,22,49,385,0.9383,1.2343,0.568172,letter,32
Z,Z,E-,E-,21,47,302,0.9381,0.9463,0.560065,letter,32
N+,N+,A+,A+,19,49,1269,0.9375,0.9204,0.152408,letter,32
G,G,P,P,24,49,85,0.9372,1.3402,1,letter,32
I,I,T,T,23,48,283,0.9349,1.2197,0.885433,letter,32
A,A,O,O,15,49,1608,0.9347,0.7159,0.00939924,letter,32
T+,T+,O,O,20,48,1166,0.9344,0.4709,0.312327,letter,32
A+,A+,L-,L-,24,49,477,0.9342,0.3942,1,letter,32
S+,S+,L-,L-,23,49,321,0.9341,0.3083,0.77545,letter,32
L,L,A+,A+,20,46,170,0.9336,1.4678,0.461391,letter,32
E-,E-,B,B,21,49,735,0.9329,1.1264,0.391603,letter,32
S+,S+,N-,N-,21,47,233,0.9322,0.6197,0.560065,letter,32
Z,Z,T,T,21,47,145,0.9322,0.7791,0.560065,letter,32
T,T,G,G,23,49,134,0.9314,0.7584,0.77545,letter,32
H,H,M,M,21,49,667,0.9312,1.0354,0.391603,letter,32
O,O,M,M,16,49,1576,0.9309,0.8925,0.0212941,letter,32
S+,S+,A-,A-,16,49,1627,0.9307,0.6676,0.0212941,letter,32
E-,E-,S-,S-,22,49,431,0.9305,0.9102,0.568172,letter,32
P,P,E,E,20,45,32,0.9303,1.0863,0.551484,letter,32
A,A,T,T,22,49,500,0.9299,0.5884,0.568172,letter,32
O-,O-,S-,S-,20,43,34,0.9297,0.8186,0.760792,letter,32
S+,S+,A+,A+,13,49,1874,0.9297,0.6819,0.00140269,letter,32
S,S,G,G,21,49,292,0.9296,0.7953,0.391603,letter,32
O+,O+,P,P,21,44,60,0.9294,0.7903,0.880396,letter,32
H,H,B,B,23,48,254,0.9290,1.1952,0.885433,letter,32
S,S,A-,A-,20,49,997,0.9290,1.3468,0.25287,letter,32
I-,I-,E+,E+,20,46,154,0.9287,1.5039,0.461391,letter,32
M,M,M,M,0,49,1966,0.9272,0.9638,3.55271e-15,letter,32
X,X,T+,T+,19,49,1401,0.9271,0.7011,0.152408,letter,32
O+,O+,I,I,24,48,194,0.9270,0.8082,1,letter,32
F+,F+,A,A,14,30,27,0.9268,1.3533,0.855536,letter,32
A-,A-,Z,Z,19,49,1094,0.9267,0.6490,0.152408,letter,32
E-,E-,Z,Z,20,47,490,0.9260,1.1467,0.381693,letter,32
W,W,O,O,20,45,90,0.9259,1.1113,0.551484,letter,32
I,I,G-,G-,23,49,244,0.9255,0.9009,0.77545,letter,32
B,B,I,I,22,49,584,0.9255,0.7974,0.568172,letter,32
M,M,E-,E-,14,49,1487,0.9249,0.9481,0.00380165,letter,32
O+,O+,A,A,21,49,525,0.9248,1.0956,0.391603,letter,32
L+,L+,A,A,20,47,136,0.9240,1.3834,0.381693,letter,32
K,K,Q,Q,22,49,694,0.9234,0.6375,0.568172,letter,32
A+,A+,O,O,19,48,1701,0.9225,0.6989,0.193413,letter,32
B,B,S-,S-,23,49,406,0.9216,0.8133,0.77545,letter,32
F,F,C,C,23,47,169,0.9216,0.9871,1,letter,32
Z,Z,F,F,20,47,160,0.9215,0.7468,0.381693,letter,32
I-,I-,T+,T+,21,49,381,0.9214,1.5668,0.391603,letter,32
S,S,C,C,22,47,170,0.9212,1.1530,0.770867,letter,32
Q,Q,I-,I-,20,49,542,0.9205,0.7979,0.25287,letter,32
H,H,A-,A-,21,49,529,0.9201,1.2956,0.391603,letter,32
X+,X+,Y,Y,22,46,83,0.9193,0.4724,0.882996,letter,32
M,M,C,C,19,48,505,0.9188,0.7855,0.193413,letter,32
C,C,B,B,23,48,314,0.9181,1.1752,0.885433,letter,32
X,X,F,F,22,49,627,0.9173,0.4324,0.568172,letter,32
G-,G-,N+,N+,21,47,161,0.9171,0.8760,0.560065,letter,32
C,C,E-,E-,22,48,271,0.9157,0.7016,0.665466,letter,32
S-,S-,A-,A-,21,48,736,0.9154,1.1280,0.470879,letter,32
A+,A+,A+,A+,14,50,2060,0.9154,0.8606,0.00260217,letter,32
A,A,S+,S+,14,49,1902,0.9143,0.8013,0.00380165,letter,32
X,X,G,G,21,49,487,0.9128,0.5301,0.391603,letter,32
Z,Z,E+,E+,22,48,209,0.9120,0.8347,0.665466,letter,32
A,A,W,W,18,46,208,0.9118,0.5552,0.183925,letter,32
F,F,E,E,20,46,110,0.9115,1.7038,0.461391,letter,32
X,X,M,M,15,49,1834,0.9104,0.5584,0.00939924,letter,32
O,O,A-,A-,18,48,1398,0.9103,0.9260,0.111403,letter,32
S-,S-,A,A,18,49,866,0.9101,1.1019,0.0854331,letter,32
Z,Z,Z,Z,20,47,221,0.9099,0.9011,0.381693,letter,32
A,A,S,S,19,49,1136,0.9096,0.5585,0.152408,letter,32
S,S,L+,L+,23,47,82,0.9091,0.4924,1,letter,32
T-,T-,T,T,21,47,208,0.9088,0.6781,0.560065,letter,32
L+,L+,S-,S-,20,47,55,0.9081,1.0931,0.381693,letter,32
P,P,H,H,21,46,57,0.9080,0.9846,0.658738,letter,32
I+,I+,S+,S+,12,27,18,0.9079,0.0373,0.701108,letter,32
G,G,T,T,20,49,170,0.9074,1.5012,0.25287,letter,32
A+,A+,C,C,22,47,438,0.9071,0.6131,0.770867,letter,32
T,T,S+,S+,18,49,447,0.9062,1.1884,0.0854331,letter,32
B-,B-,N,N,20,46,77,0.9062,0.5794,0.461391,letter,32
X+,X+,B,B,21,49,1166,0.9062,0.7933,0.391603,letter,32
E+,E+,K,K,21,49,283,0.9061,0.9313,0.391603,letter,32
S+,S+,Q,Q,13,49,1814,0.9056,0.6089,0.00140269,letter,32
N+,N+,O,O,20,48,689,0.9049,0.7484,0.312327,letter,32
L-,L-,G-,G-,20,48,192,0.9041,1.6134,0.312327,letter,32
X-,X-,T-,T-,23,49,267,0.9036,0.5506,0.77545,letter,32
L-,L-,N+,N+,21,49,288,0.9034,1.6018,0.391603,letter,32
T-,T-,A+,A+,13,48,918,0.9030,1.1791,0.00208811,letter,32
T-,T-,N-,N-,22,47,115,0.9027,0.9742,0.770867,letter,32
M,M,S-,S-,19,49,943,0.9024,0.9430,0.152408,letter,32
S+,S+,S-,S-,23,49,592,0.9020,0.5082,0.77545,letter,32
A-,A-,L,L,23,47,119,0.9015,0.7039,1,letter,32
B,B,N,N,22,48,283,0.9015,0.7502,0.665466,letter,32
M,M,L,L,21,48,217,0.9015,0.8978,0.470879,letter,32
A+,A+,K,K,21,49,908,0.9014,0.9187,0.391603,letter,32
I,I,E+,E+,20,48,474,0.9005,0.9578,0.312327,letter,32
B,B,F,F,20,49,417,0.9005,0.6619,0.25287,letter,32
A,A,Z,Z,21,48,1219,0.9004,0.7044,0.470879,letter,32
G+,G+,A,A,16,36,20,0.8996,0.1064,0.617719,letter,32
O,O,A,A,13,49,1557,0.8988,1.0003,0.00140269,letter,32
K,K,G+,G+,14,29,16,0.8988,0.2047,1,letter,32
T+,T+,L-,L-,23,48,272,0.8987,0.2654,0.885433,letter,32
B-,B-,O,O,22,49,182,0.8987,0.8428,0.568172,letter,32
I,I,A-,A-,17,49,1094,0.8984,1.1797,0.0443842,letter,32
S,S,N-,N-,22,48,136,0.8983,1.0484,0.665466,letter,32
A,A,A,A,11,49,1937,0.8979,0.7850,0.000141971,letter,32
Q,Q,S-,S-,16,49,886,0.8967,0.7491,0.0212941,letter,32
T+,T+,F,F,21,48,528,0.8964,0.3520,0.470879,letter,32
E+,E+,C,C,21,47,154,0.8963,0.7172,0.560065,letter,32
H,H,O,O,23,48,260,0.8957,1.2786,0.885433,letter,32
O,O,S,S,19,48,672,0.8956,0.7773,0.193413,letter,32
C,C,S,S,23,48,210,0.8947,0.8644,0.885433,letter,32
E+,E+,O+,O+,18,45,130,0.8945,0.5904,0.232693,letter,32
X,X,Y,Y,20,45,67,0.8931,0.2530,0.551484,letter,32
E-,E-,X-,X-,18,49,614,0.8920,1.5567,0.0854331,letter,32
X-,X-,N+,N+,21,48,271,0.8918,0.5003,0.470879,letter,32
H,H,S,S,19,48,331,0.8914,0.8591,0.193413,letter,32
O+,O+,G,G,20,48,93,0.8906,0.7556,0.312327,letter,32
N,N,E+,E+,20,46,160,0.8904,0.5816,0.461391,letter,32
B,B,S+,S+,15,49,1073,0.8865,0.9774,0.00939924,letter,32
S,S,F,F,19,49,369,0.8858,0.7868,0.152408,letter,32
X,X,N+,N+,18,49,1017,0.8858,0.4215,0.0854331,letter,32
X,X,H,H,23,49,469,0.8845,0.3930,0.77545,letter,32
T+,T+,T-,T-,19,48,630,0.8830,0.4184,0.193413,letter,32
T,T,N,N,22,47,143,0.8827,0.9910,0.770867,letter,32
S-,S-,K,K,20,49,281,0.8825,1.1045,0.25287,letter,32
S,S,Q,Q,17,49,1126,0.8822,1.2090,0.0443842,letter,32
A-,A-,O+,O+,18,48,388,0.8813,0.5336,0.111403,letter,32
M,M,T-,T-,17,49,1101,0.8809,1.0840,0.0443842,letter,32
F,F,S,S,19,49,371,0.8806,1.0360,0.152408,letter,32
G,G,T+,T+,19,49,507,0.8805,1.6175,0.152408,letter,32
F,F,H,H,22,47,182,0.8803,0.7634,0.770867,letter,32
K,K,N-,N-,19,46,80,0.8796,0.5669,0.301996,letter,32
B-,B-,E+,E+,20,49,129,0.8795,0.6031,0.25287,letter,32
B-,B-,C,C,22,44,67,0.8793,0.7975,1,letter,32
A-,A-,Y,Y,22,45,76,0.8786,0.6398,1,letter,32
O,O,L-,L-,23,48,257,0.8779,0.5642,0.885433,letter,32
O+,O+,K,K,22,47,169,0.8778,1.1585,0.770867,letter,32
S,S,E-,E-,19,49,534,0.8774,1.0573,0.152408,letter,32
Q,Q,S,S,10,49,1172,0.8764,0.6740,3.84591e-05,letter,32
X,X,L+,L+,21,46,85,0.8757,0.2848,0.658738,letter,32
A-,A-,F,F,17,49,722,0.8755,0.4897,0.0443842,letter,32
A-,A-,S+,S+,13,49,1780,0.8754,0.7863,0.00140269,letter,32
M,M,I-,I-,14,49,609,0.8742,0.8810,0.00380165,letter,32
F,F,I,I,20,49,365,0.8741,1.0169,0.25287,letter,32
B-,B-,X,X,19,49,276,0.8739,0.8335,0.152408,letter,32
A-,A-,N+,N+,19,49,1135,0.8738,0.6883,0.152408,letter,32
I-,I-,T,T,23,47,97,0.8729,1.1879,1,letter,32
A+,A+,T-,T-,18,49,1058,0.8727,0.7167,0.0854331,letter,32
G,G,S+,S+,18,49,627,0.8724,1.6918,0.0854331,letter,32
A,A,O-,O-,21,45,202,0.8711,0.5762,0.765992,letter,32
X-,X-,Q,Q,14,49,802,0.8711,0.4398,0.00380165,letter,32
