source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
M,M,X-,X-,33,49,1644,1.0696,1.5395,0.0212941,letter,32
L,L,B,B,30,48,219,1.0690,1.4780,0.111403,letter,32
Z,Z,P,P,25,49,605,1.0684,1.2284,1,letter,32
O,O,S+,S+,27,49,1750,1.0681,1.1288,0.568172,letter,32
O,O,Q,Q,27,49,1877,1.0680,0.8751,0.568172,letter,32
A-,A-,H,H,30,49,846,1.0675,0.7950,0.152408,letter,32
X+,X+,M,M,33,49,2221,1.0671,0.8355,0.0212941,letter,32
L+,L+,O,O,25,47,101,1.0663,1.2468,0.770867,letter,32
F,F,A-,A-,30,49,926,1.0661,1.2228,0.152408,letter,32
O,O,E+,E+,31,49,1127,1.0660,0.9649,0.0854331,letter,32
S+,S+,B,B,27,49,1437,1.0659,0.8380,0.568172,letter,32
A+,A+,A,A,40,50,2446,1.0635,1.1439,2.38613e-05,letter,32
X,X,O-,O-,26,47,257,1.0635,0.6740,0.560065,letter,32
Y,Y,I,I,29,48,624,1.0632,0.9531,0.193413,letter,32
E+,E+,Q,Q,32,50,1369,1.0629,0.9941,0.0649086,letter,32
Q,Q,X,X,36,50,2049,1.0627,1.0887,0.00260217,letter,32
N+,N+,K,K,26,49,895,1.0626,1.2146,0.77545,letter,32
E,E,X-,X-,25,48,225,1.0626,0.7728,0.885433,letter,32
X+,X+,T-,T-,26,49,1144,1.0623,0.6608,0.77545,letter,32
F+,F+,A,A,24,43,59,1.0622,1.8420,0.542384,letter,32
O,O,L-,L-,27,49,372,1.0620,0.4164,0.568172,letter,32
C,C,N,N,25,49,543,1.0617,0.8427,1,letter,32
N-,N-,A-,A-,27,49,716,1.0617,0.8239,0.568172,letter,32
N,N,O-,O-,26,47,271,1.0613,1.1079,0.560065,letter,32
S+,S+,L,L,24,48,377,1.0611,0.7046,1,letter,32
I-,I-,N+,N+,25,49,426,1.0608,1.3489,1,letter,32
A+,A+,A-,A-,36,50,2304,1.0607,1.1656,0.00260217,letter,32
C,C,X+,X+,28,49,697,1.0598,0.8794,0.391603,letter,32
S,S,N,N,28,49,1535,1.0598,1.0049,0.391603,letter,32
T,T,Q,Q,31,49,1964,1.0596,1.0877,0.0854331,letter,32
N+,N+,Z,Z,35,50,2224,1.0595,1.0123,0.00660045,letter,32
I-,I-,A+,A+,29,49,739,1.0595,1.6749,0.25287,letter,32
A-,A-,M,M,28,49,2285,1.0593,0.7161,0.391603,letter,32
T-,T-,T+,T+,28,49,886,1.0591,1.1386,0.391603,letter,32
Z,Z,T-,T-,26,49,1420,1.0589,1.0632,0.77545,letter,32
N-,N-,Z,Z,28,49,915,1.0589,0.9734,0.391603,letter,32
M,M,Q,Q,35,49,2328,1.0583,1.1794,0.00380165,letter,32
O+,O+,Z,Z,26,49,1527,1.0583,1.2202,0.77545,letter,32
K,K,T,T,27,50,734,1.0579,0.6603,0.671811,letter,32
O+,O+,I-,I-,26,48,215,1.0570,1.2838,0.665466,letter,32
M,M,L-,L-,29,49,655,1.0562,0.4319,0.25287,letter,32
F,F,N+,N+,28,49,778,1.0561,1.0711,0.391603,letter,32
S+,S+,K,K,30,49,911,1.0553,0.9123,0.152408,letter,32
A-,A-,S-,S-,28,49,1099,1.0552,0.6437,0.391603,letter,32
M,M,A+,A+,39,49,2455,1.0544,1.1691,3.84591e-05,letter,32
F,F,W-,W-,21,38,17,1.0538,0.8183,0.627103,letter,32
N,N,E+,E+,28,49,1185,1.0538,1.0562,0.391603,letter,32
L-,L-,A-,A-,28,49,614,1.0537,2.1246,0.391603,letter,32
S-,S-,M,M,27,49,1309,1.0527,0.8159,0.568172,letter,32
M,M,K,K,28,49,1411,1.0523,1.2441,0.391603,letter,32
B-,B-,M,M,29,49,517,1.0523,0.8539,0.25287,letter,32
N,N,X+,X+,27,49,1810,1.0522,1.2779,0.568172,letter,32
X,X,I-,I-,27,49,473,1.0520,0.4657,0.568172,letter,32
T,T,S-,S-,26,49,882,1.0520,0.9543,0.77545,letter,32
T-,T-,S-,S-,30,49,448,1.0519,0.8571,0.152408,letter,32
I-,I-,X+,X+,26,49,545,1.0518,1.5189,0.77545,letter,32
T-,T-,O,O,25,49,901,1.0514,0.9593,1,letter,32
F,F,S+,S+,30,49,930,1.0509,1.4137,0.152408,letter,32
N,N,Y,Y,29,49,1451,1.0508,0.8696,0.25287,letter,32
Y,Y,Q,Q,26,48,1282,1.0508,1.0918,0.665466,letter,32
Z,Z,O+,O+,28,49,1590,1.0507,0.9677,0.391603,letter,32
X,X,X-,X-,27,49,1187,1.0500,1.0057,0.568172,letter,32
M,M,O,O,30,49,2149,1.0498,1.0385,0.152408,letter,32
X+,X+,O,O,28,50,1811,1.0491,0.7917,0.479888,letter,32
N+,N+,P,P,25,48,308,1.0479,0.9721,0.885433,letter,32
S,S,I,I,27,50,1085,1.0478,1.0579,0.671811,letter,32
F+,F+,S+,S+,21,40,41,1.0474,1.7678,0.874629,letter,32
Q,Q,S+,S+,34,50,2123,1.0467,0.9833,0.0153467,letter,32
A-,A-,A+,A+,28,49,2251,1.0465,0.7492,0.391603,letter,32
G-,G-,T,T,27,48,486,1.0456,0.7732,0.470879,letter,32
N+,N+,W,W,26,48,247,1.0454,0.8400,0.665466,letter,32
N+,N+,A+,A+,31,50,2214,1.0453,0.9832,0.11892,letter,32
M,M,O+,O+,26,49,1578,1.0451,1.0209,0.77545,letter,32
E-,E-,O,O,27,49,1102,1.0451,1.0685,0.568172,letter,32
S,S,N-,N-,26,49,635,1.0446,1.0604,0.77545,letter,32
Z,Z,N-,N-,27,49,1136,1.0442,1.0245,0.568172,letter,32
A+,A+,W,W,27,48,406,1.0438,1.0418,0.470879,letter,32
L-,L-,E,E,27,48,106,1.0435,2.3802,0.470879,letter,32
T+,T+,S,S,26,49,1607,1.0434,0.4684,0.77545,letter,32
M,M,N-,N-,28,49,1182,1.0433,1.0730,0.391603,letter,32
G,G,T-,T-,25,49,415,1.0432,1.5013,1,letter,32
Z,Z,A+,A+,29,50,2464,1.0428,1.0485,0.322236,letter,32
T,T,A+,A+,30,50,2065,1.0420,0.9808,0.202639,letter,32
S,S,F,F,26,49,721,1.0420,0.9081,0.77545,letter,32
Z,Z,F,F,30,49,1186,1.0411,0.9811,0.152408,letter,32
S+,S+,G,G,25,49,659,1.0408,0.5867,1,letter,32
X,X,I,I,27,49,1234,1.0406,0.5943,0.568172,letter,32
X,X,G-,G-,26,49,492,1.0402,0.4808,0.77545,letter,32
S-,S-,G-,G-,25,48,255,1.0400,0.7626,0.885433,letter,32
X+,X+,A+,A+,29,50,2193,1.0399,0.8865,0.322236,letter,32
Q,Q,X-,X-,26,50,1513,1.0396,1.1536,0.887725,letter,32
S,S,M,M,31,49,2118,1.0393,1.0891,0.0854331,letter,32
X,X,A-,A-,25,49,1930,1.0389,0.7013,1,letter,32
Q,Q,P,P,27,49,589,1.0386,0.8340,0.568172,letter,32
I,I,N,N,26,49,1169,1.0382,1.0223,0.77545,letter,32
M,M,G,G,27,49,1013,1.0382,1.0107,0.568172,letter,32
O+,O+,X+,X+,29,49,1200,1.0382,1.2087,0.25287,letter,32
A+,A+,T+,T+,32,49,1999,1.0378,1.1493,0.0443842,letter,32
L-,L-,S+,S+,27,49,591,1.0377,2.1987,0.568172,letter,32
C,C,T+,T+,27,48,537,1.0377,1.1287,0.470879,letter,32
I-,I-,X,X,26,49,581,1.0372,1.8969,0.77545,letter,32
O+,O+,T,T,27,49,1056,1.0371,1.1546,0.568172,letter,32
N,N,S+,S+,26,49,1902,1.0370,1.0269,0.77545,letter,32
O-,O-,N-,N-,24,47,79,1.0366,0.8357,1,letter,32
M,M,E+,E+,31,49,1759,1.0365,1.1156,0.0854331,letter,32
F+,F+,X,X,22,42,38,1.0357,2.0892,0.877614,letter,32
Z,Z,X-,X-,27,49,1588,1.0351,1.3556,0.568172,letter,32
F,F,X+,X+,27,49,904,1.0350,1.2462,0.568172,letter,32
A,A,T,T,27,50,2146,1.0346,0.8971,0.671811,letter,32
N,N,L,L,26,49,391,1.0345,0.8657,0.77545,letter,32
O,O,F-,F-,15,29,15,1.0344,0.2146,1,letter,32
T,T,T+,T+,26,49,1573,1.0337,1.0070,0.77545,letter,32
X+,X+,T,T,27,50,1836,1.0334,0.8519,0.671811,letter,32
I,I,L,L,25,48,231,1.0329,1.3718,0.885433,letter,32
A+,A+,S+,S+,30,50,2291,1.0329,1.2253,0.202639,letter,32
X-,X-,A,A,29,49,1148,1.0324,0.4482,0.25287,letter,32
N,N,Z,Z,28,49,2153,1.0323,1.0147,0.391603,letter,32
B,B,E+,E+,27,49,988,1.0321,0.9709,0.568172,letter,32
L-,L-,I-,I-,25,49,194,1.0319,1.5494,1,letter,32
X+,X+,N-,N-,30,48,799,1.0317,0.8465,0.111403,letter,32
G,G,X,X,27,49,762,1.0317,1.6728,0.568172,letter,32
Q,Q,M,M,30,49,2271,1.0313,0.8097,0.152408,letter,32
S+,S+,X-,X-,28,49,1088,1.0312,0.9417,0.391603,letter,32
Q,Q,N,N,27,49,1972,1.0302,0.8057,0.568172,letter,32
X+,X+,S-,S-,29,49,1049,1.0301,0.6972,0.25287,letter,32
B-,B-,B-,B-,30,49,160,1.0297,1.1378,0.152408,letter,32
I-,I-,A,A,28,49,761,1.0291,1.4477,0.391603,letter,32
O+,O+,Q,Q,28,49,1360,1.0283,1.1813,0.391603,letter,32
E+,E+,Z,Z,27,50,1486,1.0283,0.8174,0.671811,letter,32
G,G,A-,A-,25,49,772,1.0279,1.5666,1,letter,32
C,C,A-,A-,26,49,682,1.0278,0.9848,0.77545,letter,32
Q,Q,A-,A-,28,50,2127,1.0270,0.9235,0.479888,letter,32
Z,Z,Q,Q,26,50,2324,1.0265,1.0881,0.887725,letter,32
W,W,G-,G-,23,44,44,1.0254,0.5716,0.880396,letter,32
Z,Z,G,G,26,50,965,1.0253,0.9241,0.887725,letter,32
X+,X+,A,A,28,50,2217,1.0247,0.8729,0.479888,letter,32
A,A,E-,E-,27,50,1687,1.0244,0.8716,0.671811,letter,32
M,M,S+,S+,30,49,2341,1.0238,1.2893,0.152408,letter,32
O,O,T,T,25,49,1500,1.0238,0.9326,1,letter,32
L-,L-,S-,S-,26,49,318,1.0230,1.6070,0.77545,letter,32
K,K,X-,X-,26,49,503,1.0225,0.9359,0.77545,letter,32
M,M,A,A,30,50,2502,1.0220,1.1103,0.202639,letter,32
N,N,S-,S-,24,48,835,1.0220,0.8736,1,letter,32
G-,G-,T-,T-,25,49,234,1.0199,1.0887,1,letter,32
K,K,O+,O+,25,49,438,1.0199,0.6176,1,letter,32
N+,N+,G-,G-,25,49,465,1.0199,0.7109,1,letter,32
A+,A+,I,I,27,50,1659,1.0199,0.9283,0.671811,letter,32
Y,Y,M,M,26,48,1492,1.0194,0.9951,0.665466,letter,32
K,K,N+,N+,27,50,779,1.0186,0.7000,0.671811,letter,32
S-,S-,A+,A+,26,49,1233,1.0185,1.1119,0.77545,letter,32
F,F,Z,Z,25,49,1060,1.0184,1.1551,1,letter,32
L+,L+,S+,S+,25,47,139,1.0184,1.2949,0.770867,letter,32
A-,A-,Y,Y,25,49,1479,1.0180,0.6760,1,letter,32
A-,A-,B,B,28,49,1542,1.0179,0.9084,0.391603,letter,32
T+,T+,I,I,26,49,988,1.0177,0.5122,0.77545,letter,32
S+,S+,N-,N-,25,49,717,1.0175,0.6068,1,letter,32
I,I,S,S,26,49,1187,1.0173,0.9979,0.77545,letter,32
F,F,X-,X-,26,49,550,1.0171,1.5444,0.77545,letter,32
O,O,K,K,25,48,844,1.0169,0.9257,0.885433,letter,32
K,K,A,A,28,49,1195,1.0154,0.7477,0.391603,letter,32
E+,E+,A-,A-,25,49,1279,1.0152,0.8260,1,letter,32
T+,T+,O,O,26,49,1482,1.0148,0.4765,0.77545,letter,32
X,X,N+,N+,27,50,1763,1.0148,0.5494,0.671811,letter,32
B,B,E,E,26,49,250,1.0143,1.2396,0.77545,letter,32
F,F,G-,G-,24,47,294,1.0130,0.9972,1,letter,32
N+,N+,X,X,26,50,1832,1.0126,1.0380,0.887725,letter,32
Z,Z,I,I,27,49,1715,1.0126,1.0778,0.568172,letter,32
O-,O-,B-,B-,24,48,68,1.0124,0.9456,1,letter,32
A-,A-,G,G,26,49,695,1.0123,0.5722,0.77545,letter,32
Z,Z,H,H,26,49,1148,1.0121,1.1256,0.77545,letter,32
N+,N+,X+,X+,26,50,1854,1.0119,0.9586,0.887725,letter,32
B,B,K,K,25,49,769,1.0110,1.2520,1,letter,32
H,H,W,W,24,48,104,1.0109,0.8677,1,letter,32
O+,O+,A,A,25,49,1584,1.0105,1.1851,1,letter,32
M,M,S,S,27,49,2316,1.0101,1.0556,0.568172,letter,32
H,H,G,G,25,49,255,1.0097,0.9563,1,letter,32
A-,A-,X,X,25,49,1959,1.0091,0.8570,1,letter,32
E-,E-,I-,I-,24,48,291,1.0090,1.0838,1,letter,32
T-,T-,X+,X+,25,49,1127,1.0090,1.0980,1,letter,32
X,X,A+,A+,27,50,2066,1.0085,0.7151,0.671811,letter,32
M,M,Z,Z,26,50,2514,1.0083,1.1424,0.887725,letter,32
Z,Z,O-,O-,25,48,466,1.0082,1.0745,0.885433,letter,32
I,I,M,M,25,49,1681,1.0082,0.9009,1,letter,32
Z,Z,S+,S+,26,50,2334,1.0080,1.1398,0.887725,letter,32
T+,T+,M,M,26,49,1943,1.0077,0.4177,0.77545,letter,32
F,F,T+,T+,25,49,730,1.0072,1.3926,1,letter,32
A,A,X+,X+,26,50,2263,1.0071,0.8760,0.887725,letter,32
T,T,A-,A-,26,49,1925,1.0069,0.9529,0.77545,letter,32
Q,Q,H,H,25,50,1043,1.0063,0.9474,1,letter,32
G,G,P,P,25,49,115,1.0063,1.1832,1,letter,32
Q,Q,T+,T+,26,49,1860,1.0059,0.9505,0.77545,letter,32
E-,E-,B-,B-,25,49,340,1.0058,0.9652,1,letter,32
W,W,N-,N-,24,47,66,1.0050,0.8359,1,letter,32
A,A,W,W,24,48,439,1.0049,0.8166,1,letter,32
I,I,T+,T+,25,49,1070,1.0048,1.2485,1,letter,32
N,N,B,B,26,49,1360,1.0039,1.2004,0.77545,letter,32
X+,X+,C,C,26,49,617,1.0036,0.8006,0.77545,letter,32
T,T,S+,S+,25,49,1913,1.0032,0.9857,1,letter,32
B+,B+,A,A,22,43,66,1.0027,1.6264,1,letter,32
N+,N+,E+,E+,25,49,1241,1.0026,0.8345,1,letter,32
P,P,Y,Y,24,47,138,1.0023,0.6891,1,letter,32
S,S,X,X,25,50,1623,1.0017,1.3643,1,letter,32
O,O,Z,Z,25,49,1984,1.0016,0.9185,1,letter,32
F,F,K,K,25,49,506,1.0015,1.3006,1,letter,32
H,H,N,N,25,49,584,1.0014,0.8808,1,letter,32
X,X,T+,T+,25,49,1587,1.0011,0.6814,1,letter,32
K,K,N,N,25,50,729,1.0010,0.5980,1,letter,32
X-,X-,S+,S+,25,49,846,1.0010,0.4947,1,letter,32
X-,X-,L-,L-,25,49,129,1.0007,0.3049,1,letter,32
E-,E-,X,X,25,49,1266,1.0004,1.3213,1,letter,32
A,A,S-,S-,24,49,1422,0.9999,0.6680,1,letter,32
E-,E-,A,A,24,49,1500,0.9998,1.0157,1,letter,32
A-,A-,X-,X-,23,48,1293,0.9995,0.9996,0.885433,letter,32
T+,T+,A+,A+,24,49,1954,0.9993,0.5480,1,letter,32
B,B,A+,A+,23,49,1726,0.9984,1.0717,0.77545,letter,32
Z,Z,T,T,24,50,2108,0.9983,1.0253,0.887725,letter,32
P,P,P,P,23,47,47,0.9982,0.6767,1,letter,32
B,B,I,I,24,49,910,0.9978,0.9430,1,letter,32
B-,B-,S-,S-,24,49,197,0.9973,0.8893,1,letter,32
P,P,N+,N+,24,48,229,0.9971,0.7958,1,letter,32
A-,A-,T,T,24,49,1845,0.9968,0.6400,1,letter,32
S+,S+,N+,N+,24,49,1767,0.9967,0.6025,1,letter,32
N+,N+,A,A,25,50,2281,0.9965,0.9601,1,letter,32
E+,E+,G,G,25,50,336,0.9963,0.7065,1,letter,32
Y,Y,T-,T-,24,48,520,0.9961,0.8672,1,letter,32
S-,S-,Q,Q,24,49,1099,0.9959,0.9861,1,letter,32
S+,S+,M,M,23,49,2223,0.9958,0.5987,0.77545,letter,32
O+,O+,K,K,24,49,511,0.9956,1.1693,1,letter,32
G-,G-,M,M,23,49,765,0.9955,0.7886,0.77545,letter,32
E-,E-,E,E,24,49,230,0.9951,1.0330,1,letter,32
S,S,W,W,24,48,221,0.9951,1.1843,1,letter,32
S-,S-,T+,T+,24,49,676,0.9950,1.0008,1,letter,32
T+,T+,N,N,24,49,1552,0.9946,0.4347,1,letter,32
B,B,B,B,23,49,1136,0.9942,1.2332,0.77545,letter,32
L-,L-,G-,G-,23,48,222,0.9938,1.4459,0.885433,letter,32
L,L,H,H,23,48,109,0.9938,1.2971,0.885433,letter,32
Q,Q,O,O,24,50,2000,0.9937,0.9205,0.887725,letter,32
S+,S+,A,A,24,49,2220,0.9925,0.7192,1,letter,32
I-,I-,P,P,24,49,83,0.9923,1.1409,1,letter,32
O,O,G-,G-,24,48,425,0.9919,0.6611,1,letter,32
N,N,A-,A-,24,49,1906,0.9916,1.0495,1,letter,32
K,K,M,M,24,50,1215,0.9915,0.6260,0.887725,letter,32
E-,E-,A+,A+,24,49,1506,0.9914,1.0381,1,letter,32
A-,A-,E+,E+,23,49,1398,0.9912,0.6436,0.77545,letter,32
T-,T-,N-,N-,24,49,338,0.9912,0.9221,1,letter,32
A,A,O,O,22,50,2155,0.9912,0.8024,0.479888,letter,32
L,L,S+,S+,23,48,245,0.9908,1.3533,0.885433,letter,32
S-,S-,N+,N+,24,49,825,0.9907,0.8873,1,letter,32
F,F,E-,E-,23,49,635,0.9907,1.1871,0.77545,letter,32
N,N,S,S,24,49,1792,0.9904,0.8843,1,letter,32
B-,B-,A-,A-,24,49,386,0.9894,0.9576,1,letter,32
S,S,Q,Q,23,50,1810,0.9894,1.2713,0.671811,letter,32
S+,S+,H,H,24,49,759,0.9893,0.6699,1,letter,32
B,B,F,F,24,49,720,0.9887,0.7811,1,letter,32
B-,B-,O+,O+,24,49,145,0.9884,0.7555,1,letter,32
O,O,N-,N-,23,49,680,0.9882,0.8554,0.77545,letter,32
T,T,O+,O+,24,49,1132,0.9877,0.7575,1,letter,32
M,M,T-,T-,22,49,1471,0.9876,0.9878,0.568172,letter,32
O+,O+,X-,X-,22,49,685,0.9875,1.5797,0.568172,letter,32
X,X,M,M,23,49,2071,0.9868,0.6140,0.77545,letter,32
K,K,X,X,24,49,910,0.9852,0.6245,1,letter,32
H,H,A+,A+,21,50,1045,0.9850,1.0829,0.322236,letter,32
N+,N+,Q,Q,20,50,2052,0.9846,0.9160,0.202639,letter,32
B-,B-,T,T,22,49,233,0.9842,0.9280,0.568172,letter,32
F,F,T-,T-,24,49,378,0.9834,0.9703,1,letter,32
P,P,A+,A+,23,49,485,0.9832,0.8873,0.77545,letter,32
S-,S-,G,G,23,49,279,0.9828,0.6393,0.77545,letter,32
T,T,M,M,23,50,2117,0.9827,0.8217,0.671811,letter,32
M,M,N,N,21,50,2193,0.9826,1.0167,0.322236,letter,32
A,A,N,N,22,50,2198,0.9813,0.7681,0.479888,letter,32
O,O,T+,T+,24,49,1400,0.9811,0.9440,1,letter,32
E+,E+,A,A,21,50,1542,0.9797,0.8933,0.322236,letter,32
T+,T+,H,H,23,49,614,0.9794,0.6095,0.77545,letter,32
L+,L+,T+,T+,23,46,85,0.9790,1.1252,1,letter,32
T+,T+,Q,Q,22,49,1817,0.9789,0.4818,0.568172,letter,32
L,L,F,F,24,49,135,0.9787,0.9430,1,letter,32
B,B,Q,Q,22,49,1604,0.9786,1.0114,0.568172,letter,32
M,M,T,T,23,50,2160,0.9772,1.0394,0.671811,letter,32
G+,G+,B,B,15,34,14,0.9768,0.4723,0.607591,letter,32
M,M,T+,T+,21,49,1983,0.9763,1.1870,0.391603,letter,32
M,M,G+,G+,22,46,92,0.9759,1.1479,0.882996,letter,32
T,T,K,K,23,49,871,0.9759,1.0777,0.77545,letter,32
A+,A+,Z,Z,24,50,2465,0.9753,1.0594,0.887725,letter,32
L-,L-,N+,N+,23,49,468,0.9749,1.6943,0.77545,letter,32
S+,S+,S,S,23,49,1735,0.9747,0.6530,0.77545,letter,32
A-,A-,A,A,18,49,2290,0.9743,0.7595,0.0854331,letter,32
X+,X+,S+,S+,20,50,2019,0.9742,0.9297,0.202639,letter,32
A+,A+,M,M,13,49,2458,0.9742,0.8897,0.00140269,letter,32
O,O,A+,A+,21,49,2015,0.9738,0.8915,0.391603,letter,32
M,M,F,F,19,49,1269,0.9734,0.8138,0.152408,letter,32
A,A,Q,Q,20,50,2316,0.9734,0.8484,0.202639,letter,32
S-,S-,X+,X+,21,49,910,0.9730,0.9063,0.391603,letter,32
H,H,T+,T+,19,49,562,0.9730,0.8963,0.152408,letter,32
N,N,H,H,22,49,658,0.9727,1.0222,0.568172,letter,32
S-,S-,O+,O+,23,49,471,0.9722,0.8766,0.77545,letter,32
T,T,I-,I-,23,48,323,0.9722,0.8588,0.885433,letter,32
S,S,G-,G-,24,49,442,0.9721,0.9771,1,letter,32
Q,Q,I,I,21,50,1531,0.9717,0.7582,0.322236,letter,32
B-,B-,Y,Y,21,47,127,0.9717,0.7181,0.560065,letter,32
K,K,X+,X+,22,49,906,0.9714,0.6520,0.568172,letter,32
G,G,S,S,23,49,667,0.9711,1.2550,0.77545,letter,32
X+,X+,L-,L-,24,49,440,0.9706,0.4647,1,letter,32
X+,X+,Q,Q,21,50,2062,0.9701,0.8663,0.322236,letter,32
Y,Y,G,G,23,48,253,0.9699,0.7637,0.885433,letter,32
A,A,A+,A+,20,50,2458,0.9691,0.8221,0.202639,letter,32
E,E,Y,Y,23,46,135,0.9688,0.5115,1,letter,32
A,A,M,M,18,50,2510,0.9687,0.7267,0.0649086,letter,32
Q,Q,N+,N+,22,50,2013,0.9685,0.7763,0.479888,letter,32
N,N,T,T,23,49,1597,0.9684,0.9472,0.77545,letter,32
A-,A-,S,S,21,49,1935,0.9676,0.6681,0.391603,letter,32
E,E,N-,N-,22,45,118,0.9671,0.5328,1,letter,32
M,M,A-,A-,20,49,2327,0.9669,1.1305,0.25287,letter,32
Y,Y,S+,S+,22,48,1270,0.9667,0.9412,0.665466,letter,32
L,L,Y,Y,23,49,84,0.9664,0.7743,0.77545,letter,32
T-,T-,K,K,24,49,492,0.9663,1.1238,1,letter,32
L,L,E-,E-,24,49,158,0.9661,0.9663,1,letter,32
X+,X+,T+,T+,22,49,1662,0.9659,0.8468,0.568172,letter,32
S-,S-,A-,A-,22,49,995,0.9659,0.9469,0.568172,letter,32
A-,A-,E,E,21,49,370,0.9658,0.9238,0.391603,letter,32
S,S,L+,L+,24,49,137,0.9656,0.6368,1,letter,32
O,O,S,S,24,49,1546,0.9655,0.8004,1,letter,32
A-,A-,L-,L-,24,49,472,0.9650,0.3417,1,letter,32
E+,E+,T,T,23,49,1146,0.9648,0.7619,0.77545,letter,32
X-,X-,N,N,23,48,675,0.9643,0.3827,0.885433,letter,32
X+,X+,P,P,22,48,460,0.9642,0.7608,0.665466,letter,32
X,X,N,N,22,49,1648,0.9639,0.5801,0.568172,letter,32
N-,N-,B,B,23,49,485,0.9639,1.0149,0.77545,letter,32
O-,O-,Z,Z,22,49,338,0.9636,0.8494,0.568172,letter,32
M,M,I,I,23,49,1706,0.9634,0.9403,0.77545,letter,32
Q,Q,C,C,22,49,751,0.9631,0.8168,0.568172,letter,32
X,X,L-,L-,24,49,415,0.9621,0.3433,1,letter,32
G,G,E+,E+,24,49,406,0.9619,1.5942,1,letter,32
Q,Q,T-,T-,20,49,1336,0.9614,0.8421,0.25287,letter,32
G-,G-,T+,T+,22,48,463,0.9614,0.9353,0.665466,letter,32
X+,X+,G-,G-,23,49,545,0.9613,0.7041,0.77545,letter,32
H,H,P,P,21,48,156,0.9611,0.8472,0.470879,letter,32
S+,S+,E+,E+,24,49,1233,0.9608,0.5618,1,letter,32
O+,O+,N+,N+,23,49,1170,0.9604,0.9136,0.77545,letter,32
O,O,H,H,20,49,675,0.9600,0.8662,0.25287,letter,32
S+,S+,W,W,23,48,239,0.9591,0.6968,0.885433,letter,32
S,S,E,E,21,49,374,0.9587,1.1161,0.391603,letter,32
I,I,S+,S+,22,49,1366,0.9587,1.1995,0.568172,letter,32
T,T,A,A,20,50,2102,0.9582,0.9230,0.202639,letter,32
N,N,K,K,23,49,855,0.9581,1.1497,0.77545,letter,32
P,P,Z,Z,23,49,401,0.9578,0.9433,0.77545,letter,32
G,G,S+,S+,22,49,797,0.9575,1.5008,0.568172,letter,32
X+,X+,E+,E+,23,49,1422,0.9574,0.6880,0.77545,letter,32
A+,A+,N,N,20,49,2146,0.9573,0.9274,0.25287,letter,32
A,A,K,K,19,49,1397,0.9572,0.9536,0.152408,letter,32
A-,A-,N+,N+,20,49,1902,0.9571,0.5781,0.25287,letter,32
A,A,S+,S+,20,50,2331,0.9571,0.9220,0.202639,letter,32
N-,N-,N,N,22,49,575,0.9567,0.6065,0.568172,letter,32
O+,O+,S+,S+,23,49,1220,0.9567,1.1972,0.77545,letter,32
M,M,B,B,19,49,1855,0.9565,1.1200,0.152408,letter,32
S+,S+,T+,T+,22,49,1545,0.9559,0.6828,0.568172,letter,32
A+,A+,X,X,17,50,2173,0.9552,1.1286,0.0328391,letter,32
O+,O+,M,M,22,49,1579,0.9552,0.9250,0.568172,letter,32
O,O,O,O,20,49,1435,0.9551,0.8145,0.25287,letter,32
B,B,M,M,20,49,1756,0.9549,0.9058,0.25287,letter,32
A,A,X,X,19,50,2183,0.9548,0.9285,0.11892,letter,32
E,E,O,O,24,48,344,0.9548,0.6388,1,letter,32
B,B,N,N,23,49,1301,0.9540,0.8761,0.77545,letter,32
Y,Y,I-,I-,23,48,189,0.9537,0.6890,0.885433,letter,32
S+,S+,A-,A-,22,49,1921,0.9535,0.6558,0.568172,letter,32
H,H,S-,S-,23,49,303,0.9530,0.8653,0.77545,letter,32
Y,Y,H,H,23,48,326,0.9529,0.9004,0.885433,letter,32
C,C,O,O,22,49,585,0.9529,0.8654,0.568172,letter,32
N,N,E-,E-,24,49,1165,0.9527,0.9668,1,letter,32
T,T,X+,X+,23,50,1801,0.9526,0.9293,0.671811,letter,32
O-,O-,T+,T+,21,46,128,0.9525,0.8401,0.658738,letter,32
G,G,K,K,20,49,357,0.9524,1.7523,0.25287,letter,32
N-,N-,F,F,23,49,242,0.9521,0.6314,0.77545,letter,32
G-,G-,A+,A+,22,49,745,0.9519,0.8920,0.568172,letter,32
N,N,M,M,21,49,2161,0.9515,0.8450,0.391603,letter,32
N+,N+,O,O,22,50,1687,0.9513,0.8232,0.479888,letter,32
X,X,G,G,20,49,654,0.9513,0.6566,0.25287,letter,32
L,L,M,M,23,49,384,0.9510,0.9081,0.77545,letter,32
S-,S-,A,A,19,49,1286,0.9507,0.9974,0.152408,letter,32
X,X,A,A,16,50,2071,0.9506,0.6578,0.0153467,letter,32
Y,Y,X,X,19,48,1087,0.9498,0.9448,0.193413,letter,32
I,I,Z,Z,22,49,1655,0.9497,1.1523,0.568172,letter,32
A+,A+,N+,N+,15,50,2240,0.9494,0.9108,0.00660045,letter,32
T,T,S,S,23,49,1754,0.9491,0.8628,0.77545,letter,32
L-,L-,X,X,22,49,578,0.9476,2.1605,0.568172,letter,32
G,G,T+,T+,20,49,611,0.9476,1.3960,0.25287,letter,32
Z,Z,N+,N+,19,50,2259,0.9476,0.9863,0.11892,letter,32
S+,S+,Y,Y,22,48,1242,0.9469,0.5838,0.665466,letter,32
B,B,N+,N+,21,49,1324,0.9463,0.8616,0.391603,letter,32
