text,basic_idx,orig_idx,n_paras,jaccard,basic_words,orig_words,basic,original
mansfield.garden-party,31-35,31-35,5,,160,128,"The front door bell sounded, and Sadie's print skirt on the stairs gave a sound as if in the wind. A man's voice said in a low voice; Sadie answered, careless, ""I'm certain I have no knowledge. Wait. I'll put a question to Mrs. Sheridan."" ""What is it, Sadie?"" Laura came into the room where there was a front door. ""It's the person keeping flower store , Miss Laura."" It was, indeed. There, just inside the door, was a wide, not deep tray full of pots of pink lilies. No other kind. Nothing but lilies – Canna lilies, big pink flowers, wide open, very bright, on bright crimson stems alive to the degree that it could give fear. ""O-oh, Sadie!"" said Laura, and the sound was like a little cry of pain. She bent down as if to warm herself at that bright flame of lilies; she felt they were in her fingers, on her lips, growing in her chest.","The front door bell pealed, and there sounded the rustle of Sadie's print skirt on the stairs. A man's voice murmured; Sadie answered, careless, ""I'm sure I don't know. Wait. I'll ask Mrs Sheridan."" ""What is it, Sadie?"" Laura came into the hall. ""It's the florist, Miss Laura."" It was, indeed. There, just inside the door, stood a wide, shallow tray full of pots of pink lilies. No other kind. Nothing but lilies - canna lilies, big pink flowers, wide open, radiant, almost frighteningly alive on bright crimson stems. ""O-oh, Sadie!"" said Laura, and the sound was like a little moan. She crouched down as if to warm herself at that blaze of lilies; she felt they were in her fingers, on her lips, growing in her breast."
mansfield.garden-party,36-40,36-40,5,,145,134,"""It's some error,"" she said feebly. ""Nobody ever ordered so many. Sadie, go and see mother."" But at that moment Mrs. Sheridan joined them. ""It's quite right,"" she said quietly. ""Yes, I ordered them. Aren't they lovely?"" She gripped Laura's arm. ""I was going through the shop yesterday, and I saw them in the window. And it suddenly came to my mind for once in my life I shall have enough Canna lilies. The garden-meeting will be a good reason."" ""But I believed you said you didn't have as purpose to come between,"" said Laura. Sadie had gone. The florist's man was still outside at his van. She put her arm round her mother's neck and gently, very gently, she bit her mother's ear. ""My dear child, you wouldn't like a mother with power of reasoning rightly, would you? Don't do that. Here's the man.""","""It's some mistake,"" she said faintly. ""Nobody ever ordered so many. Sadie, go and find mother."" But at that moment Mrs. Sheridan joined them. ""It's quite right,"" she said calmly. ""Yes, I ordered them. Aren't they lovely?"" She pressed Laura's arm. ""I was passing the shop yesterday, and I saw them in the window. And I suddenly thought for once in my life I shall have enough canna lilies. The garden-party will be a good excuse."" ""But I thought you said you didn't mean to interfere,"" said Laura. Sadie had gone. The florist's man was still outside at his van. She put her arm round her mother's neck and gently, very gently, she bit her mother's ear. ""My darling child, you wouldn't like a logical mother, would you? Don't do that. Here's the man."""
mansfield.garden-party,41-47,41-47,7,,144,132,"He took more lilies still, another whole tray. ""Support them, just inside the door, on both sides of the roofed doorway, please,"" said Mrs. Sheridan. ""Don't you give agreement, Laura?"" ""Oh, I do, mother."" In the room where guests were let into the house Meg, Jose and good little Hans had at last did well in moving the piano. ""Now, if we put this Chesterfield against the wall and move everything out of the room except the chairs, don't you have that opinion?"" ""Quite."" ""Hans, move these tables into the smoking-room, and bring a brush to take these marks off the carpet and–one moment, Hans -–"" Jose loved giving orders to the servants, and they loved to do as she ordered. She always made them be conscious of their taking part in some drama. ""Tell mother and Miss Laura to come here at once.","He carried more lilies still, another whole tray. ""Bank them up, just inside the door, on both sides of the porch, please,"" said Mrs. Sheridan. ""Don't you agree, Laura?"" ""Oh, I do, mother."" In the drawing-room Meg, Jose and good little Hans had at last succeeded in moving the piano. ""Now, if we put this chesterfield against the wall and move everything out of the room except the chairs, don't you think?"" ""Quite."" ""Hans, move these tables into the smoking-room, and bring a sweeper to take these marks off the carpet and - one moment, Hans - "" Jose loved giving orders to the servants, and they loved obeying her. She always made them feel they were taking part in some drama. ""Tell mother and Miss Laura to come here at once."
mansfield.garden-party,48-63,48-55,8,,123,147,"""Very good, Miss Jose."" She turned to Meg. ""I want to hear what the piano sounds like, just in case I'm requested to sing this afternoon. Let's try over 'This life is Tired.'"" Pom! Ta-ta-ta Tee -ta! The piano burst out so moved by passion that Jose's face changed. She gave loud approval. She looked regretfully and unclearly at her mother and Laura as they came in. A Love that Chan -ges, But at the word ""Good-bye,"" and although the piano sounded more without hope than ever, her face had into a very bright, shockingly unkind smile. ""Aren't I in good voice, mummy?"" she gave bright smile. This Life is Wee -ary, But now Sadie put a word in. ""What is it, Sadie?""","""Very good, Miss Jose."" She turned to Meg. ""I want to hear what the piano sounds like, just in case I'm asked to sing this afternoon. Let's try over 'This life is Weary.'"" Pom! Ta-ta-ta Tee-ta! The piano burst out so passionately that Jose's face changed. She clasped her hands. She looked mournfully and enigmatically at her mother and Laura as they came in. ""This Life is Wee-ary, A Tear - a Sigh. A Love that Chan-ges, This Life is Wee-ary, A Tear - a Sigh. A Love that Chan-ges, And then ... Good-bye!"" But at the word ""Good-bye,"" and although the piano sounded more desperate than ever, her face broke into a brilliant, dreadfully unsympathetic smile. ""Aren't I in good voice, mummy?"" she beamed. ""This Life is Wee-ary, Hope comes to Die. A Dream - a Wa-kening."" But now Sadie interrupted them. ""What is it, Sadie?"""
mansfield.garden-party,64-67,56-59,4,,160,147,"""If you please, m'm, cook says have you got the flags for the slices of bread with meat between?"" ""The flags for the slices of bread, Sadie?"" said again Mrs. Sheridan thoughtfully. And the children were conscious by her face that she hadn't got them. ""Let me see."" And she said to Sadie hard, ""Tell cook I'll let her have them in ten minutes. Sadie went. ""Now, Laura,"" said her mother quickly, ""come with me into the smoking-room. I've got the names somewhere on the back of a cover for letter. You'll have to write them out for me. Meg, go upstairs this minute and take that wet thing off your head. Jose, run and finish dressing this instant. Do you give an ear to me, children, or shall I have to tell your father when he comes home tonight? And-–and, Jose, make cook quiet if you do go into the kitchen, will you? I'm shocked of her this morning.""","""If you please, m'm, cook says have you got the flags for the sandwiches?"" ""The flags for the sandwiches, Sadie?"" echoed Mrs. Sheridan dreamily. And the children knew by her face that she hadn't got them. ""Let me see."" And she said to Sadie firmly, ""Tell cook I'll let her have them in ten minutes. Sadie went. ""Now, Laura,"" said her mother quickly, ""come with me into the smoking-room. I've got the names somewhere on the back of an envelope. You'll have to write them out for me. Meg, go upstairs this minute and take that wet thing off your head. Jose, run and finish dressing this instant. Do you hear me, children, or shall I have to tell your father when he comes home to-night? And - and, Jose, pacify cook if you do go into the kitchen, will you? I'm terrified of her this morning."""
mansfield.garden-party,68-75,60-67,8,,186,136,"The cover for letter was found at last at the back of the clock in the room where guests were let in, though how it had got there Mrs. Sheridan could not have an idea of. ""One of you son or daughter must have taken property of it out of my bag, because I have in memory clearly–white cheese made of milk and soft solid made of milk and lemon. Have you done that?"" ""Yes."" ""Egg and –-"" Mrs. Sheridan kept grip of the cover for letter away from her. ""It looks like small rat-like animals. It can't be them, can it?"" ""Olive, dear,"" said Laura, looking over her top of arm. ""Yes, of course, olive. What a horrible group it sounds. Egg and olive."" They were ended at last, and Laura took them off to the room where they cooked. She found Jose there making the cook quiet, who did not look at all full of fear. ""I have never seen such delicate meat between bread as a quick meal,"" said Jose's greatly pleased voice. ""How many kinds did you say there were, cook? Fifteen?""","The envelope was found at last behind the dining-room clock, though how it had got there Mrs. Sheridan could not imagine. ""One of you children must have stolen it out of my bag, because I remember vividly - cream cheese and lemon-curd. Have you done that?"" ""Yes."" ""Egg and--"" Mrs. Sheridan held the envelope away from her. ""It looks like mice. It can't be mice, can it?"" ""Olive, pet,"" said Laura, looking over her shoulder. ""Yes, of course, olive. What a horrible combination it sounds. Egg and olive."" They were finished at last, and Laura took them off to the kitchen. She found Jose there pacifying the cook, who did not look at all terrifying. ""I have never seen such exquisite sandwiches,"" said Jose's rapturous voice. ""How many kinds did you say there were, cook? Fifteen?"""
mansfield.garden-party,76-82,68-74,7,,147,122,"""Fifteen, Miss Jose."" ""Well, cook, I am pleased with this for you."" Cook cleaned hard covers of the bread with the long knife for cutting bread and butter and smiled widely. ""Godber's has come,"" said Sadie, coming out of the food-room. She had seen the man went by the window. That had the sense that the cake made with eggs and milk had come. Godber's were famous for such cakes. Nobody ever had an idea of making them at home. ""Take them in and put them on the table, my girl,"" ordered cook. Sadie took them in and went back to the door. Of course Laura and Jose were far too grown-up to really care about such things. All the same, they couldn't help coming to an agreement that the cakes looked very pleasing. Very. Cook began putting them in order, shaking off the additional icing sugar.","""Fifteen, Miss Jose."" ""Well, cook, I congratulate you."" Cook swept up crusts with the long sandwich knife, and smiled broadly. ""Godber's has come,"" announced Sadie, issuing out of the pantry. She had seen the man pass the window. That meant the cream puffs had come. Godber's were famous for their cream puffs. Nobody ever thought of making them at home. ""Bring them in and put them on the table, my girl,"" ordered cook. Sadie brought them in and went back to the door. Of course Laura and Jose were far too grown-up to really care about such things. All the same, they couldn't help agreeing that the puffs looked very attractive. Very. Cook began arranging them, shaking off the extra icing sugar."
mansfield.garden-party,83-88,75-80,6,,147,131,"""Don't they take one back to all one's gathering?"" said Laura. ""I have an idea they do,"" said common-sense Jose, who never liked to be taken back. ""They look beautifully light and feathery, I must say."" ""Have one each, my dears,"" said cook in her voice which was able to comfort. ""Yer ma won't have knowledge."" Oh, not possible. Ornamented cakes so soon after breakfast. The very idea made one shake All the same, two minutes later Jose and Laura were touching their fingers with tongue with that taken up inside look that only comes from whipped milk. ""Let's go into the garden, out by the back way,"" Laura made suggestion. ""I want to see how the men are getting on with the canvas house. They're such a very nice men."" But the cook got in the way at the back door, Sadie, Godber's man and Hans.","""Don't they carry one back to all one's parties?"" said Laura. ""I suppose they do,"" said practical Jose, who never liked to be carried back. ""They look beautifully light and feathery, I must say."" ""Have one each, my dears,"" said cook in her comfortable voice. ""Yer ma won't know."" Oh, impossible. Fancy cream puffs so soon after breakfast. The very idea made one shudder. All the same, two minutes later Jose and Laura were licking their fingers with that absorbed inward look that only comes from whipped cream. ""Let's go into the garden, out by the back way,"" suggested Laura. ""I want to see how the men are getting on with the marquee. They're such awfully nice men."" But the back door was blocked by cook, Sadie, Godber's man and Hans."
mansfield.garden-party,89-95,81-87,6,,153,127,"Something had taken place. ""Tuk-tuk-tuk,"" cook made a noise like a troubled hen. Sadie had her hand clapped to her cheek as though she had toothache. Hans' face was screwed up in the effort to understand. Only Godber's man seemed to be enjoying himself; it was his story. ""There's been an unpleasing event,"" said Cook. ""A man put to death."" ""A man put to death! Where? How? When?"" But Godber's man wasn't going to have his story taken from under his nose. ""Have knowledge of those little small country houses just below here, miss?"" Have knowledge of them? Of course, she had knowledge of them. ""Well, there's a young boy living there, name of Scott, a carter. His horse gave a sudden jump from fear at a engine with the power to pull, corner of Hawke Street this morning, and he was made fall on the back of his head. Put to death.""","Something had happened. ""Tuk-tuk-tuk,"" clucked cook like an agitated hen. Sadie had her hand clapped to her cheek as though she had toothache. Hans's face was screwed up in the effort to understand. Only Godber's man seemed to be enjoying himself; it was his story. ""There's been a horrible accident,"" said Cook. ""A man killed."" ""A man killed! Where? How? When?"" But Godber's man wasn't going to have his story snatched from under his very nose. ""Know those little cottages just below here, miss?"" Know them? Of course, she knew them. ""Well, there's a young chap living there, name of Scott, a carter. His horse shied at a traction-engine, corner of Hawke Street this morning, and he was thrown out on the back of his head. Killed."""
mansfield.garden-party,96-101,88-93,6,,163,138,"""Dead!"" Laura looked fixedly at Godber's man. ""Dead when they took him up,"" said Godber's man with pleasure. ""They were taking the body home as I come up here."" And he said to the cook, ""He has a wife and five little ones."" ""Jose, come here."" Laura took possession of her sister's arm part of the clothing and moved her by pulling through the room where they cooked to the other side of the green baize door. There she stopped for a time and was supported against it. ""Jose!"" she said, with fear, ""however are we going to stop everything?"" ""Stop everything, Laura!"" cried Jose in surprise. ""What do you have as purpose?"" ""Stop the garden-gathering, of course."" Why did Jose make him seem what he wasn’t? But Jose was still more surprised. ""Stop the garden-gathering? My dear Laura, don't be so foolish. Of course we can't do anything of the kind. Nobody is of opinion that we should. Don't be so wasting.""","""Dead!"" Laura stared at Godber's man. ""Dead when they picked him up,"" said Godber's man with relish. ""They were taking the body home as I come up here."" And he said to the cook, ""He's left a wife and five little ones."" ""Jose, come here."" Laura caught hold of her sister's sleeve and dragged her through the kitchen to the other side of the green baize door. There she paused and leaned against it. ""Jose!"" she said, horrified, ""however are we going to stop everything?"" ""Stop everything, Laura!"" cried Jose in astonishment. ""What do you mean?"" ""Stop the garden-party, of course."" Why did Jose pretend? But Jose was still more amazed. ""Stop the garden-party? My dear Laura, don't be so absurd. Of course we can't do anything of the kind. Nobody expects us to. Don't be so extravagant."""
mansfield.garden-party,102-103,94-95,2,,249,212,"""But we can't possibly have a garden-gathering with a man dead just outside the front door."" That really was wasting, for the little country houses were in a narrow street to themselves at the very bottom of a sloping place higher than the rest that led up to the house. A wide road ran between. True, they were far too near. They were the greatest unpleasing something to see, and they had no right to be in the same part of town at all. They were little houses of poor quality painted a chocolate brown. In the garden bits of land there was nothing but sticks of round green food plants, ill female fowls and tins of soft red (yellow) fruit for food. The very smoke coming out of their smoke holes was overcome by the state of being poor. Little bits of smoke, so unlike the great silvery feathers that came from the Sheridans' smoke holes. Washerwomen lived in the narrow street and cleaner of smoke outlets and a shoemaker, and a man whose house-front was full of small bird-houses. There were a great number of children. When the Sheridans were little they were given orders against going there because of the disgusting language and of what they might take. But since they were grown up, Laura and Laurie sometimes walked through secretly. It was disgusting and dirty. They came out with a shake. But still one must go everywhere; one must see everything. So through they went.","""But we can't possibly have a garden-party with a man dead just outside the front gate."" That really was extravagant, for the little cottages were in a lane to themselves at the very bottom of a steep rise that led up to the house. A broad road ran between. True, they were far too near. They were the greatest possible eyesore, and they had no right to be in that neighbourhood at all. They were little mean dwellings painted a chocolate brown. In the garden patches there was nothing but cabbage stalks, sick hens and tomato cans. The very smoke coming out of their chimneys was poverty-stricken. Little rags and shreds of smoke, so unlike the great silvery plumes that uncurled from the Sheridans' chimneys. Washerwomen lived in the lane and sweeps and a cobbler, and a man whose house-front was studded all over with minute bird-cages. Children swarmed. When the Sheridans were little they were forbidden to set foot there because of the revolting language and of what they might catch. But since they were grown up, Laura and Laurie on their prowls sometimes walked through. It was disgusting and sordid. They came out with a shudder. But still one must go everywhere; one must see everything. So through they went."
mansfield.garden-party,104-106,96-98,3,,128,124,"""And just think of what the band would sound like to that poor woman,"" said Laura. ""Oh, Laura!"" Jose made a start to be seriously troubled. ""If you're going to stop a band playing every time someone has an chance, you'll lead a very hard life. I'm every bit as feeling regret about it as you. I feel just as kind."" Her eyes hardened. She looked at her sister just as she used to when they were little and fighting together. ""You won't take a drunken workman back to life by having soft feelings,"" she said softly. ""Drunk! Who said he was drunk?"" Laura turned very angrily on Jose. She said just as they had used to say on those events, ""I'm going straight up to tell mother.""","""And just think of what the band would sound like to that poor woman,"" said Laura. ""Oh, Laura!"" Jose began to be seriously annoyed. ""If you're going to stop a band playing every time some one has an accident, you'll lead a very strenuous life. I'm every bit as sorry about it as you. I feel just as sympathetic."" Her eyes hardened. She looked at her sister just as she used to when they were little and fighting together. ""You won't bring a drunken workman back to life by being sentimental,"" she said softly. ""Drunk! Who said he was drunk?"" Laura turned furiously on Jose. She said, just as they had used to say on those occasions, ""I'm going straight up to tell mother."""
mansfield.garden-party,107-114,99-106,8,,142,120,"""Do, dear,"" said Jose with soft, loving voice. ""Mother, can I come into your room?"" Laura turned the big glass hand part of the door. ""Of course, child. Why, what has taken place? What's given you such a colour?"" And Mrs. Sheridan turned round from her dressing-table. She was putting on a new hat. ""Mother, a man's been put to death,"" Laura started. ""Not in the garden?"" her mother put a word in. ""No, no!"" ""Oh, what a fear you gave me!"" Mrs. Sheridan breathed deeply with comfort, and took off the big hat and put it on her knees. ""But give ear, mother,"" said Laura. Breathless, half stopping breathing, she told the shocking story. ""Of course, we can't have our gathering, can we?"" she made a request. ""The band and everybody coming. They'd hear us, mother; they're nearly people living near!""","""Do, dear,"" cooed Jose. ""Mother, can I come into your room?"" Laura turned the big glass door-knob. ""Of course, child. Why, what's the matter? What's given you such a colour?"" And Mrs. Sheridan turned round from her dressing-table. She was trying on a new hat. ""Mother, a man's been killed,"" began Laura. ""Not in the garden?"" interrupted her mother. ""No, no!"" ""Oh, what a fright you gave me!"" Mrs. Sheridan sighed with relief, and took off the big hat and held it on her knees. ""But listen, mother,"" said Laura. Breathless, half-choking, she told the dreadful story. ""Of course, we can't have our party, can we?"" she pleaded. ""The band and everybody arriving. They'd hear us, mother; they're nearly neighbours!"""
mansfield.garden-party,115-119,107-111,5,,175,167,"To Laura's surprise her mother acted just like Jose; it was harder to put up with because she seemed to be given amusement. She didn’t to take Laura seriously. ""But, dear child, use your common sense. It's only by chance we've heard of it. If someone had been dead there normally–and I can't have knowledge of how they keep alive in those narrow little holes-we should still be having our gathering, shouldn't we?"" Laura had to say ""yes"" to that, but she was conscious of its being all wrong. She sat down on her mother's sofa and gripped the cushion ornament. ""Mother, isn't it very unkind of us?"" she put a question. ""Dear!"" Mrs. Sheridan got up and came over to her, taking the hat. Before Laura could stop her she had put it on quickly. ""My child!"" said her mother, ""the hat is yours. It's made for you. It's much too young for me. I have never seen you look such a picture. Look at yourself!"" And she took up her hand looking glass.","To Laura's astonishment her mother behaved just like Jose; it was harder to bear because she seemed amused. She refused to take Laura seriously. ""But, my dear child, use your common sense. It's only by accident we've heard of it. If some one had died there normally - and I can't understand how they keep alive in those poky little holes - we should still be having our party, shouldn't we?"" Laura had to say ""yes"" to that, but she felt it was all wrong. She sat down on her mother's sofa and pinched the cushion frill. ""Mother, isn't it terribly heartless of us?"" she asked. ""Darling!"" Mrs. Sheridan got up and came over to her, carrying the hat. Before Laura could stop her she had popped it on. ""My child!"" said her mother, ""the hat is yours. It's made for you. It's much too young for me. I have never seen you look such a picture. Look at yourself!"" And she held up her hand- mirror."
mansfield.garden-party,120-123,112-115,4,,224,185,"""But, mother,"" Laura started again. She couldn't look at herself; she turned on one side. This time Mrs. Sheridan couldn’t keep power of putting up with things just as Jose had done. ""You are being very foolish, Laura,"" she said coldly. ""People like that don't wait offering from us. And it's not very kind to have bad effect on everybody's pleasure as you're doing now."" ""I don't get clearly,"" said Laura, and she walked quickly out of the room into her own bedroom. There, quite by chance, the first thing she saw was this good looking girl in the looking glass, in her black hat ornamented with gold daisies, and a long black velvet narrow silk band. Never had she an idea that she could look like that. Is mother right? she had this idea in mind. And now she hoped her mother was right. Am I being over free with money? Perhaps it was being over-free with money. Just for a moment she had another quick view of that poor woman and those little children, and the body being taken into the house. But it all seemed unclear, unreal, like a picture in the newspaper. I'll keep it in mind again after the friends’ meeting is over, she came to a decision. And somehow that seemed quite the best idea. . . .","""But, mother,"" Laura began again. She couldn't look at herself; she turned aside. This time Mrs. Sheridan lost patience just as Jose had done. ""You are being very absurd, Laura,"" she said coldly. ""People like that don't expect sacrifices from us. And it's not very sympathetic to spoil everybody's enjoyment as you're doing now."" ""I don't understand,"" said Laura, and she walked quickly out of the room into her own bedroom. There, quite by chance, the first thing she saw was this charming girl in the mirror, in her black hat trimmed with gold daisies, and a long black velvet ribbon. Never had she imagined she could look like that. Is mother right? she thought. And now she hoped her mother was right. Am I being extravagant? Perhaps it was extravagant. Just for a moment she had another glimpse of that poor woman and those little children, and the body being carried into the house. But it all seemed blurred, unreal, like a picture in the newspaper. I'll remember it again after the party's over, she decided. And somehow that seemed quite the best plan"
mansfield.garden-party,124-128,116-120,5,,164,146,"Lunch was over by half-past one. By half-past two they were all ready for the fight. The green-coated band had come and was put up in an angle of the place where tennis is played. ""My dear!"" Kitty Maitland pronounced letter 'r' with shaking, ""aren't they too like small jumping animal for words? You ought to have ordered them round the small stretch of water with the guide in the middle on a leaf."" Laurie came and said 'Hello' to them on his way to dress. On seeing him the accident came to Laura’s mind again. She wanted to tell him. If Laurie agreed with the others, then it was bound to be all right. And she followed him into the hall. ""Laurie!"" ""Hallo!"" he was half-way upstairs, but when he turned round and saw Laura he suddenly breathed air into his cheeks and opened his eyes widely at her. ""My word, Laura! You do look beautiful,"" said Laurie. ""What a completely topping hat!""","Lunch was over by half-past one. By half-past two they were all ready for the fray. The green-coated band had arrived and was established in a corner of the tennis-court. ""My dear!"" trilled Kitty Maitland, ""aren't they too like frogs for words? You ought to have arranged them round the pond with the conductor in the middle on a leaf."" Laurie arrived and hailed them on his way to dress. At the sight of him Laura remembered the accident again. She wanted to tell him. If Laurie agreed with the others, then it was bound to be all right. And she followed him into the hall. ""Laurie!"" ""Hallo!"" He was half-way upstairs, but when he turned round and saw Laura he suddenly puffed out his cheeks and goggled his eyes at her. ""My word, Laura! You do look stunning,"" said Laurie. ""What an absolutely topping hat!"""
mansfield.garden-party,129-133,121-126,5,,177,147,"Laura said feebly ""Is it?"" and smiled up at Laurie, and didn't tell him after all. Soon after that people started coming in groups. The band started playing; the waiters taken for money ran from the house to the canvas house. Wherever you looked there were couples walking, bending to the flowers, saying ‘hello’, moving on over the space of grass. They were like bright birds that had got off in the Sheridans' garden for this one day, on their way to–where? Ah, what feeling of pleasure it is to be with people who all are happy, to give a push to hands and cheeks, smile into eyes. ""Darling Laura, how well you look!"" ""What a becoming hat, child!"" ""Laura, you look quite Spanish. I've never seen you look so nice."" And Laura, moved by that, answered softly, ""Have you had tea? Won't you have an ice? The passion-fruit ices,(sort of a dessert) really are rather special."" She ran to her father and made a request of him. ""Daddy dear, may the band have something to drink?""","Laura said faintly ""Is it?"" and smiled up at Laurie, and didn't tell him after all. Soon after that people began coming in streams. The band struck up; the hired waiters ran from the house to the marquee. Wherever you looked there were couples strolling, bending to the flowers, greeting, moving on over the lawn. They were like bright birds that had alighted in the Sheridans' garden for this one afternoon, on their way to - where? Ah, what happiness it is to be with people who all are happy, to press hands, press cheeks, smile into eyes. ""Darling Laura, how well you look!"" ""What a becoming hat, child!"" And Laura, glowing, answered softly, ""Have you had tea? Won't you have an ice? The passion-fruit ices really are rather special."" She ran to her father and begged him. ""Daddy darling, can't the band have something to drink?"""
mansfield.garden-party,134-139,127-132,6,,180,139,"And the perfect afternoon slowly got to the right stage of development, slowly sloped down, slowly its flower-leaves shut. ""Never a more delightful garden–meeting of friends. . . "" ""The greatest outcome . . . "" ""Quite the most . . . "" Laura helped her mother with the good-byes. They were side by side in the roofed doorway till it was all over. ""All over, all over, thank God,"" said Mrs. Sheridan. ""Round up the others, Laura. Let's go and have some coffee. I'm every tired. Yes, it's been turning out very well. But oh, these meetings with friends, these meetings with friends! Why will you children put having meetings of friends for pleasure as important?"" And they all of them seated in the canvas house without people. ""Have a meat with bread as a snack, Daddy (loving word for 'father') dear. I wrote the flag."" ""Thanks."" Mr. Sheridan took a bite and the meat with bread was gone. He took another. ""I take as probable you didn't hear of a bad event that took place today?"" he said.","And the perfect afternoon slowly ripened, slowly faded, slowly its petals closed. ""Never a more delightful garden-party ... "" ""The greatest success ... "" ""Quite the most ... "" Laura helped her mother with the good-byes. They stood side by side in the porch till it was all over. ""All over, all over, thank heaven,"" said Mrs. Sheridan. ""Round up the others, Laura. Let's go and have some fresh coffee. I'm exhausted. Yes, it's been very successful. But oh, these parties, these parties! Why will you children insist on giving parties!"" And they all of them sat down in the deserted marquee. ""Have a sandwich, daddy dear. I wrote the flag."" ""Thanks."" Mr. Sheridan took a bite and the sandwich was gone. He took another. ""I suppose you didn't hear of a beastly accident that happened to-day?"" he said."
mansfield.garden-party,140-145,133-138,6,,210,182,"""My dear,"" said Mrs. Sheridan, lifting her hand, ""we did. It nearly ruined the meeting. Laura put our putting it off as important."" ""Oh, mother!"" Laura didn't want to be made sport of because of that. ""It was an unpleasing business all the same,"" said Mr. Sheridan. ""The boy was married too. Lived just down in the narrow road, and has a wife and six sons and daughters, so they say."" An uncertain little quiet state fell. Mrs. Sheridan played with her cup. Really, it was very without a delicate sense of father. . . . Suddenly she looked up. There on the table were all those bread-and-butter quick meals, cakes, cakes with cream, food not yet taken, all going to be wasted. She had one of her brilliant ideas. ""I have knowledge,"" she said. ""Let's make up a basket. Let's send that poor person some of this completely good food. At any rate, it will be the greatest pleasure for the boys and girls. Don't you have the same opinion? And she's certain to have people living near coming in and so on. What a point to have it all ready. Laura!"" She jumped up. ""Get me the big basket out of the cupboard on the flights of steps.""","""My dear,"" said Mrs. Sheridan, holding up her hand, ""we did. It nearly ruined the party. Laura insisted we should put it off."" ""Oh, mother!"" Laura didn't want to be teased about it. ""It was a horrible affair all the same,"" said Mr. Sheridan. ""The chap was married too. Lived just below in the lane, and leaves a wife and half a dozen kiddies, so they say."" An awkward little silence fell. Mrs. Sheridan fidgeted with her cup. Really, it was very tactless of father Suddenly she looked up. There on the table were all those sandwiches, cakes, puffs, all uneaten, all going to be wasted. She had one of her brilliant ideas. ""I know,"" she said. ""Let's make up a basket. Let's send that poor creature some of this perfectly good food. At any rate, it will be the greatest treat for the children. Don't you agree? And she's sure to have neighbours calling in and so on. What a point to have it all ready prepared. Laura!"" She jumped up. ""Get me the big basket out of the stairs cupboard."""
mansfield.garden-party,146-153,139-147,8,,160,132,"""But, mother, do you really have an opinion it's a good idea?"" said Laura. Again, how strange, she seemed to be different from them all. To take waste from their party. Would the poor woman really like that? ""Of course! What's came about with you today? An hour or two ago you were saying our being kind as important, and now–"" Oh well! Laura ran for the basket. It was full, it was massed by her mother. ""Take it yourself, dear,"" said she. ""Run down just as you are. No, wait, take the arum lilies too. Arum lilies have a strong effect on the mind of the people of this class."" ""The stems will damage her lace dress,"" said common-sense Jose. So they would. Just in time. ""Only the basket, then. And, Laura!""–her mother went after her out of the canvas house-–""don't on any account–-"" ""What mother?"" No, better not put such ideas into the child's head! ""Nothing! Run along.""","""But, mother, do you really think it's a good idea?"" said Laura. Again, how curious, she seemed to be different from them all. To take scraps from their party. Would the poor woman really like that? Oh well! Laura ran for the basket. It was filled, it was heaped by her mother. ""Take it yourself, darling,"" said she. ""Run down just as you are. No, wait, take the arum lilies too. People of that class are so impressed by arum lilies."" ""The stems will ruin her lace frock,"" said practical Jose. So they would. Just in time. ""Only the basket, then. And, Laura!"" - her mother followed her out of the marquee - ""don't on any account--"" ""What mother?"" No, better not put such ideas into the child's head! ""Nothing! Run along."""
mansfield.garden-party,154-155,148-149,2,,271,241,"It was just growing dark as Laura shut their garden opening door. A big dog ran very quickly. The roads had a feeble white light, and down in the hollow the little country houses were in deep shade. How quiet it seemed after the middle of the day. Here she was going down the small mountains to somewhere where a man lay dead, and she couldn't get it clearly. Why couldn't she? She stopped a minute. And it seemed to her that kisses, voices, spoons making noise, laughing, the smell of crushed grass were somehow inside her. She had no room for anything else. How strange! She looked up at the white sky, and all she had in mind was, ""Yes, it was the party that turned well."" Now the wide road was crossed. The narrow road started, smoky and dark. Women in coverings for head and men's tweed caps, hats made of thick wool cloth, moved quickly. Men hung over the pointed sticks; the children played in the doorways. A low noise came from the little country houses of poor quality. In some of them there wasn’t a bright light, and a shade, crab-like, moved across the window. Laura bent her head and moved quickly on. She had a desire now she had put on a coat. How her dress gave a light! And the big hat with the dark red narrow bit of cloth–if only it was another hat! Were the people looking at her? They must be. It was an error to have come; she knew all along it was an error. Should she go back even now?","It was just growing dusky as Laura shut their garden gates. A big dog ran by like a shadow. The road gleamed white, and down below in the hollow the little cottages were in deep shade. How quiet it seemed after the afternoon. Here she was going down the hill to somewhere where a man lay dead, and she couldn't realize it. Why couldn't she? She stopped a minute. And it seemed to her that kisses, voices, tinkling spoons, laughter, the smell of crushed grass were somehow inside her. She had no room for anything else. How strange! She looked up at the pale sky, and all she thought was, ""Yes, it was the most successful party."" Now the broad road was crossed. The lane began, smoky and dark. Women in shawls and men's tweed caps hurried by. Men hung over the palings; the children played in the doorways. A low hum came from the mean little cottages. In some of them there was a flicker of light, and a shadow, crab-like, moved across the window. Laura bent her head and hurried on. She wished now she had put on a coat. How her frock shone! And the big hat with the velvet streamer - if only it was another hat! Were the people looking at her? They must be. It was a mistake to have come; she knew all along it was a mistake. Should she go back even now?"
